date,stock_id,stock_name,market,open,high,low,close,volume,trading_value,source
20260828,006201,元大富櫃50,TPEx,44.35,44.7,44.04,44.39,100000,4433770,TPEX_OTC_QUOTES_NO1430_JSON
20260828,00858,永豐美國500大,TPEx,36.04,36.04,35.78,35.84,446000,15982920,TPEX_OTC_QUOTES_NO1430_JSON
20260828,00877,復華中國5G,TPEx,38.0,38.63,37.53,37.53,1926000,73272600,TPEX_OTC_QUOTES_NO1430_JSON
20260828,00886,永豐美國科技,TPEx,47.51,47.51,47.49,47.51,25000,1187350,TPEX_OTC_QUOTES_NO1430_JSON
20260828,00887,永豐中國科技50大,TPEx,16.42,16.5,16.29,16.3,3148000,51607390,TPEX_OTC_QUOTES_NO1430_JSON
20260828,00888,永豐台灣ESG,TPEx,33.28,33.83,33.28,33.76,9895000,332869130,TPEX_OTC_QUOTES_NO1430_JSON
20260828,00928,中信上櫃ESG 30,TPEx,32.82,33.25,32.82,32.99,445000,14696260,TPEX_OTC_QUOTES_NO1430_JSON
20260828,00955,中信日本商社,TPEx,15.41,15.57,15.41,15.54,3167000,49110270,TPEX_OTC_QUOTES_NO1430_JSON
20260828,009806,台新標普500,TPEx,13.61,13.61,13.59,13.59,89000,1210480,TPEX_OTC_QUOTES_NO1430_JSON
20260828,009807,台新標普科技精選,TPEx,16.99,17.01,16.95,16.95,103000,1748200,TPEX_OTC_QUOTES_NO1430_JSON
20260828,009814,富邦標普500,TPEx,11.4,11.41,11.36,11.37,548000,6236630,TPEX_OTC_QUOTES_NO1430_JSON
20260828,009815,大華美國MAG7+,TPEx,11.43,11.49,11.43,11.45,1630000,18677550,TPEX_OTC_QUOTES_NO1430_JSON
20260828,009822,華南永昌未來金融,TPEx,9.86,9.9,9.86,9.87,442000,4369120,TPEX_OTC_QUOTES_NO1430_JSON
20260828,009823,群益S&P500,TPEx,10.46,10.48,10.44,10.45,1225000,12799200,TPEX_OTC_QUOTES_NO1430_JSON
