stock_id,stock_name,official_industry,primary_theme,secondary_themes,structural_theme_bucket,theme_structural_status,theme_mainstream_label,concept_tags,taxonomy_source,confidence,last_reviewed,notes
3231,緯創,電腦週邊,AI伺服器,AI伺服器;伺服器代工,ai_server_ipc_theme,core_mainstream_theme,mainstream_growth_theme,AI server;server ODM,manual_theme_taxonomy,high,2026-05-29,AI伺服器主流供應鏈
6669,緯穎,電腦週邊,AI伺服器,AI伺服器;伺服器代工,ai_server_ipc_theme,core_mainstream_theme,mainstream_growth_theme,AI server;server ODM,manual_theme_taxonomy,high,2026-05-29,AI伺服器主流供應鏈
2376,技嘉,電腦週邊,AI伺服器/AI PC,AI伺服器;AI PC;主機板,ai_server_pc_theme,core_mainstream_theme,mainstream_growth_theme,AI server;AI PC;motherboard,manual_theme_taxonomy,medium,2026-05-29,AI伺服器/AI PC交集
6235,華孚,電腦週邊,AI伺服器/機構件,鎂鋁合金;機構件;AI伺服器,ai_server_mechanical_theme,core_mainstream_theme,mainstream_growth_theme,AI server;magnesium alloy;mechanical parts,manual_theme_taxonomy,medium,2026-05-29,AI機構件觀察
3013,晟銘電,電子零組件,AI伺服器/機殼,伺服器機殼;機構件;AI伺服器,ai_server_mechanical_theme,core_mainstream_theme,mainstream_growth_theme,server chassis;mechanical parts;AI server,manual_theme_taxonomy,high,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
8210,勤誠,電腦週邊,AI伺服器/機殼,伺服器機殼;AI伺服器,ai_server_mechanical_theme,core_mainstream_theme,mainstream_growth_theme,AI server;server chassis;mechanical parts,manual_theme_taxonomy,high,2026-05-29,AI伺服器機殼供應鏈
2449,京元電子,半導體,AI晶片測試,晶圓測試;AI晶片;高速測試,ai_chip_testing_theme,core_mainstream_theme,mainstream_growth_theme,wafer testing;AI chip;high speed testing,manual_theme_taxonomy,high,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3035,智原,半導體,ASIC/先進製程,ASIC;IP;先進製程,asic_advanced_process_theme,core_mainstream_theme,mainstream_growth_theme,ASIC;IP;advanced process,manual_theme_taxonomy,high,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3443,創意,半導體,ASIC/先進製程,ASIC;先進製程;AI晶片,asic_advanced_process_theme,core_mainstream_theme,mainstream_growth_theme,ASIC;advanced process;AI chip,manual_theme_taxonomy,high,2026-05-29,ASIC/先進製程觀察
3661,世芯-KY,半導體,ASIC/先進製程,ASIC;AI晶片;先進製程,asic_advanced_process_theme,core_mainstream_theme,mainstream_growth_theme,ASIC;AI chip;advanced process,manual_theme_taxonomy,high,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6153,嘉聯益,電子零組件,FPC/軟板,軟板;FPC;消費電子,fpc_flexible_pcb_theme,core_mainstream_theme,mainstream_growth_theme,FPC;flexible PCB;consumer electronics,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6269,台郡,電子零組件,FPC/軟板,軟板;FPC;高速傳輸,fpc_flexible_pcb_theme,core_mainstream_theme,mainstream_growth_theme,FPC;flexible PCB;high speed transmission,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
2355,敬鵬,電子零組件,PCB/CCL,PCB;車用板;工業板,pcb_ccl_theme,core_mainstream_theme,mainstream_growth_theme,PCB;automotive board;industrial board,manual_theme_taxonomy,medium,2026-05-29,PCB族群觀察
2368,金像電,電子零組件,PCB/CCL,高階PCB;AI伺服器;伺服器板,pcb_ccl_theme,core_mainstream_theme,mainstream_growth_theme,PCB;AI server;high speed board,manual_theme_taxonomy,high,2026-05-29,高階PCB/AI伺服器板
3044,健鼎,電子零組件,PCB/CCL,PCB;車用板;伺服器板,pcb_ccl_theme,core_mainstream_theme,mainstream_growth_theme,PCB;automotive board;server board,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
5439,高技,電子零組件,PCB/CCL,PCB;高階板;網通板,pcb_ccl_theme,core_mainstream_theme,mainstream_growth_theme,PCB;networking board;high speed board,manual_theme_taxonomy,medium,2026-05-29,PCB族群觀察
5469,瀚宇博,電子零組件,PCB/CCL,PCB;HDI;多層板,pcb_ccl_theme,core_mainstream_theme,mainstream_growth_theme,PCB;HDI;multilayer board,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6108,競國,電子零組件,PCB/CCL,PCB;多層板,pcb_ccl_theme,core_mainstream_theme,mainstream_growth_theme,PCB;multilayer board,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6213,聯茂,電子零組件,PCB/CCL,CCL;高頻高速材料;PCB上游,pcb_ccl_theme,core_mainstream_theme,mainstream_growth_theme,CCL;PCB upstream;copper clad laminate,manual_theme_taxonomy,high,2026-05-29,CCL材料
6274,台燿,電子零組件,PCB/CCL,高頻高速材料;CCL;AI伺服器,pcb_ccl_theme,core_mainstream_theme,mainstream_growth_theme,CCL;high frequency material;AI server,manual_theme_taxonomy,high,2026-05-29,高階CCL材料
3715,定穎投控,電子零組件,PCB/車用高頻板,PCB;車用板;高頻板,pcb_ccl_theme,core_mainstream_theme,mainstream_growth_theme,PCB;automotive board;high frequency board,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
2313,華通,PCB,低軌衛星,PCB;衛星通訊;低軌衛星供應鏈,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,PCB;low earth orbit satellite;satellite communication,manual_theme_taxonomy,high,2026-05-29,族群優先於官方產業；華通可同時屬PCB與低軌衛星
2314,台揚,通信網路,低軌衛星,通訊設備;衛星通訊,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,networking;low earth orbit satellite;satellite communication,manual_theme_taxonomy,high,2026-05-29,低軌衛星通訊設備觀察
2367,燿華,PCB,低軌衛星,PCB;低軌衛星供應鏈,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,PCB;low earth orbit satellite;satellite communication,manual_theme_taxonomy,high,2026-05-29,低軌衛星PCB觀察
2462,良得電,電子零組件,低軌衛星,線材;電源線;衛星設備供應鏈,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,cable;wire harness;low earth orbit satellite,manual_theme_taxonomy,low,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
2485,兆赫,通信網路,低軌衛星,通訊設備;衛星通訊,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,communication equipment;low earth orbit satellite,manual_theme_taxonomy,low,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3105,穩懋,半導體,低軌衛星,PA;砷化鎵;射頻元件,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,PA;GaAs;RF;low earth orbit satellite,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3138,耀登,通信網路,低軌衛星,天線;射頻;衛星通訊,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,antenna;RF;low earth orbit satellite,manual_theme_taxonomy,high,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3491,昇達科,通信網路,低軌衛星,射頻;微波;衛星通訊,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,RF;microwave;low earth orbit satellite;satellite communication,manual_theme_taxonomy,high,2026-05-29,低軌衛星射頻供應鏈
3596,智易,通信網路,低軌衛星,網通設備;地面接收;衛星通訊,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,networking;terminal equipment;low earth orbit satellite,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
4906,正文,通信網路,低軌衛星,網通設備;衛星通訊;低軌衛星供應鏈,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,networking;low earth orbit satellite;satellite communication,manual_theme_taxonomy,medium,2026-05-29,低軌衛星/網通觀察
5388,中磊,通信網路,低軌衛星,網通設備;地面接收;衛星通訊,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,networking;terminal equipment;low earth orbit satellite,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6152,百一,通信網路,低軌衛星,射頻;微波;通訊模組,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,RF;microwave;communication module,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6271,同欣電,半導體,低軌衛星,射頻模組;陶瓷基板;衛星通訊,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,RF module;ceramic substrate;low earth orbit satellite,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6284,佳邦,電子零組件,低軌衛星,保護元件;射頻元件;衛星通訊,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,protection component;RF;low earth orbit satellite,manual_theme_taxonomy,low,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6285,啟碁,通信網路,低軌衛星,網通設備;衛星通訊;低軌衛星供應鏈,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,networking;low earth orbit satellite;satellite communication,manual_theme_taxonomy,high,2026-05-29,低軌衛星/網通供應鏈
8011,台通,通信網路,低軌衛星,線纜;通訊工程;衛星通訊,low_earth_orbit_satellite_theme,core_mainstream_theme,mainstream_growth_theme,cable;communication engineering;low earth orbit satellite,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3711,日月光投控,半導體,先進封裝/CoWoS,封測;先進封裝;CoWoS,advanced_packaging_cowos_theme,core_mainstream_theme,mainstream_growth_theme,advanced packaging;CoWoS;OSAT,manual_theme_taxonomy,high,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3081,聯亞,半導體,光通訊/CPO,磊晶;光通訊;矽光子,optical_communication_cpo_theme,core_mainstream_theme,mainstream_growth_theme,optical communication;epitaxy;silicon photonics,manual_theme_taxonomy,high,2026-05-29,光通訊上游觀察
3163,波若威,通信網路,光通訊/CPO,光纖;光通訊;AI資料中心,optical_communication_cpo_theme,core_mainstream_theme,mainstream_growth_theme,optical communication;fiber optics;AI datacenter,manual_theme_taxonomy,high,2026-05-29,光通訊族群
3234,光環,通信網路,光通訊/CPO,光通訊元件;磊晶,optical_communication_cpo_theme,core_mainstream_theme,mainstream_growth_theme,optical communication;optical component;epitaxy,manual_theme_taxonomy,medium,2026-05-29,光通訊觀察
3363,上詮,通信網路,光通訊/CPO,光通訊;FAU;矽光子,optical_communication_cpo_theme,core_mainstream_theme,mainstream_growth_theme,optical communication;FAU;silicon photonics,manual_theme_taxonomy,high,2026-05-29,光通訊/CPO供應鏈
3450,聯鈞,通信網路,光通訊/CPO,光通訊;光元件;CPO,optical_communication_cpo_theme,core_mainstream_theme,mainstream_growth_theme,optical communication;CPO;silicon photonics;optical module,manual_theme_taxonomy,high,2026-05-29,光通訊/CPO主流題材
3454,晶睿,光電,光通訊/CPO,光通訊設備;影像傳輸,optical_communication_cpo_theme,core_mainstream_theme,mainstream_growth_theme,optical communication;video transmission;network camera,manual_theme_taxonomy,low,2026-05-29,低信心光通訊/網通交集觀察
4908,前鼎,通信網路,光通訊/CPO,光纖;光通訊元件,optical_communication_cpo_theme,core_mainstream_theme,mainstream_growth_theme,optical communication;fiber optics;optical component,manual_theme_taxonomy,medium,2026-05-29,光通訊觀察
4977,眾達-KY,通信網路,光通訊/CPO,光收發模組;AI資料中心,optical_communication_cpo_theme,core_mainstream_theme,mainstream_growth_theme,optical transceiver;AI datacenter;optical communication,manual_theme_taxonomy,high,2026-05-29,光收發模組觀察
4979,華星光,通信網路,光通訊/CPO,光模組;800G;AI資料中心,optical_communication_cpo_theme,core_mainstream_theme,mainstream_growth_theme,optical communication;optical module;800G;AI datacenter,manual_theme_taxonomy,high,2026-05-29,光通訊族群
6442,光聖,通信網路,光通訊/CPO,光元件;光模組,optical_communication_cpo_theme,core_mainstream_theme,mainstream_growth_theme,optical communication;optical component;optical module,manual_theme_taxonomy,high,2026-05-29,光通訊族群
6530,創威,通信網路,光通訊/CPO,光通訊;光模組;資料中心,optical_communication_cpo_theme,core_mainstream_theme,mainstream_growth_theme,optical communication;optical module;datacenter,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3264,欣銓,半導體,半導體測試,晶圓測試;IC測試,semiconductor_testing_theme,core_mainstream_theme,mainstream_growth_theme,wafer testing;IC testing,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6223,旺矽,半導體,半導體測試介面,探針卡;測試介面;AI晶片,semiconductor_test_interface_theme,core_mainstream_theme,mainstream_growth_theme,probe card;test interface;AI chip,manual_theme_taxonomy,high,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6510,精測,半導體,半導體測試介面,探針卡;測試板;先進製程,semiconductor_test_interface_theme,core_mainstream_theme,mainstream_growth_theme,probe card;load board;advanced process,manual_theme_taxonomy,high,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3131,弘塑,半導體,半導體設備/材料,濕製程設備;先進封裝,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,semiconductor equipment;wet process;advanced packaging,manual_theme_taxonomy,high,2026-05-29,半導體設備材料主流供應鏈
3167,大量,電機機械,半導體設備/材料,PCB設備;半導體設備;精密機械,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,PCB equipment;semiconductor equipment;precision machinery,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3413,京鼎,半導體,半導體設備/材料,半導體設備;設備零組件,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,semiconductor equipment;equipment parts,manual_theme_taxonomy,medium,2026-05-29,半導體設備觀察
3563,牧德,光電,半導體設備/材料,AOI;檢測設備;PCB設備,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,AOI;inspection equipment;PCB equipment,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3583,辛耘,半導體,半導體設備/材料,半導體設備;再生晶圓;設備服務,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,semiconductor equipment;wafer reclaim;equipment service,manual_theme_taxonomy,high,2026-05-29,半導體設備材料主流供應鏈
3680,家登,半導體,半導體設備/材料,EUV載具;半導體材料,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,semiconductor equipment;EUV pod;semiconductor material,manual_theme_taxonomy,medium,2026-05-29,半導體設備材料觀察
4770,上品,半導體,半導體設備/材料,半導體材料;高階材料,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,semiconductor material;advanced material,manual_theme_taxonomy,medium,2026-05-29,半導體材料觀察
5443,均豪,半導體,半導體設備/材料,面板/半導體設備;自動化,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,semiconductor equipment;automation;display equipment,manual_theme_taxonomy,medium,2026-05-29,半導體設備觀察
5536,聖暉,其他電子,半導體設備/材料,無塵室;廠務工程;半導體工程,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,cleanroom;facility engineering;semiconductor,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6139,亞翔,其他電子,半導體設備/材料,無塵室;廠務工程;半導體工程,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,cleanroom;facility engineering;semiconductor,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6187,萬潤,半導體,半導體設備/材料,半導體設備;封裝設備;自動化,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,semiconductor equipment;packaging equipment;automation,manual_theme_taxonomy,high,2026-05-29,半導體設備材料主流供應鏈
6196,帆宣,其他電子,半導體設備/材料,廠務工程;半導體設備;無塵室,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,semiconductor equipment;facility engineering;cleanroom,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6640,均華,半導體,半導體設備/材料,封裝設備;半導體設備,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,semiconductor equipment;packaging equipment,manual_theme_taxonomy,medium,2026-05-29,半導體設備觀察
6667,信紘科,其他電子,半導體設備/材料,廠務系統;化學供應;半導體設備,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,facility system;chemical supply;semiconductor equipment,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
8028,昇陽半導體,半導體,半導體設備/材料,再生晶圓;半導體服務,semiconductor_equipment_material_theme,core_mainstream_theme,mainstream_growth_theme,wafer reclaim;semiconductor service,manual_theme_taxonomy,medium,2026-05-29,半導體服務/材料觀察
8150,南茂,半導體,封測/驅動IC,封測;驅動IC;記憶體,packaging_testing_theme,core_mainstream_theme,mainstream_growth_theme,packaging testing;driver IC;memory,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
8114,振樺電,電腦週邊,工業電腦/特殊應用,POS;工業電腦;特殊應用,ipc_special_application_theme,core_mainstream_theme,mainstream_growth_theme,IPC;POS;special application,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6789,采鈺,半導體,影像感測/先進封裝,CIS;晶圓級封裝;先進封裝,cis_advanced_packaging_theme,core_mainstream_theme,mainstream_growth_theme,CIS;wafer level packaging;advanced packaging,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3227,原相,半導體,感測IC/機器人,感測IC;滑鼠感測;機器人感測,sensor_ic_robotics_theme,core_mainstream_theme,mainstream_growth_theme,sensor IC;robotics sensing,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3017,奇鋐,其他電子,散熱,散熱模組;AI伺服器散熱,thermal_solution_theme,core_mainstream_theme,mainstream_growth_theme,thermal solution;AI server;liquid cooling,manual_theme_taxonomy,high,2026-05-29,AI散熱主流供應鏈
3324,雙鴻,其他電子,散熱,散熱模組;AI伺服器散熱,thermal_solution_theme,core_mainstream_theme,mainstream_growth_theme,thermal solution;AI server;liquid cooling,manual_theme_taxonomy,high,2026-05-29,AI散熱主流供應鏈
3338,泰碩,電子零組件,散熱,散熱模組;熱管;AI伺服器,thermal_solution_theme,core_mainstream_theme,mainstream_growth_theme,thermal module;heat pipe;AI server,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3483,力致,電腦週邊,散熱,散熱模組;NB散熱;AI PC,thermal_solution_theme,core_mainstream_theme,mainstream_growth_theme,thermal module;NB thermal;AI PC,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6230,尼得科超眾,電腦週邊,散熱,散熱模組;伺服器散熱,thermal_solution_theme,core_mainstream_theme,mainstream_growth_theme,thermal module;server thermal,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3653,健策,電子零組件,散熱/機構件,均熱片;散熱;機構件,thermal_mechanical_theme,core_mainstream_theme,mainstream_growth_theme,thermal solution;vapor chamber;mechanical parts,manual_theme_taxonomy,high,2026-05-29,AI散熱/機構件供應鏈
8996,高力,電機機械,散熱/能源設備,熱交換器;燃料電池;資料中心散熱,thermal_energy_theme,core_mainstream_theme,mainstream_growth_theme,heat exchanger;fuel cell;datacenter thermal,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
2317,鴻海,其他電子,機器人/AI製造,AI製造;機器人;電動車;伺服器,robotics_ai_manufacturing_theme,core_mainstream_theme,mainstream_growth_theme,robotics;AI manufacturing;EV;server,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
3019,亞光,光電,機器人/光學感測,光學鏡頭;感測;機器視覺,robotics_optics_sensor_theme,core_mainstream_theme,mainstream_growth_theme,robotics;optics;sensing;camera module;machine vision,manual_theme_taxonomy,medium,2026-05-29,機器人光學感測觀察
2374,佳能,光電,機器人/光學感測,光學鏡頭;影像模組;機器視覺;感測,robotics_optics_sensor_theme,core_mainstream_theme,mainstream_growth_theme,robotics;optics;camera module;machine vision;sensing,manual_theme_taxonomy,medium,2026-05-29,族群優先於官方產業；佳能屬機器人光學感測/機器視覺供應鏈
4585,達明,電機機械,機器人/協作機器人,協作機器人;智慧製造;自動化,robotics_collaborative_theme,core_mainstream_theme,mainstream_growth_theme,robotics;cobot;automation;smart manufacturing,manual_theme_taxonomy,high,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
2365,昆盈,電腦週邊,機器人/周邊零組件,機器人周邊;感測;控制器,robotics_component_theme,core_mainstream_theme,mainstream_growth_theme,robotics;peripheral;controller;sensor,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
2395,研華,電腦週邊,機器人/工業電腦,工業電腦;邊緣AI;自動化,robotics_ipc_edge_ai_theme,core_mainstream_theme,mainstream_growth_theme,IPC;edge AI;automation;robotics,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6166,凌華,電腦週邊,機器人/工業電腦,工業電腦;邊緣AI;機器視覺,robotics_ipc_edge_ai_theme,core_mainstream_theme,mainstream_growth_theme,robotics;IPC;edge AI;machine vision,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
6414,樺漢,電腦週邊,機器人/工業電腦,工業電腦;邊緣AI;自動化,robotics_ipc_edge_ai_theme,core_mainstream_theme,mainstream_growth_theme,IPC;edge AI;automation;robotics,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
2354,鴻準,其他電子,機器人/機構件,機構件;機器人;精密加工,robotics_mechanical_theme,core_mainstream_theme,mainstream_growth_theme,robotics;mechanical parts;precision machining,manual_theme_taxonomy,medium,2026-05-29,market theme taxonomy expansion; market theme overrides exchange industry
1597,直得,電機機械,機器人/精密傳動,微型滑軌;自動化,robotics_precision_motion_theme,core_mainstream_theme,mainstream_growth_theme,robotics;linear guide;automation,manual_theme_taxonomy,medium,2026-05-29,機器人精密傳動觀察
1590,亞德客-KY,電機機械,機器人/氣動自動化,氣動元件;自動化設備;工業自動化,robotics_automation_theme,core_mainstream_theme,mainstream_growth_theme,robotics;pneumatic components;automation;industrial automation,manual_theme_taxonomy,high,2026-05-29,族群優先於官方產業；亞德客-KY屬機器人與工業自動化供應鏈
2049,上銀,電機機械,機器人/精密傳動,線性滑軌;滾珠螺桿;精密傳動,robotics_precision_motion_theme,core_mainstream_theme,mainstream_growth_theme,robotics;precision motion;linear guide;ball screw;automation,manual_theme_taxonomy,high,2026-05-29,族群優先於官方產業；機器人與精密傳動代表股
3813,大銀微系統,電機機械,機器人/精密傳動,線性滑軌;精密傳動;自動化,robotics_precision_motion_theme,core_mainstream_theme,mainstream_growth_theme,robotics;precision motion;linear guide;automation,manual_theme_taxonomy,high,2026-05-29,同名歷史代號/資料相容列
4540,全球傳動,電機機械,機器人/精密傳動,滾珠螺桿;線性滑軌,robotics_precision_motion_theme,core_mainstream_theme,mainstream_growth_theme,robotics;ball screw;linear guide;automation,manual_theme_taxonomy,medium,2026-05-29,機器人精密傳動觀察
4571,鈞興-KY,電機機械,機器人/精密傳動,齒輪;傳動,robotics_precision_motion_theme,core_mainstream_theme,mainstream_growth_theme,robotics;gear;transmission;automation,manual_theme_taxonomy,medium,2026-05-29,機器人精密傳動觀察
4576,大銀微系統,電機機械,機器人/精密傳動,線性馬達;伺服;精密平台;半導體設備,robotics_precision_motion_theme,core_mainstream_theme,mainstream_growth_theme,robotics;servo motor;linear motor;precision stage;semiconductor equipment,manual_theme_taxonomy,high,2026-05-29,族群優先於官方產業；與上銀同屬精密傳動/機器人供應鏈
4583,台灣精銳,電機機械,機器人/精密傳動,減速機;精密傳動,robotics_precision_motion_theme,core_mainstream_theme,mainstream_growth_theme,robotics;reducer;precision reducer;automation,manual_theme_taxonomy,medium,2026-05-29,機器人精密傳動觀察
2250,IKKA-KY,汽車零組件,機器人/精密零組件,精密零件;冷鍛,robotics_precision_motion_theme,core_mainstream_theme,mainstream_growth_theme,robotics;precision components;cold forging,manual_theme_taxonomy,low,2026-05-29,低信心機器人零組件觀察
