research_id,research_variant_id,parameter_set_id,advisory_status,risk_penalty_scope_id,summary_scope_id,analysis_scope_id,risk_penalty_rule_id,risk_penalty_candidate_status,sample_count,unique_events,win_count,neutral_count,loss_count,other_count,pure_win_rate_pct,neutral_inclusive_success_rate_pct,positive_return_rate_pct,avg_return_pct,median_return_pct,approved_for_daily,production_readiness,generated_at
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,broad_45_non_bearish_with_90_warning,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,broad_45_non_bearish_with_90_warning,accepted_risk_all_45_non_bearish_90_bearish,48,48,16,12,20,0,44.4444,58.3333,60.4167,1.1494,2.7864,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_drawdown90_ge_neg20,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_drawdown90_ge_neg25,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_drawdown90_ge_neg25,accepted_risk_drawdown90_ge_neg25,5,5,0,3,2,0,0.0000,60.0000,80.0000,0.8400,2.8169,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_mild_damage_return90_ge_neg10_drawdown90_ge_neg25,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_mild_damage_return90_ge_neg10_drawdown90_ge_neg25,accepted_risk_mild_long_damage,3,3,0,1,2,0,0.0000,33.3333,66.6667,-0.9282,2.8169,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_penalty_le_1,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_penalty_le_1,accepted_risk_penalty_le_1,1,1,0,0,1,0,0.0000,0.0000,0.0000,-4.1667,-4.1667,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_penalty_le_2,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_penalty_le_2,accepted_risk_penalty_le_2,4,4,0,2,2,0,0.0000,50.0000,75.0000,1.7110,3.2229,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_penalty_le_3,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_penalty_le_3,accepted_risk_penalty_le_3,8,8,1,2,5,0,16.6667,37.5000,50.0000,-5.5895,-0.6749,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_return90_ge_neg10,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_return90_ge_neg10,accepted_risk_return90_ge_neg10,14,14,4,2,8,0,33.3333,42.8571,42.8571,-1.0032,-1.4568,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_return90_ge_neg5,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_return90_ge_neg5,accepted_risk_return90_ge_neg5,5,5,2,1,2,0,50.0000,60.0000,60.0000,4.8307,4.6025,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_short_return45_ge_5,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_short_return45_ge_5,accepted_risk_return45_ge_5,22,22,7,5,10,0,41.1765,54.5455,59.0909,-0.8435,3.2229,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_short_return45_ge_8,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_short_return45_ge_8,accepted_risk_return45_ge_8,15,15,6,4,5,0,54.5455,66.6667,66.6667,0.3665,3.7313,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_short_slope45_ge_2,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_short_slope45_ge_2,accepted_risk_slope45_ge_2,18,18,6,4,8,0,42.8571,55.5556,61.1111,0.0927,2.7864,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_short_strength_return45_ge_5_slope45_ge_2,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_short_strength_return45_ge_5_slope45_ge_2,accepted_risk_short_strength,14,14,5,3,6,0,45.4545,57.1429,64.2857,-0.3941,3.2229,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_slope90_ge_0,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_slope90_ge_0,accepted_risk_slope90_ge_0,2,2,0,0,2,0,0.0000,0.0000,50.0000,-0.1802,-0.1802,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_slope90_ge_neg2,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_slope90_ge_neg2,accepted_risk_slope90_ge_neg2,3,3,0,1,2,0,0.0000,33.3333,66.6667,1.0895,3.6290,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_strict_repair_return45_ge_5_slope45_ge_2_return90_ge_neg15,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,confirmed_plus_risk_strict_repair_return45_ge_5_slope45_ge_2_return90_ge_neg15,accepted_risk_strict_repair,6,6,1,2,3,0,25.0000,50.0000,66.6667,-0.3911,3.2229,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_by_candidate_status,all_retest_entries,strict_45_90_non_bearish,accepted_clean_45_90_non_bearish,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_overall,low_position_le60_market_bull,broad_45_non_bearish_with_90_warning,all_accepted,87,87,40,21,26,0,60.6061,70.1149,70.1149,3.8213,3.8202,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_overall,low_position_le60_market_bull,confirmed_plus_risk_drawdown90_ge_neg20,all_accepted,48,48,27,11,10,0,72.9730,79.1667,77.0833,5.5353,10.3780,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_overall,low_position_le60_market_bull,confirmed_plus_risk_drawdown90_ge_neg25,all_accepted,53,53,27,14,12,0,69.2308,77.3585,77.3585,5.0924,10.1493,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_overall,low_position_le60_market_bull,confirmed_plus_risk_mild_damage_return90_ge_neg10_drawdown90_ge_neg25,all_accepted,51,51,27,12,12,0,69.2308,76.4706,76.4706,5.1551,10.2009,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_overall,low_position_le60_market_bull,confirmed_plus_risk_penalty_le_1,all_accepted,49,49,27,11,11,0,71.0526,77.5510,75.5102,5.3373,10.3571,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_overall,low_position_le60_market_bull,confirmed_plus_risk_penalty_le_2,all_accepted,51,51,27,12,12,0,69.2308,76.4706,76.4706,5.2544,10.2009,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_overall,low_position_le60_market_bull,confirmed_plus_risk_penalty_le_3,all_accepted,53,53,28,12,13,0,68.2927,75.4717,75.4717,4.9734,10.1911,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_overall,low_position_le60_market_bull,confirmed_plus_risk_return90_ge_neg10,all_accepted,58,58,29,13,16,0,64.4444,72.4138,70.6897,4.1742,7.4889,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_overall,low_position_le60_market_bull,confirmed_plus_risk_return90_ge_neg5,all_accepted,50,50,28,12,10,0,73.6842,80.0000,78.0000,5.8316,10.3780,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_overall,low_position_le60_market_bull,confirmed_plus_risk_short_return45_ge_5,all_accepted,65,65,32,15,18,0,64.0000,72.3077,72.3077,4.1368,4.8414,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_overall,low_position_le60_market_bull,confirmed_plus_risk_short_return45_ge_8,all_accepted,58,58,31,14,13,0,70.4545,77.5862,75.8621,5.0508,10.1960,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_overall,low_position_le60_market_bull,confirmed_plus_risk_short_slope45_ge_2,all_accepted,61,61,32,14,15,0,68.0851,75.4098,75.4098,4.9162,10.1493,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
structured_neckline_dual_window_risk_penalty_audit,warning_research_variant_only,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,dual_window_45_pass_90_bearish_risk_penalty_grid,accepted_overall,low_position_le60_market_bull,confirmed_plus_risk_short_strength_return45_ge_5_slope45_ge_2,all_accepted,58,58,31,13,14,0,68.8889,75.8621,75.8621,5.0351,10.1960,false,not_production_ready_research_only,2026-06-29 02:37:09 Asia/Taipei
