research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,model_id,source_event_key,stock_id,stock_name,signal_date,original_confirmation_date,original_selected_trigger_id,selected_close_only_trigger_id,matched_close_only_trigger_ids,close_only_confirmation_date,confirmation_age_trading_days,return_basis,entry_rule_id,exit_rule_id,entry_date,entry_price,exit_date,exit_price,simulated_exit_reason,return_pct,return_outcome,data_quality_flag,breakout_over_prev60_pct,consolidation_type,range_width_40_pct,range_width_60_pct,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20250626|20250627|next_day_break_signal_high_confirmed|20250630|20250711|126.0|125.0,1215,卜蜂,20250626,20250627,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed|pullback_5ma_close_reclaim_confirmed,20250627,1,fixed_10d_close_no_stop,confirmation_next_trading_day_open,fixed_10d_close_no_stop,20250630,126.0,20250711,125.0,fixed_10d_close_no_stop,-0.7937,loss,ok,,long_consolidation,17.6471,,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20250626|20250627|next_day_break_signal_high_confirmed|20250630|20250711|126.0|125.0,1215,卜蜂,20250626,20250627,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed|pullback_5ma_close_reclaim_confirmed,20250627,1,fixed_60d_close_no_stop,confirmation_next_trading_day_open,fixed_60d_close_no_stop,20250630,126.0,20250925,139.0,fixed_60d_close_no_stop,10.3175,win,ok,,long_consolidation,17.6471,,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20250627|20250630|next_day_break_signal_high_confirmed|20250701|20250714|126.5|125.0,1215,卜蜂,20250627,20250630,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed|pullback_5ma_close_reclaim_confirmed,20250630,1,close_signal_low_stop_next_open_or_fixed_10d_close,confirmation_next_trading_day_open,close_signal_low_stop_next_open_or_fixed_10d_close,20250701,126.5,20250714,125.0,fixed_10d_close,-1.1858,loss,ok,,long_consolidation,22.7273,,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20250627|20250630|next_day_break_signal_high_confirmed|20250701|20250714|126.5|125.0,1215,卜蜂,20250627,20250630,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed|pullback_5ma_close_reclaim_confirmed,20250630,1,fixed_10d_close_no_stop,confirmation_next_trading_day_open,fixed_10d_close_no_stop,20250701,126.5,20250714,125.0,fixed_10d_close_no_stop,-1.1858,loss,ok,,long_consolidation,22.7273,,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20250627|20250630|next_day_break_signal_high_confirmed|20250701|20250714|126.5|125.0,1215,卜蜂,20250627,20250630,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed|pullback_5ma_close_reclaim_confirmed,20250630,1,fixed_60d_close_no_stop,confirmation_next_trading_day_open,fixed_60d_close_no_stop,20250701,126.5,20250926,137.5,fixed_60d_close_no_stop,8.6957,win,ok,,long_consolidation,22.7273,,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20251126|20251127|pullback_5ma_confirmed|20251128|20251211|142.0|144.0,1215,卜蜂,20251126,20251127,pullback_5ma_confirmed,pullback_5ma_close_reclaim_confirmed,pullback_5ma_close_reclaim_confirmed,20251205,7,close_signal_low_stop_next_open_or_fixed_10d_close,confirmation_next_trading_day_open,close_signal_low_stop_next_open_or_fixed_10d_close,20251208,143.5,20251218,135.0,close_signal_low_stop_next_open,-5.9233,loss,ok,-2.027,long_consolidation,14.2857,15.625,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20251126|20251127|pullback_5ma_confirmed|20251128|20251211|142.0|144.0,1215,卜蜂,20251126,20251127,pullback_5ma_confirmed,pullback_5ma_close_reclaim_confirmed,pullback_5ma_close_reclaim_confirmed,20251205,7,fixed_10d_close_no_stop,confirmation_next_trading_day_open,fixed_10d_close_no_stop,20251208,143.5,20251219,136.5,fixed_10d_close_no_stop,-4.878,loss,ok,-2.027,long_consolidation,14.2857,15.625,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20251126|20251127|pullback_5ma_confirmed|20251128|20251211|142.0|144.0,1215,卜蜂,20251126,20251127,pullback_5ma_confirmed,pullback_5ma_close_reclaim_confirmed,pullback_5ma_close_reclaim_confirmed,20251205,7,fixed_60d_close_no_stop,confirmation_next_trading_day_open,fixed_60d_close_no_stop,20251208,143.5,20260313,153.5,fixed_60d_close_no_stop,6.9686,win,ok,-2.027,long_consolidation,14.2857,15.625,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20260113|20260116|pullback_5ma_confirmed|20260119|20260130|154.0|148.5,1215,卜蜂,20260113,20260116,pullback_5ma_confirmed,pullback_5ma_close_reclaim_confirmed,pullback_5ma_close_reclaim_confirmed,20260120,5,close_signal_low_stop_next_open_or_fixed_10d_close,confirmation_next_trading_day_open,close_signal_low_stop_next_open_or_fixed_10d_close,20260121,151.0,20260203,148.5,fixed_10d_close,-1.6556,loss,ok,2.3649,long_consolidation,12.2137,14.2857,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20260113|20260116|pullback_5ma_confirmed|20260119|20260130|154.0|148.5,1215,卜蜂,20260113,20260116,pullback_5ma_confirmed,pullback_5ma_close_reclaim_confirmed,pullback_5ma_close_reclaim_confirmed,20260120,5,fixed_10d_close_no_stop,confirmation_next_trading_day_open,fixed_10d_close_no_stop,20260121,151.0,20260203,148.5,fixed_10d_close_no_stop,-1.6556,loss,ok,2.3649,long_consolidation,12.2137,14.2857,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20260113|20260116|pullback_5ma_confirmed|20260119|20260130|154.0|148.5,1215,卜蜂,20260113,20260116,pullback_5ma_confirmed,pullback_5ma_close_reclaim_confirmed,pullback_5ma_close_reclaim_confirmed,20260120,5,fixed_60d_close_no_stop,confirmation_next_trading_day_open,fixed_60d_close_no_stop,20260121,151.0,20260428,139.0,fixed_60d_close_no_stop,-7.947,loss,ok,2.3649,long_consolidation,12.2137,14.2857,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1216|20251218|20251219|pullback_5ma_confirmed|20251222|20260106|77.5|76.2,1216,統一,20251218,20251219,pullback_5ma_confirmed,pullback_5ma_close_reclaim_confirmed,pullback_5ma_close_reclaim_confirmed,20251224,4,close_signal_low_stop_next_open_or_fixed_10d_close,confirmation_next_trading_day_open,close_signal_low_stop_next_open_or_fixed_10d_close,20251226,77.9,20260109,75.3,fixed_10d_close,-3.3376,loss,ok,-1.4963,long_consolidation,8.0863,8.0863,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1216|20251218|20251219|pullback_5ma_confirmed|20251222|20260106|77.5|76.2,1216,統一,20251218,20251219,pullback_5ma_confirmed,pullback_5ma_close_reclaim_confirmed,pullback_5ma_close_reclaim_confirmed,20251224,4,fixed_10d_close_no_stop,confirmation_next_trading_day_open,fixed_10d_close_no_stop,20251226,77.9,20260109,75.3,fixed_10d_close_no_stop,-3.3376,loss,ok,-1.4963,long_consolidation,8.0863,8.0863,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1216|20251218|20251219|pullback_5ma_confirmed|20251222|20260106|77.5|76.2,1216,統一,20251218,20251219,pullback_5ma_confirmed,pullback_5ma_close_reclaim_confirmed,pullback_5ma_close_reclaim_confirmed,20251224,4,fixed_60d_close_no_stop,confirmation_next_trading_day_open,fixed_60d_close_no_stop,20251226,77.9,20260401,71.9,fixed_60d_close_no_stop,-7.7022,loss,ok,-1.4963,long_consolidation,8.0863,8.0863,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1229|20260602|20260603|next_day_break_signal_high_confirmed|20260604|20260608|43.4|40.0,1229,聯華,20260602,20260603,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed|pullback_5ma_close_reclaim_confirmed,20260603,1,close_signal_low_stop_next_open_or_fixed_10d_close,confirmation_next_trading_day_open,close_signal_low_stop_next_open_or_fixed_10d_close,20260604,43.4,20260617,41.95,fixed_10d_close,-3.341,loss,ok,-7.9872,long_consolidation,19.2105,23.5526,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1229|20260602|20260603|next_day_break_signal_high_confirmed|20260604|20260608|43.4|40.0,1229,聯華,20260602,20260603,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed|pullback_5ma_close_reclaim_confirmed,20260603,1,fixed_10d_close_no_stop,confirmation_next_trading_day_open,fixed_10d_close_no_stop,20260604,43.4,20260617,41.95,fixed_10d_close_no_stop,-3.341,loss,ok,-7.9872,long_consolidation,19.2105,23.5526,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1229|20260602|20260603|next_day_break_signal_high_confirmed|20260604|20260608|43.4|40.0,1229,聯華,20260602,20260603,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed|pullback_5ma_close_reclaim_confirmed,20260603,1,fixed_60d_close_no_stop,confirmation_next_trading_day_open,fixed_60d_close_no_stop,,,,,,,,insufficient_forward_price_window,-7.9872,long_consolidation,19.2105,23.5526,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1236|20251002|20251003|next_day_break_signal_high_confirmed|20251007|20251013|27.45|24.95,1236,宏亞,20251002,20251003,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed,20251003,1,close_signal_low_stop_next_open_or_fixed_10d_close,confirmation_next_trading_day_open,close_signal_low_stop_next_open_or_fixed_10d_close,20251007,27.45,20251020,24.85,close_signal_low_stop_next_open,-9.4718,loss,ok,2.004,long_consolidation,21.1165,21.1165,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1236|20251002|20251003|next_day_break_signal_high_confirmed|20251007|20251013|27.45|24.95,1236,宏亞,20251002,20251003,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed,20251003,1,fixed_10d_close_no_stop,confirmation_next_trading_day_open,fixed_10d_close_no_stop,20251007,27.45,20251023,25.85,fixed_10d_close_no_stop,-5.8288,loss,ok,2.004,long_consolidation,21.1165,21.1165,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1236|20251002|20251003|next_day_break_signal_high_confirmed|20251007|20251013|27.45|24.95,1236,宏亞,20251002,20251003,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed,20251003,1,fixed_60d_close_no_stop,confirmation_next_trading_day_open,fixed_60d_close_no_stop,20251007,27.45,20260106,25.5,fixed_60d_close_no_stop,-7.1038,loss,ok,2.004,long_consolidation,21.1165,21.1165,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1256|20250901|20250902|next_day_break_signal_high_confirmed|20250903|20250922|157.5|174.0,1256,鮮活果汁-KY,20250901,20250902,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed,20250902,1,close_signal_low_stop_next_open_or_fixed_10d_close,confirmation_next_trading_day_open,close_signal_low_stop_next_open_or_fixed_10d_close,20250903,157.5,20250922,174.0,fixed_10d_close,10.4762,win,ok,2.3529,long_consolidation,10.5263,11.8421,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1256|20250901|20250902|next_day_break_signal_high_confirmed|20250903|20250922|157.5|174.0,1256,鮮活果汁-KY,20250901,20250902,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed,20250902,1,fixed_10d_close_no_stop,confirmation_next_trading_day_open,fixed_10d_close_no_stop,20250903,157.5,20250922,174.0,fixed_10d_close_no_stop,10.4762,win,ok,2.3529,long_consolidation,10.5263,11.8421,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1256|20250901|20250902|next_day_break_signal_high_confirmed|20250903|20250922|157.5|174.0,1256,鮮活果汁-KY,20250901,20250902,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed,20250902,1,fixed_60d_close_no_stop,confirmation_next_trading_day_open,fixed_60d_close_no_stop,20250903,157.5,20251209,136.5,fixed_60d_close_no_stop,-13.3333,loss,ok,2.3529,long_consolidation,10.5263,11.8421,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1256|20250902|20250903|next_day_break_signal_high_confirmed|20250904|20250923|173.0|171.5,1256,鮮活果汁-KY,20250902,20250903,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed|pullback_5ma_close_reclaim_confirmed,20250903,1,close_signal_low_stop_next_open_or_fixed_10d_close,confirmation_next_trading_day_open,close_signal_low_stop_next_open_or_fixed_10d_close,20250904,173.0,20250923,171.5,fixed_10d_close,-0.8671,loss,ok,9.9617,long_consolidation,14.4737,14.4737,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
volume_range_breakout_v2_close_only_confirmation_audit,volume_range_breakout_v2_close_only_confirmation_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1256|20250902|20250903|next_day_break_signal_high_confirmed|20250904|20250923|173.0|171.5,1256,鮮活果汁-KY,20250902,20250903,next_day_break_signal_high_confirmed,next_day_close_above_signal_high_confirmed,next_day_close_above_signal_high_confirmed|pullback_5ma_close_reclaim_confirmed,20250903,1,fixed_10d_close_no_stop,confirmation_next_trading_day_open,fixed_10d_close_no_stop,20250904,173.0,20250923,171.5,fixed_10d_close_no_stop,-0.8671,loss,ok,9.9617,long_consolidation,14.4737,14.4737,False,not_production_ready_research_only,2026-07-09 04:02:59 Asia/Taipei
