generated_at,model_id,artifact_id,artifact_version,condition_variant_id,episode_key,stock_id,stock_name,contrast_group,contrast_scope,source_episode_status,source_launch_date,anomaly_candidate_flag,trigger_date,trigger_close,previous_20d_highest_close,breakout_prev40,breakout_prev60,next_day_observed,next_day_date,next_day_close,next_day_close_gt_trigger_close,next_day_close_holds_previous_close_high,next_day_close_return_pct,volume_ratio_prev20,volume_ge1_5,volume_ge2,ma120_observed,ma60_gt_ma120,ma60_minus_ma120_pct,obv_observed,obv_above_ma20,kdj_observed,kdj_bullish_not_extreme,kdj_j_ge100,ma20_ema23_observed,close_above_ma20_ema23,macd_observed,macd_hist_gt0,rsi_observed,rsi14_40_70,rsi14_ge60,return20_observed,return20_0_25,range23_observed,range23_le15,position120_observed,position120_low_le40,position120_mid_40_75,position120_high_gt75,solid_red_candle,tdcc_observed,tdcc_high_thresholds_up,tdcc_consecutive_up_ge1,market_observed,market_bull,market_correction_or_high_risk,revenue_observed,revenue_two_month_observed,revenue_latest_ge50,revenue_cumulative_ge30,revenue_two_month_yoy_ge15,revenue_lag_observed,revenue_lag_0_14,revenue_lag_15_30,revenue_lag_31_60,revenue_lag_61_90,revenue_lag_91_126,revenue_lag_trading_days,qualifying_revenue_source_date_asof,revenue_latest_yoy_pct,revenue_cumulative_yoy_pct,revenue_latest_yoy_delta_1m_pct_points,return_5d_pct,return_20d_pct,range_width_23d_pct,range_width_60d_pct,close_position_120d_pct,signal_body_pct,close_location_pct,rsi14,macd_hist,k_value,d_value,kdj_j_value,ema23_slope_5d_pct,distance_to_ema23_pct,obv_slope_5d,tdcc_consecutive_up_weeks,market_regime,revenue_period,revenue_source_table_date,outcome_status,strict_success,first_hit_offset,d20_return_pct,post_hit_min_return_pct,approved_for_daily,production_change
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1101|20250517|1,1101,台泥,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,no_launch_within_active_horizon,,False,20250922,24.6,23.35,False,False,True,20250923,23.75,False,True,-3.4553,3.9555,True,True,True,False,-8.8866,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,True,False,83.0,20250517,-6.07,4.18,0.12,7.1895,5.5794,8.1448,20.6349,27.2727,4.9041,93.75,64.8148,0.2135,66.5704,48.3309,103.0493,-0.1254,6.5601,277454212.0,,strong_bull,202508,20250917,mature_failure,False,,-7.3171,,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1109|20260217|1,1109,信大,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,right_censored_before_active_horizon,,False,20260223,15.65,15.55,False,False,True,20260224,15.75,True,True,0.639,2.3131,True,True,True,False,-0.6325,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,0.0,20260217,22.72,22.72,18.1,1.2945,1.2945,1.3029,3.268,38.8889,1.2945,100.0,66.6667,0.0161,65.9508,51.9019,94.0488,0.0096,1.2472,315546.0,,strong_bull,202601,20260217,mature_failure,False,,-2.5559,,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1110|20250517|1,1110,東泥,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,no_launch_within_active_horizon,,False,20250519,20.15,19.7,False,False,True,20250520,20.75,True,True,2.9777,2.4063,True,True,True,False,0.0,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,0.0,20250517,27.75,28.2,3.44,2.8061,14.1643,13.5447,,,3.3333,68.4211,,,,,,,6.716,658908.0,,strong_bull,202504,20250517,mature_failure,False,,-1.9851,,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1213|20250617|1,1213,大飲,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,right_censored_before_active_horizon,,False,20250717,13.1,13.05,False,False,True,20250718,12.65,False,False,-3.4351,0.9062,False,False,True,True,0.534,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,0.0,20250717,94.64,81.37,73.02,3.1496,0.3831,3.9683,19.4215,42.5532,0.3831,20.0,65.5172,0.0498,78.3377,72.6561,89.7009,0.1951,1.3495,111875.0,,strong_bull,202506,20250717,mature_failure,False,,-4.1985,,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1220|20260217|1,1220,台榮,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,right_censored_before_active_horizon,,False,20260223,13.15,13.05,True,True,True,20260224,13.05,False,True,-0.7605,0.8909,False,False,True,False,-1.4957,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,0.0,20260217,28.91,28.91,32.51,2.7344,4.7809,4.4,7.377,54.2857,0.3817,100.0,71.4286,0.0232,78.6821,66.7573,102.5318,0.5706,2.6087,746885.0,,strong_bull,202601,20260217,mature_failure,False,,-5.7034,,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1225|20260217|1,1225,福懋油,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,right_censored_before_active_horizon,,False,20260223,29.0,28.85,False,False,True,20260224,29.15,True,True,0.5172,2.4992,True,True,True,False,-2.3126,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,0.0,20260217,20.46,20.46,25.32,2.2928,1.2216,3.22,11.3106,23.7113,1.0239,25.0,57.971,0.1035,66.7187,56.5053,87.1454,0.1414,1.4294,895295.0,,strong_bull,202601,20260217,mature_failure,False,,9.3103,,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1227|20260317|1,1227,佳格,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,right_censored_before_active_horizon,,False,20260320,30.75,30.3,True,False,True,20260323,30.05,False,False,-2.2764,4.4025,True,True,True,False,-1.8464,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,3.0,20260317,16.64,16.3,0.5,3.7099,6.0345,5.2083,8.4211,39.823,3.0151,100.0,61.25,0.1105,83.3953,72.0661,106.0537,0.9779,3.1813,4604033.0,,correction,202602,20260317,mature_failure,False,,-2.1138,,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1229|20251017|1,1229,聯華,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,right_censored_before_active_horizon,,False,20251219,48.4,48.15,False,False,True,20251222,47.95,False,False,-0.9298,3.8617,True,True,True,True,1.6602,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,True,False,True,False,False,False,24.0,20251117,14.68,2.85,-7.23,2.6511,1.6807,3.4372,10.4639,68.8889,3.5294,82.2222,63.3803,0.0826,43.9803,30.0345,71.8719,-0.2101,2.1286,1420451.0,,mild_bull,202511,20251217,mature_failure,False,,-3.8223,,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1231|20260317|1,1231,聯華食,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,right_censored_before_active_horizon,,False,20260325,91.6,91.0,False,False,True,20260326,92.8,True,True,1.31,0.5448,False,False,True,False,-8.1467,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,6.0,20260317,32.2,11.79,33.62,1.2155,1.3274,14.4431,24.8447,20.5556,0.2179,90.4762,73.2394,0.7681,78.2433,75.5014,83.727,0.6213,2.3934,113243.0,,correction,202602,20260317,mature_failure,False,,-5.131,,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1235|20250517|1,1235,興泰,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,right_censored_before_active_horizon,,True,20250520,106.0,105.5,False,False,True,20250522,106.0,False,True,0.0,0.5199,False,False,True,False,0.0,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,1.0,20250517,56.95,61.97,-29.8,5.4726,5.4726,6.3508,,,1.8519,20.0,,,,,,,3.6756,41508.0,,strong_bull,202504,20250517,mature_failure,False,,-36.9811,,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1256|20260117|1,1256,鮮活果汁-KY,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,right_censored_before_active_horizon,,False,20260305,169.0,165.0,True,True,True,20260306,166.5,False,True,-1.4793,2.6777,True,True,True,True,0.0111,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,7.0,20260217,36.27,36.27,-38.24,8.6817,6.962,6.7961,28.5714,75.5556,0.0,50.0,60.3774,0.3776,54.9751,41.6853,81.5548,1.1163,6.3509,426210.0,,strong_bull,202601,20260217,mature_failure,False,,-13.3136,,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1268|20260317|1,1268,漢來美食,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,right_censored_before_active_horizon,,False,20260511,159.5,159.0,False,False,True,20260512,159.5,False,True,0.0,4.2466,True,True,True,False,-0.4173,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,True,False,False,True,True,False,True,False,False,False,15.0,20260417,19.84,14.57,-41.85,2.5723,0.6309,2.9126,5.8632,60.0,0.3125,50.0,63.1579,0.3958,62.0392,41.2277,103.6621,0.0165,1.8522,193000.0,0.0,strong_bull,202603,20260417,mature_failure,False,,5.0157,,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1294|20251217|1,1294,漢田生技,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,right_censored_before_active_horizon,,False,20260203,78.6,78.5,False,False,True,20260204,79.9,True,True,1.6539,3.3133,True,True,True,True,0.1226,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,11.0,20260117,45.4,4.02,15.05,1.4194,1.6818,6.0565,9.3151,82.3529,3.6939,43.0769,66.9291,0.0133,49.5016,52.0937,44.3174,-0.2054,1.8643,50000.0,,strong_bull,202512,20260117,mature_failure,False,,11.4504,,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1303|20260517|1,1303,南亞,strict_success_launch_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,launch_within_active_horizon,20260527,False,20260527,95.5,94.0,True,True,True,20260528,90.5,False,False,-5.2356,1.677,True,False,True,True,11.2788,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,False,False,7.0,20260517,19.43,8.5,1.38,18.1931,6.7039,16.3366,43.1594,88.3268,2.0299,78.0488,58.3333,0.4619,68.1771,48.2376,108.0562,1.455,9.0896,286383168.0,1.0,strong_bull,202604,20260517,strict_success,True,13,62.3037,20.4188,False,False
2026-07-13 14:36:15 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,absolute_or_two_month_yoy_ge15,absolute_or_two_month_yoy_ge15|1305|20260517|1,1305,華夏,first_mature_failure_event,one_retrospective_source_launch_and_at_most_one_source_first_mature_failure_per_episode_not_trade_counting,right_censored_before_active_horizon,,False,20260603,13.9,13.35,False,False,True,20260604,13.55,False,True,-2.518,2.0536,True,True,True,True,10.9134,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,False,False,12.0,20260517,43.34,17.36,13.94,14.876,4.5113,23.75,68.9076,35.0785,4.5113,78.9474,65.4321,0.2177,72.1616,52.6655,111.1537,-0.3985,6.0535,19814690.0,5.0,strong_bull,202604,20260517,mature_failure,False,,-1.4388,,False,False
