model_id,confirmation_model_id,overlay_model_id,research_id,source_research_id,source_stability_research_id,research_variant_id,parameter_set_id,advisory_status,surface_id,event_set_id,entry_rule_id,outcome_rule_id,segment_id,segment_description,outcome_bucket,chart_path,chart_path_absolute,stock_id,stock_name,source_signal_date,entry_signal_date,entry_date,entry_open_price,exit_date,exit_close_price,exit_reason,return_pct,mature,success,positive_return,neutral_outcome,outcome_result,signal_market_regime,left_peak_date,left_low_date,neckline_date,right_low_date,signal_close,neckline_price,right_low_price,second_low_gap_pct,signal_rebound_from_right_low_pct,neckline_distance_pct,second_arc_volume_ratio,first_arc_red_ratio_pct,second_arc_red_ratio_pct,red_ratio_delta_pct,price_position_252_pct,price_level_bucket,slope_curvature_category,effective_mainstream_label,has_hot_theme,tdcc_any_age7,tdcc_any_age14,manual_review_status,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",win,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/01_win/20260106_2379_win.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\01_win\20260106_2379_win.png,2379,瑞昱,20260106,20260106,20260107,523.0000,20260113,576.0000,target_10pct_close,10.1338,true,true,true,false,win,strong_bull,20251014,20251113,20251203,20251230,512.0000,544.0,480.0000,-1.3361,6.6667,-5.8824,1.3927,26.4706,21.7391,-4.7315,49.6552,low_level,smooth_rounded_w_like,core_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",neutral,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/02_neutral/20260107_3041_neutral.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\02_neutral\20260107_3041_neutral.png,3041,揚智,20260107,20260107,20260108,25.5500,20260120,26.6500,neutral_returned_to_5pct_after_above_5pct,4.3053,false,false,true,true,neutral,strong_bull,20251106,20251121,20251210,20260102,25.4500,26.4,23.8000,-0.8333,6.9328,-3.5985,1.4567,32.0000,21.0526,-10.9474,24.1730,bottom_quartile_level,smooth_rounded_w_like,core_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",win,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/01_win/20260107_4952_win.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\01_win\20260107_4952_win.png,4952,凌通,20260107,20260107,20260108,37.2500,20260128,42.1000,target_10pct_close,13.0201,true,true,true,false,win,strong_bull,20251103,20251121,20251215,20251226,36.9000,37.5,34.7500,1.9062,6.1871,-1.6000,1.3409,35.4839,43.7500,8.2661,10.4167,bottom_quartile_level,smooth_rounded_w_like,core_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",win,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/01_win/20260108_2431_win.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\01_win\20260108_2431_win.png,2431,聯昌,20260108,20260108,20260109,11.9000,20260119,13.2000,target_10pct_close,10.9244,true,true,true,false,win,strong_bull,20251113,20251212,20251219,20260105,11.9000,12.25,11.2500,2.2727,5.7778,-2.8571,1.4940,18.5185,46.1538,27.6353,27.8689,low_level,smooth_rounded_w_like,core_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",win,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/01_win/20260109_2363_win.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\01_win\20260109_2363_win.png,2363,矽統,20260109,20260109,20260112,49.7000,20260121,56.9000,target_10pct_close,14.4869,true,true,true,false,win,strong_bull,20251106,20251121,20251208,20260105,48.8000,52.7,46.0500,0.0000,5.9718,-7.4004,1.2207,34.7826,39.1304,4.3478,28.1899,low_level,smooth_rounded_w_like,core_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",neutral,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/02_neutral/20260109_6146_neutral.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\02_neutral\20260109_6146_neutral.png,6146,耕興,20260109,20260109,20260112,168.5000,20260127,176.5000,neutral_returned_to_5pct_after_above_5pct,4.7478,false,false,true,true,neutral,strong_bull,20251104,20251121,20251204,20260106,164.5000,167.0,153.5000,-1.9169,7.1661,-1.4970,1.2897,34.7826,48.0000,13.2174,10.6742,bottom_quartile_level,smooth_rounded_w_like,core_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",loss,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/03_loss/20260112_8222_loss.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\03_loss\20260112_8222_loss.png,8222,寶一,20260112,20260112,20260113,43.2500,20260319,37.8500,fixed_40d_close_no_10pct_target,-12.4855,true,false,false,false,loss,strong_bull,20251127,20251218,20251230,20260107,43.9500,44.1,39.9000,0.2513,10.1504,-0.3401,2.0938,30.4348,55.5556,25.1208,26.7628,low_level,smooth_rounded_w_like,core_mainstream,true,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",neutral,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/02_neutral/20260113_5269_neutral.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\02_neutral\20260113_5269_neutral.png,5269,祥碩,20260113,20260113,20260114,1310.0000,20260128,1375.0000,neutral_returned_to_5pct_after_above_5pct,4.9618,false,false,true,true,neutral,strong_bull,20251106,20251121,20251128,20260105,1300.0000,1295.0,1150.0000,0.0000,13.0435,0.3861,1.2789,29.4118,38.7097,9.2979,13.8249,bottom_quartile_level,smooth_rounded_w_like,core_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",loss,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/03_loss/20260114_1589_loss.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\03_loss\20260114_1589_loss.png,1589,永冠-KY,20260114,20260114,20260115,17.8000,20260323,7.7100,fixed_40d_close_no_10pct_target,-56.6854,true,false,false,false,loss,strong_bull,20251031,20251121,20251215,20260106,18.0000,18.15,16.2000,-2.9940,11.1111,-0.8264,1.4358,31.2500,23.8095,-7.4405,7.0000,bottom_quartile_level,smooth_rounded_w_like,core_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",win,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/01_win/20260114_1618_win.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\01_win\20260114_1618_win.png,1618,合機,20260114,20260114,20260115,43.0000,20260122,49.3000,target_10pct_close,14.6512,true,true,true,false,win,strong_bull,20251104,20251119,20251229,20260109,42.6500,44.8,40.4000,0.4975,5.5693,-4.7991,1.3222,35.8974,33.3333,-2.5641,53.0660,mid_level,smooth_rounded_w_like,core_mainstream,true,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
