model_id,confirmation_model_id,overlay_model_id,research_id,source_research_id,source_stability_research_id,research_variant_id,parameter_set_id,advisory_status,surface_id,event_set_id,entry_rule_id,outcome_rule_id,segment_id,segment_description,outcome_bucket,chart_path,chart_path_absolute,stock_id,stock_name,source_signal_date,entry_signal_date,entry_date,entry_open_price,exit_date,exit_close_price,exit_reason,return_pct,mature,success,positive_return,neutral_outcome,outcome_result,signal_market_regime,left_peak_date,left_low_date,neckline_date,right_low_date,signal_close,neckline_price,right_low_price,second_low_gap_pct,signal_rebound_from_right_low_pct,neckline_distance_pct,second_arc_volume_ratio,first_arc_red_ratio_pct,second_arc_red_ratio_pct,red_ratio_delta_pct,price_position_252_pct,price_level_bucket,slope_curvature_category,effective_mainstream_label,has_hot_theme,tdcc_any_age7,tdcc_any_age14,manual_review_status,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",win,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/01_win/20250626_1304_win.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\01_win\20250626_1304_win.png,1304,台聚,20250626,20250626,20250627,9.5600,20250723,10.8000,target_10pct_close,12.9707,true,true,true,false,win,strong_bull,20250513,20250603,20250616,20250623,9.5600,9.85,9.0000,-2.4919,6.2222,-2.9442,1.4756,30.4348,44.4444,14.0097,7.6301,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",win,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/01_win/20250717_2482_win.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\01_win\20250717_2482_win.png,2482,連宇,20250717,20250717,20250718,18.8000,20250829,21.1000,target_10pct_close,12.2340,true,true,true,false,win,strong_bull,20250528,20250623,20250627,20250711,18.7500,21.2,17.8500,5.9347,5.0420,-11.5566,1.7680,40.9091,46.6667,5.7576,10.4610,bottom_quartile_level,smooth_rounded_w_like,core_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",win,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/01_win/20250811_4569_win.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\01_win\20250811_4569_win.png,4569,六方科-KY,20250811,20250811,20250812,167.0000,20250813,189.0000,target_10pct_close,13.1737,true,true,true,false,win,strong_bull,20250626,20250708,20250723,20250801,162.0000,165.0,145.0000,4.6931,11.7241,-1.8182,1.3679,35.0000,42.8571,7.8571,33.5749,low_level,smooth_rounded_w_like,non_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",win,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/01_win/20250818_2614_win.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\01_win\20250818_2614_win.png,2614,東森,20250818,20250818,20250819,17.4000,20250905,19.3500,target_10pct_close,11.2069,true,true,true,false,win,strong_bull,20250527,20250623,20250704,20250812,17.2500,18.1,15.7000,-2.4845,9.8726,-4.6961,1.2379,25.0000,34.3750,9.3750,28.8462,low_level,smooth_rounded_w_like,non_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",neutral,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/02_neutral/20250825_3593_neutral.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\02_neutral\20250825_3593_neutral.png,3593,力銘,20250825,20250825,20250826,7.0400,20250903,7.0100,neutral_returned_to_5pct_after_above_5pct,-0.4261,false,false,false,true,neutral,strong_bull,20250708,20250724,20250806,20250813,7.0400,7.69,6.5200,0.0000,7.9755,-8.4525,1.2758,36.3636,28.5714,-7.7922,12.8713,bottom_quartile_level,smooth_rounded_w_like,core_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",loss,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/03_loss/20250827_3308_loss.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\03_loss\20250827_3308_loss.png,3308,聯德,20250827,20250827,20250828,16.8500,20251105,14.7500,fixed_40d_close_no_10pct_target,-12.4629,true,false,false,false,loss,strong_bull,20250611,20250623,20250807,20250821,16.6000,19.75,15.8000,-2.7692,5.0633,-15.9494,2.3065,33.3333,20.0000,-13.3333,15.6489,bottom_quartile_level,smooth_rounded_w_like,core_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",neutral,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/02_neutral/20250911_4438_neutral.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\02_neutral\20250911_4438_neutral.png,4438,廣越,20250911,20250911,20250917,74.5000,20251031,77.2000,neutral_returned_to_5pct_after_above_5pct,3.6242,false,false,true,true,neutral,strong_bull,20250709,20250731,20250806,20250901,76.4000,77.0,70.4000,-1.5385,8.5227,-0.7792,1.4726,52.3810,61.5385,9.1575,18.6732,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",loss,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/03_loss/20251003_9929_loss.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\03_loss\20251003_9929_loss.png,9929,秋雨,20251003,20251003,20251007,13.4500,20251205,10.9000,fixed_40d_close_no_10pct_target,-18.9591,true,false,false,false,loss,strong_bull,20250818,20250909,20250918,20250930,13.0500,14.05,12.4000,-0.8000,5.2419,-7.1174,1.2900,26.3158,27.2727,0.9569,36.4341,low_level,smooth_rounded_w_like,non_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",win,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/01_win/20251219_6550_win.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\01_win\20251219_6550_win.png,6550,北極星藥業-KY,20251219,20251219,20251222,31.7000,20260224,35.7000,target_10pct_close,12.6183,true,true,true,false,win,strong_bull,20251104,20251121,20251127,20251209,31.1500,31.8,28.9000,0.3472,7.7855,-2.0440,1.3120,38.8889,35.2941,-3.5948,18.8605,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_market_regime_gated_review,w_bottom_early_entry_parameter_grid,w_bottom_early_entry_stability_audit,warning_research_variant_only,w_bottom_market_regime_gated_review_20260627,warning_research_variant_only,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",neutral,output/latest/research_backtest/w_bottom_market_regime_gated_review/s01_smooth_rebound_strong/02_neutral/20251231_4406_neutral.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_market_regime_gated_review\s01_smooth_rebound_strong\02_neutral\20251231_4406_neutral.png,4406,新昕纖,20251231,20251231,20260102,10.1500,20260202,10.6000,neutral_returned_to_5pct_after_above_5pct,4.4335,false,false,true,true,neutral,strong_bull,20250327,20251124,20251216,20251224,10.1500,10.2,9.5000,4.2810,6.8421,-0.4902,7.8512,37.5000,33.3333,-4.1667,29.5455,low_level,smooth_rounded_w_like,non_mainstream,false,false,false,pending_user_shape_review,false,not_production_ready_research_only,2026-06-27 00:49:57 Asia/Taipei
