research_id,research_variant_id,parameter_set_id,advisory_status,failure_control_scope_id,selected_exit_rule_comparison_id,failure_control_rule_id,close_negative_stop_threshold_pct,sample_size,unique_stock_count,win_count,neutral_count,loss_count,pure_win_rate_pct,neutral_inclusive_success_rate_pct,positive_return_rate_pct,avg_return_pct,median_return_pct,avg_max_close_return_pct,median_max_close_return_pct,avg_min_close_return_pct,median_min_close_return_pct,changed_from_source_count,source_loss_to_non_loss_count,source_non_loss_to_loss_count,approved_for_daily,production_readiness,generated_at
structured_neckline_close_only_failure_control_audit,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,tp10_close_with_5pct_pullback_neutral,close_only_no_negative_stop,,23,21,10,10,3,76.9231,86.9565,78.2609,4.7406,4.6025,9.1910,9.2742,-5.1920,-2.2436,2,2,0,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,tp10_close_with_5pct_pullback_neutral,close_only_loss_stop_minus5pct,-5.0000,23,21,6,10,7,46.1538,69.5652,60.8696,2.4116,2.8605,6.7081,7.6115,-2.8161,-2.2436,4,1,3,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,tp10_close_with_5pct_pullback_neutral,close_only_loss_stop_minus8pct,-8.0000,23,21,7,10,6,53.8462,73.9130,65.2174,2.2675,3.3067,7.2161,7.8464,-3.8311,-2.2436,3,1,2,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,tp10_close_with_5pct_pullback_neutral,close_only_loss_stop_minus10pct,-10.0000,23,21,7,10,6,53.8462,73.9130,65.2174,2.2675,3.3067,7.2161,7.8464,-3.8311,-2.2436,3,1,2,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
