generated_at,model_id,research_artifact_id,artifact_version,source_timing_artifact_id,anomaly_exclusion_basis,decision_basis,sensitivity_basis,accepted_trade_count,same_stock_overlap_pair_count,same_stock_revenue_period_repeat_count,price_path_anomaly_candidate_count,return_abs_ge80_anomaly_candidate_count,source_revenue_or_price_anomaly_candidate_count,signal_feature_context_revenue_anomaly_candidate_count,confirmation_feature_context_revenue_anomaly_candidate_count,feature_context_candidate_values_retained_in_feature_evidence,max_realized_return_pct,max_return_stock_id,max_return_signal_date,min_realized_return_pct,min_return_stock_id,min_return_signal_date,top1_abs_return_share_pct,top5_abs_return_share_pct,avg_realized_return_pct,median_realized_return_pct,avg_without_max_min_pct,trimmed_1pct_avg_return_pct,potential_return_dominance_flag,interpretation_status,approved_for_daily,production_change
2026-07-14 14:26:43 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit_anomaly_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,1696,0,0,1,0,178,105,104,True,79.0657,3624,20260504,-40.676,2540,20250902,0.3876,1.8352,3.3145,-0.7526,3.2957,2.9691,True,candidate_threshold_sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 14:26:43 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit_anomaly_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,True,1533,0,0,0,14,0,0,6,True,115.6923,2327,20260424,-40.676,2540,20250902,0.5872,2.6274,4.4858,-0.1761,4.4427,3.8999,False,candidate_threshold_sensitivity_only_not_anomaly_disposition,False,none
2026-07-14 14:26:43 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit_anomaly_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,1710,0,0,1,14,178,105,104,True,117.3077,6949,20250710,-40.676,2540,20250902,0.5394,2.4613,4.0763,-0.651,4.0362,3.4908,True,blocked_pending_root_cause_anomaly_candidate_review,False,none
