research_id,research_variant_id,parameter_set_id,advisory_status,comparison_scope_id,exit_rule_comparison_id,exit_rule_id,outcome_rule_id,sample_size,unique_stock_count,win_count,neutral_count,loss_count,pure_win_rate_pct,neutral_inclusive_success_rate_pct,positive_return_rate_pct,avg_return_pct,median_return_pct,avg_mfe_pct,avg_mae_pct,approved_for_daily,production_readiness,generated_at
structured_neckline_non_bearish_exit_rule_comparison_audit,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,tp10_intraday_touch,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,23,21,16,0,7,69.5652,69.5652,73.9130,4.6638,10.0000,10.1697,-6.7176,false,not_production_ready_research_only,2026-06-29 00:30:30 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,tp10_close_with_5pct_pullback_neutral,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,23,21,8,10,5,61.5385,78.2609,69.5652,3.0639,3.6290,10.6054,-6.8108,false,not_production_ready_research_only,2026-06-29 00:30:30 Asia/Taipei
