artifact_version,anomaly_candidate_id,signal_event_id,model_id,signal_date,stock_id,horizon,realized_return_pct,statistical_trigger_method,statistical_trigger_threshold_pct,statistical_trigger_status,final_disposition,primary_metric_policy,promotion_policy,required_root_checks,completed_root_checks,missing_root_checks,snapshot_sha256,source_row_sha256,price_source_sha256,price_source_immutability_status,retained_in_primary_metrics,formal_use_allowed,promotion_evidence_allowed,operation_contract_status,generated_at
pullback_short_reclaim_published_signal_replay_v1,a486156d19627b9207695abe6a19095a4ad9d1318e41f620a354744407e25e9b,df9a30670ce02e662c16ea4cb0d08465f838b65b2f053f794cebe59c581045b5,pullback_short_reclaim,20260713,5904,D+20,-88.270677,abs_realized_return_ge_threshold,80.0,anomaly_candidate,unresolved_anomaly_candidate,retain_in_primary_metrics_and_allow_exclusion_sensitivity_only,blocked_pending_root_cause,identity_dedup_non_overlap;formal_operation_replay;point_in_time_and_trading_calendar;raw_source_lineage_and_hash;units_formula_and_adjustment_basis;authoritative_business_event_history;independent_source_corroboration;reproducible_evidence_reference,,identity_dedup_non_overlap;formal_operation_replay;point_in_time_and_trading_calendar;raw_source_lineage_and_hash;units_formula_and_adjustment_basis;authoritative_business_event_history;independent_source_corroboration;reproducible_evidence_reference,bdc85cb76e4215785b3c7a72b7934b8655d5b824f1a8f2654f488891e851d564,07aa86fd2592ae80a7525dfb92881ff8db94cba50f09ff13308b740c9a215515,0a2318bd5fc59c4f7fccebe36f54af1b9706977b022a42bc89a7856e67129b7f,mutable_current_file_unpinned,True,False,False,decision_required,2026-09-02 18:50:51 Asia/Taipei
