model_id,confirmation_model_id,research_id,source_research_id,source_definition_research_id,research_variant_id,parameter_set_id,advisory_status,sample_mode,stock_id,stock_name,signal_date,initial_stage,confirmation_stage,transition_status,surface_recommendation,observation_stage_eligible,confirmation_stage_eligible,price_confirmation_only,in_manual_review_packet,primary_review_flag,sym1_5_quality_bucket,definition_status,definition_issue_reasons,slope_curvature_category,signal_close,left_peak_date,left_low_date,neckline_date,right_low_date,neckline_price,right_low_value,signal_distance_to_neckline_pct,signal_rebound_from_right_low_pct,first_rebound_days,right_rebound_days_at_signal,second_arc_volume_ratio,sym1_5_w_shape_completed,sym1_5_completion_date,sym1_5_neckline_volume_breakout,sym1_5_breakout_date,sym1_5_right_low_broken,sym1_5_late_neckline_completion_not_w,sym1_5_late_volume_breakout_not_w,event_breakout_date,a_mature,a_return_pct,c_mature,c_return_pct,tdcc_any_age7,tdcc_any_age14,chart_path,manual_review_status,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,9937,全國,20260106,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,confirmation_requires_volume_or_followup_review,true,false,true,false,shape_completed_but_volume_missing,completed_without_volume_breakout,,,,58.0,20250827,20251105,20251218,20251226,61.0,56.2,-4.918,3.2028,32,7,18.4294,true,20260302,false,,false,false,false,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,2027,大成鋼,20260107,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,drop_or_late_confirmation_review,true,false,false,true,completion_too_late_for_w,late_volume_breakout_not_w,late_or_no_breakout,neckline_completion_or_breakout_too_late,wv_multiple_turn_risk,37.5,20250910,20251119,20251204,20251224,39.15,34.7,-4.2146,8.0692,12,9,1.2655,false,,false,,false,true,true,,false,,false,,false,false,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260107_2027_completion_too_late_for_w.png,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,2359,所羅門,20260107,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,drop_or_late_confirmation_review,true,false,false,true,completion_too_late_for_w,late_neckline_completion_not_w,late_or_no_breakout,neckline_completion_or_breakout_too_late,wv_multiple_turn_risk,133.5,20250911,20251119,20251205,20251230,147.0,124.5,-9.1837,7.2289,13,6,1.4389,false,,false,,false,true,false,,false,,false,,false,false,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260107_2359_completion_too_late_for_w.png,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,3027,盛達,20260107,right_side_observation_zone,volume_confirmed_neckline_breakout,observation_to_volume_confirmation,confirmation_model_research_candidate,true,true,false,true,passed_volume_breakout_confirmation,neckline_volume_breakout,definition_confirmed_with_volume,definition_confirmed_and_volume_breakout,wv_multiple_turn_risk,24.55,20250826,20251105,20251204,20251226,25.85,22.5,-5.029,9.1111,22,8,1.3697,true,20260108,true,20260116,false,false,false,20260116,true,-9.5324,true,-11.2875,false,false,output/latest/research_backtest/w_bottom_candidate_chart_review/01_passed_volume_breakout_confirmation/20260107_3027_passed_volume_breakout_confirmation.png,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,3062,建漢,20260107,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,drop_or_late_confirmation_review,true,false,false,false,completion_too_late_for_w,late_volume_breakout_not_w,,,,23.8,20250808,20251007,20251030,20251230,29.4,23.1,-19.0476,3.0303,14,6,1.5967,false,,false,,false,true,true,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,4938,和碩,20260107,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,drop_or_late_confirmation_review,true,false,false,false,completion_too_late_for_w,late_neckline_completion_not_w,,,,69.6,20250805,20250911,20251029,20251215,79.8,67.5,-12.782,3.1111,26,16,1.34,false,,false,,false,true,false,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,6994,富威電力,20260107,right_side_observation_zone,right_low_support_failed,observation_support_failed,drop_or_support_failure_review,true,false,false,false,right_low_failed,right_low_broken_after_deadline,,,,94.8,20251014,20251028,20251111,20251226,106.0,91.2,-10.566,3.9474,11,8,2.323,false,,false,,true,false,false,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,1906,寶隆,20260108,right_side_observation_zone,right_low_support_failed,observation_support_failed,drop_or_support_failure_review,true,false,false,false,right_low_failed,right_low_broken_after_deadline,,,,11.95,20251002,20251121,20251128,20260105,12.85,11.6,-7.0039,3.0172,6,4,1.2035,false,,false,,true,false,false,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,2017,官田鋼,20260108,near_neckline_at_signal,price_confirmed_without_volume,not_observation_near_neckline_or_above,exclude_from_observation_route_near_neckline,false,false,true,false,candidate_selected_too_near_neckline,already_near_neckline_at_signal,,,,9.0,20250820,20251105,20251113,20260105,9.06,8.33,-0.6623,8.0432,7,4,1.29,true,20260108,false,,false,true,true,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,3592,瑞鼎,20260108,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,confirmation_requires_volume_or_followup_review,true,false,true,false,shape_completed_but_volume_missing,completed_without_volume_breakout,,,,222.0,20250919,20251124,20251217,20260105,241.0,209.0,-7.8838,6.2201,18,4,2.9012,true,20260120,false,,false,false,false,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,4961,天鈺,20260108,near_neckline_at_signal,price_confirmed_without_volume,not_observation_near_neckline_or_above,exclude_from_observation_route_near_neckline,false,false,true,false,candidate_selected_too_near_neckline,already_near_neckline_at_signal,,,,148.0,20250919,20251124,20251217,20260105,151.0,134.5,-1.9868,10.0372,18,4,2.9327,true,20260108,false,,false,true,false,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,5871,中租-KY,20260108,right_side_observation_zone,right_low_support_failed,observation_support_failed,drop_or_support_failure_review,true,false,false,false,right_low_failed,right_low_broken_before_completion,,,,106.0,20250922,20251105,20251224,20260105,112.5,102.5,-5.7778,3.4146,36,4,1.4477,false,,false,,true,false,false,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,6176,瑞儀,20260108,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,drop_or_late_confirmation_review,true,false,false,false,completion_too_late_for_w,late_volume_breakout_not_w,,,,122.5,20251008,20251210,20251224,20260105,133.0,118.5,-7.8947,3.3755,11,4,2.5754,false,,false,,false,true,true,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,6414,樺漢,20260108,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,drop_or_late_confirmation_review,true,false,false,false,completion_too_late_for_w,late_neckline_completion_not_w,,,,291.0,20250828,20251105,20251117,20251124,301.0,279.0,-3.3223,4.3011,9,32,1.2514,false,,false,,false,true,false,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,6592,和潤企業,20260108,right_side_observation_zone,right_low_support_failed,observation_support_failed,drop_or_support_failure_review,true,false,false,false,right_low_failed,right_low_broken_after_deadline,,,,61.0,20250905,20251105,20251124,20260105,64.7,58.5,-5.7187,4.2735,14,4,1.2062,false,,false,,true,false,false,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,8374,羅昇,20260108,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,confirmation_requires_volume_or_followup_review,true,false,true,false,candidate_selected_too_near_neckline,already_near_neckline_at_signal,,,,85.1,20250909,20251119,20251205,20251218,91.6,75.7,-7.0961,12.4174,13,14,1.9072,true,20260108,false,,false,true,true,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,2393,億光,20260109,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,confirmation_requires_volume_or_followup_review,true,false,true,false,shape_completed_but_volume_missing,completed_without_volume_breakout,,,,56.1,20251007,20251203,20251229,20260105,58.8,53.8,-4.5918,4.2751,18,5,1.589,true,20260126,false,,false,false,true,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,3022,威強電,20260109,right_side_observation_zone,right_low_support_failed,observation_support_failed,drop_or_support_failure_review,true,false,false,false,right_low_failed,right_low_broken_before_completion,,,,65.1,20251022,20251121,20251222,20260105,69.9,63.0,-6.867,3.3333,22,5,1.2615,false,,false,,true,false,false,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,3714,富采,20260109,already_above_neckline_at_signal,price_confirmed_without_volume,not_observation_near_neckline_or_above,exclude_from_observation_route_near_neckline,false,false,true,false,candidate_selected_too_near_neckline,already_near_neckline_at_signal,,,,34.95,20250925,20251124,20251212,20251218,34.85,31.7,0.2869,10.2524,15,15,2.0213,true,20260109,false,,false,true,true,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,6901,鑽石投資,20260109,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,confirmation_requires_volume_or_followup_review,true,false,true,true,shape_completed_but_volume_missing,completed_without_volume_breakout,price_confirmed_without_volume,neckline_price_confirmed_volume_missing,slope_break_discontinuous,16.95,20251117,20251209,20251223,20260105,17.8,15.8,-4.7753,7.2785,11,5,1.3524,true,20260114,false,,false,false,false,,false,,false,,false,false,output/latest/research_backtest/w_bottom_candidate_chart_review/02_shape_completed_but_volume_missing/20260109_6901_shape_completed_but_volume_missing.png,pending_user_shape_review,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,1310,台苯,20260112,right_side_observation_zone,late_confirmation_not_w,observation_late_confirmation_not_w,drop_or_late_confirmation_review,true,false,false,false,completion_too_late_for_w,late_volume_breakout_not_w,,,,8.75,20251027,20251105,20251202,20251226,9.98,8.35,-12.3246,4.7904,20,11,1.5085,false,,false,,false,true,true,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,4919,新唐,20260112,already_above_neckline_at_signal,volume_confirmed_neckline_breakout,near_neckline_or_above_volume_confirmation,confirmation_model_research_candidate,false,true,false,false,passed_volume_breakout_confirmation,neckline_volume_breakout,,,,55.0,20250909,20251119,20251210,20251230,54.5,50.0,0.9174,10.0,16,9,1.2646,true,20260112,true,20260119,false,true,false,20260119,true,-0.6711,true,-3.7829,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,5388,中磊,20260112,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,confirmation_requires_volume_or_followup_review,true,false,true,false,shape_completed_but_volume_missing,completed_without_volume_breakout,,,,79.9,20250923,20251119,20251203,20260106,85.3,77.2,-6.3306,3.4974,11,5,1.5393,true,20260123,false,,false,false,true,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,6550,北極星藥業-KY,20260112,right_side_observation_zone,price_confirmed_without_volume,observation_to_price_only_confirmation,confirmation_requires_volume_or_followup_review,true,false,true,false,shape_completed_but_volume_missing,completed_without_volume_breakout,,,,30.95,20250910,20251121,20251217,20251226,33.9,29.75,-8.7021,4.0336,19,11,1.3006,true,20260114,false,,false,false,false,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,8222,寶一,20260112,near_neckline_at_signal,price_confirmed_without_volume,not_observation_near_neckline_or_above,exclude_from_observation_route_near_neckline,false,false,true,false,candidate_selected_too_near_neckline,already_near_neckline_at_signal,,,,43.95,20251013,20251218,20251230,20260107,44.1,39.9,-0.3401,10.1504,8,4,2.1921,true,20260112,false,,false,true,false,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_observation_confirmation_audit,w_bottom_candidate_quality_audit,w_bottom_candidate_definition_audit,warning_research_variant_only,w_bottom_observation_confirmation_split_20260625,warning_research_variant_only,dedup_approx_20_trading_days,8454,富邦媒,20260112,right_side_observation_zone,right_low_support_failed,observation_support_failed,drop_or_support_failure_review,true,false,false,false,right_low_failed,right_low_broken_after_deadline,,,,208.0,20251009,20251216,20251222,20260106,221.0,201.5,-5.8824,3.2258,5,5,1.7572,false,,false,,true,false,false,,false,,false,,false,false,,not_in_chart_review_packet,false,not_production_ready_research_only,2026-06-25 11:27:05 Asia/Taipei
