model_id,research_id,source_research_id,source_candidate_set_id,research_variant_id,parameter_set_id,advisory_status,stock_id,stock_name,signal_date,outcome_category_id,slope_curvature_category,slope_category_folder,source_chart_path,slope_review_chart_path,slope_review_chart_path_absolute,left_peak_date,left_low_date,neckline_date,right_low_date,path_start_date,path_end_date,path_days,full_path_significant_turn_count,full_path_abrupt_slope_change_count,full_path_direction_switch_count,full_path_max_abs_daily_return_pct,full_path_max_abs_smoothed_slope_change_pct,left_descent_days,first_rebound_days,second_decline_days,right_rebound_days,left_descent_wrong_direction_rate,first_rebound_wrong_direction_rate,second_decline_wrong_direction_rate,right_rebound_wrong_direction_rate,first_low_pre3_avg_slope_pct,first_low_post3_avg_slope_pct,first_low_slope_reversal_change_pct,first_low_sharp_v_flag,second_low_pre3_avg_slope_pct,second_low_post3_avg_slope_pct,second_low_slope_reversal_change_pct,second_low_sharp_v_flag,slope_issue_reasons,manual_review_status,approved_for_daily,generated_at
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,2611,志信,20260303,candidate_selected_too_near_neckline,smooth_rounded_w_like,01_smooth_rounded_w_like,output/latest/research_backtest/w_bottom_candidate_chart_review/03_candidate_selected_too_near_neckline/20260303_2611_candidate_selected_too_near_neckline.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/01_smooth_rounded_w_like/20260303_2611_candidate_selected_too_near_neckline.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\01_smooth_rounded_w_like\20260303_2611_candidate_selected_too_near_neckline.png,20251204,20251216,20260128,20260211,20251204,20260303,54,3,0,5,4.7945,1.8273,9,30,11,7,0.0,10.3448,0.0,0.0,-0.0354,0.0025,0.0379,false,-0.2621,0.0415,0.3036,false,smooth_enough_for_manual_review,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,2365,昆盈,20260430,candidate_selected_too_near_neckline,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/03_candidate_selected_too_near_neckline/20260430_2365_candidate_selected_too_near_neckline.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260430_2365_candidate_selected_too_near_neckline.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260430_2365_candidate_selected_too_near_neckline.png,20260129,20260309,20260317,20260417,20260129,20260430,56,7,1,7,10.0,4.6853,20,7,22,10,15.7895,16.6667,42.8571,33.3333,-2.429,0.7782,3.2072,false,2.816,0.9748,-1.8412,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,4562,穎漢,20260106,completion_too_late_for_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260106_4562_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260106_4562_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260106_4562_completion_too_late_for_w.png,20250909,20251124,20251205,20251215,20250909,20260106,75,10,6,11,9.9532,4.4273,46,10,7,15,4.4444,44.4444,16.6667,57.1429,-1.0973,0.4039,1.5012,false,-2.6468,-0.517,2.1298,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,2027,大成鋼,20260107,completion_too_late_for_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260107_2027_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260107_2027_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260107_2027_completion_too_late_for_w.png,20250910,20251119,20251204,20251224,20250910,20260107,75,6,0,13,6.99,2.4669,42,12,15,9,29.2683,18.1818,7.1429,25.0,0.4139,-0.6926,-1.1065,false,-0.846,0.4154,1.2614,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,2359,所羅門,20260107,completion_too_late_for_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260107_2359_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260107_2359_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260107_2359_completion_too_late_for_w.png,20250911,20251119,20251205,20251230,20250911,20260107,74,7,2,9,9.9206,5.0547,41,13,17,6,15.0,25.0,25.0,0.0,-1.5715,0.2692,1.8407,false,-0.1245,0.5711,0.6956,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,2474,可成,20260122,completion_too_late_for_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260122_2474_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260122_2474_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260122_2474_completion_too_late_for_w.png,20250805,20251013,20251114,20251216,20250805,20260122,111,8,1,14,10.7042,3.9354,43,22,23,26,4.7619,23.8095,9.0909,12.0,0.1878,0.5144,0.3267,false,-1.2991,1.0114,2.3105,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,3592,瑞鼎,20260209,completion_too_late_for_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260209_3592_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260209_3592_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260209_3592_completion_too_late_for_w.png,20250919,20251124,20251217,20260105,20250919,20260209,94,9,0,10,5.1163,1.9912,41,18,12,26,5.0,23.5294,36.3636,28.0,-1.2831,0.9568,2.2399,false,-0.1352,0.2792,0.4144,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,4961,天鈺,20260209,completion_too_late_for_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260209_4961_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260209_4961_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260209_4961_completion_too_late_for_w.png,20250919,20251124,20251217,20260105,20250919,20260209,94,8,2,15,10.0,3.6782,41,18,12,26,2.5,29.4118,18.1818,28.0,-0.2204,-0.1109,0.1095,false,-0.2268,2.5381,2.7649,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,3034,聯詠,20260223,completion_too_late_for_w,smooth_rounded_w_like,01_smooth_rounded_w_like,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260223_3034_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/01_smooth_rounded_w_like/20260223_3034_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\01_smooth_rounded_w_like\20260223_3034_completion_too_late_for_w.png,20251202,20260105,20260123,20260206,20251202,20260223,51,3,0,7,6.3492,2.7403,23,15,11,5,4.5455,14.2857,20.0,0.0,-0.3394,1.8683,2.2077,false,-0.7609,0.9287,1.6897,false,smooth_enough_for_manual_review,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,6141,柏承,20260224,completion_too_late_for_w,sharp_v_bottom_risk,02_sharp_v_bottom_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260224_6141_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/02_sharp_v_bottom_risk/20260224_6141_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\02_sharp_v_bottom_risk\20260224_6141_completion_too_late_for_w.png,20250910,20251121,20251215,20260106,20250910,20260224,102,11,4,27,9.8131,4.373,44,17,15,29,25.5814,31.25,21.4286,35.7143,-2.8926,0.3849,3.2776,false,-1.237,3.3651,4.602,true,second_low_sharp_v,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
