model_id,research_id,source_research_id,source_candidate_set_id,research_variant_id,parameter_set_id,advisory_status,stock_id,stock_name,signal_date,outcome_category_id,slope_curvature_category,slope_category_folder,source_chart_path,slope_review_chart_path,slope_review_chart_path_absolute,left_peak_date,left_low_date,neckline_date,right_low_date,path_start_date,path_end_date,path_days,full_path_significant_turn_count,full_path_abrupt_slope_change_count,full_path_direction_switch_count,full_path_max_abs_daily_return_pct,full_path_max_abs_smoothed_slope_change_pct,left_descent_days,first_rebound_days,second_decline_days,right_rebound_days,left_descent_wrong_direction_rate,first_rebound_wrong_direction_rate,second_decline_wrong_direction_rate,right_rebound_wrong_direction_rate,first_low_pre3_avg_slope_pct,first_low_post3_avg_slope_pct,first_low_slope_reversal_change_pct,first_low_sharp_v_flag,second_low_pre3_avg_slope_pct,second_low_post3_avg_slope_pct,second_low_slope_reversal_change_pct,second_low_sharp_v_flag,slope_issue_reasons,manual_review_status,approved_for_daily,generated_at
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,3311,閎暉,20260303,completion_too_late_for_w,smooth_rounded_w_like,01_smooth_rounded_w_like,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260303_3311_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/01_smooth_rounded_w_like/20260303_3311_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\01_smooth_rounded_w_like\20260303_3311_completion_too_late_for_w.png,20251113,20260105,20260122,20260206,20251113,20260303,69,3,0,7,4.4615,1.3327,36,14,12,10,20.0,0.0,9.0909,33.3333,-0.3969,0.5188,0.9157,false,-0.8653,-0.7674,0.0979,false,smooth_enough_for_manual_review,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,1805,寶徠,20260408,completion_too_late_for_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260408_1805_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260408_1805_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260408_1805_completion_too_late_for_w.png,20260108,20260309,20260323,20260401,20260108,20260408,55,5,1,9,9.8592,4.7357,35,11,8,4,17.6471,50.0,14.2857,66.6667,-1.8825,-1.2335,0.649,false,-1.1453,0.3599,1.5051,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,2364,倫飛,20260408,completion_too_late_for_w,slope_break_discontinuous,04_slope_break_discontinuous,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260408_2364_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/04_slope_break_discontinuous/20260408_2364_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\04_slope_break_discontinuous\20260408_2364_completion_too_late_for_w.png,20260105,20260309,20260317,20260331,20260105,20260408,58,4,1,10,9.9668,3.8141,38,7,11,5,27.027,16.6667,10.0,25.0,-0.756,0.536,1.292,false,-0.3595,1.6673,2.0269,false,too_many_direction_switches,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,2911,麗嬰房,20260414,completion_too_late_for_w,slope_break_discontinuous,04_slope_break_discontinuous,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260414_2911_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/04_slope_break_discontinuous/20260414_2911_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\04_slope_break_discontinuous\20260414_2911_completion_too_late_for_w.png,20251231,20260309,20260317,20260408,20251231,20260414,63,3,1,15,9.9291,7.9721,40,7,14,5,33.3333,0.0,0.0,0.0,0.3134,1.1381,0.8247,false,-0.2172,0.1612,0.3784,false,large_single_slope_break;too_many_direction_switches,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,2438,翔耀,20260415,completion_too_late_for_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260415_2438_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260415_2438_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260415_2438_completion_too_late_for_w.png,20260223,20260309,20260331,20260408,20260223,20260415,35,7,2,7,9.9274,4.9758,10,17,5,6,0.0,50.0,25.0,40.0,-1.0752,-0.2613,0.8139,false,-0.9006,-1.0543,-0.1538,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,2636,台驊控股,20260420,completion_too_late_for_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260420_2636_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260420_2636_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260420_2636_completion_too_late_for_w.png,20251204,20260202,20260303,20260309,20251204,20260420,86,5,0,10,6.4567,2.3042,41,14,5,29,17.5,30.7692,25.0,21.4286,-0.6176,0.0529,0.6705,false,-0.3338,0.893,1.2268,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,1805,寶徠,20260603,completion_too_late_for_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260603_1805_completion_too_late_for_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260603_1805_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260603_1805_completion_too_late_for_w.png,20260108,20260309,20260323,20260401,20260108,20260603,94,8,1,13,9.8592,4.7357,35,11,8,43,17.6471,50.0,14.2857,30.9524,-1.8825,-1.2335,0.649,false,-1.1453,0.3599,1.5051,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,6916,華凌,20260225,did_not_complete_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260225_6916_did_not_complete_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260225_6916_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260225_6916_did_not_complete_w.png,20250903,20251119,20251217,20260211,20250903,20260225,107,10,1,17,9.915,4.2599,46,21,39,4,15.5556,20.0,26.3158,0.0,-0.7615,-0.2238,0.5377,false,0.2201,1.0482,0.8281,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,6582,申豐,20260326,did_not_complete_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260326_6582_did_not_complete_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260326_6582_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260326_6582_did_not_complete_w.png,20251117,20260106,20260128,20260312,20251117,20260326,84,7,0,14,9.8592,3.3395,35,17,24,11,20.5882,18.75,30.4348,30.0,-1.44,0.3411,1.7812,false,-0.5747,-0.0826,0.4921,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,2387,精元,20260401,did_not_complete_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260401_2387_did_not_complete_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260401_2387_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260401_2387_did_not_complete_w.png,20251113,20260105,20260320,20260327,20251113,20260401,90,6,1,10,9.8985,3.6835,36,47,6,4,14.2857,15.2174,0.0,66.6667,-0.5407,0.0897,0.6304,false,-0.5439,-2.5659,-2.0221,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,1339,昭輝,20260423,did_not_complete_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260423_1339_did_not_complete_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260423_1339_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260423_1339_did_not_complete_w.png,20251117,20260106,20260116,20260407,20251117,20260423,102,5,0,15,8.4746,3.173,35,9,48,13,17.6471,37.5,19.1489,25.0,-0.5305,-0.7085,-0.178,false,-0.5654,0.7779,1.3433,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,1722,台肥,20260504,did_not_complete_w,slope_break_discontinuous,04_slope_break_discontinuous,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260504_1722_did_not_complete_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/04_slope_break_discontinuous/20260504_1722_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\04_slope_break_discontinuous\20260504_1722_did_not_complete_w.png,20251203,20260113,20260309,20260324,20251203,20260504,96,3,0,17,9.9323,3.4602,28,32,12,27,11.1111,22.5806,27.2727,34.6154,-0.4259,0.4309,0.8569,false,-0.5726,-0.2537,0.3189,false,too_many_direction_switches,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,3011,今皓,20260521,did_not_complete_w,sharp_v_bottom_risk,02_sharp_v_bottom_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260521_3011_did_not_complete_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/02_sharp_v_bottom_risk/20260521_3011_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\02_sharp_v_bottom_risk\20260521_3011_did_not_complete_w.png,20260126,20260408,20260423,20260518,20260126,20260521,73,7,1,15,6.689,3.8387,43,12,17,4,23.8095,0.0,12.5,0.0,0.1351,0.8887,0.7535,false,-1.9081,1.8602,3.7683,true,second_low_sharp_v,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_slope_curvature_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_slope_curvature_audit_20260625,warning_research_variant_only,1536,和大,20260522,did_not_complete_w,wv_multiple_turn_risk,03_wv_multiple_turn_risk,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260522_1536_did_not_complete_w.png,output/latest/research_backtest/w_bottom_candidate_slope_curvature_review/03_wv_multiple_turn_risk/20260522_1536_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_slope_curvature_review\03_wv_multiple_turn_risk\20260522_1536_did_not_complete_w.png,20260129,20260407,20260505,20260519,20260129,20260522,71,9,0,11,6.7961,2.8544,39,20,11,4,13.1579,10.5263,20.0,33.3333,-1.1928,0.2674,1.4602,false,-1.9111,0.359,2.2701,false,too_many_significant_turns,pending_user_shape_review,false,2026-06-25 10:21:41 Asia/Taipei
