research_id,research_variant_id,parameter_set_id,advisory_status,cohort_id,event_family_id,segment_id,stop_rule_id,exit_rule_id,outcome_rule_id,sample_size,unique_stock_count,win_count,neutral_count,loss_count,pure_win_rate_pct,neutral_inclusive_success_rate_pct,positive_return_rate_pct,avg_return_pct,median_return_pct,avg_mfe_pct,avg_mae_pct,approved_for_daily,production_readiness,generated_at
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,38,35,11,13,14,44.0000,63.1579,63.1579,1.8378,2.8387,9.3798,-7.1894,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,neckline_minus_2pct_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,38,35,11,12,15,42.3077,60.5263,60.5263,1.6450,2.7864,9.2676,-6.9988,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,source_retest_or_neckline_2pct_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,38,35,11,12,15,42.3077,60.5263,60.5263,1.6450,2.7864,9.2676,-6.9988,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,retest_low_stop,fixed_10d_close,positive_return_after_fixed_10d,38,35,13,0,25,34.2105,34.2105,34.2105,-0.9266,-4.0117,10.2080,-7.7112,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,retest_low_stop,fixed_20d_close,positive_return_after_fixed_20d,38,35,13,0,25,34.2105,34.2105,34.2105,3.3012,-4.2455,16.0118,-8.3393,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,all_review_shortlist_events,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,retest_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,38,35,9,10,19,32.1429,50.0000,47.3684,-0.3799,-0.4021,7.4415,-6.5989,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,neckline_minus_2pct_stop,fixed_20d_close,positive_return_after_fixed_20d,15,14,6,0,9,40.0000,40.0000,40.0000,1.5510,-4.3046,14.1040,-8.5784,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,source_retest_or_neckline_2pct_stop,fixed_20d_close,positive_return_after_fixed_20d,15,14,6,0,9,40.0000,40.0000,40.0000,1.5510,-4.3046,14.1040,-8.5784,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,fixed_20d_close,positive_return_after_fixed_20d,15,14,6,0,9,40.0000,40.0000,40.0000,1.4562,-4.9123,14.3881,-9.2449,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,fixed_10d_close,positive_return_after_fixed_10d,15,14,5,0,10,33.3333,33.3333,33.3333,-3.0359,-1.2531,7.9604,-8.1425,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,neckline_minus_2pct_stop,fixed_10d_close,positive_return_after_fixed_10d,15,14,5,0,10,33.3333,33.3333,33.3333,-3.1303,-2.8169,7.6763,-7.6597,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,source_retest_or_neckline_2pct_stop,fixed_10d_close,positive_return_after_fixed_10d,15,14,5,0,10,33.3333,33.3333,33.3333,-3.1303,-2.8169,7.6763,-7.6597,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,neckline_minus_2pct_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,15,14,5,0,10,33.3333,33.3333,46.6667,-0.4951,-4.2105,7.2165,-7.2871,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,source_retest_or_neckline_2pct_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,15,14,5,0,10,33.3333,33.3333,46.6667,-0.4951,-4.2105,7.2165,-7.2871,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,15,14,5,0,10,33.3333,33.3333,46.6667,-0.5899,-4.3046,7.5005,-7.9536,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,retest_low_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,15,14,4,0,11,26.6667,26.6667,26.6667,-2.0191,-4.4776,4.6764,-6.4999,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,15,14,3,3,9,25.0000,40.0000,53.3333,-0.0421,1.8657,7.5005,-7.7698,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,neckline_minus_2pct_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,15,14,3,2,10,23.0769,33.3333,46.6667,-0.6323,-4.2105,7.2165,-7.2871,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,source_retest_or_neckline_2pct_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,15,14,3,2,10,23.0769,33.3333,46.6667,-0.6323,-4.2105,7.2165,-7.2871,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,retest_low_stop,fixed_10d_close,positive_return_after_fixed_10d,15,14,3,0,12,20.0000,20.0000,20.0000,-4.4305,-4.4776,5.0737,-6.8725,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,retest_low_stop,fixed_20d_close,positive_return_after_fixed_20d,15,14,3,0,12,20.0000,20.0000,20.0000,-0.6194,-4.9123,10.8136,-7.6979,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_bearish_excluded,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,retest_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,15,14,2,2,11,15.3846,26.6667,26.6667,-2.8462,-4.4776,4.6764,-6.4999,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,23,21,16,0,7,69.5652,69.5652,73.9130,4.6638,10.0000,10.1697,-6.7176,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,neckline_minus_2pct_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,23,21,16,0,7,69.5652,69.5652,73.9130,4.7301,10.0000,10.1697,-6.7176,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,source_retest_or_neckline_2pct_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,23,21,16,0,7,69.5652,69.5652,73.9130,4.7301,10.0000,10.1697,-6.7176,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,23,21,8,10,5,61.5385,78.2609,69.5652,3.0639,3.6290,10.6054,-6.8108,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,neckline_minus_2pct_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,23,21,8,10,5,61.5385,78.2609,69.5652,3.1302,3.6290,10.6054,-6.8108,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,source_retest_or_neckline_2pct_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,23,21,8,10,5,61.5385,78.2609,69.5652,3.1302,3.6290,10.6054,-6.8108,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,retest_low_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,23,21,13,0,10,56.5217,56.5217,60.8696,2.3841,10.0000,8.7447,-6.5703,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,fixed_10d_close,positive_return_after_fixed_10d,23,21,13,0,10,56.5217,56.5217,56.5217,4.2508,5.4732,14.0837,-8.5609,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,neckline_minus_2pct_stop,fixed_10d_close,positive_return_after_fixed_10d,23,21,13,0,10,56.5217,56.5217,56.5217,4.2216,5.4732,14.0837,-8.5609,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,source_retest_or_neckline_2pct_stop,fixed_10d_close,positive_return_after_fixed_10d,23,21,13,0,10,56.5217,56.5217,56.5217,4.2216,5.4732,14.0837,-8.5609,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,fixed_20d_close,positive_return_after_fixed_20d,23,21,13,0,10,56.5217,56.5217,56.5217,12.2683,3.9909,24.8465,-9.6350,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,neckline_minus_2pct_stop,fixed_20d_close,positive_return_after_fixed_20d,23,21,13,0,10,56.5217,56.5217,56.5217,12.3407,3.9909,24.8465,-9.6350,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,source_retest_or_neckline_2pct_stop,fixed_20d_close,positive_return_after_fixed_20d,23,21,13,0,10,56.5217,56.5217,56.5217,12.3407,3.9909,24.8465,-9.6350,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,retest_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,23,21,7,8,8,46.6667,65.2174,60.8696,1.2286,2.8605,9.2449,-6.6635,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,retest_low_stop,fixed_20d_close,positive_return_after_fixed_20d,23,21,10,0,13,43.4783,43.4783,43.4783,5.8581,-0.5579,19.4019,-8.7577,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
structured_neckline_context_filter_entry_exit_audit,warning_research_variant_only,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,visual_context_non_bearish,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,retest_low_stop,fixed_10d_close,positive_return_after_fixed_10d,23,21,10,0,13,43.4783,43.4783,43.4783,1.3586,-1.5342,13.5565,-8.2582,false,not_production_ready_research_only,2026-06-29 00:20:00 Asia/Taipei
