research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,row_type,parent_model_id,model_id,model_zh,holding_days,stop_policy_id,stratification_family,stratification_id,stratification_label,condition_expression,condition_role,baseline_sample_size,sample_size,coverage_pct,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,baseline_win_rate_pct,baseline_loss_rate_pct,baseline_avg_return_pct,baseline_median_return_pct,win_rate_delta_pct,loss_rate_delta_pct,avg_return_delta_pct,median_return_delta_pct,decision_hint,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,ma20_ema23_close_stop_4d,low_base_redefinition,off240_le40_range240_le60,off 240d low <=40 and 240d range <=60,off_240d_low_pct <= 40 AND range_width_240_pct <= 60,stratification_only_not_candidate_or_confirmation_gate,223,83,37.22,28,0,55,33.73,0.0,66.27,-1.8865,-4.6053,45.74,53.36,2.8868,-1.1658,-12.01,12.91,-4.7733,-3.4395,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,ma20_ema23_close_stop_4d,low_base_redefinition,off120_le40_range120_le60_ma60_gt_ma120,120d low/base plus MA60 > MA120,off_120d_low_pct <= 40 AND range_width_120_pct <= 60 AND ma60_gt_ma120,stratification_only_not_candidate_or_confirmation_gate,223,41,18.39,15,0,26,36.59,0.0,63.41,0.8219,-3.3019,45.74,53.36,2.8868,-1.1658,-9.15,10.05,-2.0649,-2.1361,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,tdcc,tdcc_weekly_increase_top20,TDCC weekly_increase rank <=20,tdcc_list_type == weekly_increase AND tdcc_rank <= 20,stratification_only_not_candidate_or_confirmation_gate,223,6,2.69,3,0,3,50.0,0.0,50.0,-1.9344,-2.0026,45.74,53.36,2.8868,-1.1658,4.26,-3.36,-4.8212,-0.8368,thin_sample_do_not_use_as_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,tdcc,tdcc_any_top20,TDCC any list rank <=20,tdcc_rank <= 20,stratification_only_not_candidate_or_confirmation_gate,223,6,2.69,3,0,3,50.0,0.0,50.0,-1.9344,-2.0026,45.74,53.36,2.8868,-1.1658,4.26,-3.36,-4.8212,-0.8368,thin_sample_do_not_use_as_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,technical_23ema,tech_dist_ema23_0_to_15,0% <= distance to EMA23 <= 15%,0 <= dist_ema23_pct <= 15,stratification_only_not_candidate_or_confirmation_gate,223,137,61.43,58,0,79,42.34,0.0,57.66,1.7924,-2.6432,45.74,53.36,2.8868,-1.1658,-3.4,4.3,-1.0944,-1.4774,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,technical_23ema,tech_ret20_0_to_25,20d return 0% to 25%,0 <= hist_return_20d_pct <= 25,stratification_only_not_candidate_or_confirmation_gate,223,185,82.96,84,1,100,45.41,0.54,54.05,2.9516,-1.7949,45.74,53.36,2.8868,-1.1658,-0.33,0.69,0.0648,-0.6291,mixed_or_weak_stratification_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,technical_ma,tech_ma60_gt_ma120,MA60 > MA120,ma60_gt_ma120 == True,stratification_only_not_candidate_or_confirmation_gate,223,124,55.61,64,2,58,51.61,1.61,46.77,5.0558,0.9961,45.74,53.36,2.8868,-1.1658,5.87,-6.59,2.169,2.1619,positive_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,signal_quality,volume_ratio_2_to_6,volume ratio 2..6,2 <= volume_ratio <= 6,stratification_only_not_candidate_or_confirmation_gate,223,173,77.58,79,2,92,45.66,1.16,53.18,2.6689,-1.145,45.74,53.36,2.8868,-1.1658,-0.08,-0.18,-0.2179,0.0208,mixed_or_weak_stratification_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,signal_quality,not_limit_up_like,not limit-up-like signal,limit_up_like != True,stratification_only_not_candidate_or_confirmation_gate,223,75,33.63,31,1,43,41.33,1.33,57.33,0.8536,-1.7949,45.74,53.36,2.8868,-1.1658,-4.41,3.97,-2.0332,-0.6291,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,low_base_redefinition,off120_le40_range120_le60,off 120d low <=40 and 120d range <=60,off_120d_low_pct <= 40 AND range_width_120_pct <= 60,stratification_only_not_candidate_or_confirmation_gate,223,125,56.05,46,0,79,36.8,0.0,63.2,0.4892,-3.3019,45.74,53.36,2.8868,-1.1658,-8.94,9.84,-2.3976,-2.1361,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,low_base_redefinition,off120_le30_range120_le45,off 120d low <=30 and 120d range <=45,off_120d_low_pct <= 30 AND range_width_120_pct <= 45,stratification_only_not_candidate_or_confirmation_gate,223,77,34.53,25,0,52,32.47,0.0,67.53,-1.8138,-4.6053,45.74,53.36,2.8868,-1.1658,-13.27,14.17,-4.7006,-3.4395,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,low_base_redefinition,off240_le50_range240_le80,off 240d low <=50 and 240d range <=80,off_240d_low_pct <= 50 AND range_width_240_pct <= 80,stratification_only_not_candidate_or_confirmation_gate,223,129,57.85,48,0,81,37.21,0.0,62.79,0.1951,-2.9046,45.74,53.36,2.8868,-1.1658,-8.53,9.43,-2.6917,-1.7388,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,low_base_redefinition,off240_le40_range240_le60,off 240d low <=40 and 240d range <=60,off_240d_low_pct <= 40 AND range_width_240_pct <= 60,stratification_only_not_candidate_or_confirmation_gate,223,83,37.22,28,0,55,33.73,0.0,66.27,-1.8865,-4.6053,45.74,53.36,2.8868,-1.1658,-12.01,12.91,-4.7733,-3.4395,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,low_base_redefinition,off120_le40_range120_le60_ma60_gt_ma120,120d low/base plus MA60 > MA120,off_120d_low_pct <= 40 AND range_width_120_pct <= 60 AND ma60_gt_ma120,stratification_only_not_candidate_or_confirmation_gate,223,41,18.39,15,0,26,36.59,0.0,63.41,0.8219,-3.3019,45.74,53.36,2.8868,-1.1658,-9.15,10.05,-2.0649,-2.1361,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,tdcc,tdcc_weekly_increase_top20,TDCC weekly_increase rank <=20,tdcc_list_type == weekly_increase AND tdcc_rank <= 20,stratification_only_not_candidate_or_confirmation_gate,221,6,2.71,4,0,2,66.67,0.0,33.33,0.7389,1.3707,49.77,50.23,4.0468,-0.3468,16.9,-16.9,-3.3079,1.7175,thin_sample_do_not_use_as_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,tdcc,tdcc_any_top20,TDCC any list rank <=20,tdcc_rank <= 20,stratification_only_not_candidate_or_confirmation_gate,221,6,2.71,4,0,2,66.67,0.0,33.33,0.7389,1.3707,49.77,50.23,4.0468,-0.3468,16.9,-16.9,-3.3079,1.7175,thin_sample_do_not_use_as_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,technical_23ema,tech_dist_ema23_0_to_15,0% <= distance to EMA23 <= 15%,0 <= dist_ema23_pct <= 15,stratification_only_not_candidate_or_confirmation_gate,221,135,61.09,60,0,75,44.44,0.0,55.56,1.5752,-1.5038,49.77,50.23,4.0468,-0.3468,-5.33,5.33,-2.4716,-1.157,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,technical_23ema,tech_ret20_0_to_25,20d return 0% to 25%,0 <= hist_return_20d_pct <= 25,stratification_only_not_candidate_or_confirmation_gate,221,183,82.81,90,0,93,49.18,0.0,50.82,4.0029,-0.7092,49.77,50.23,4.0468,-0.3468,-0.59,0.59,-0.0439,-0.3624,mixed_or_weak_stratification_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,technical_ma,tech_ma60_gt_ma120,MA60 > MA120,ma60_gt_ma120 == True,stratification_only_not_candidate_or_confirmation_gate,221,124,56.11,74,0,50,59.68,0.0,40.32,6.5414,3.721,49.77,50.23,4.0468,-0.3468,9.91,-9.91,2.4946,4.0678,positive_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,signal_quality,volume_ratio_2_to_6,volume ratio 2..6,2 <= volume_ratio <= 6,stratification_only_not_candidate_or_confirmation_gate,221,172,77.83,87,0,85,50.58,0.0,49.42,4.2003,0.6103,49.77,50.23,4.0468,-0.3468,0.81,-0.81,0.1535,0.9571,mixed_or_weak_stratification_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,signal_quality,not_limit_up_like,not limit-up-like signal,limit_up_like != True,stratification_only_not_candidate_or_confirmation_gate,221,74,33.48,31,0,43,41.89,0.0,58.11,0.748,-2.0202,49.77,50.23,4.0468,-0.3468,-7.88,7.88,-3.2988,-1.6734,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,low_base_redefinition,off120_le40_range120_le60,off 120d low <=40 and 120d range <=60,off_120d_low_pct <= 40 AND range_width_120_pct <= 60,stratification_only_not_candidate_or_confirmation_gate,221,123,55.66,47,0,76,38.21,0.0,61.79,0.435,-3.0812,49.77,50.23,4.0468,-0.3468,-11.56,11.56,-3.6118,-2.7344,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,low_base_redefinition,off120_le30_range120_le45,off 120d low <=30 and 120d range <=45,off_120d_low_pct <= 30 AND range_width_120_pct <= 45,stratification_only_not_candidate_or_confirmation_gate,221,75,33.94,23,0,52,30.67,0.0,69.33,-1.9427,-3.4865,49.77,50.23,4.0468,-0.3468,-19.1,19.1,-5.9895,-3.1397,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,low_base_redefinition,off240_le50_range240_le80,off 240d low <=50 and 240d range <=80,off_240d_low_pct <= 50 AND range_width_240_pct <= 80,stratification_only_not_candidate_or_confirmation_gate,221,127,57.47,49,0,78,38.58,0.0,61.42,0.0773,-3.0837,49.77,50.23,4.0468,-0.3468,-11.19,11.19,-3.9695,-2.7369,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,low_base_redefinition,off240_le40_range240_le60,off 240d low <=40 and 240d range <=60,off_240d_low_pct <= 40 AND range_width_240_pct <= 60,stratification_only_not_candidate_or_confirmation_gate,221,81,36.65,25,0,56,30.86,0.0,69.14,-2.5178,-4.1667,49.77,50.23,4.0468,-0.3468,-18.91,18.91,-6.5646,-3.8199,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,stratification,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,low_base_redefinition,off120_le40_range120_le60_ma60_gt_ma120,120d low/base plus MA60 > MA120,off_120d_low_pct <= 40 AND range_width_120_pct <= 60 AND ma60_gt_ma120,stratification_only_not_candidate_or_confirmation_gate,221,41,18.55,19,0,22,46.34,0.0,53.66,1.1359,-1.7682,49.77,50.23,4.0468,-0.3468,-3.43,3.43,-2.9109,-1.4214,risk_stratification_candidate_not_gate,False,not_production_ready_research_only,2026-07-09 18:52:11 Asia/Taipei
