generated_at,model_id,artifact_id,artifact_version,episode_key,stock_id,stock_name,source_monthly_revenue_period,source_monthly_revenue_source_table_date,signal_date,confirmation_date,entry_date,exit_date,source_to_signal_trading_days,source_to_confirmation_trading_days,source_to_entry_trading_days,current_revenue_lag_bucket,latest_revenue_yoy_pct,cumulative_revenue_yoy_pct,previous_1m_latest_revenue_yoy_pct,previous_2m_latest_revenue_yoy_pct,previous_3m_latest_revenue_yoy_pct,latest_revenue_yoy_delta_1m_pct_points,strict_30_20_streak_months,strict_30_20_streak_start_period,strict_30_20_streak_start_source_date,strict_streak_start_to_signal_trading_days,strict_streak_lag_bucket,flag_any_strong_30_or20,flag_latest_ge30,flag_latest_ge50,flag_latest_ge80,flag_latest_ge100,flag_cumulative_ge20,flag_cumulative_ge30,flag_cumulative_ge50,flag_latest30_cumulative20,flag_latest50_cumulative30,flag_latest80_cumulative50,flag_latest100_cumulative80,flag_latest_delta_gt0,flag_latest_delta_ge20,flag_latest_delta_ge50,flag_latest_improving_2m,flag_latest_improving_3m,flag_strict30_20_consecutive_ge2,flag_strict30_20_consecutive_ge3,flag_latest50_consecutive_ge2,flag_latest50_consecutive_ge3,realized_return_pct,outcome_label,abs_ge80_anomaly_candidate_flag,same_stock_non_overlap_applied,revenue_period_dedup_applied,source_revenue_or_price_anomaly_candidate_flag,availability_date_semantics,approved_for_daily,production_change
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1256|20260527|range23_highest_close_breakout|3|confirmation_d20_close,1256,,202604,20260517,20260527,20260528,20260529,20260626,8,9,10,lag_d8_14,56.2,55.43,57.15,87.61,36.27,-0.95,4,202601,20260217,64,streak_lag_d41_80,True,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,-14.2857,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1294|20260204|range23_highest_close_breakout|3|confirmation_d20_close,1294,,202512,20260117,20260204,20260205,20260206,20260317,13,14,15,lag_d8_14,45.4,4.02,30.35,43.71,39.8,15.05,0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12.6452,win,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1294|20260608|range23_highest_close_breakout|3|confirmation_d20_close,1294,,202604,20260517,20260608,20260609,20260610,20260708,16,17,18,lag_d15_30,5.98,23.36,3.28,3.39,117.94,2.7,0,,,,,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-30.0599,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1308|20251021|range23_highest_close_breakout|3|confirmation_d20_close,1308,,202509,20251017,20251021,20251023,20251027,20251121,2,4,5,lag_d0_3,41.17,-3.05,-1.98,-18.33,-18.18,43.15,0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,-10.219,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1312|20250718|range23_highest_close_breakout|3|confirmation_d20_close,1312,,202506,20250717,20250718,20250723,20250724,20250820,1,4,5,lag_d0_3,-21.36,33.71,-13.67,56.15,188.84,-7.69,0,,,,,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2.439,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1312|20251008|range23_highest_close_breakout|3|confirmation_d20_close,1312,,202508,20250917,20251008,20251009,20251013,20251112,13,14,15,lag_d8_14,-16.45,21.41,-6.73,-21.36,-13.67,-9.72,0,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.2144,win,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1312|20251125|range23_highest_close_breakout|3|confirmation_d20_close,1312,,202510,20251117,20251125,20251128,20251201,20251229,6,9,10,lag_d4_7,117.79,33.57,75.94,-16.45,-6.73,41.85,2,202509,20251017,26,streak_lag_d21_40,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,0.4464,neutral,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1312|20260106|range23_highest_close_breakout|3|confirmation_d20_close,1312,,202511,20251217,20260106,20260109,20260112,20260206,12,15,16,lag_d8_14,58.53,35.77,117.79,75.94,-16.45,-59.26,3,202509,20251017,54,streak_lag_d41_80,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,True,-1.1905,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1312|20260316|range23_highest_close_breakout|3|confirmation_d20_close,1312,,202601,20260217,20260316,20260319,20260320,20260420,15,18,19,lag_d15_30,84.41,84.41,64.74,58.53,117.79,19.67,5,202509,20251017,95,streak_lag_d81_plus,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,True,False,True,True,True,True,-9.8305,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1316|20250714|range23_highest_close_breakout|3|confirmation_d20_close,1316,,202505,20250617,20250714,20250716,20250717,20250814,19,21,22,lag_d15_30,182.58,208.02,167.25,233.15,351.22,15.33,12,202406,20240717,67,streak_lag_d41_80,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,-5.8419,failure,False,True,True,True,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1316|20250902|range23_highest_close_breakout|3|confirmation_d20_close,1316,,202507,20250817,20250902,20250904,20250905,20251013,12,14,15,lag_d8_14,175.95,182.27,113.89,182.58,167.25,62.06,12,202408,20240917,102,streak_lag_d81_plus,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,2.6316,neutral,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1316|20251016|range23_highest_close_breakout|3|confirmation_d20_close,1316,,202508,20250917,20251016,20251022,20251023,20251120,17,20,21,lag_d15_30,324.52,197.0,175.95,113.89,182.58,148.57,12,202409,20241017,126,streak_lag_d81_plus,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,-14.4578,failure,False,True,True,True,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1316|20251215|range23_highest_close_breakout|3|confirmation_d20_close,1316,,202510,20251117,20251215,20251218,20251219,20260119,20,23,24,lag_d15_30,151.93,187.05,171.84,324.52,175.95,-19.91,12,202411,20241217,166,streak_lag_d81_plus,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,-7.9618,failure,False,True,True,True,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1342|20260417|range23_highest_close_breakout|3|confirmation_d20_close,1342,,202603,20260417,20260417,20260420,20260421,20260519,0,1,2,lag_d0_3,31.74,17.76,1.06,18.21,27.62,30.68,0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,-2.5451,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1342|20260601|range23_highest_close_breakout|3|confirmation_d20_close,1342,,202604,20260517,20260601,20260604,20260605,20260703,11,14,15,lag_d8_14,44.52,24.1,31.74,1.06,18.21,12.78,1,202604,20260517,11,streak_lag_d8_20,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,14.9254,win,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1417|20251107|range23_highest_close_breakout|3|confirmation_d20_close,1417,,202509,20251017,20251107,20251110,20251111,20251208,14,15,16,lag_d8_14,30.92,-51.05,-42.72,8.67,16.65,73.64,0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,5.9595,win,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1417|20260318|range23_highest_close_breakout|3|confirmation_d20_close,1417,,202602,20260317,20260318,20260319,20260320,20260420,1,2,3,lag_d0_3,41.83,47.13,51.47,-39.54,100.43,-9.64,2,202601,20260217,17,streak_lag_d8_20,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.443,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1419|20260413|range23_highest_close_breakout|3|confirmation_d20_close,1419,,202602,20260317,20260413,20260416,20260417,20260515,17,20,21,lag_d15_30,14.86,33.23,51.24,3.27,20.82,-36.38,0,,,,,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.3682,neutral,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1419|20260529|range23_highest_close_breakout|3|confirmation_d20_close,1419,,202604,20260517,20260529,20260603,20260604,20260702,10,13,14,lag_d8_14,39.73,37.26,42.26,14.86,51.24,-2.53,2,202603,20260417,29,streak_lag_d21_40,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,-3.2885,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1423|20251112|range23_highest_close_breakout|3|confirmation_d20_close,1423,,202509,20251017,20251112,20251113,20251114,20251211,17,18,19,lag_d15_30,170.98,-24.03,-56.83,-62.57,-35.61,227.81,0,,,,,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,-1.4103,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1423|20260416|range23_highest_close_breakout|3|confirmation_d20_close,1423,,202602,20260317,20260416,20260421,20260422,20260520,20,23,24,lag_d15_30,57.16,30.74,-12.81,52.21,-23.09,69.97,1,202602,20260317,20,streak_lag_d8_20,True,True,True,False,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,-2.6253,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1437|20251217|range23_highest_close_breakout|3|confirmation_d20_close,1437,,202511,20251217,20251217,20251218,20251219,20260119,0,1,2,lag_d0_3,32.07,12.07,26.31,7.77,2.3,5.76,0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,-6.0345,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1439|20251210|range23_highest_close_breakout|3|confirmation_d20_close,1439,,202510,20251117,20251210,20251215,20251216,20260114,17,20,21,lag_d15_30,-12.93,523.87,67.0,2455.18,3387.17,-79.93,0,,,,,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.5461,win,False,True,True,True,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1446|20260318|range23_highest_close_breakout|3|confirmation_d20_close,1446,,202602,20260317,20260318,20260319,20260320,20260420,1,2,3,lag_d0_3,601.55,-46.18,-95.3,-93.61,24.32,696.85,0,,,,,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,-3.7791,failure,False,True,True,True,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1449|20260107|range23_highest_close_breakout|3|confirmation_d20_close,1449,,202511,20251217,20260107,20260112,20260113,20260209,13,16,17,lag_d8_14,40.04,-17.55,-47.03,-36.94,-28.66,87.07,0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,-11.8577,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1449|20260605|range23_highest_close_breakout|3|confirmation_d20_close,1449,,202604,20260517,20260605,20260608,20260609,20260707,15,16,17,lag_d15_30,75.48,35.36,33.61,22.19,10.24,41.87,2,202603,20260417,34,streak_lag_d21_40,True,True,True,False,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,False,False,-12.844,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1451|20260223|range23_highest_close_breakout|3|confirmation_d20_close,1451,,202601,20260217,20260223,20260225,20260226,20260326,1,3,4,lag_d0_3,20.1,20.1,24.74,-7.75,10.39,-4.64,0,,,,,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-3.2172,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1453|20251218|range23_highest_close_breakout|3|confirmation_d20_close,1453,,202511,20251217,20251218,20251219,20251222,20260120,1,2,3,lag_d0_3,60.52,7.06,-23.47,-7.89,-8.69,83.99,0,,,,,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,-4.3307,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1456|20250902|range23_highest_close_breakout|3|confirmation_d20_close,1456,,202507,20250817,20250902,20250905,20250909,20251014,12,15,16,lag_d8_14,150.27,-2.02,63.06,5.36,-32.78,87.21,0,,,,,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,3.6,neutral,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1456|20260106|range23_highest_close_breakout|3|confirmation_d20_close,1456,,202511,20251217,20260106,20260109,20260112,20260206,12,15,16,lag_d8_14,215.69,-19.8,8.61,-82.78,-79.38,207.08,0,,,,,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,-2.974,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1456|20260302|range23_highest_close_breakout|3|confirmation_d20_close,1456,,202601,20260217,20260302,20260303,20260304,20260331,5,6,7,lag_d4_7,50.81,50.81,-24.94,215.69,8.61,75.75,1,202601,20260217,5,streak_lag_d0_7,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,1.1152,neutral,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1463|20250924|range23_highest_close_breakout|3|confirmation_d20_close,1463,,202508,20250917,20250924,20250930,20251001,20251104,5,8,9,lag_d4_7,-45.6,270.7,1.35,-2.97,-51.6,-46.95,0,,,,,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-22.3744,failure,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
2026-07-13 16:38:09 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_lag_strength_matrix,trading_day_lag_strength_root_cause_pending_v3_20260712,1463|20251125|range23_highest_close_breakout|3|confirmation_d20_close,1463,,202510,20251117,20251125,20251126,20251127,20251224,6,7,8,lag_d4_7,44.5,235.78,-0.19,-45.6,1.35,44.69,1,202510,20251117,6,streak_lag_d0_7,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,5.0667,win,False,True,True,False,conservative_next_month_17th_or_first_official_snapshot_not_exact_company_release_timestamp,False,False
