research_id,research_variant_id,parameter_set_id,advisory_status,dual_window_rule_scope_id,summary_scope_id,analysis_scope_id,candidate_rule_id,candidate_rule_status,long_window_risk_status,sample_count,unique_events,win_count,neutral_count,loss_count,other_count,pure_win_rate_pct,neutral_inclusive_success_rate_pct,positive_return_rate_pct,avg_return_pct,median_return_pct,approved_for_daily,production_readiness,generated_at
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_overall,all_retest_entries,dual_45_and_90_non_bearish,all_accepted,all_long_window_statuses,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_overall,all_retest_entries,dual_45_entry_90_risk_warning,all_accepted,all_long_window_statuses,361,361,144,73,144,0,50.0000,60.1108,60.6648,1.8934,2.9268,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_overall,all_retest_entries,dual_45_or_90_non_bearish,all_accepted,all_long_window_statuses,366,366,145,73,148,0,49.4881,59.5628,60.1093,1.8227,2.8813,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_overall,all_retest_entries,dual_45_repaired_90_bearish_watchlist,all_accepted,all_long_window_statuses,48,48,16,12,20,0,44.4444,58.3333,60.4167,1.1494,2.7864,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_overall,all_retest_entries,single_45_non_bearish,all_accepted,all_long_window_statuses,361,361,144,73,144,0,50.0000,60.1108,60.6648,1.8934,2.9268,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_overall,all_retest_entries,single_90_non_bearish,all_accepted,all_long_window_statuses,318,318,129,61,128,0,50.1946,59.7484,60.0629,1.9244,2.9340,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_rule_status,all_retest_entries,dual_45_and_90_non_bearish,accepted_45_and_90_non_bearish,all_long_window_statuses,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_rule_status,all_retest_entries,dual_45_entry_90_risk_warning,accepted_45_non_bearish_90_bearish_risk,all_long_window_statuses,48,48,16,12,20,0,44.4444,58.3333,60.4167,1.1494,2.7864,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_rule_status,all_retest_entries,dual_45_entry_90_risk_warning,accepted_45_non_bearish_90_confirmed,all_long_window_statuses,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_rule_status,all_retest_entries,dual_45_or_90_non_bearish,accepted_45_or_90_non_bearish,all_long_window_statuses,366,366,145,73,148,0,49.4881,59.5628,60.1093,1.8227,2.8813,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_rule_status,all_retest_entries,dual_45_repaired_90_bearish_watchlist,accepted_45_repaired_90_bearish_watchlist,all_long_window_statuses,48,48,16,12,20,0,44.4444,58.3333,60.4167,1.1494,2.7864,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_rule_status,all_retest_entries,single_45_non_bearish,accepted_45_non_bearish,all_long_window_statuses,361,361,144,73,144,0,50.0000,60.1108,60.6648,1.8934,2.9268,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_rule_status,all_retest_entries,single_90_non_bearish,accepted_90_non_bearish,all_long_window_statuses,318,318,129,61,128,0,50.1946,59.7484,60.0629,1.9244,2.9340,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_long_window_risk,all_retest_entries,dual_45_and_90_non_bearish,all_accepted,long_90_non_bearish_confirmed,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_long_window_risk,all_retest_entries,dual_45_entry_90_risk_warning,all_accepted,long_90_bearish_risk_warning,48,48,16,12,20,0,44.4444,58.3333,60.4167,1.1494,2.7864,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_long_window_risk,all_retest_entries,dual_45_entry_90_risk_warning,all_accepted,long_90_non_bearish_confirmed,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_long_window_risk,all_retest_entries,dual_45_or_90_non_bearish,all_accepted,long_90_bearish_risk_warning,48,48,16,12,20,0,44.4444,58.3333,60.4167,1.1494,2.7864,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_long_window_risk,all_retest_entries,dual_45_or_90_non_bearish,all_accepted,long_90_non_bearish_confirmed,318,318,129,61,128,0,50.1946,59.7484,60.0629,1.9244,2.9340,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_long_window_risk,all_retest_entries,dual_45_repaired_90_bearish_watchlist,all_accepted,long_90_bearish_risk_warning,48,48,16,12,20,0,44.4444,58.3333,60.4167,1.1494,2.7864,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_long_window_risk,all_retest_entries,single_45_non_bearish,all_accepted,long_90_bearish_risk_warning,48,48,16,12,20,0,44.4444,58.3333,60.4167,1.1494,2.7864,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_long_window_risk,all_retest_entries,single_45_non_bearish,all_accepted,long_90_non_bearish_confirmed,313,313,128,61,124,0,50.7937,60.3834,60.7029,2.0075,2.9610,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_long_window_risk,all_retest_entries,single_90_non_bearish,all_accepted,long_90_non_bearish_confirmed,318,318,129,61,128,0,50.1946,59.7484,60.0629,1.9244,2.9340,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_overall,low_position_le60_market_bull,dual_45_and_90_non_bearish,all_accepted,all_long_window_statuses,48,48,27,11,10,0,72.9730,79.1667,77.0833,5.5353,10.3780,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_overall,low_position_le60_market_bull,dual_45_entry_90_risk_warning,all_accepted,all_long_window_statuses,87,87,40,21,26,0,60.6061,70.1149,70.1149,3.8213,3.8202,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_overall,low_position_le60_market_bull,dual_45_or_90_non_bearish,all_accepted,all_long_window_statuses,87,87,40,21,26,0,60.6061,70.1149,70.1149,3.8213,3.8202,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_overall,low_position_le60_market_bull,dual_45_repaired_90_bearish_watchlist,all_accepted,all_long_window_statuses,39,39,13,10,16,0,44.8276,58.9744,61.5385,1.7117,2.7559,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_overall,low_position_le60_market_bull,single_45_non_bearish,all_accepted,all_long_window_statuses,87,87,40,21,26,0,60.6061,70.1149,70.1149,3.8213,3.8202,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_overall,low_position_le60_market_bull,single_90_non_bearish,all_accepted,all_long_window_statuses,48,48,27,11,10,0,72.9730,79.1667,77.0833,5.5353,10.3780,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,accepted_by_rule_status,low_position_le60_market_bull,dual_45_and_90_non_bearish,accepted_45_and_90_non_bearish,all_long_window_statuses,48,48,27,11,10,0,72.9730,79.1667,77.0833,5.5353,10.3780,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
