model_id,confirmation_model_id,overlay_model_id,research_id,source_research_id,research_variant_id,advisory_status,surface_id,audit_section,audit_item_id,source_artifact,event_set_id,outcome_rule_id,segment_id,period_id,row_count,stock_count,unique_signal_count,min_date,max_date,month_count,sample_size,evaluated_sample_size,mature_sample_size,win_count,neutral_count,loss_count,incomplete_count,mature_signal_month_count,months_with_mature_ge5,months_with_mature_ge10,price_files_with_dates,price_rows,price_global_min_date,price_global_max_date,files_with_180_days,earliest_180th_observed_date,signal_window_status,maturity_status,promotion_readiness,blocker_reason,required_followup_owner,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,price_history_coverage,stock_price_history_global,data/stock_price_history,,,,,444844,2373,,20250407,20260624,,,,,,,,,,,,2373,444844,20250407,20260624,1054,20260105,price_history_available_but_w_signals_start_later,not_an_outcome_row,research_data_coverage_reference,price_history_begins_2025_04_for_most_files_so_180_day_gate_limits_early_w_signal_window,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,w_bottom_signal_source_window,nearest_micro_detail_signal_window,output/latest/research_backtest/w_bottom_nearest_micro_anchor_event_replay_detail_latest.csv,,,,,588,328,588,20260105,20260623,6,,,,,,,,,,,,,,,,,short_signal_window_current_inputs,not_an_outcome_row,blocked_data_window_too_short,current_w_bottom_research_outputs_have_signal_dates_only_from_2026_01_to_2026_06,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,w_bottom_signal_source_window,combined_variant_signal_window,output/latest/research_backtest/w_bottom_combined_condition_backtest_detail_latest.csv,variant_nearest_micro_45d_event_replay,,,,372,246,372,20260105,20260623,6,,,,,,,,,,,,,,,,,short_signal_window_current_inputs,not_an_outcome_row,blocked_data_window_too_short,current_w_bottom_research_outputs_have_signal_dates_only_from_2026_01_to_2026_06,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,w_bottom_signal_source_window,split_variant_early_entry_signal_window,output/latest/research_backtest/w_bottom_split_entry_outcome_backtest_detail_latest.csv,variant_nearest_micro_45d_event_replay,,,,2232,246,372,20260105,20260623,6,,,,,,,,,,,,,,,,,short_signal_window_current_inputs,not_an_outcome_row,blocked_data_window_too_short,current_w_bottom_research_outputs_have_signal_dates_only_from_2026_01_to_2026_06,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,w_bottom_signal_source_window,parameter_grid_variant_signal_window,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,,,,2976,246,372,20260105,20260623,6,,,,,,,,,,,,,,,,,short_signal_window_current_inputs,not_an_outcome_row,blocked_data_window_too_short,current_w_bottom_research_outputs_have_signal_dates_only_from_2026_01_to_2026_06,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2026-01,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2026-01,90,,,20260105,20260130,,90,90,66,23,24,43,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_data_window_too_short,40_trading_day_outcome_needs_more_mature_signal_months,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2026-02,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2026-02,66,,,20260202,20260226,,66,65,49,15,16,34,1,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_data_window_too_short,40_trading_day_outcome_needs_more_mature_signal_months,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2026-03,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2026-03,52,,,20260302,20260331,,52,52,35,16,17,19,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_data_window_too_short,40_trading_day_outcome_needs_more_mature_signal_months,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2026-04,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2026-04,44,,,20260401,20260430,,44,37,26,16,11,10,7,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_data_window_too_short,40_trading_day_outcome_needs_more_mature_signal_months,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2026-05,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2026-05,52,,,20260505,20260529,,52,0,0,0,0,0,52,0,0,0,,,,,,,current_signal_month,future_window_incomplete,blocked_data_window_too_short,40_trading_day_outcome_needs_more_mature_signal_months,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
