model_id,confirmation_model_id,overlay_model_id,research_id,source_research_id,research_variant_id,advisory_status,surface_id,audit_section,audit_item_id,source_artifact,event_set_id,outcome_rule_id,segment_id,period_id,row_count,stock_count,unique_signal_count,min_date,max_date,month_count,sample_size,evaluated_sample_size,mature_sample_size,win_count,neutral_count,loss_count,incomplete_count,mature_signal_month_count,months_with_mature_ge5,months_with_mature_ge10,price_files_with_dates,price_rows,price_global_min_date,price_global_max_date,files_with_180_days,earliest_180th_observed_date,signal_window_status,maturity_status,promotion_readiness,blocker_reason,required_followup_owner,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2026-06,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2026-06,68,,,20260601,20260623,,68,0,0,0,0,0,68,0,0,0,,,,,,,current_signal_month,future_window_incomplete,blocked_data_window_too_short,40_trading_day_outcome_needs_more_mature_signal_months,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_maturity_summary,all_rows,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,,372,,372,20260105,20260623,6,372,244,176,70,68,106,128,4,4,4,,,,,,,short_signal_window_current_inputs,insufficient_mature_months_for_promotion,blocked_data_window_too_short,current_inputs_do_not_have_enough_mature_months_to_prove_stability,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2026-01,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2026-01,13,,,20260106,20260127,,13,13,9,5,4,4,0,1,1,0,,,,,,,current_signal_month,partially_mature,blocked_data_window_too_short,40_trading_day_outcome_needs_more_mature_signal_months,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2026-02,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2026-02,4,,,20260211,20260224,,4,4,3,1,1,2,0,1,0,0,,,,,,,current_signal_month,partially_mature,blocked_data_window_too_short,40_trading_day_outcome_needs_more_mature_signal_months,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2026-03,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2026-03,3,,,20260310,20260320,,3,3,1,1,2,0,0,1,0,0,,,,,,,current_signal_month,partially_mature,blocked_data_window_too_short,40_trading_day_outcome_needs_more_mature_signal_months,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2026-04,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2026-04,7,,,20260401,20260430,,7,5,4,4,1,0,2,1,0,0,,,,,,,current_signal_month,partially_mature,blocked_data_window_too_short,40_trading_day_outcome_needs_more_mature_signal_months,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2026-05,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2026-05,5,,,20260506,20260525,,5,0,0,0,0,0,5,0,0,0,,,,,,,current_signal_month,future_window_incomplete,blocked_data_window_too_short,40_trading_day_outcome_needs_more_mature_signal_months,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2026-06,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2026-06,8,,,20260601,20260615,,8,0,0,0,0,0,8,0,0,0,,,,,,,current_signal_month,future_window_incomplete,blocked_data_window_too_short,40_trading_day_outcome_needs_more_mature_signal_months,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_maturity_summary,smooth_right_rebound_5_20,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,,40,,40,20260106,20260615,6,40,25,17,11,8,6,15,4,1,0,,,,,,,short_signal_window_current_inputs,insufficient_mature_months_for_promotion,blocked_data_window_too_short,current_inputs_do_not_have_enough_mature_months_to_prove_stability,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,promotion_readiness_conclusion,w_bottom_right_low_early_entry_current_data_window,research_backtest_w_bottom_latest_outputs,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,,,,,20260105,20260623,6,40,25,17,11,8,6,15,4,1,0,2373,444844,20250407,20260624,1054,20260105,cannot_extend_stability_from_current_w_bottom_outputs,insufficient_mature_months_for_promotion,blocked_data_window_too_short,need_longer_historical_price_backfill_or_more_future_mature_months_before_promotion_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 18:50:50 Asia/Taipei
