generated_at,model_id,artifact_id,artifact_version,source_operation_lag_artifact_id,source_operation_lag_artifact_version,source_operation_lag_detail_sha256,source_operation_lag_semantic_sha256,source_rearmed_artifact_id,source_rearmed_artifact_version,source_rearmed_detail_sha256,source_rearmed_semantic_sha256,source_variant_id,grid_id,operation_key,episode_key,stock_id,stock_name,asof_latest_qualifying_source_date,asof_latest_qualifying_trade_date,trigger_date,confirmation_date,entry_date,exit_date,latest_source_to_trigger_trading_days,first_source_to_trigger_trading_days,realized_return_pct,return_outcome,realized_return_ge20,source_anomaly_candidate_flag,operation_return_review_candidate_flag,unresolved_price_path_candidate_flag,combined_exclusion_candidate_flag,primary_included,sensitivity_included,anchor_order,anchor_id,anchor_date_rule,anchor_definition,anchor_date,anchor_sequence_index,preweek_date,source_to_preweek_trading_days,preweek_to_trigger_trading_days,trigger_to_confirmation_trading_days,confirmation_to_entry_trading_days,source_before_or_on_preweek_flag,anchor_chronology_id,comparison_sequence_semantics,anchor_adjusted_close,position_prior_session_count,position_window_start_date,position_window_end_date,position_prior_adjusted_high,position_prior_adjusted_low,position_120d_pct,position_observed,position_bucket,shape_return20_pct,shape_range23_pct,shape_ema23_slope5_pct,shape_observed,shape_bucket,classification_observed,position_shape_cell_id,position_policy,shape_policy,price_basis,price_history_cutoff_date,condition_role,financial_statement_scope,approved_for_daily,presentation_allowed,formal_model_use_allowed,production_change,promotion_readiness
2026-07-17 10:06:41 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v1_20260717,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v1_20260714,b91ec16af91c8c31970850ed75834943f8a4821d6d32c768f8cc217b7b4c5bf3,04e627169d6a2198d2f523bc52067e93a36d7d73f81155214cd38e2ea5e35600,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v1_20260713,467b27e656f295d3691acbc1bc5216d3b01b80db46333c539ec51326b8d5e8b3,e7b20554d93dbe71abc3dd683691bc710e1f941b73a83ae12fd48057423eb643,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,absolute_or_two_month_yoy_ge15|1225|20260217|1|1225|20260413|20260414|20260415|20260527,absolute_or_two_month_yoy_ge15|1225|20260217|1,1225,福懋油,20260217,20260223,20260413,20260414,20260415,20260527,32,32,-15.3401,failure,False,False,False,False,False,True,True,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,20260223,156,20260402,27,5,1,1,True,source_before_or_on_preweek,chronological_source_to_preweek_to_confirmation,29.0,120,20250812,20260211,32.7,27.85,23.7113,True,low_pos_le40,1.2216,3.7567,0.1414,True,consolidation,True,low_pos_le40__consolidation,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-07-17 10:06:41 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v1_20260717,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v1_20260714,b91ec16af91c8c31970850ed75834943f8a4821d6d32c768f8cc217b7b4c5bf3,04e627169d6a2198d2f523bc52067e93a36d7d73f81155214cd38e2ea5e35600,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v1_20260713,467b27e656f295d3691acbc1bc5216d3b01b80db46333c539ec51326b8d5e8b3,e7b20554d93dbe71abc3dd683691bc710e1f941b73a83ae12fd48057423eb643,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,absolute_or_two_month_yoy_ge15|1225|20260217|1|1225|20260413|20260414|20260415|20260527,absolute_or_two_month_yoy_ge15|1225|20260217|1,1225,福懋油,20260217,20260223,20260413,20260414,20260415,20260527,32,32,-15.3401,failure,False,False,False,False,False,True,True,20,pre_breakout_week_close,derived_trigger_index_minus_5,close five trading sessions before the adopted trigger,20260402,183,20260402,27,5,1,1,True,source_before_or_on_preweek,chronological_source_to_preweek_to_confirmation,31.9,120,20250924,20260401,36.0,27.85,49.6933,True,mid_pos_40_75,1.2698,10.4839,0.5225,True,consolidation,True,mid_pos_40_75__consolidation,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-07-17 10:06:41 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v1_20260717,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v1_20260714,b91ec16af91c8c31970850ed75834943f8a4821d6d32c768f8cc217b7b4c5bf3,04e627169d6a2198d2f523bc52067e93a36d7d73f81155214cd38e2ea5e35600,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v1_20260713,467b27e656f295d3691acbc1bc5216d3b01b80db46333c539ec51326b8d5e8b3,e7b20554d93dbe71abc3dd683691bc710e1f941b73a83ae12fd48057423eb643,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,absolute_or_two_month_yoy_ge15|1225|20260217|1|1225|20260413|20260414|20260415|20260527,absolute_or_two_month_yoy_ge15|1225|20260217|1,1225,福懋油,20260217,20260223,20260413,20260414,20260415,20260527,32,32,-15.3401,failure,False,False,False,False,False,True,True,30,formal_confirmation_close,confirmation_date,formal delayed next-close continuation confirmation,20260414,189,20260402,27,5,1,1,True,source_before_or_on_preweek,chronological_source_to_preweek_to_confirmation,34.25,120,20251003,20260413,36.0,27.85,78.5276,True,high_pos_gt75,5.2227,10.4839,1.6969,True,rising,True,high_pos_gt75__rising,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-07-17 10:06:41 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v1_20260717,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v1_20260714,b91ec16af91c8c31970850ed75834943f8a4821d6d32c768f8cc217b7b4c5bf3,04e627169d6a2198d2f523bc52067e93a36d7d73f81155214cd38e2ea5e35600,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v1_20260713,467b27e656f295d3691acbc1bc5216d3b01b80db46333c539ec51326b8d5e8b3,e7b20554d93dbe71abc3dd683691bc710e1f941b73a83ae12fd48057423eb643,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,absolute_or_two_month_yoy_ge15|1256|20260117|1|1256|20260417|20260420|20260421|20260602,absolute_or_two_month_yoy_ge15|1256|20260117|1,1256,鮮活果汁-KY,20260417,20260417,20260417,20260420,20260421,20260602,0,54,24.9231,win,True,False,False,False,False,True,True,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,20260417,243,20260410,-5,5,1,1,False,latest_source_arrived_after_preweek_before_or_on_trigger,labeled_anchor_comparison_not_chronological_latest_source_after_preweek,157.0,120,20251009,20260416,172.5,132.0,61.7284,True,mid_pos_40_75,0.641,9.7902,0.1486,True,consolidation,True,mid_pos_40_75__consolidation,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-07-17 10:06:41 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v1_20260717,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v1_20260714,b91ec16af91c8c31970850ed75834943f8a4821d6d32c768f8cc217b7b4c5bf3,04e627169d6a2198d2f523bc52067e93a36d7d73f81155214cd38e2ea5e35600,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v1_20260713,467b27e656f295d3691acbc1bc5216d3b01b80db46333c539ec51326b8d5e8b3,e7b20554d93dbe71abc3dd683691bc710e1f941b73a83ae12fd48057423eb643,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,absolute_or_two_month_yoy_ge15|1256|20260117|1|1256|20260417|20260420|20260421|20260602,absolute_or_two_month_yoy_ge15|1256|20260117|1,1256,鮮活果汁-KY,20260417,20260417,20260417,20260420,20260421,20260602,0,54,24.9231,win,True,False,False,False,False,True,True,20,pre_breakout_week_close,derived_trigger_index_minus_5,close five trading sessions before the adopted trigger,20260410,238,20260410,-5,5,1,1,False,latest_source_arrived_after_preweek_before_or_on_trigger,labeled_anchor_comparison_not_chronological_latest_source_after_preweek,152.5,120,20251001,20260409,185.5,132.0,38.3178,True,low_pos_le40,-10.8187,19.5804,-0.5878,True,falling,True,low_pos_le40__falling,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-07-17 10:06:41 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v1_20260717,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v1_20260714,b91ec16af91c8c31970850ed75834943f8a4821d6d32c768f8cc217b7b4c5bf3,04e627169d6a2198d2f523bc52067e93a36d7d73f81155214cd38e2ea5e35600,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v1_20260713,467b27e656f295d3691acbc1bc5216d3b01b80db46333c539ec51326b8d5e8b3,e7b20554d93dbe71abc3dd683691bc710e1f941b73a83ae12fd48057423eb643,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,absolute_or_two_month_yoy_ge15|1256|20260117|1|1256|20260417|20260420|20260421|20260602,absolute_or_two_month_yoy_ge15|1256|20260117|1,1256,鮮活果汁-KY,20260417,20260417,20260417,20260420,20260421,20260602,0,54,24.9231,win,True,False,False,False,False,True,True,30,formal_confirmation_close,confirmation_date,formal delayed next-close continuation confirmation,20260420,244,20260410,-5,5,1,1,False,latest_source_arrived_after_preweek_before_or_on_trigger,labeled_anchor_comparison_not_chronological_latest_source_after_preweek,162.0,120,20251013,20260417,172.5,132.0,74.0741,True,mid_pos_40_75,3.8462,13.2867,0.7645,True,consolidation,True,mid_pos_40_75__consolidation,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-07-17 10:06:41 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v1_20260717,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v1_20260714,b91ec16af91c8c31970850ed75834943f8a4821d6d32c768f8cc217b7b4c5bf3,04e627169d6a2198d2f523bc52067e93a36d7d73f81155214cd38e2ea5e35600,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v1_20260713,467b27e656f295d3691acbc1bc5216d3b01b80db46333c539ec51326b8d5e8b3,e7b20554d93dbe71abc3dd683691bc710e1f941b73a83ae12fd48057423eb643,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,absolute_or_two_month_yoy_ge15|1294|20251217|1|1294|20260203|20260204|20260205|20260330,absolute_or_two_month_yoy_ge15|1294|20251217|1,1294,漢田生技,20260117,20260119,20260203,20260204,20260205,20260330,11,32,1.5019,win,False,False,False,False,False,True,True,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,20260119,53,20260127,6,5,1,1,True,source_before_or_on_preweek,chronological_source_to_preweek_to_confirmation,78.5,53,20250407,20260116,,,,False,insufficient_history,-0.2541,6.3257,-0.326,True,consolidation,False,insufficient_history,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-07-17 10:06:41 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v1_20260717,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v1_20260714,b91ec16af91c8c31970850ed75834943f8a4821d6d32c768f8cc217b7b4c5bf3,04e627169d6a2198d2f523bc52067e93a36d7d73f81155214cd38e2ea5e35600,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v1_20260713,467b27e656f295d3691acbc1bc5216d3b01b80db46333c539ec51326b8d5e8b3,e7b20554d93dbe71abc3dd683691bc710e1f941b73a83ae12fd48057423eb643,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,absolute_or_two_month_yoy_ge15|1294|20251217|1|1294|20260203|20260204|20260205|20260330,absolute_or_two_month_yoy_ge15|1294|20251217|1,1294,漢田生技,20260117,20260119,20260203,20260204,20260205,20260330,11,32,1.5019,win,False,False,False,False,False,True,True,20,pre_breakout_week_close,derived_trigger_index_minus_5,close five trading sessions before the adopted trigger,20260127,59,20260127,6,5,1,1,True,source_before_or_on_preweek,chronological_source_to_preweek_to_confirmation,77.5,59,20250407,20260126,,,,False,insufficient_history,-1.8987,6.3257,-0.041,True,consolidation,False,insufficient_history,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-07-17 10:06:41 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v1_20260717,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v1_20260714,b91ec16af91c8c31970850ed75834943f8a4821d6d32c768f8cc217b7b4c5bf3,04e627169d6a2198d2f523bc52067e93a36d7d73f81155214cd38e2ea5e35600,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v1_20260713,467b27e656f295d3691acbc1bc5216d3b01b80db46333c539ec51326b8d5e8b3,e7b20554d93dbe71abc3dd683691bc710e1f941b73a83ae12fd48057423eb643,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,absolute_or_two_month_yoy_ge15|1294|20251217|1|1294|20260203|20260204|20260205|20260330,absolute_or_two_month_yoy_ge15|1294|20251217|1,1294,漢田生技,20260117,20260119,20260203,20260204,20260205,20260330,11,32,1.5019,win,False,False,False,False,False,True,True,30,formal_confirmation_close,confirmation_date,formal delayed next-close continuation confirmation,20260204,65,20260127,6,5,1,1,True,source_before_or_on_preweek,chronological_source_to_preweek_to_confirmation,79.9,65,20250407,20260203,,,,False,insufficient_history,3.6316,7.537,0.1132,True,consolidation,False,insufficient_history,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-07-17 10:06:41 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v1_20260717,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v1_20260714,b91ec16af91c8c31970850ed75834943f8a4821d6d32c768f8cc217b7b4c5bf3,04e627169d6a2198d2f523bc52067e93a36d7d73f81155214cd38e2ea5e35600,revenue_unreacted_range_rearmed_operation_grid,rearmed_operation_grid_v1_20260713,467b27e656f295d3691acbc1bc5216d3b01b80db46333c539ec51326b8d5e8b3,e7b20554d93dbe71abc3dd683691bc710e1f941b73a83ae12fd48057423eb643,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,absolute_or_two_month_yoy_ge15|1312|20250517|1|1312|20251128|20251201|20251202|20260114,absolute_or_two_month_yoy_ge15|1312|20250517|1,1312,國喬,20251017,20251020,20251128,20251201,20251202,20260114,28,127,10.7759,win,False,False,False,False,False,True,True,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,20251020,127,20251121,23,5,1,1,True,source_before_or_on_preweek,chronological_source_to_preweek_to_confirmation,10.35,120,20250417,20251016,13.2,8.98,32.4645,True,low_pos_le40,7.8125,13.6114,2.1934,True,rising,True,low_pos_le40__rising,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
