research_id,source_research_id,source_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,follow_through_scope_id,risk_penalty_rule_id,segment_id,stock_id,stock_name,signal_date,retest_entry_date,entry_price,exit_date,return_pct,max_close_return_pct,min_close_return_pct,outcome_result,follow_through_data_status,follow_through_unavailable_reason,close_return_1_session_pct,close_return_2_session_pct,close_return_3_session_pct,close_return_5_session_pct,max_close_return_1_session_pct,max_close_return_2_session_pct,max_close_return_3_session_pct,max_close_return_5_session_pct,min_close_return_1_session_pct,min_close_return_2_session_pct,min_close_return_3_session_pct,min_close_return_5_session_pct,first_close_ge_1pct_session,first_close_ge_1pct_date,first_close_ge_2pct_session,first_close_ge_2pct_date,first_close_ge_3pct_session,first_close_ge_3pct_date,first_close_ge_5pct_session,first_close_ge_5pct_date,weak_follow_through_5d_lt5pct,weak_follow_through_3d_lt3pct,early_adverse_3d_le_minus5pct,diagnostic_note,approved_for_daily,production_readiness,generated_at
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,6197,佳必琪,20260311,20260316,178.5000,20260323,0.8403,9.8039,-1.6807,neutral,available,,-1.6807,7.2829,9.2437,9.5238,-1.6807,7.2829,9.2437,9.8039,-1.6807,-1.6807,-1.6807,-1.6807,2,20260317,2,20260317,2,20260317,2,20260317,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,8358,金居,20260415,20260420,373.0000,20260423,-0.8043,8.3110,-0.8043,neutral,available,,8.3110,5.4960,5.4960,-3.6193,8.3110,8.3110,8.3110,8.3110,8.3110,5.4960,5.4960,-3.6193,1,20260420,1,20260420,1,20260420,1,20260420,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,3044,健鼎,20250618,20250624,243.0000,20250721,12.1399,12.1399,-2.6749,win,available,,-0.2058,-0.2058,0.0000,1.8519,-0.2058,-0.2058,0.0000,1.8519,-0.2058,-0.2058,-0.2058,-0.2058,4,20250627,,,,,,,true,true,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,2404,漢唐,20250620,20250625,653.0000,20250711,12.4043,12.4043,-6.5850,win,available,,-2.6034,-4.7473,-6.5850,-4.1348,-2.6034,-2.6034,-2.6034,-2.6034,-2.6034,-4.7473,-6.5850,-6.5850,,,,,,,,,true,true,true,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,2308,台達電,20250703,20250711,471.0000,20250723,10.4034,10.4034,0.4246,win,available,,2.5478,0.4246,4.8832,5.9448,2.5478,2.5478,4.8832,6.1571,2.5478,0.4246,0.4246,0.4246,1,20250711,1,20250711,3,20250715,4,20250716,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,1802,台玻,20250715,20250724,18.9500,20250728,17.9420,17.9420,6.8602,win,available,,6.8602,9.4987,17.9420,14.7757,6.8602,9.4987,17.9420,17.9420,6.8602,6.8602,6.8602,6.8602,1,20250724,1,20250724,1,20250724,1,20250724,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,8033,雷虎,20250723,20250728,78.0000,20250729,11.1538,11.1538,1.1538,win,available,,1.1538,11.1538,22.1795,24.4872,1.1538,11.1538,22.1795,24.4872,1.1538,1.1538,1.1538,1.1538,1,20250728,2,20250729,2,20250729,2,20250729,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,2317,鴻海,20250724,20250801,175.0000,20250807,11.1429,11.1429,2.8571,win,available,,3.7143,2.8571,5.4286,11.1429,3.7143,3.7143,5.4286,11.1429,3.7143,2.8571,2.8571,2.8571,1,20250801,1,20250801,1,20250801,3,20250805,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,6209,今國光,20250805,20250811,29.5000,20250815,13.2203,13.2203,1.6949,win,available,,1.8644,1.6949,5.7627,13.2203,1.8644,1.8644,5.7627,13.2203,1.8644,1.6949,1.6949,1.6949,1,20250811,3,20250813,3,20250813,3,20250813,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,2328,廣宇,20250815,20250820,48.1000,20250821,10.6029,10.6029,0.7277,win,available,,0.7277,10.6029,12.2661,28.8981,0.7277,10.6029,12.2661,28.8981,0.7277,0.7277,0.7277,0.7277,2,20250821,2,20250821,2,20250821,2,20250821,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,3704,合勤控,20250826,20250829,33.5000,20250905,10.1493,10.1493,-11.6418,win,available,,1.3433,-7.9104,-11.6418,6.8657,1.3433,1.3433,1.3433,6.8657,1.3433,-7.9104,-11.6418,-11.6418,1,20250829,5,20250904,5,20250904,5,20250904,false,true,true,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,6217,中探針,20260119,20260204,63.1000,20260223,11.7274,11.7274,-10.3011,win,available,,-2.6941,-5.8637,-10.3011,1.4263,-2.6941,-2.6941,-2.6941,1.4263,-2.6941,-5.8637,-10.3011,-10.3011,5,20260210,,,,,,,true,true,true,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,3163,波若威,20260128,20260205,485.0000,20260209,10.7216,10.7216,-2.6804,win,available,,-2.6804,0.8247,10.7216,21.4433,-2.6804,0.8247,10.7216,21.4433,-2.6804,-2.6804,-2.6804,-2.6804,3,20260209,3,20260209,3,20260209,3,20260209,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,6291,沛亨,20260128,20260210,241.0000,20260211,14.7303,14.7303,4.3568,win,available,,4.3568,14.7303,17.0124,12.2407,4.3568,14.7303,17.0124,20.3320,4.3568,4.3568,4.3568,4.3568,1,20260210,1,20260210,1,20260210,2,20260211,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,8289,泰藝,20260224,20260302,35.1000,20260302,10.3989,10.3989,10.3989,win,available,,10.3989,15.3846,3.8462,2.2792,10.3989,15.3846,15.3846,15.3846,10.3989,10.3989,3.8462,2.2792,1,20260302,1,20260302,1,20260302,1,20260302,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,4908,前鼎,20260302,20260312,94.6000,20260313,12.0507,12.0507,2.3256,win,available,,2.3256,12.0507,10.4651,8.8795,2.3256,12.0507,12.0507,12.0507,2.3256,2.3256,2.3256,2.3256,1,20260312,1,20260312,2,20260313,2,20260313,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,4973,廣穎電通,20260312,20260317,80.7000,20260318,10.6568,10.6568,0.6196,win,available,,0.6196,10.6568,21.6853,-1.3631,0.6196,10.6568,21.6853,21.6853,0.6196,0.6196,0.6196,-1.3631,2,20260318,2,20260318,2,20260318,2,20260318,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,2376,技嘉,20260410,20260416,280.0000,20260507,10.3571,10.3571,-2.6786,win,available,,0.3571,0.5357,-0.3571,1.7857,0.3571,0.5357,0.5357,3.0357,0.3571,0.3571,-0.3571,-0.3571,4,20260421,4,20260421,4,20260421,,,true,true,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
