research_id,source_research_id,source_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,follow_through_scope_id,risk_penalty_rule_id,segment_id,stock_id,stock_name,signal_date,retest_entry_date,entry_price,exit_date,return_pct,max_close_return_pct,min_close_return_pct,outcome_result,follow_through_data_status,follow_through_unavailable_reason,close_return_1_session_pct,close_return_2_session_pct,close_return_3_session_pct,close_return_5_session_pct,max_close_return_1_session_pct,max_close_return_2_session_pct,max_close_return_3_session_pct,max_close_return_5_session_pct,min_close_return_1_session_pct,min_close_return_2_session_pct,min_close_return_3_session_pct,min_close_return_5_session_pct,first_close_ge_1pct_session,first_close_ge_1pct_date,first_close_ge_2pct_session,first_close_ge_2pct_date,first_close_ge_3pct_session,first_close_ge_3pct_date,first_close_ge_5pct_session,first_close_ge_5pct_date,weak_follow_through_5d_lt5pct,weak_follow_through_3d_lt3pct,early_adverse_3d_le_minus5pct,diagnostic_note,approved_for_daily,production_readiness,generated_at
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,6213,聯茂,20250522,20250527,90.3000,20250624,-2.8793,0.4430,-6.8660,loss,available,,-0.5537,-4.7619,-2.5471,-2.7685,-0.5537,-0.5537,-0.5537,-0.5537,-0.5537,-4.7619,-4.7619,-4.7619,,,,,,,,,true,true,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,2344,華邦電,20250618,20250627,21.2000,20250724,-18.1604,-0.2358,-19.1038,loss,available,,-0.2358,-4.9528,-6.3679,-6.8396,-0.2358,-0.2358,-0.2358,-0.2358,-0.2358,-4.9528,-6.3679,-7.7830,,,,,,,,,true,true,true,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,6139,亞翔,20250620,20250625,342.0000,20250722,-0.8772,0.8772,-13.5965,loss,available,,-1.1696,-2.3392,-9.5029,-9.2105,-1.1696,-1.1696,-1.1696,-1.1696,-1.1696,-2.3392,-9.5029,-10.3801,,,,,,,,,true,true,true,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,2867,三商壽,20250821,20250826,6.0400,20250926,-4.3046,2.9801,-7.9470,loss,available,,-3.6424,-4.4702,-6.2914,1.1589,-3.6424,-3.6424,-3.6424,1.1589,-3.6424,-4.4702,-6.2914,-7.9470,5,20250901,,,,,,,true,true,true,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,3047,訊舟,20250827,20250904,22.9500,20251009,-18.3007,-5.0109,-19.3900,loss,available,,-5.0109,-5.0109,-10.2397,-14.3791,-5.0109,-5.0109,-5.0109,-5.0109,-5.0109,-5.0109,-10.2397,-14.3791,,,,,,,,,true,true,true,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,2324,仁寶,20250917,20250925,35.2500,20251030,-3.9716,3.2624,-12.0567,loss,available,,3.2624,-5.2482,-8.0851,-7.3759,3.2624,3.2624,3.2624,3.2624,3.2624,-5.2482,-8.0851,-9.9291,1,20250925,1,20250925,1,20250925,,,true,false,true,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,2409,友達,20250917,20250926,14.0500,20251031,-13.5231,0.3559,-13.5231,loss,available,,-2.8470,-2.8470,-2.1352,-1.7794,-2.8470,-2.8470,-2.1352,-1.7794,-2.8470,-2.8470,-2.8470,-2.8470,,,,,,,,,true,true,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,9105,泰金寶-DR,20260114,20260120,6.6400,20260225,-8.1325,-1.8072,-11.2952,loss,available,,-1.8072,-4.0663,-4.2169,-7.3795,-1.8072,-1.8072,-1.8072,-1.8072,-1.8072,-4.0663,-4.2169,-7.5301,,,,,,,,,true,true,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,3019,亞光,20260126,20260129,165.0000,20260309,-25.4545,-0.9091,-25.4545,loss,available,,-4.2424,-0.9091,-10.0000,-6.0606,-4.2424,-0.9091,-0.9091,-0.9091,-4.2424,-4.2424,-10.0000,-10.0000,,,,,,,,,true,true,true,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,6290,良維,20260224,20260306,233.0000,20260402,-17.5966,3.4335,-17.8112,loss,available,,2.7897,-7.2961,-12.4464,-7.2961,2.7897,2.7897,2.7897,2.7897,2.7897,-7.2961,-12.4464,-12.4464,1,20260306,1,20260306,,,,,true,true,true,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,3260,威剛,20250217,20250226,87.7000,20250313,3.3067,6.0433,-3.5348,neutral,unavailable,entry_date_missing_from_stock_price_history,,,,,,,,,,,,,,,,,,,,,unknown,unknown,unknown,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,3017,奇鋐,20250604,20250611,704.0000,20250618,3.6932,8.3807,2.8409,neutral,available,,2.8409,7.8125,8.3807,7.5284,2.8409,7.8125,8.3807,8.3807,2.8409,2.8409,2.8409,2.8409,1,20250611,1,20250611,2,20250612,2,20250612,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,2368,金像電,20250630,20250707,299.5000,20250710,4.8414,7.8464,-0.5008,neutral,available,,-0.5008,5.3422,7.8464,3.6728,-0.5008,5.3422,7.8464,7.8464,-0.5008,-0.5008,-0.5008,-0.5008,2,20250708,2,20250708,2,20250708,2,20250708,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,2301,光寶科,20250703,20250710,116.0000,20250731,2.5862,8.6207,-0.8621,neutral,available,,1.2931,1.7241,-0.4310,0.8621,1.2931,1.7241,1.7241,1.7241,1.2931,1.2931,-0.4310,-0.4310,1,20250710,,,,,,,true,true,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,1313,聯成,20250716,20250724,10.2500,20250820,2.9268,7.8049,-6.4390,neutral,available,,-2.9268,-3.4146,1.9512,0.9756,-2.9268,-2.9268,1.9512,1.9512,-2.9268,-3.4146,-3.4146,-3.4146,3,20250728,,,,,,,true,true,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,1727,中華化,20250723,20250728,31.0000,20250729,3.2258,7.7419,3.2258,neutral,available,,7.7419,3.2258,7.0968,6.6129,7.7419,7.7419,7.7419,7.7419,7.7419,3.2258,3.2258,3.2258,1,20250728,1,20250728,1,20250728,1,20250728,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,2316,楠梓電,20250723,20250730,76.2000,20250804,2.6247,7.6115,-1.0499,neutral,available,,-1.0499,7.6115,5.9055,0.0000,-1.0499,7.6115,7.6115,7.6115,-1.0499,-1.0499,-1.0499,-1.0499,2,20250731,2,20250731,2,20250731,2,20250731,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,6706,惠特,20250918,20250930,83.9000,20251001,2.8605,6.3170,2.8605,neutral,available,,6.3170,2.8605,-2.2646,-5.4827,6.3170,6.3170,6.3170,6.3170,6.3170,2.8605,-2.2646,-5.4827,1,20250930,1,20250930,1,20250930,1,20250930,false,false,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_review_packet,structured_neckline_strict_45_90_review_packet_20260629,warning_research_variant_only,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,4904,遠傳,20250930,20251003,89.0000,20251027,3.8202,6.2921,0.0000,neutral,available,,0.0000,1.7978,2.4719,2.4719,0.0000,1.7978,2.4719,2.4719,0.0000,0.0000,0.0000,0.0000,2,20251007,3,20251008,,,,,true,true,false,future_known_post_entry_diagnostic_not_original_entry_filter,false,not_production_ready_research_only,2026-06-29 03:30:15 Asia/Taipei
