model_id,research_id,source_research_id,source_candidate_set_id,research_variant_id,parameter_set_id,advisory_status,stock_id,stock_name,signal_date,category_id,category_folder,chart_path,chart_path_absolute,left_peak_date,left_low_date,neckline_date,right_low_date,signal_close,neckline_price,right_low_value,signal_distance_to_neckline_pct,signal_rebound_from_right_low_pct,second_arc_volume_ratio,sym1_5_quality_bucket,primary_review_flag,sym1_5_w_shape_completed,sym1_5_completion_date,sym1_5_neckline_volume_breakout,sym1_5_breakout_date,sym1_5_right_low_broken,sym1_5_right_low_broken_date,manual_review_status,approved_for_daily,generated_at
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,3311,閎暉,20260303,completion_too_late_for_w,05_completion_too_late_for_w,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260303_3311_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\05_completion_too_late_for_w\20260303_3311_completion_too_late_for_w.png,20251113,20260105,20260122,20260206,33.65,35.1,30.5,-4.1311,10.3279,1.438,late_neckline_completion_not_w,completion_too_late_for_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,1805,寶徠,20260408,completion_too_late_for_w,05_completion_too_late_for_w,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260408_1805_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\05_completion_too_late_for_w\20260408_1805_completion_too_late_for_w.png,20260108,20260309,20260323,20260401,10.85,12.15,10.0,-10.6996,8.5,2.5066,late_neckline_completion_not_w,completion_too_late_for_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,2364,倫飛,20260408,completion_too_late_for_w,05_completion_too_late_for_w,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260408_2364_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\05_completion_too_late_for_w\20260408_2364_completion_too_late_for_w.png,20260105,20260309,20260317,20260331,63.8,66.6,59.5,-4.2042,7.2269,1.2701,late_neckline_completion_not_w,completion_too_late_for_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,2911,麗嬰房,20260414,completion_too_late_for_w,05_completion_too_late_for_w,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260414_2911_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\05_completion_too_late_for_w\20260414_2911_completion_too_late_for_w.png,20251231,20260309,20260317,20260408,5.04,5.78,4.7,-12.8028,7.234,1.2109,late_volume_breakout_not_w,completion_too_late_for_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,2438,翔耀,20260415,completion_too_late_for_w,05_completion_too_late_for_w,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260415_2438_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\05_completion_too_late_for_w\20260415_2438_completion_too_late_for_w.png,20260223,20260309,20260331,20260408,21.9,24.9,20.3,-12.0482,7.8818,1.2215,late_neckline_completion_not_w,completion_too_late_for_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,2636,台驊控股,20260420,completion_too_late_for_w,05_completion_too_late_for_w,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260420_2636_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\05_completion_too_late_for_w\20260420_2636_completion_too_late_for_w.png,20251204,20260202,20260303,20260309,68.0,69.5,62.1,-2.1583,9.5008,1.3901,late_neckline_completion_not_w,completion_too_late_for_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,1805,寶徠,20260603,completion_too_late_for_w,05_completion_too_late_for_w,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260603_1805_completion_too_late_for_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\05_completion_too_late_for_w\20260603_1805_completion_too_late_for_w.png,20260108,20260309,20260323,20260401,11.0,12.15,10.0,-9.465,10.0,1.2098,late_neckline_completion_not_w,completion_too_late_for_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,6916,華凌,20260225,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260225_6916_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260225_6916_did_not_complete_w.png,20250903,20251119,20251217,20260211,18.85,21.3,17.35,-11.5023,8.6455,2.2352,no_completion_within_symmetry,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,6582,申豐,20260326,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260326_6582_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260326_6582_did_not_complete_w.png,20251117,20260106,20260128,20260312,32.45,38.6,30.2,-15.9326,7.4503,1.501,no_completion_within_symmetry,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,2387,精元,20260401,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260401_2387_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260401_2387_did_not_complete_w.png,20251113,20260105,20260320,20260327,39.95,47.0,37.2,-15.0,7.3925,2.3607,no_completion_within_symmetry,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,1339,昭輝,20260423,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260423_1339_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260423_1339_did_not_complete_w.png,20251117,20260106,20260116,20260407,44.8,47.55,40.3,-5.7834,11.1663,1.4504,no_completion_within_symmetry,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,1722,台肥,20260504,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260504_1722_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260504_1722_did_not_complete_w.png,20251203,20260113,20260309,20260324,48.25,52.0,44.75,-7.2115,7.8212,2.1478,no_completion_within_symmetry,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,3011,今皓,20260521,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260521_3011_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260521_3011_did_not_complete_w.png,20260126,20260408,20260423,20260518,13.45,16.05,12.1,-16.1994,11.157,1.2547,no_completion_within_symmetry,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,1536,和大,20260522,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260522_1536_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260522_1536_did_not_complete_w.png,20260129,20260407,20260505,20260519,51.6,57.3,47.9,-9.9476,7.7244,1.3305,future_window_incomplete,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,1467,南緯,20260601,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260601_1467_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260601_1467_did_not_complete_w.png,20260126,20260330,20260423,20260526,7.37,8.43,6.84,-12.5741,7.7485,1.5089,future_window_incomplete,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,2022,聚亨,20260604,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260604_2022_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260604_2022_did_not_complete_w.png,20260320,20260520,20260526,20260601,8.08,8.32,7.5,-2.8846,7.7333,1.3629,no_completion_within_symmetry,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,4763,材料*-KY,20260604,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260604_4763_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260604_4763_did_not_complete_w.png,20251222,20260309,20260416,20260528,44.75,48.6,40.2,-7.9218,11.3184,1.2026,future_window_incomplete,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,1909,榮成,20260608,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260608_1909_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260608_1909_did_not_complete_w.png,20260115,20260323,20260330,20260528,9.56,11.15,8.8,-14.2601,8.6364,1.5423,no_completion_within_symmetry,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,2723,美食-KY,20260611,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260611_2723_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260611_2723_did_not_complete_w.png,20260311,20260428,20260513,20260608,68.3,69.7,61.6,-2.0086,10.8766,1.3399,future_window_incomplete,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,3515,華擎,20260615,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260615_3515_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260615_3515_did_not_complete_w.png,20260507,20260520,20260602,20260608,245.5,273.5,226.5,-10.2377,8.3885,1.2667,future_window_incomplete,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,6191,精成科,20260618,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260618_6191_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260618_6191_did_not_complete_w.png,20260126,20260331,20260421,20260611,100.5,116.0,90.0,-13.3621,11.6667,1.2991,future_window_incomplete,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_chart_review,w_bottom_candidate_quality_audit,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_candidate_chart_review_20260624,warning_research_variant_only,1536,和大,20260622,did_not_complete_w,06_did_not_complete_w,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260622_1536_did_not_complete_w.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\w_bottom_candidate_chart_review\06_did_not_complete_w\20260622_1536_did_not_complete_w.png,20260129,20260407,20260505,20260608,51.6,57.3,46.55,-9.9476,10.8485,1.3836,future_window_incomplete,did_not_complete_w,false,,false,,false,,pending_user_shape_review,false,2026-06-24 22:51:18 Asia/Taipei
