generated_at,model_id,model_name_zh,research_artifact_id,matrix_scope,base_condition_id,base_condition_rule,test_order,condition_test_id,condition_family,condition_role_candidate,condition_rule,data_status,revenue_join_source,point_in_time_rule,anomaly_exclusion_basis,revenue_or_price_anomaly_count_in_sample,revenue_or_price_anomaly_count_in_baseline,exit_rule_id,formal_price_rule_status,profit_target_pct,exit_price_rule,entry_rule_id,operation_basis,lifecycle_replay_scope,source_mature_signal_stock_days,source_unique_stocks,accepted_trade_count,accepted_unique_stocks,suppressed_signal_count,suppressed_rate_pct,accepted_share_of_source_mature_pct,baseline_source_mature_signal_stock_days,baseline_accepted_trade_count,accepted_trade_share_of_baseline_pct,source_signal_day_count,source_avg_signals_per_signal_day,accepted_signal_day_count,accepted_avg_trades_per_signal_day,research_trading_day_count,accepted_avg_trades_per_research_day,first_signal_date,last_signal_date,metric_surface_use,advisory_status,approved_for_daily,production_change,promotion_readiness,promotion_blocker,mature_count,win_count,neutral_count,failure_count,same_day_unresolved_count,hard_stop_count,ma5_exit_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,same_day_unresolved_rate_pct,hard_stop_rate_pct,ma5_exit_rate_pct,avg_d20_close_return_pct,median_d20_close_return_pct,avg_realized_return_pct,avg_win_realized_return_pct,avg_failure_realized_return_pct,avg_neutral_realized_return_pct,avg_realized_or_d20_days,avg_days_to_win,avg_days_to_failure,median_realized_return_pct,high_return_8_count,high_return_8_rate_pct,high_return_10_count,high_return_10_rate_pct,loss_5_count,loss_5_rate_pct,avg_revenue_latest_yoy_pct,median_revenue_latest_yoy_pct,avg_revenue_cumulative_yoy_pct,median_revenue_cumulative_yoy_pct,avg_revenue_latest_yoy_delta_1m_pct_points,median_revenue_latest_yoy_delta_1m_pct_points,avg_revenue_cumulative_yoy_delta_1m_pct_points,median_revenue_cumulative_yoy_delta_1m_pct_points
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",100,latest_yoy_turn_positive,revenue_turnaround,turnaround_add_score_candidate,latest monthly revenue YoY turns from negative in the previous available month to positive,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,41,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,868,215,254,215,614,70.74,29.26,4062,992,25.6,115,7.55,58,4.38,275,0.92,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",254,65,75,114,0,23,90,25.59,29.53,44.88,0.0,9.06,35.43,4.31,0.26,3.1,17.45,-4.93,2.86,12.14,8.52,14.17,0.26,69,27.17,63,24.8,44,17.32,18.04,11.55,2.75,2.42,34.69,25.05,6.78,4.35
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",110,latest_yoy_turn_positive_after_2_negative,revenue_turnaround,turnaround_add_score_candidate,latest monthly revenue YoY turns positive after two negative available months,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,21,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,406,95,113,95,293,72.17,27.83,4062,992,11.39,101,4.02,45,2.51,275,0.41,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",113,27,32,54,0,6,47,23.89,28.32,47.79,0.0,5.31,41.59,3.99,0.0,2.92,18.13,-4.46,2.55,11.69,8.3,13.46,0.0,28,24.78,25,22.12,17,15.04,14.84,9.07,-5.95,-1.99,31.86,19.73,6.71,4.87
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",120,cumulative_yoy_turn_positive,revenue_turnaround,turnaround_add_score_candidate,cumulative monthly revenue YoY turns from negative in the previous available month to positive,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,28,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,293,80,90,80,203,69.28,30.72,4062,992,9.07,72,4.07,31,2.9,275,0.33,20260119,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",90,22,26,42,0,7,28,24.44,28.89,46.67,0.0,7.78,31.11,4.24,0.95,2.46,18.56,-6.19,2.83,12.8,8.91,14.76,0.32,24,26.67,21,23.33,23,25.56,24.05,16.7,7.49,3.12,28.52,19.29,12.33,6.83
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",130,latest_yoy_delta_ge20,revenue_turnaround,turnaround_add_score_candidate,latest monthly revenue YoY improves by at least 20 percentage points from the previous available month,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,105,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,867,234,262,234,605,69.78,30.22,4062,992,26.41,105,8.26,44,5.95,275,0.95,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",262,80,70,112,0,29,68,30.53,26.72,42.75,0.0,11.07,25.95,4.57,1.07,3.54,17.86,-6.49,3.22,12.66,8.75,15.74,1.04,85,32.44,77,29.39,58,22.14,34.43,22.55,13.24,5.88,46.76,36.19,6.86,6.67
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",140,turn_positive_and_cumulative_improving,revenue_turnaround_combo,condition_package_candidate,latest monthly revenue YoY turns positive and cumulative monthly revenue YoY improves,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,40,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,770,191,225,191,545,70.78,29.22,4062,992,22.68,112,6.88,54,4.17,275,0.82,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",225,62,66,97,0,17,81,27.56,29.33,43.11,0.0,7.56,36.0,4.94,0.86,3.57,17.6,-4.88,2.81,11.85,8.56,14.02,0.66,66,29.33,60,26.67,37,16.44,19.47,12.88,1.46,1.19,36.91,26.59,8.27,5.23
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",150,latest_improving_2m_and_cumulative_improving,revenue_turnaround_combo,condition_package_candidate,latest monthly revenue YoY improves for two consecutive available months and cumulative monthly revenue YoY improves,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,45,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,843,197,243,197,600,71.17,28.83,4062,992,24.5,116,7.27,48,5.06,275,0.88,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",243,64,79,100,0,21,94,26.34,32.51,41.15,0.0,8.64,38.68,4.16,1.18,2.96,16.5,-5.92,3.21,11.61,7.16,14.14,1.13,66,27.16,60,24.69,45,18.52,24.15,14.96,8.07,3.51,18.01,10.15,7.45,3.9
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",190,revenue_negative_both_risk,revenue_risk,deduct_score_or_risk_tag_candidate,latest and cumulative monthly revenue YoY are both negative,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,excluding_known_price_or_revenue_anomalies,5,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,1308,218,328,218,980,74.92,25.08,4062,992,33.06,119,10.99,81,4.05,275,1.19,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",328,83,113,132,0,29,120,25.3,34.45,40.24,0.0,8.84,36.59,2.88,0.78,2.86,16.3,-5.38,2.61,11.77,7.73,14.26,0.9,84,25.61,75,22.87,62,18.9,-20.17,-14.63,-16.46,-10.62,-4.08,-1.08,-10.02,-0.7
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",0,base_v1_without_revenue_gate,baseline,baseline_anchor,"price_pullback_23ema production proxy plus return20_0_25, TDCC high thresholds up, and OBV above MA20; no revenue gate",available_full_market_monthly_revenue_history_join_not_required,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,130,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,4192,690,1023,690,3169,75.6,24.4,4192,1023,100.0,120,34.93,107,9.56,275,3.72,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",1023,267,326,430,0,104,352,26.1,31.87,42.03,0.0,10.17,34.41,3.9,0.89,3.32,18.41,-5.77,2.94,12.23,8.48,14.32,0.88,277,27.08,252,24.63,193,18.87,278.17,5.05,67.13,2.87,255.15,4.65,20.63,0.41
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",10,revenue_context_ready,revenue_coverage,coverage_gate_review,canonical monthly revenue history has an as-of row where source_table_date <= signal_date,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,130,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,4187,689,1021,689,3166,75.61,24.39,4192,1023,99.8,120,34.89,107,9.54,275,3.71,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",1021,266,325,430,0,104,351,26.05,31.83,42.12,0.0,10.19,34.38,3.89,0.89,3.29,18.39,-5.77,2.93,12.24,8.5,14.32,0.87,276,27.03,251,24.58,193,18.9,278.17,5.05,67.13,2.87,255.15,4.65,20.63,0.41
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",20,revenue_positive,revenue_direction,add_score_candidate,latest or cumulative monthly revenue YoY is positive,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,125,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,2869,546,736,546,2133,74.35,25.65,4192,1023,71.95,120,23.91,90,8.18,275,2.68,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",736,197,226,313,0,75,247,26.77,30.71,42.53,0.0,10.19,33.56,4.4,0.93,3.56,19.13,-5.88,3.04,12.37,8.77,14.46,0.81,206,27.99,189,25.68,138,18.75,396.31,13.91,100.52,9.62,362.3,8.31,34.65,1.77
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",30,revenue_production_strong,revenue_strength,required_gate_candidate,latest revenue YoY >= 30% or cumulative revenue YoY >= 20%,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,124,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,964,235,290,235,674,69.92,30.08,4192,1023,28.35,102,9.45,51,5.69,275,1.05,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",290,97,74,119,0,42,71,33.45,25.52,41.03,0.0,14.48,24.48,5.23,1.48,3.85,18.17,-7.79,3.81,12.21,8.53,15.25,2.04,102,35.17,95,32.76,70,24.14,998.75,41.98,250.44,31.37,915.43,17.84,86.15,4.38
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",40,latest_revenue_yoy_ge50,revenue_strength,strong_add_score_candidate,latest monthly revenue YoY >= 50%,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,114,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,396,107,124,107,272,68.69,31.31,4192,1023,12.12,84,4.71,34,3.65,275,0.45,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",124,45,36,43,0,16,34,36.29,29.03,34.68,0.0,12.9,27.42,6.35,3.14,4.41,18.06,-8.99,3.35,11.65,8.96,15.07,2.6,47,37.9,45,36.29,27,21.77,2307.57,93.86,518.1,69.69,2171.6,54.71,272.43,11.75
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",50,cumulative_revenue_yoy_ge30,revenue_strength,strong_add_score_candidate,cumulative monthly revenue YoY >= 30%,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,117,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,515,130,151,130,364,70.68,29.32,4192,1023,14.76,87,5.92,37,4.08,275,0.55,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",151,55,37,59,0,22,35,36.42,24.5,39.07,0.0,14.57,23.18,5.42,1.47,4.33,17.71,-7.68,3.61,12.25,9.16,14.97,2.53,58,38.41,55,36.42,33,21.85,1304.61,69.41,466.13,61.08,1148.52,16.55,160.85,2.55
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",60,latest30_and_cumulative20,revenue_strength_combo,condition_package_candidate,latest monthly revenue YoY >= 30% and cumulative revenue YoY >= 20%,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,108,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,551,150,174,150,377,68.42,31.58,4192,1023,17.01,83,6.64,35,4.97,275,0.63,20251212,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",174,64,46,64,0,25,43,36.78,26.44,36.78,0.0,14.37,24.71,5.29,1.69,4.29,17.16,-8.07,3.58,11.87,9.08,15.25,2.85,67,38.51,63,36.21,36,20.69,1140.91,65.05,386.79,48.64,1020.58,25.04,191.37,6.28
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",70,latest_yoy_improving_2m,revenue_turnaround,turnaround_add_score_candidate,latest monthly revenue YoY improves for two consecutive available months,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,45,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,965,221,275,221,690,71.5,28.5,4192,1023,26.88,117,8.25,54,5.09,275,1.0,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",275,74,87,114,0,23,105,26.91,31.64,41.45,0.0,8.36,38.18,4.19,1.11,3.06,16.22,-5.75,3.42,11.62,7.22,14.01,1.13,76,27.64,69,25.09,49,17.82,473.33,15.19,104.46,3.81,449.57,9.63,89.56,3.8
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",80,latest_yoy_improving_3m,revenue_turnaround,turnaround_add_score_candidate,latest monthly revenue YoY improves for three consecutive available months,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,15,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,239,51,65,51,174,72.8,27.2,4192,1023,6.35,92,2.6,37,1.76,275,0.24,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",65,14,27,24,0,7,26,21.54,41.54,36.92,0.0,10.77,40.0,4.63,0.86,2.52,16.29,-6.4,3.32,11.92,8.36,13.46,0.72,17,26.15,14,21.54,12,18.46,92.16,18.57,86.19,3.82,42.7,11.06,57.61,5.26
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",90,cumulative_yoy_improving_2m,revenue_turnaround,turnaround_add_score_candidate,cumulative monthly revenue YoY improves for two consecutive available months,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,48,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,1227,250,323,250,904,73.68,26.32,4192,1023,31.57,119,10.31,69,4.68,275,1.17,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",323,79,116,128,0,25,122,24.46,35.91,39.63,0.0,7.74,37.77,4.29,1.23,3.01,17.07,-5.65,2.98,12.06,8.04,14.2,0.98,84,26.01,76,23.53,55,17.03,751.72,15.7,125.61,4.25,703.68,4.55,97.89,3.22
2026-07-04 21:39:33 Asia/Taipei,price_pullback_23ema,股價回檔模型,price_pullback_23ema_revenue_condition_matrix,model_specific_revenue_condition_research,v1_gate_return20_tdcc_high_obv,"production proxy signal plus return20_0_25, TDCC high thresholds up, and OBV above MA20",100,latest_yoy_turn_positive,revenue_turnaround,turnaround_add_score_candidate,latest monthly revenue YoY turns from negative in the previous available month to positive,joined_from_full_market_monthly_revenue_history_research_only,data/monthly_revenue_history/monthly_revenue_history.csv,monthly revenue source_table_date must be <= signal_date,including_numerical_anomalies,41,130,close_prev20_break_then_tp10_or_5ma_next_open,close_confirmed_candidate,10.0,next_open_after_profit_target_or_5ma_close_exit,signal_date_next_open,price_pullback_close_confirmed_candidate_lifecycle_replay,trade_level_same_stock_active_position_suppressed_after_condition,909,223,263,223,646,71.07,28.93,4192,1023,25.71,115,7.9,60,4.38,275,0.96,20251128,20260602,model_lane_research_metric_source_candidate_not_pdf_ready,not_production_ready_research_only,False,none,blocked_model_specific_promotion_pr_required,"revenue condition cannot enter price_pullback_23ema production until explicit model-rule decision, contract/parity/validator updates, PR merge, and post-merge main validation",263,65,78,120,0,24,92,24.71,29.66,45.63,0.0,9.13,34.98,4.09,0.25,2.89,17.45,-4.97,2.84,12.25,8.52,14.36,0.24,69,26.24,63,23.95,47,17.87,425.75,12.24,27.83,2.54,446.67,25.95,19.38,4.64
