model_id,confirmation_model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,rule_id,rule_window_days,selector_method,source_audit_scope,case_review_tag,manual_case_id,stock_id,stock_name,signal_date,source_pattern_family,baseline_current_left_peak_date,candidate_left_peak_date,candidate_days_before_left_low,candidate_drop_to_left_low_pct,candidate_left_descent_wrong_direction_rate_pct,candidate_matches_human_left_peak,candidate_selection_status,candidate_selection_reason,outcome_available,sym1_5_quality_bucket,sym1_5_w_shape_completed,sym1_5_neckline_volume_breakout,sym1_5_breakout_date,primary_review_flag,transition_status,slope_curvature_category,price_level_bucket,effective_mainstream_label,a_mature,a_return_pct,c_mature,c_return_pct,tdcc_any_age7,selected_for_rule_replay,manual_review_status,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,current_detector_left_peak,45,current_detector_output,current_model_candidate,,,2305,全友,20260105,standard_double_bottom_w,20250826,20250826,41,-24.812,39.0244,false,selected,selected_current_detector_left_peak,true,late_volume_breakout_not_w,false,false,,completion_too_late_for_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,highest_high_45d_before_left_low,45,highest_high_before_left_low,current_model_candidate,,,2305,全友,20260105,standard_double_bottom_w,20250826,20250826,41,-24.812,39.0244,false,selected,selected_highest_high_in_45d_window,true,late_volume_breakout_not_w,false,false,,completion_too_late_for_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,highest_high_90d_before_left_low,90,highest_high_before_left_low,current_model_candidate,,,2305,全友,20260105,standard_double_bottom_w,20250826,20250826,41,-24.812,39.0244,false,selected,selected_highest_high_in_90d_window,true,late_volume_breakout_not_w,false,false,,completion_too_late_for_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,nearest_micro_pressure_45d_min15_before_left_low,45,nearest_micro_pressure_before_left_low,current_model_candidate,,,2305,全友,20260105,standard_double_bottom_w,20250826,20251007,17,-13.4199,29.4118,false,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,true,late_volume_breakout_not_w,false,false,,completion_too_late_for_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,nearest_micro_pressure_90d_min15_before_left_low,90,nearest_micro_pressure_before_left_low,current_model_candidate,,,2305,全友,20260105,standard_double_bottom_w,20250826,20251007,17,-13.4199,29.4118,false,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,true,late_volume_breakout_not_w,false,false,,completion_too_late_for_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,current_detector_left_peak,45,current_detector_output,current_model_candidate,,,2504,國產,20260105,standard_double_bottom_w,20250812,20250812,37,-14.1026,37.8378,false,selected,selected_current_detector_left_peak,true,already_near_neckline_at_signal,true,false,,candidate_selected_too_near_neckline,not_observation_near_neckline_or_above,wv_multiple_turn_risk,low_level,non_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,highest_high_45d_before_left_low,45,highest_high_before_left_low,current_model_candidate,,,2504,國產,20260105,standard_double_bottom_w,20250812,20250812,37,-14.1026,37.8378,false,selected,selected_highest_high_in_45d_window,true,already_near_neckline_at_signal,true,false,,candidate_selected_too_near_neckline,not_observation_near_neckline_or_above,wv_multiple_turn_risk,low_level,non_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,highest_high_90d_before_left_low,90,highest_high_before_left_low,current_model_candidate,,,2504,國產,20260105,standard_double_bottom_w,20250812,20250613,79,-28.2655,44.3038,false,selected,selected_highest_high_in_90d_window,true,already_near_neckline_at_signal,true,false,,candidate_selected_too_near_neckline,not_observation_near_neckline_or_above,wv_multiple_turn_risk,low_level,non_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,nearest_micro_pressure_45d_min15_before_left_low,45,nearest_micro_pressure_before_left_low,current_model_candidate,,,2504,國產,20260105,standard_double_bottom_w,20250812,20250814,35,-14.1026,37.1429,false,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,true,already_near_neckline_at_signal,true,false,,candidate_selected_too_near_neckline,not_observation_near_neckline_or_above,wv_multiple_turn_risk,low_level,non_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,nearest_micro_pressure_90d_min15_before_left_low,90,nearest_micro_pressure_before_left_low,current_model_candidate,,,2504,國產,20260105,standard_double_bottom_w,20250812,20250814,35,-14.1026,37.1429,false,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,true,already_near_neckline_at_signal,true,false,,candidate_selected_too_near_neckline,not_observation_near_neckline_or_above,wv_multiple_turn_risk,low_level,non_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,current_detector_left_peak,45,current_detector_output,current_model_candidate,,,2615,萬海,20260105,standard_double_bottom_w,20250724,20250724,43,-22.0918,30.2326,false,selected,selected_current_detector_left_peak,true,right_low_broken_after_deadline,false,false,,right_low_failed,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,non_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,highest_high_45d_before_left_low,45,highest_high_before_left_low,current_model_candidate,,,2615,萬海,20260105,standard_double_bottom_w,20250724,20250724,43,-22.0918,30.2326,false,selected,selected_highest_high_in_45d_window,true,right_low_broken_after_deadline,false,false,,right_low_failed,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,non_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,highest_high_90d_before_left_low,90,highest_high_before_left_low,current_model_candidate,,,2615,萬海,20260105,standard_double_bottom_w,20250724,20250523,86,-45.3184,33.7209,false,selected,selected_highest_high_in_90d_window,true,right_low_broken_after_deadline,false,false,,right_low_failed,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,non_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,nearest_micro_pressure_45d_min15_before_left_low,45,nearest_micro_pressure_before_left_low,current_model_candidate,,,2615,萬海,20260105,standard_double_bottom_w,20250724,20250901,16,-13.5071,37.5,false,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,true,right_low_broken_after_deadline,false,false,,right_low_failed,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,non_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,nearest_micro_pressure_90d_min15_before_left_low,90,nearest_micro_pressure_before_left_low,current_model_candidate,,,2615,萬海,20260105,standard_double_bottom_w,20250724,20250901,16,-13.5071,37.5,false,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,true,right_low_broken_after_deadline,false,false,,right_low_failed,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,non_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,current_detector_left_peak,45,current_detector_output,current_model_candidate,,,6409,旭隼,20260105,standard_double_bottom_w,20250721,20250721,45,-30.0,35.5556,false,selected,selected_current_detector_left_peak,true,right_low_broken_before_completion,false,false,,right_low_failed,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,highest_high_45d_before_left_low,45,highest_high_before_left_low,current_model_candidate,,,6409,旭隼,20260105,standard_double_bottom_w,20250721,20250721,45,-30.0,35.5556,false,selected,selected_highest_high_in_45d_window,true,right_low_broken_before_completion,false,false,,right_low_failed,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,highest_high_90d_before_left_low,90,highest_high_before_left_low,current_model_candidate,,,6409,旭隼,20260105,standard_double_bottom_w,20250721,20250516,89,-41.1003,34.8315,false,selected,selected_highest_high_in_90d_window,true,right_low_broken_before_completion,false,false,,right_low_failed,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,nearest_micro_pressure_45d_min15_before_left_low,45,nearest_micro_pressure_before_left_low,current_model_candidate,,,6409,旭隼,20260105,standard_double_bottom_w,20250721,20250829,16,-13.7441,37.5,false,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,true,right_low_broken_before_completion,false,false,,right_low_failed,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,nearest_micro_pressure_90d_min15_before_left_low,90,nearest_micro_pressure_before_left_low,current_model_candidate,,,6409,旭隼,20260105,standard_double_bottom_w,20250721,20250829,16,-13.7441,37.5,false,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,true,right_low_broken_before_completion,false,false,,right_low_failed,observation_support_failed,wv_multiple_turn_risk,bottom_quartile_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,current_detector_left_peak,45,current_detector_output,current_model_candidate,,,2347,聯強,20260106,standard_double_bottom_w,20250724,20250724,19,-17.147,15.7895,false,selected,selected_current_detector_left_peak,true,late_volume_breakout_not_w,false,false,,completion_too_late_for_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,highest_high_45d_before_left_low,45,highest_high_before_left_low,current_model_candidate,,,2347,聯強,20260106,standard_double_bottom_w,20250724,20250618,45,-22.2973,33.3333,false,selected,selected_highest_high_in_45d_window,true,late_volume_breakout_not_w,false,false,,completion_too_late_for_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,highest_high_90d_before_left_low,90,highest_high_before_left_low,current_model_candidate,,,2347,聯強,20260106,standard_double_bottom_w,20250724,20250516,66,-22.611,39.3939,false,selected,selected_highest_high_in_90d_window,true,late_volume_breakout_not_w,false,false,,completion_too_late_for_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,nearest_micro_pressure_45d_min15_before_left_low,45,nearest_micro_pressure_before_left_low,current_model_candidate,,,2347,聯強,20260106,standard_double_bottom_w,20250724,20250808,8,-15.1917,0.0,false,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,true,late_volume_breakout_not_w,false,false,,completion_too_late_for_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,nearest_micro_pressure_90d_min15_before_left_low,90,nearest_micro_pressure_before_left_low,current_model_candidate,,,2347,聯強,20260106,standard_double_bottom_w,20250724,20250808,8,-15.1917,0.0,false,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,true,late_volume_breakout_not_w,false,false,,completion_too_late_for_w,observation_late_confirmation_not_w,wv_multiple_turn_risk,low_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,current_detector_left_peak,45,current_detector_output,current_model_candidate,,,2379,瑞昱,20260106,standard_double_bottom_w,20251009,20251009,21,-13.5879,28.5714,false,selected,selected_current_detector_left_peak,true,completed_without_volume_breakout,true,false,,shape_completed_but_volume_missing,observation_to_price_only_confirmation,wv_multiple_turn_risk,mid_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,highest_high_45d_before_left_low,45,highest_high_before_left_low,current_model_candidate,,,2379,瑞昱,20260106,standard_double_bottom_w,20251009,20251009,21,-13.5879,28.5714,false,selected,selected_highest_high_in_45d_window,true,completed_without_volume_breakout,true,false,,shape_completed_but_volume_missing,observation_to_price_only_confirmation,wv_multiple_turn_risk,mid_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,highest_high_90d_before_left_low,90,highest_high_before_left_low,current_model_candidate,,,2379,瑞昱,20260106,standard_double_bottom_w,20251009,20250723,71,-17.9595,43.662,false,selected,selected_highest_high_in_90d_window,true,completed_without_volume_breakout,true,false,,shape_completed_but_volume_missing,observation_to_price_only_confirmation,wv_multiple_turn_risk,mid_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_replay,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_replay_20260625,warning_research_variant_only,nearest_micro_pressure_45d_min15_before_left_low,45,nearest_micro_pressure_before_left_low,current_model_candidate,,,2379,瑞昱,20260106,standard_double_bottom_w,20251009,20251014,19,-13.5879,31.5789,false,selected,selected_nearest_micro_peak_with_min_15pct_drop_and_min_8d_left_leg,true,completed_without_volume_breakout,true,false,,shape_completed_but_volume_missing,observation_to_price_only_confirmation,wv_multiple_turn_risk,mid_level,core_mainstream,false,,false,,false,true,pending_research_review,false,not_production_ready_research_only,2026-06-25 14:10:23 Asia/Taipei
