generated_at,model_id,artifact_id,artifact_version,analysis_basis,row_type,feature_order,feature_id,feature_family,feature_rule,success_group_count,failure_group_count,success_observed_count,failure_observed_count,success_hit_count,failure_hit_count,success_hit_rate_pct,failure_hit_rate_pct,success_minus_failure_hit_rate_pct_points,feature_hit_event_count,strict_success_share_when_feature_hit_pct,feature_miss_event_count,strict_success_share_when_feature_miss_pct,success_mean,success_median,failure_mean,failure_median,success_minus_failure_mean,standardized_mean_difference,contrast_scope,sample_policy,approved_for_daily,production_change,promotion_readiness
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,400,revenue_latest_ge50,monthly_revenue,latest monthly revenue YoY >= 50%,329,1167,329,1167,82,230,24.924,19.7087,5.2153,312,26.2821,1184,20.8615,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,410,revenue_cumulative_ge30,monthly_revenue,cumulative monthly revenue YoY >= 30%,329,1167,329,1167,122,358,37.0821,30.6769,6.4052,480,25.4167,1016,20.374,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,420,revenue_two_month_yoy_ge15,monthly_revenue,latest and previous monthly revenue YoY >= 15%,329,1167,329,1165,156,537,47.4164,46.0944,1.322,693,22.5108,801,21.598,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,430,revenue_lag_0_14,revenue_freshness,0-14 trading days after latest available revenue source,329,1167,329,1167,189,794,57.4468,68.0377,-10.5909,983,19.2269,513,27.2904,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,440,revenue_lag_15_30,revenue_freshness,15-30 trading days after latest available revenue source,329,1167,329,1167,69,220,20.9726,18.8518,2.1208,289,23.8754,1207,21.541,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,450,revenue_lag_31_60,revenue_freshness,31-60 trading days after latest available revenue source,329,1167,329,1167,48,130,14.5897,11.1397,3.45,178,26.9663,1318,21.3202,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,460,revenue_lag_61_90,revenue_freshness,61-90 trading days after latest available revenue source,329,1167,329,1167,16,20,4.8632,1.7138,3.1494,36,44.4444,1460,21.4384,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,binary_feature,470,revenue_lag_91_126,revenue_freshness,91-126 trading days after latest available revenue source,329,1167,329,1167,7,3,2.1277,0.2571,1.8706,10,70.0,1486,21.6689,,,,,,,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,10,revenue_lag_trading_days,revenue_freshness,compare revenue_lag_trading_days between strict-success and first-mature-failure events,329,1167,329,1167,,,,,,,,,,19.769,12.0,13.4267,9.0,6.3423,0.367,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,20,revenue_latest_yoy_pct,monthly_revenue,compare revenue_latest_yoy_pct between strict-success and first-mature-failure events,329,1167,329,1166,,,,,,,,,,43.9028,25.02,31.5977,27.585,12.3051,0.1176,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,30,revenue_cumulative_yoy_pct,monthly_revenue,compare revenue_cumulative_yoy_pct between strict-success and first-mature-failure events,329,1167,329,1167,,,,,,,,,,42.3598,24.38,26.8461,21.2,15.5137,0.1512,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,40,revenue_latest_yoy_delta_1m,monthly_revenue,compare revenue_latest_yoy_delta_1m_pct_points between strict-success and first-mature-failure events,329,1167,329,1165,,,,,,,,,,14.9947,1.85,-1.4492,1.62,16.4439,0.1022,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,100,return_5d_pct,price_momentum,compare return_5d_pct between strict-success and first-mature-failure events,329,1167,329,1167,,,,,,,,,,10.6376,9.4241,7.4282,5.9072,3.2094,0.5198,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,110,return_20d_pct,price_momentum,compare return_20d_pct between strict-success and first-mature-failure events,329,1167,329,1167,,,,,,,,,,14.8488,12.1076,7.2286,5.5556,7.6202,0.9181,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,120,volume_ratio_prev20,volume,compare volume_ratio_prev20 between strict-success and first-mature-failure events,329,1167,329,1167,,,,,,,,,,2.8115,2.0101,3.0075,2.0338,-0.196,-0.0602,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,130,range_width_23d_pct,price_shape,compare range_width_23d_pct between strict-success and first-mature-failure events,329,1167,329,1167,,,,,,,,,,18.7906,15.7718,11.792,10.1744,6.9986,0.8073,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,140,range_width_60d_pct,price_shape,compare range_width_60d_pct between strict-success and first-mature-failure events,329,1167,319,1002,,,,,,,,,,42.1392,35.9023,34.2663,24.7388,7.8729,0.2674,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,150,close_position_120d_pct,price_position,compare close_position_120d_pct between strict-success and first-mature-failure events,329,1167,319,1002,,,,,,,,,,82.805,88.172,64.4712,63.6012,18.3338,0.6379,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,160,signal_body_pct,candle,compare signal_body_pct between strict-success and first-mature-failure events,329,1167,329,1167,,,,,,,,,,4.1313,3.6199,3.2479,2.2936,0.8834,0.2982,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,170,close_location_pct,candle_advisory,compare close_location_pct between strict-success and first-mature-failure events,329,1167,321,1147,,,,,,,,,,78.7075,84.8485,75.7215,83.3333,2.986,0.1192,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,200,rsi14,technical,compare rsi14 between strict-success and first-mature-failure events,329,1167,328,1077,,,,,,,,,,66.4525,66.1652,63.9955,63.1579,2.457,0.3291,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,210,macd_hist,technical,compare macd_hist between strict-success and first-mature-failure events,329,1167,312,887,,,,,,,,,,2.0429,0.5507,0.6045,0.2306,1.4384,0.3698,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,220,kd_k_value,technical,compare k_value between strict-success and first-mature-failure events,329,1167,329,1119,,,,,,,,,,68.2485,69.098,66.5687,67.2035,1.6798,0.1435,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,230,kd_d_value,technical,compare d_value between strict-success and first-mature-failure events,329,1167,329,1093,,,,,,,,,,57.8274,56.9224,54.9455,54.8264,2.8819,0.2225,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
2026-07-13 16:41:52 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,numeric_feature,240,kdj_j_value,technical,compare kdj_j_value between strict-success and first-mature-failure events,329,1167,329,1093,,,,,,,,,,89.0906,90.8664,89.7894,92.1378,-0.6988,-0.0413,descriptive_retrospective_source_launch_vs_source_first_mature_failure_not_trade_win_rate,sample_count_disclosed_not_used_as_automatic_rejection,False,False,blocked_pending_rule_matrix_decision
