research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,row_type,parent_model_id,model_id,model_zh,holding_days,stop_policy_id,candidate_condition_id,confirmation_rule_id,entry_rule_id,base_metric_scope,sample_size,invalid_return_count,invalid_return_rate_pct,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,p10_return_pct,p90_return_pct,trim_sample_size,trim_avg_return_pct,trim_median_return_pct,top_1pct_return_threshold,bottom_1pct_return_threshold,tail_outlier_count,stop_exit_count,stop_exit_rate_pct,metric_threshold_met,promotion_blockers,decision_hint,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,trimmed_anomaly_sensitivity,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,no_stop_reference,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,221,2,0.9,110,0,111,49.77,0.0,50.23,4.0477,-0.3468,-12.9085,25.7028,215,3.4518,-0.3468,67.2727,-25.3797,6,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,tail_trim_for_anomaly_review_not_promotion_basis,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,invalid_return_summary,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,no_stop_reference,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,221,2,0.9,110,0,111,49.77,0.0,50.23,4.0477,-0.3468,-12.9085,25.7028,215,3.4518,-0.3468,67.2727,-25.3797,6,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,invalid_rows_must_be_explained_before_promotion,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,base_performance,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,20,ma20_ema23_close_stop_4d,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,218,5,2.24,100,3,115,45.87,1.38,52.75,4.0275,-1.3444,-15.3122,29.0875,212,3.3865,-1.3444,64.8553,-26.1241,6,10,4.59,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,not_ready_for_promotion_metric_gap,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,trimmed_anomaly_sensitivity,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,20,ma20_ema23_close_stop_4d,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,218,5,2.24,100,3,115,45.87,1.38,52.75,4.0275,-1.3444,-15.3122,29.0875,212,3.3865,-1.3444,64.8553,-26.1241,6,10,4.59,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,tail_trim_for_anomaly_review_not_promotion_basis,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,invalid_return_summary,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,20,ma20_ema23_close_stop_4d,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,218,5,2.24,100,3,115,45.87,1.38,52.75,4.0275,-1.3444,-15.3122,29.0875,212,3.3865,-1.3444,64.8553,-26.1241,6,10,4.59,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,invalid_rows_must_be_explained_before_promotion,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,base_performance,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,20,no_stop_reference,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,218,5,2.24,100,3,115,45.87,1.38,52.75,4.0648,-1.3444,-14.9842,29.0875,212,3.4515,-1.3444,64.8553,-27.6636,6,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,not_ready_for_promotion_metric_gap,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,trimmed_anomaly_sensitivity,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,20,no_stop_reference,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,218,5,2.24,100,3,115,45.87,1.38,52.75,4.0648,-1.3444,-14.9842,29.0875,212,3.4515,-1.3444,64.8553,-27.6636,6,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,tail_trim_for_anomaly_review_not_promotion_basis,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,invalid_return_summary,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,20,no_stop_reference,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,218,5,2.24,100,3,115,45.87,1.38,52.75,4.0648,-1.3444,-14.9842,29.0875,212,3.4515,-1.3444,64.8553,-27.6636,6,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,invalid_rows_must_be_explained_before_promotion,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,base_performance,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,30,ma20_ema23_close_stop_4d,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,201,22,9.87,85,0,116,42.29,0.0,57.71,5.3186,-3.7234,-17.7305,44.4444,197,4.516,-3.7234,107.5547,-28.6119,4,38,18.91,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,not_ready_for_promotion_metric_gap,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,trimmed_anomaly_sensitivity,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,30,ma20_ema23_close_stop_4d,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,201,22,9.87,85,0,116,42.29,0.0,57.71,5.3186,-3.7234,-17.7305,44.4444,197,4.516,-3.7234,107.5547,-28.6119,4,38,18.91,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,tail_trim_for_anomaly_review_not_promotion_basis,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,invalid_return_summary,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,30,ma20_ema23_close_stop_4d,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,201,22,9.87,85,0,116,42.29,0.0,57.71,5.3186,-3.7234,-17.7305,44.4444,197,4.516,-3.7234,107.5547,-28.6119,4,38,18.91,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,invalid_rows_must_be_explained_before_promotion,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,base_performance,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,30,no_stop_reference,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,201,22,9.87,86,0,115,42.79,0.0,57.21,5.6387,-3.2915,-17.4837,44.4444,197,4.8177,-3.2915,107.5547,-29.5864,4,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,not_ready_for_promotion_metric_gap,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,trimmed_anomaly_sensitivity,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,30,no_stop_reference,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,201,22,9.87,86,0,115,42.79,0.0,57.21,5.6387,-3.2915,-17.4837,44.4444,197,4.8177,-3.2915,107.5547,-29.5864,4,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,tail_trim_for_anomaly_review_not_promotion_basis,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,invalid_return_summary,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,30,no_stop_reference,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,201,22,9.87,86,0,115,42.79,0.0,57.21,5.6387,-3.2915,-17.4837,44.4444,197,4.8177,-3.2915,107.5547,-29.5864,4,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,invalid_rows_must_be_explained_before_promotion,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,base_performance,volume_range_breakout,volume_range_breakout_v2_momentum_continuation,動能放量攻擊,10,ma20_ema23_close_stop_4d,prev60_breakout_momentum_continuation,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,353,0,0.0,202,1,150,57.22,0.28,42.49,6.36,2.673,-12.8556,31.5077,345,5.9562,2.673,67.875,-24.5863,8,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60,not_ready_for_promotion_metric_gap,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,trimmed_anomaly_sensitivity,volume_range_breakout,volume_range_breakout_v2_momentum_continuation,動能放量攻擊,10,ma20_ema23_close_stop_4d,prev60_breakout_momentum_continuation,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,353,0,0.0,202,1,150,57.22,0.28,42.49,6.36,2.673,-12.8556,31.5077,345,5.9562,2.673,67.875,-24.5863,8,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60,tail_trim_for_anomaly_review_not_promotion_basis,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,invalid_return_summary,volume_range_breakout,volume_range_breakout_v2_momentum_continuation,動能放量攻擊,10,ma20_ema23_close_stop_4d,prev60_breakout_momentum_continuation,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,353,0,0.0,202,1,150,57.22,0.28,42.49,6.36,2.673,-12.8556,31.5077,345,5.9562,2.673,67.875,-24.5863,8,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60,invalid_rows_must_be_explained_before_promotion,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,base_performance,volume_range_breakout,volume_range_breakout_v2_momentum_continuation,動能放量攻擊,10,no_stop_reference,prev60_breakout_momentum_continuation,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,353,0,0.0,202,1,150,57.22,0.28,42.49,6.36,2.673,-12.8556,31.5077,345,5.9562,2.673,67.875,-24.5863,8,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60,not_ready_for_promotion_metric_gap,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,trimmed_anomaly_sensitivity,volume_range_breakout,volume_range_breakout_v2_momentum_continuation,動能放量攻擊,10,no_stop_reference,prev60_breakout_momentum_continuation,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,353,0,0.0,202,1,150,57.22,0.28,42.49,6.36,2.673,-12.8556,31.5077,345,5.9562,2.673,67.875,-24.5863,8,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60,tail_trim_for_anomaly_review_not_promotion_basis,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,invalid_return_summary,volume_range_breakout,volume_range_breakout_v2_momentum_continuation,動能放量攻擊,10,no_stop_reference,prev60_breakout_momentum_continuation,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,353,0,0.0,202,1,150,57.22,0.28,42.49,6.36,2.673,-12.8556,31.5077,345,5.9562,2.673,67.875,-24.5863,8,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60,invalid_rows_must_be_explained_before_promotion,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,base_performance,volume_range_breakout,volume_range_breakout_v2_momentum_continuation,動能放量攻擊,15,ma20_ema23_close_stop_4d,prev60_breakout_momentum_continuation,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,335,18,5.1,208,1,126,62.09,0.3,37.61,9.9636,6.3342,-16.1567,39.7403,327,9.3212,6.3342,90.6902,-28.8774,8,7,2.09,True,research_only_not_production_contract;no_registry_change;no_operation_adapter;invalid_return_rows_need_review,metric_threshold_met_research_only_needs_promotion_pr,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,trimmed_anomaly_sensitivity,volume_range_breakout,volume_range_breakout_v2_momentum_continuation,動能放量攻擊,15,ma20_ema23_close_stop_4d,prev60_breakout_momentum_continuation,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,335,18,5.1,208,1,126,62.09,0.3,37.61,9.9636,6.3342,-16.1567,39.7403,327,9.3212,6.3342,90.6902,-28.8774,8,7,2.09,True,research_only_not_production_contract;no_registry_change;no_operation_adapter;invalid_return_rows_need_review,tail_trim_for_anomaly_review_not_promotion_basis,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
