research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,row_type,parent_model_id,model_id,model_zh,holding_days,stop_policy_id,candidate_condition_id,confirmation_rule_id,entry_rule_id,base_metric_scope,sample_size,invalid_return_count,invalid_return_rate_pct,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,p10_return_pct,p90_return_pct,trim_sample_size,trim_avg_return_pct,trim_median_return_pct,top_1pct_return_threshold,bottom_1pct_return_threshold,tail_outlier_count,stop_exit_count,stop_exit_rate_pct,metric_threshold_met,promotion_blockers,decision_hint,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,base_performance,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,ma20_ema23_close_stop_4d,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,223,0,0.0,102,2,119,45.74,0.9,53.36,2.8868,-1.1658,-12.9789,22.0508,217,2.44,-1.1658,52.7748,-19.7701,6,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive,not_ready_for_promotion_metric_gap,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,trimmed_anomaly_sensitivity,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,ma20_ema23_close_stop_4d,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,223,0,0.0,102,2,119,45.74,0.9,53.36,2.8868,-1.1658,-12.9789,22.0508,217,2.44,-1.1658,52.7748,-19.7701,6,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive,tail_trim_for_anomaly_review_not_promotion_basis,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,invalid_return_summary,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,ma20_ema23_close_stop_4d,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,223,0,0.0,102,2,119,45.74,0.9,53.36,2.8868,-1.1658,-12.9789,22.0508,217,2.44,-1.1658,52.7748,-19.7701,6,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive,invalid_rows_must_be_explained_before_promotion,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,base_performance,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,223,0,0.0,102,2,119,45.74,0.9,53.36,2.8868,-1.1658,-12.9789,22.0508,217,2.44,-1.1658,52.7748,-19.7701,6,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive,not_ready_for_promotion_metric_gap,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,trimmed_anomaly_sensitivity,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,223,0,0.0,102,2,119,45.74,0.9,53.36,2.8868,-1.1658,-12.9789,22.0508,217,2.44,-1.1658,52.7748,-19.7701,6,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive,tail_trim_for_anomaly_review_not_promotion_basis,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,invalid_return_summary,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,10,no_stop_reference,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,223,0,0.0,102,2,119,45.74,0.9,53.36,2.8868,-1.1658,-12.9789,22.0508,217,2.44,-1.1658,52.7748,-19.7701,6,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive,invalid_rows_must_be_explained_before_promotion,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,base_performance,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,221,2,0.9,110,0,111,49.77,0.0,50.23,4.0468,-0.3468,-12.9085,25.7028,215,3.4518,-0.3468,67.2727,-25.3797,6,1,0.45,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,not_ready_for_promotion_metric_gap,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,trimmed_anomaly_sensitivity,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,221,2,0.9,110,0,111,49.77,0.0,50.23,4.0468,-0.3468,-12.9085,25.7028,215,3.4518,-0.3468,67.2727,-25.3797,6,1,0.45,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,tail_trim_for_anomaly_review_not_promotion_basis,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,invalid_return_summary,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,ma20_ema23_close_stop_4d,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,221,2,0.9,110,0,111,49.77,0.0,50.23,4.0468,-0.3468,-12.9085,25.7028,215,3.4518,-0.3468,67.2727,-25.3797,6,1,0.45,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,invalid_rows_must_be_explained_before_promotion,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
volume_range_breakout_v2_promotion_readiness_audit,volume_range_breakout_v2_promotion_readiness_audit_20260709,volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,warning_research_variant_only,base_performance,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,15,no_stop_reference,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,confirmed_same_stock_non_overlap_only,221,2,0.9,110,0,111,49.77,0.0,50.23,4.0477,-0.3468,-12.9085,25.7028,215,3.4518,-0.3468,67.2727,-25.3797,6,0,0.0,False,research_only_not_production_contract;no_registry_change;no_operation_adapter;win_rate_below_60;median_return_not_positive;invalid_return_rows_need_review,not_ready_for_promotion_metric_gap,False,not_production_ready_research_only,2026-07-09 12:41:44 Asia/Taipei
