model_id,research_id,source_research_id,source_candidate_set_id,research_variant_id,parameter_set_id,advisory_status,stock_id,stock_name,signal_date,outcome_category_id,slope_curvature_category,definition_status,definition_issue_reasons,chart_path,left_peak_date,left_low_date,neckline_date,right_low_date,left_peak_high,first_low_value,neckline_price,right_low_value,signal_close,prior_downtrend_pct,support_gap_pct,first_low_to_neckline_pct,right_low_to_neckline_pct,signal_distance_to_neckline_pct,prior_downtrend_ok,two_lows_same_support_zone,second_low_not_effectively_broken,neckline_valid,right_side_holding_support,price_neckline_breakout_confirmed,volume_confirmed_breakout,late_completion_not_w,definition_base_ok,manual_review_status,approved_for_daily,generated_at
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,2611,志信,20260303,candidate_selected_too_near_neckline,smooth_rounded_w_like,support_failed,right_low_support_broken_after_signal,output/latest/research_backtest/w_bottom_candidate_chart_review/03_candidate_selected_too_near_neckline/20260303_2611_candidate_selected_too_near_neckline.png,20251204,20251216,20260128,20260211,16.3,14.7,15.9,14.3,15.5,-9.816,-2.7211,8.1633,11.1888,-2.5157,true,true,true,true,false,true,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,2365,昆盈,20260430,candidate_selected_too_near_neckline,wv_multiple_turn_risk,price_confirmed_without_volume,neckline_price_confirmed_volume_missing,output/latest/research_backtest/w_bottom_candidate_chart_review/03_candidate_selected_too_near_neckline/20260430_2365_candidate_selected_too_near_neckline.png,20260129,20260309,20260317,20260417,44.0,31.1,36.8,32.65,35.9,-29.3182,4.9839,18.328,12.7106,-2.4457,true,true,true,true,true,true,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,4562,穎漢,20260106,completion_too_late_for_w,wv_multiple_turn_risk,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260106_4562_completion_too_late_for_w.png,20250909,20251124,20251205,20251215,50.9,33.8,42.7,35.05,38.25,-33.5953,3.6982,26.3314,21.826,-10.4215,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,2027,大成鋼,20260107,completion_too_late_for_w,wv_multiple_turn_risk,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260107_2027_completion_too_late_for_w.png,20250910,20251119,20251204,20251224,43.0,35.0,39.15,34.7,37.5,-18.6047,-0.8571,11.8571,12.8242,-4.2146,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,2359,所羅門,20260107,completion_too_late_for_w,wv_multiple_turn_risk,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260107_2359_completion_too_late_for_w.png,20250911,20251119,20251205,20251230,154.0,118.0,147.0,124.5,133.5,-23.3766,5.5085,24.5763,18.0723,-9.1837,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,2474,可成,20260122,completion_too_late_for_w,wv_multiple_turn_risk,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260122_2474_completion_too_late_for_w.png,20250805,20251013,20251114,20251216,218.0,176.0,213.0,183.0,202.0,-19.2661,3.9773,21.0227,16.3934,-5.1643,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,3592,瑞鼎,20260209,completion_too_late_for_w,wv_multiple_turn_risk,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260209_3592_completion_too_late_for_w.png,20250919,20251124,20251217,20260105,304.5,205.5,241.0,209.0,226.0,-32.5123,1.7032,17.2749,15.311,-6.2241,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,4961,天鈺,20260209,completion_too_late_for_w,wv_multiple_turn_risk,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260209_4961_completion_too_late_for_w.png,20250919,20251124,20251217,20260105,179.0,136.5,151.0,134.5,146.0,-23.743,-1.4652,10.6227,12.2677,-3.3113,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,3034,聯詠,20260223,completion_too_late_for_w,smooth_rounded_w_like,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260223_3034_completion_too_late_for_w.png,20251202,20260105,20260123,20260206,400.0,360.0,406.0,352.0,378.0,-10.0,-2.2222,12.7778,15.3409,-6.8966,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,6141,柏承,20260224,completion_too_late_for_w,sharp_v_bottom_risk,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260224_6141_completion_too_late_for_w.png,20250910,20251121,20251215,20260106,12.9,10.15,11.6,10.2,11.25,-21.3178,0.4926,14.2857,13.7255,-3.0172,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,3311,閎暉,20260303,completion_too_late_for_w,smooth_rounded_w_like,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260303_3311_completion_too_late_for_w.png,20251113,20260105,20260122,20260206,34.4,30.45,35.1,30.5,33.65,-11.4826,0.1642,15.2709,15.082,-4.1311,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,1805,寶徠,20260408,completion_too_late_for_w,wv_multiple_turn_risk,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260408_1805_completion_too_late_for_w.png,20260108,20260309,20260323,20260401,13.0,10.0,12.15,10.0,10.85,-23.0769,0.0,21.5,21.5,-10.6996,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,2364,倫飛,20260408,completion_too_late_for_w,slope_break_discontinuous,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260408_2364_completion_too_late_for_w.png,20260105,20260309,20260317,20260331,68.5,59.6,66.6,59.5,63.8,-12.9927,-0.1678,11.745,11.9328,-4.2042,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,2911,麗嬰房,20260414,completion_too_late_for_w,slope_break_discontinuous,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260414_2911_completion_too_late_for_w.png,20251231,20260309,20260317,20260408,5.73,4.72,5.78,4.7,5.04,-17.6265,-0.4237,22.4576,22.9787,-12.8028,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,2438,翔耀,20260415,completion_too_late_for_w,wv_multiple_turn_risk,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260415_2438_completion_too_late_for_w.png,20260223,20260309,20260331,20260408,25.05,20.35,24.9,20.3,21.9,-18.7625,-0.2457,22.3587,22.6601,-12.0482,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,2636,台驊控股,20260420,completion_too_late_for_w,wv_multiple_turn_risk,invalid_definition_structure,prior_downtrend_missing,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260420_2636_completion_too_late_for_w.png,20251204,20260202,20260303,20260309,68.7,63.6,69.5,62.1,68.0,-7.4236,-2.3585,9.2767,11.9163,-2.1583,false,true,true,true,true,false,false,true,false,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,1805,寶徠,20260603,completion_too_late_for_w,wv_multiple_turn_risk,late_or_no_breakout,neckline_completion_or_breakout_too_late,output/latest/research_backtest/w_bottom_candidate_chart_review/05_completion_too_late_for_w/20260603_1805_completion_too_late_for_w.png,20260108,20260309,20260323,20260401,13.0,10.0,12.15,10.0,11.0,-23.0769,0.0,21.5,21.5,-9.465,true,true,true,true,true,false,false,true,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,6916,華凌,20260225,did_not_complete_w,wv_multiple_turn_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260225_6916_did_not_complete_w.png,20250903,20251119,20251217,20260211,20.5,16.75,21.3,17.35,18.85,-18.2927,3.5821,27.1642,22.7666,-11.5023,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,6582,申豐,20260326,did_not_complete_w,wv_multiple_turn_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260326_6582_did_not_complete_w.png,20251117,20260106,20260128,20260312,35.8,30.65,38.6,30.2,32.45,-14.3855,-1.4682,25.938,27.8146,-15.9326,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,2387,精元,20260401,did_not_complete_w,wv_multiple_turn_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260401_2387_did_not_complete_w.png,20251113,20260105,20260320,20260327,41.35,37.7,47.0,37.2,39.95,-8.8271,-1.3263,24.6684,26.3441,-15.0,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,1339,昭輝,20260423,did_not_complete_w,wv_multiple_turn_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260423_1339_did_not_complete_w.png,20251117,20260106,20260116,20260407,48.2,41.5,47.55,40.3,44.8,-13.9004,-2.8916,14.5783,17.9901,-5.7834,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,1722,台肥,20260504,did_not_complete_w,slope_break_discontinuous,invalid_definition_structure,prior_downtrend_missing,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260504_1722_did_not_complete_w.png,20251203,20260113,20260309,20260324,49.75,45.9,52.0,44.75,48.25,-7.7387,-2.5054,13.2898,16.2011,-7.2115,false,true,true,true,true,false,false,false,false,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,3011,今皓,20260521,did_not_complete_w,sharp_v_bottom_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260521_3011_did_not_complete_w.png,20260126,20260408,20260423,20260518,15.8,11.7,16.05,12.1,13.45,-25.9494,3.4188,37.1795,32.6446,-16.1994,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,1536,和大,20260522,did_not_complete_w,wv_multiple_turn_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260522_1536_did_not_complete_w.png,20260129,20260407,20260505,20260519,67.8,47.1,57.3,47.9,51.6,-30.531,1.6985,21.6561,19.6242,-9.9476,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,1467,南緯,20260601,did_not_complete_w,wv_multiple_turn_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260601_1467_did_not_complete_w.png,20260126,20260330,20260423,20260526,8.18,6.99,8.43,6.84,7.37,-14.5477,-2.1459,20.6009,23.2456,-12.5741,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,2022,聚亨,20260604,did_not_complete_w,sharp_v_bottom_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260604_2022_did_not_complete_w.png,20260320,20260520,20260526,20260601,9.95,7.48,8.32,7.5,8.08,-24.8241,0.2674,11.2299,10.9333,-2.8846,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,4763,材料*-KY,20260604,did_not_complete_w,wv_multiple_turn_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260604_4763_did_not_complete_w.png,20251222,20260309,20260416,20260528,57.0,40.95,48.6,40.2,44.75,-28.1579,-1.8315,18.6813,20.8955,-7.9218,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,1909,榮成,20260608,did_not_complete_w,wv_multiple_turn_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260608_1909_did_not_complete_w.png,20260115,20260323,20260330,20260528,10.4,9.07,11.15,8.8,9.56,-12.7885,-2.9768,22.9327,26.7045,-14.2601,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,2723,美食-KY,20260611,did_not_complete_w,wv_multiple_turn_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260611_2723_did_not_complete_w.png,20260311,20260428,20260513,20260608,76.4,61.6,69.7,61.6,68.3,-19.3717,0.0,13.1494,13.1494,-2.0086,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,3515,華擎,20260615,did_not_complete_w,smooth_rounded_w_like,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260615_3515_did_not_complete_w.png,20260507,20260520,20260602,20260608,254.0,217.0,273.5,226.5,245.5,-14.5669,4.3779,26.0369,20.7506,-10.2377,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,6191,精成科,20260618,did_not_complete_w,sharp_v_bottom_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260618_6191_did_not_complete_w.png,20260126,20260331,20260421,20260611,121.5,88.1,116.0,90.0,100.5,-27.4897,2.1566,31.6686,28.8889,-13.3621,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,1536,和大,20260622,did_not_complete_w,wv_multiple_turn_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260622_1536_did_not_complete_w.png,20260129,20260407,20260505,20260608,67.8,47.1,57.3,46.55,51.6,-30.531,-1.1677,21.6561,23.0934,-9.9476,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,3622,洋華,20260622,did_not_complete_w,wv_multiple_turn_risk,late_or_no_breakout,no_neckline_breakout_observed,output/latest/research_backtest/w_bottom_candidate_chart_review/06_did_not_complete_w/20260622_3622_did_not_complete_w.png,20260318,20260427,20260511,20260518,62.8,53.6,59.5,52.2,56.5,-14.6497,-2.6119,11.0075,13.9847,-5.042,true,true,true,true,true,false,false,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_definition_audit,w_bottom_candidate_chart_review,grid_gap_2_20_rebound_7_12_vol_1_2,warning_research_variant_only,w_bottom_definition_audit_20260625,warning_research_variant_only,3027,盛達,20260107,passed_volume_breakout_confirmation,wv_multiple_turn_risk,definition_confirmed_with_volume,definition_confirmed_and_volume_breakout,output/latest/research_backtest/w_bottom_candidate_chart_review/01_passed_volume_breakout_confirmation/20260107_3027_passed_volume_breakout_confirmation.png,20250826,20251105,20251204,20251226,29.25,22.6,25.85,22.5,24.55,-22.735,-0.4425,14.3805,14.8889,-5.029,true,true,true,true,true,true,true,false,true,pending_user_shape_review,false,2026-06-25 11:16:25 Asia/Taipei
