model_id,confirmation_model_id,overlay_model_id,research_id,source_research_id,research_variant_id,advisory_status,surface_id,event_set_id,outcome_rule_id,diagnostic_type,segment_id,segment_description,sample_size,evaluated_sample_size,mature_sample_size,win_count,neutral_count,loss_count,incomplete_count,win_rate_excl_neutral_pct,neutral_rate_evaluated_pct,loss_rate_excl_neutral_pct,avg_return_pct,median_return_pct,baseline_segment_id,baseline_evaluated_sample_size,baseline_win_rate_excl_neutral_pct,baseline_neutral_rate_evaluated_pct,delta_win_rate_pct_vs_all,delta_neutral_rate_pct_vs_all,avg_price_position_252_pct,median_price_position_252_pct,avg_second_arc_volume_ratio,median_second_arc_volume_ratio,avg_red_ratio_delta_pct,median_red_ratio_delta_pct,avg_neckline_distance_pct,median_neckline_distance_pct,avg_signal_rebound_from_right_low_pct,median_signal_rebound_from_right_low_pct,sample_warning,research_interpretation,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,all_rows,All evaluated early-entry rows.,1929,1643,1643,558,0,1085,286,33.9623,0.0000,66.0377,1.9089,-0.4950,all_rows,1643,33.9623,0.0000,0.0000,0.0000,22.1456,20.0000,1.7320,1.5005,0.6832,0.4098,-9.3793,-6.8905,6.7904,5.7101,medium_mature_sample_research_only,baseline_reference,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,outcome_profile,outcome_win,Rows whose result is win.,558,558,558,558,0,0,0,100.0000,0.0000,0.0000,19.2532,12.1879,all_rows,1643,33.9623,0.0000,66.0377,0.0000,21.2724,19.1489,1.8005,1.5190,0.5782,0.0000,-10.4052,-6.5814,7.0663,6.0293,medium_mature_sample_research_only,outcome_profile_reference,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,outcome_profile,outcome_neutral,Rows whose result is neutral.,0,0,0,0,0,0,0,,,,,,all_rows,1643,33.9623,0.0000,,,,,,,,,,,,,tiny_mature_sample_research_only,outcome_profile_reference,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,outcome_profile,outcome_loss,Rows whose result is loss.,1085,1085,1085,0,0,1085,0,0.0000,0.0000,100.0000,-7.0110,-5.4634,all_rows,1643,33.9623,0.0000,-33.9623,0.0000,23.5182,21.2928,1.7334,1.5025,0.6448,0.2567,-9.3529,-7.2202,6.6427,5.5652,medium_mature_sample_research_only,outcome_profile_reference,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,core_mainstream,Taxonomy segment is core_mainstream.,947,814,814,336,0,478,133,41.2776,0.0000,58.7224,4.4071,1.3384,all_rows,1643,33.9623,0.0000,7.3154,0.0000,22.5225,20.3704,1.7215,1.5078,0.7393,0.5556,-10.3955,-7.6125,7.2032,6.2500,medium_mature_sample_research_only,candidate_improves_win_without_more_neutral,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,non_mainstream,Taxonomy segment is not core_mainstream.,982,829,829,222,0,607,153,26.7793,0.0000,73.2207,-0.5441,-2.1277,all_rows,1643,33.9623,0.0000,-7.1830,0.0000,21.7822,19.6298,1.7420,1.4943,0.6292,0.0513,-8.3993,-6.4960,6.3923,5.3690,medium_mature_sample_research_only,not_better_than_all_same_event,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,price_position_le_25,price_position_252_pct <= 25.,1248,1036,1036,372,0,664,212,35.9073,0.0000,64.0927,3.2118,0.3263,all_rows,1643,33.9623,0.0000,1.9451,0.0000,14.3406,14.4935,1.7482,1.4956,0.7830,0.6158,-10.0565,-7.0488,6.5684,5.5269,medium_mature_sample_research_only,mixed_small_win_improvement,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,price_position_le_40,price_position_252_pct <= 40.,1731,1458,1458,500,0,958,273,34.2936,0.0000,65.7064,2.3455,-0.2432,all_rows,1643,33.9623,0.0000,0.3313,0.0000,19.1028,18.4211,1.7384,1.5053,0.6948,0.3968,-9.5478,-6.8852,6.7648,5.6754,medium_mature_sample_research_only,mixed_small_win_improvement,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,bottom_quartile_level,Signal is in the bottom-quartile price bucket.,1244,1032,1032,370,0,662,212,35.8527,0.0000,64.1473,3.2114,0.3263,all_rows,1643,33.9623,0.0000,1.8904,0.0000,14.3063,14.4295,1.7493,1.4960,0.7654,0.6158,-10.0513,-7.0347,6.5745,5.5322,medium_mature_sample_research_only,mixed_small_win_improvement,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_outcome_diagnostics,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,take_profit_10pct_close_40d,segment_rate,bottom_or_low_level,Signal is bottom-quartile or low-level.,1863,1582,1582,545,0,1037,281,34.4501,0.0000,65.5499,2.1248,-0.3866,all_rows,1643,33.9623,0.0000,0.4878,0.0000,20.9162,19.3878,1.7387,1.5040,0.6163,0.2525,-9.4422,-6.9519,6.8021,5.7143,medium_mature_sample_research_only,mixed_small_win_improvement,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
