generated_at,model_id,model_name_zh,research_artifact_id,artifact_scope,anomaly_exclusion_basis,decision_basis,source_condition_id,source_condition_rule,entry_rule_id,exit_rule_id,win_definition,neutral_definition,failure_definition,high_return_definition,non_overlap_cooldown_days,non_overlap_applied,same_stock_overlap_pair_count,source_strong_signal_count,unresolved_anomaly_candidate_count_in_source,basis_source_signal_count,accepted_signal_count_after_non_overlap,suppressed_signal_count,return_path_discontinuity_count_after_non_overlap,anomaly_interpretation_status,sample_count_context,combination_policy,approved_for_daily,production_change,promotion_readiness,row_type,feature_order,feature_id,feature_family,feature_rule,feature_column,feature_independence_status,equivalent_to_feature_id,feature_hit_count,feature_coverage_pct,evidence_interpretation,accepted_trade_count,win_count,neutral_count,failure_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,avg_realized_return_pct,median_realized_return_pct,high_return_8_count,high_return_8_rate_pct,loss_5_count,loss_5_rate_pct,high_return_group_count,high_return_feature_hit_count,high_return_feature_hit_rate_pct,win_group_count,win_feature_hit_count,win_feature_hit_rate_pct,failure_group_count,failure_feature_hit_count,failure_feature_hit_rate_pct,high_return_minus_failure_hit_rate_pct,delta_vs_baseline_win_rate_pct,delta_vs_baseline_failure_rate_pct,delta_vs_baseline_avg_return_pct,delta_vs_baseline_median_return_pct,delta_vs_baseline_high_return_8_rate_pct,delta_vs_baseline_loss_5_rate_pct,high_return_feature_value_count,high_return_feature_mean,high_return_feature_median,win_feature_value_count,win_feature_mean,win_feature_median,failure_feature_value_count,failure_feature_mean,failure_feature_median,high_return_minus_failure_feature_mean,high_return_minus_failure_feature_median
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,280,technical_ema23_slope_positive,technical,EMA23 five-day slope is positive,feature__technical_ema23_slope_positive,distinct_observed_mask,,1976,47.6,positive_discriminator_single_feature_candidate,1976.0,720.0,306.0,950.0,36.44,15.49,48.08,4.88,0.44,588.0,29.76,586.0,29.66,1037.0,588.0,56.7,1299.0,720.0,55.43,2080.0,950.0,45.67,11.03,5.15,-2.03,1.59,0.55,4.78,1.02,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,290,technical_obv_above_ma20,technical,OBV is above its MA20,feature__technical_obv_above_ma20,distinct_observed_mask,,2076,50.01,positive_discriminator_single_feature_candidate,2076.0,682.0,369.0,1025.0,32.85,17.77,49.37,3.76,0.05,558.0,26.88,611.0,29.43,1037.0,558.0,53.81,1299.0,682.0,52.5,2080.0,1025.0,49.28,4.53,1.56,-0.74,0.47,0.16,1.9,0.79,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,300,technical_ma20_above_ma60,technical,MA20 > MA60 on signal date,feature__technical_ma20_above_ma60,distinct_observed_mask,,1655,39.87,positive_discriminator_single_feature_candidate,1655.0,621.0,263.0,771.0,37.52,15.89,46.59,5.17,1.08,499.0,30.15,474.0,28.64,1037.0,499.0,48.12,1299.0,621.0,47.81,2080.0,771.0,37.07,11.05,6.23,-3.52,1.88,1.19,5.17,0.0,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,400,shape_range23_width_le10,price_shape,previous 23-day range width <= 10%,feature__shape_range23_width_le10,distinct_observed_mask,,652,15.71,failure_associated_risk_feature_candidate,652.0,117.0,187.0,348.0,17.94,28.68,53.37,0.6,-0.38,82.0,12.58,120.0,18.4,1037.0,82.0,7.91,1299.0,117.0,9.01,2080.0,348.0,16.73,-8.82,-13.35,3.26,-2.69,-0.27,-12.4,-10.24,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,410,shape_range23_width_le15,price_shape,previous 23-day range width <= 15%,feature__shape_range23_width_le15,distinct_observed_mask,,1454,35.03,failure_associated_risk_feature_candidate,1454.0,315.0,371.0,768.0,21.66,25.52,52.82,1.16,-0.42,224.0,15.41,334.0,22.97,1037.0,224.0,21.6,1299.0,315.0,24.25,2080.0,768.0,36.92,-15.32,-9.63,2.71,-2.13,-0.31,-9.57,-5.67,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,420,shape_range23_width_le20,price_shape,previous 23-day range width <= 20%,feature__shape_range23_width_le20,distinct_observed_mask,,2183,52.59,failure_associated_risk_feature_candidate,2183.0,523.0,519.0,1141.0,23.96,23.77,52.27,1.56,-0.41,397.0,18.19,550.0,25.19,1037.0,397.0,38.28,1299.0,523.0,40.26,2080.0,1141.0,54.86,-16.58,-7.33,2.16,-1.73,-0.3,-6.79,-3.45,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,430,shape_near_range23_high,price_shape,signal close is within -5% to +5% of the previous 23-day high,feature__shape_near_range23_high,distinct_observed_mask,,1058,25.49,failure_associated_risk_feature_candidate,1058.0,264.0,226.0,568.0,24.95,21.36,53.69,2.16,-0.62,208.0,19.66,271.0,25.61,1037.0,208.0,20.06,1299.0,264.0,20.32,2080.0,568.0,27.31,-7.25,-6.34,3.58,-1.13,-0.51,-5.32,-3.03,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,440,position120_low_le40,price_position,signal close is at or below 40% of the previous 120-day range,feature__position120_low_le40,distinct_observed_mask,,1769,42.62,failure_associated_risk_feature_candidate,1769.0,447.0,394.0,928.0,25.27,22.27,52.46,1.24,-0.56,339.0,19.16,486.0,27.47,1037.0,339.0,32.69,1299.0,447.0,34.41,2080.0,928.0,44.62,-11.93,-6.02,2.35,-2.05,-0.45,-5.82,-1.17,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,450,position120_mid_40_75,price_position,signal close is above 40% and at or below 75% of the previous 120-day range,feature__position120_mid_40_75,distinct_observed_mask,,1656,39.89,mixed_or_low_discrimination_research_only,1656.0,549.0,274.0,833.0,33.15,16.55,50.3,3.94,-0.16,444.0,26.81,494.0,29.83,1037.0,444.0,42.82,1299.0,549.0,42.26,2080.0,833.0,40.05,2.77,1.86,0.19,0.65,-0.05,1.83,1.19,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,460,position120_high_gt75,price_position,signal close is above 75% of the previous 120-day range,feature__position120_high_gt75,distinct_observed_mask,,726,17.49,positive_discriminator_single_feature_candidate,726.0,303.0,104.0,319.0,41.74,14.33,43.94,6.8,1.87,254.0,34.99,209.0,28.79,1037.0,254.0,24.49,1299.0,303.0,23.33,2080.0,319.0,15.34,9.15,10.45,-6.17,3.51,1.98,10.01,0.15,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,470,momentum_return20_0_25,price_momentum,20-day close return is between 0% and 25%,feature__momentum_return20_0_25,distinct_observed_mask,,2225,53.6,positive_discriminator_single_feature_candidate,2225.0,781.0,365.0,1079.0,35.1,16.4,48.49,4.47,0.32,636.0,28.58,661.0,29.71,1037.0,636.0,61.33,1299.0,781.0,60.12,2080.0,1079.0,51.88,9.45,3.81,-1.62,1.18,0.43,3.6,1.07,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,480,volume_ratio_le1_5,volume,signal-day volume / previous 20-day average volume <= 1.5,feature__volume_ratio_le1_5,distinct_observed_mask,,3648,87.88,mixed_or_low_discrimination_research_only,3648.0,1135.0,697.0,1816.0,31.11,19.11,49.78,3.19,0.0,905.0,24.81,1040.0,28.51,1037.0,905.0,87.27,1299.0,1135.0,87.37,2080.0,1816.0,87.31,-0.04,-0.18,-0.33,-0.1,0.11,-0.17,-0.13,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,490,volume_ratio_le2,volume,signal-day volume / previous 20-day average volume <= 2.0,feature__volume_ratio_le2,distinct_observed_mask,,3981,95.9,failure_associated_risk_feature_candidate,3981.0,1237.0,747.0,1997.0,31.07,18.76,50.16,3.21,-0.12,987.0,24.79,1137.0,28.56,1037.0,987.0,95.18,1299.0,1237.0,95.23,2080.0,1997.0,96.01,-0.83,-0.22,0.05,-0.08,-0.01,-0.19,-0.08,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,500,candle_bullish_attack,candle,signal-day candle is bullish or closes unchanged above the prior close,feature__candle_bullish_attack,distinct_observed_mask,,1502,36.18,failure_associated_risk_feature_candidate,1502.0,454.0,294.0,754.0,30.23,19.57,50.2,3.02,-0.13,362.0,24.1,435.0,28.96,1037.0,362.0,34.91,1299.0,454.0,34.95,2080.0,754.0,36.25,-1.34,-1.06,0.09,-0.27,-0.02,-0.88,0.32,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,510,candle_solid_red,candle,signal-day candle is a solid red candle,feature__candle_solid_red,distinct_observed_mask,,779,18.77,failure_associated_risk_feature_candidate,779.0,225.0,159.0,395.0,28.88,20.41,50.71,2.71,-0.33,179.0,22.98,221.0,28.37,1037.0,179.0,17.26,1299.0,225.0,17.32,2080.0,395.0,18.99,-1.73,-2.41,0.6,-0.58,-0.22,-2.0,-0.27,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,600,market_strong_bull,market_regime,signal-date benchmark market regime is strong_bull,feature__market_strong_bull,distinct_observed_mask,,2327,56.06,failure_associated_risk_feature_candidate,2327.0,681.0,377.0,1269.0,29.27,16.2,54.53,2.44,-1.16,555.0,23.85,776.0,33.35,1037.0,555.0,53.52,1299.0,681.0,52.42,2080.0,1269.0,61.01,-7.49,-2.02,4.42,-0.85,-1.05,-1.13,4.71,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,610,market_mild_bull,market_regime,signal-date benchmark market regime is mild_bull,feature__market_mild_bull,distinct_observed_mask,,1136,27.37,mixed_or_low_discrimination_research_only,1136.0,345.0,232.0,559.0,30.37,20.42,49.21,2.7,0.0,264.0,23.24,303.0,26.67,1037.0,264.0,25.46,1299.0,345.0,26.56,2080.0,559.0,26.88,-1.42,-0.92,-0.9,-0.59,0.11,-1.74,-1.97,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,620,market_bull,market_regime,signal-date benchmark market regime is strong_bull or mild_bull,feature__market_bull,distinct_observed_mask,,3463,83.43,failure_associated_risk_feature_candidate,3463.0,1026.0,609.0,1828.0,29.63,17.59,52.79,2.52,-0.76,819.0,23.65,1079.0,31.16,1037.0,819.0,78.98,1299.0,1026.0,78.98,2080.0,1828.0,87.88,-8.9,-1.66,2.68,-0.77,-0.65,-1.33,2.52,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,630,market_correction_or_high_risk,market_regime_risk,signal-date benchmark market regime is correction or high_risk,feature__market_correction_or_high_risk,distinct_observed_mask,,688,16.57,positive_discriminator_single_feature_candidate,688.0,273.0,163.0,252.0,39.68,23.69,36.63,7.14,2.52,218.0,31.69,110.0,15.99,1037.0,218.0,21.02,1299.0,273.0,21.02,2080.0,252.0,12.12,8.9,8.39,-13.48,3.85,2.63,6.71,-12.65,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,640,market_range_bound,market_regime,signal-date benchmark market regime is range_bound,feature__market_range_bound,no_observed_hits_not_evaluable,,0,0.0,no_feature_hits,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,,1037.0,0.0,0.0,1299.0,0.0,0.0,2080.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,binary_feature,650,market_unknown,market_regime_coverage,signal-date benchmark market regime is unknown,feature__market_unknown,no_observed_hits_not_evaluable,,0,0.0,no_feature_hits,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,,1037.0,0.0,0.0,1299.0,0.0,0.0,2080.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2026-07-14 13:56:57 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_feature_contrast_audit,research_only_high_return_failure_feature_contrast,excluding_unresolved_anomaly_candidates_sensitivity_only,False,revenue_production_strong,latest monthly revenue YoY >= 30% or cumulative monthly revenue YoY >= 20%; price remains inside the recent 23-day range and active attack has not started,signal_date_close_condition_next_open_entry,d20_close_no_stop,realized return >= +5%,0% <= realized return < +5%,realized return < 0%,realized return >= +8%,20,True,0,81585,11533,70052,4737,65315,5,sensitivity_only_not_anomaly_disposition,reported_not_a_disqualifier_non_overlap_enforced,single_features_only_in_this_audit_no_arbitrary_condition_stacking,False,none,research_only_feature_contrast_not_promotion_ready,numeric_feature,10,revenue_latest_yoy_pct,monthly_revenue,"compare full_monthly_revenue_latest_yoy_pct between high-return, win, and failure groups",full_monthly_revenue_latest_yoy_pct,numeric_contrast_not_binary_mask,,,99.88,numeric_high_return_vs_failure_contrast_only,,,,,,,,,,,,,,1037.0,,,1299.0,,,2080.0,,,,,,,,,,1037.0,47.84,39.29,1299.0,47.98,38.85,2077.0,49.06,37.77,-1.22,1.52
