research_id,research_variant_id,parameter_set_id,advisory_status,dual_window_rule_scope_id,candidate_rule_id,manual_alignment_scope_id,manual_good_rows,manual_good_accepted_rows,manual_good_rejected_rows,manual_bad_rows,manual_bad_accepted_rows,manual_bad_rejected_rows,manual_conflict_rows,manual_good_false_negative_rate_pct,manual_bad_false_positive_rate_pct,approved_for_daily,production_readiness,generated_at
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,dual_45_and_90_non_bearish,manual_non_conflict_and_conflict_totals,9,7,2,1,0,1,1,22.2222,0.0000,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,dual_45_entry_90_risk_warning,manual_non_conflict_and_conflict_totals,9,8,1,1,0,1,1,11.1111,0.0000,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,dual_45_or_90_non_bearish,manual_non_conflict_and_conflict_totals,9,8,1,1,0,1,1,11.1111,0.0000,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,dual_45_repaired_90_bearish_watchlist,manual_non_conflict_and_conflict_totals,9,1,8,1,0,1,1,88.8889,0.0000,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,single_45_non_bearish,manual_non_conflict_and_conflict_totals,9,8,1,1,0,1,1,11.1111,0.0000,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
structured_neckline_dual_window_context_rule_audit,warning_research_variant_only,structured_neckline_dual_window_context_rule_audit_20260629,warning_research_variant_only,dual_window_pre_signal_context_candidate_rules,single_90_non_bearish,manual_non_conflict_and_conflict_totals,9,7,2,1,0,1,1,22.2222,0.0000,false,not_production_ready_research_only,2026-06-29 02:19:46 Asia/Taipei
