generated_at,model_id,research_artifact_id,anomaly_exclusion_basis,decision_basis,stock_id,stock_name,market,_revenue_signal_date,_revenue_stock_sequence_index,benchmark_index,signal_market_regime,entry_rule_id,exit_rule_id,next_open,realized_return_pct,outcome_label,high_return_8_flag,loss_5_flag,same_stock_non_overlap_included,non_overlap_cooldown_days,revenue_or_price_anomaly_candidate_flag,feature_context_revenue_anomaly_candidate_flag,future_close_max_step_ratio,future_close_max_step_day,future_close_min_step_ratio,future_close_min_step_day,future_close_discontinuity_flag,future_close_discontinuity_reason,full_monthly_revenue_period,full_monthly_revenue_source_table_date,full_monthly_revenue_data_status,full_monthly_revenue_latest_yoy_pct,full_monthly_revenue_cumulative_yoy_pct,full_monthly_revenue_latest_yoy_delta_1m_pct_points,full_monthly_revenue_cumulative_yoy_delta_1m_pct_points,range_width_23d_pct,distance_to_range_high_23d_pct,close_position_120d_pct,return_5d_pct,return_20d_pct,volume_ratio_prev20,rsi14,macd_hist,k_value,d_value,kdj_j_value,bb_width_pct,ema23_slope_5d_pct,distance_to_ema23_pct,ma20,ma60,tdcc_consecutive_up_weeks,feature__revenue_latest30_and_cumulative20,feature__revenue_latest50_and_cumulative30,feature__revenue_latest_yoy_ge100,feature__revenue_latest_yoy_improving_2m,feature__revenue_cumulative_yoy_improving_2m,feature__revenue_latest_yoy_delta_ge20,feature__tdcc_high_thresholds_up,feature__tdcc_all_thresholds_up,feature__tdcc_four_thresholds_sync_up,feature__tdcc_consecutive_up_ge1,feature__tdcc_consecutive_up_ge2,feature__technical_macd_hist_gt0,feature__technical_rsi14_ge60,feature__technical_rsi14_40_70,feature__technical_kd_bullish_not_overheated,feature__technical_kdj_bullish_not_extreme,feature__technical_kdj_j_ge100,feature__technical_bb_width_not_extreme,feature__technical_close_above_ma20_ema23,feature__technical_ema23_slope_positive,feature__technical_obv_above_ma20,feature__technical_ma20_above_ma60,feature__shape_range23_width_le10,feature__shape_range23_width_le15,feature__shape_range23_width_le20,feature__shape_near_range23_high,feature__position120_low_le40,feature__position120_mid_40_75,feature__position120_high_gt75,feature__momentum_return20_0_25,feature__volume_ratio_le1_5,feature__volume_ratio_le2,feature__candle_bullish_attack,feature__candle_solid_red,feature__market_strong_bull,feature__market_mild_bull,feature__market_bull,feature__market_correction_or_high_risk,feature__market_range_bound,feature__market_unknown
2026-07-13 18:41:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_feature_contrast_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,2008,高興昌,TWSE,20251120,125,TWSE,correction,signal_date_close_condition_next_open_entry,d20_close_no_stop,28.05,3.0303030303030276,neutral,False,False,True,20,False,False,1.0316344463971883,4,0.9830795262267343,18,False,none,202510,20251117,ready_asof_history_row,19.91,32.4,-32.56,-1.3100000000000023,3.703703703703698,0.8928571428571397,91.39784946236563,1.4362657091561815,3.860294117647056,0.3050235118706274,72.22222222222223,-0.0026411769062517076,64.69423202653417,64.24938503831375,65.583926002975,3.4874362787615993,0.6447831041242358,2.5220153647363297,27.627499999999998,26.694166666666668,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False,True,False,False
2026-07-13 18:41:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_feature_contrast_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,2008,高興昌,TWSE,20251219,146,TWSE,mild_bull,signal_date_close_condition_next_open_entry,d20_close_no_stop,29.05,-0.1721170395869165,failure,False,False,True,20,False,False,1.0172117039586919,1,0.9724612736660929,3,False,none,202511,20251217,ready_asof_history_row,-9.14,28.87,-29.05,-3.5299999999999976,10.507246376811597,-4.754098360655734,77.69230769230771,-1.6920473773265665,4.308797127468589,0.9977000062161994,47.36842105263161,-0.14303549876427596,13.153370962127598,25.24829343442596,-11.036473982469126,6.073719526299833,0.1610122290644611,0.15361618255713694,29.294999999999998,27.96916666666667,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,True,True,False,False,True,True,False,False,False
2026-07-13 18:41:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_feature_contrast_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,2008,高興昌,TWSE,20260121,167,TWSE,strong_bull,signal_date_close_condition_next_open_entry,d20_close_no_stop,29.05,2.5817555938037806,neutral,False,False,True,20,False,False,1.0223752151462995,1,0.9734219269102989,8,False,none,202512,20260117,ready_asof_history_row,-13.97,24.69,-4.83,-4.18,6.382978723404253,-2.500000000000002,80.76923076923077,0.5154639175257714,-1.0152284263959421,1.3115636572014013,54.28571428571425,-0.027281271824871653,39.84672574261412,29.902087057190787,59.736003113460775,3.489220022979278,-0.01202573063708856,0.511391935112604,29.077499999999997,28.714166666666664,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False
2026-07-13 18:41:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_feature_contrast_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,2009,第一銅,TWSE,20260223,186,TWSE,strong_bull,signal_date_close_condition_next_open_entry,d20_close_no_stop,46.0,-12.391304347826093,failure,False,True,True,20,False,False,1.0374396135265702,10,0.9334811529933481,6,False,none,202601,20260217,ready_asof_history_row,56.75,56.75,54.35,63.87,36.51551312649166,-19.580419580419584,54.09836065573771,3.370786516853941,-8.366533864541836,0.36973773675265137,44.80286738351255,-0.5805118204629436,31.0937158958873,20.160099971874462,52.960947743912975,28.13157623869659,-3.043168265293006,-1.9428419983259282,47.8625,45.950833333333335,,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False
2026-07-13 18:41:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_feature_contrast_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,2009,第一銅,TWSE,20260325,207,TWSE,correction,signal_date_close_condition_next_open_entry,d20_close_no_stop,41.15,-7.654921020656136,failure,False,True,True,20,False,False,1.0289672544080606,5,0.9708860759493672,19,False,none,202602,20260317,ready_asof_history_row,41.89,48.86,-14.86,-7.890000000000001,18.796992481203013,-13.607594936708855,33.401639344262314,-5.098493626882961,-12.030075187969913,0.4446445925997124,40.650406504065074,-0.12436222455338797,24.154272197507645,31.764974223799058,8.93286814492481,17.569602209337116,-2.658933544222186,-5.066829969433851,43.0325,46.372499999999995,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False
2026-07-13 18:41:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_feature_contrast_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,2009,第一銅,TWSE,20260427,228,TWSE,strong_bull,signal_date_close_condition_next_open_entry,d20_close_no_stop,37.7,4.907161803713511,neutral,False,False,True,20,False,False,1.0448548812664908,9,0.956896551724138,13,False,none,202603,20260417,ready_asof_history_row,3.49,29.57,-38.4,-19.29,13.99999999999999,-11.929824561403512,2.2499999999999787,-5.16372795969774,-6.691449814126404,0.8329058576870482,37.57575757575754,-0.1527610566533828,10.105702886645174,16.268147388410533,-2.2191861168855453,10.503451101499275,-2.2355189199019465,-6.456092549473446,40.0125,43.42250000000001,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False
2026-07-13 18:41:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_feature_contrast_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,2009,第一銅,TWSE,20260527,249,TWSE,strong_bull,signal_date_close_condition_next_open_entry,d20_close_no_stop,39.95,-3.1289111389236512,failure,False,False,True,20,False,False,1.099756690997567,5,0.942857142857143,8,False,none,202604,20260517,ready_asof_history_row,12.71,24.58,9.22,-4.990000000000002,13.520749665327969,-6.367924528301872,12.5,4.473684210526319,3.790849673202623,0.7399148741931832,51.56250000000002,0.1945091195621842,48.152215883944955,39.70163322384816,65.05338120413853,12.1221703496577,0.41024535171301224,0.9194167395954134,38.9875,40.440000000000005,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,True,False,False,True,True,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False
2026-07-13 18:41:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_feature_contrast_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,2010,春源,TWSE,20260223,186,TWSE,strong_bull,signal_date_close_condition_next_open_entry,d20_close_no_stop,22.6,9.95575221238938,win,True,False,True,20,False,False,1.037037037037037,12,0.971553610503282,9,False,none,202601,20260217,ready_asof_history_row,30.28,30.28,40.2,29.17,8.653846153846168,0.0,100.0,2.262443438914019,4.872389791183296,1.0990263901870079,72.85714285714288,0.07699566396582402,81.7280414424706,75.75642368134794,93.6712769647159,10.602161192239667,1.435232993103508,4.14882767825282,21.6375,20.954166666666666,,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False
2026-07-13 18:41:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_feature_contrast_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,2020,美亞,listed,20250818,70,TWSE,mild_bull,signal_date_close_condition_next_open_entry,d20_close_no_stop,25.3,-2.766798418972327,failure,False,False,True,20,False,False,1.0159680638722555,13,0.9740518962075847,17,False,none,202507,20250817,ready_asof_history_row,109.98,-9.63,144.02,15.089999999999998,14.634146341463428,-2.127659574468088,39.855072463768124,7.889125799573571,7.203389830508478,1.3246008231705308,75.0,0.31483026781629025,87.68863468870512,84.58040652297296,93.90509102016944,13.319333752990545,2.1444047127202603,5.226599884445782,23.71,24.625833333333333,,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,False,False
2026-07-13 18:41:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_feature_contrast_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,2020,美亞,TWSE,20260223,186,TWSE,strong_bull,signal_date_close_condition_next_open_entry,d20_close_no_stop,24.3,-0.6172839506172978,failure,False,False,True,20,False,False,1.0230607966457022,8,0.9672801635991819,6,False,none,202601,20260217,ready_asof_history_row,39.91,39.91,36.81999999999999,49.41,5.769230769230771,-1.8181818181818188,56.33802816901407,0.6211180124223725,0.4132231404958775,0.6665526141123091,58.90410958904112,0.011845179549522522,59.14394321085871,50.53081600765493,76.37019761726627,4.87503223630659,0.38422057104894325,1.4152656009006614,23.955,23.524166666666666,,True,False,False,True,True,True,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,False
2026-07-13 18:41:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_feature_contrast_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,2022,聚亨,listed,20250917,88,TWSE,strong_bull,signal_date_close_condition_next_open_entry,d20_close_no_stop,7.68,2.994791666666674,neutral,False,False,True,20,False,False,1.0324254215304798,15,0.9861809045226132,7,False,none,202508,20250917,ready_asof_history_row,31.09,10.86,11.879999999999999,2.5999999999999996,31.21546961325967,-19.57894736842105,17.699115044247765,-7.168894289185912,2.550335570469797,0.5292138062245038,16.197183098591566,-0.08989867959858713,6.206089680130726,11.970032769777138,-5.321796499162097,20.625175974859665,-0.8410517962418096,-5.682583216575942,8.3535,7.879666666666667,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,False,False
2026-07-13 18:41:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_feature_contrast_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,2022,聚亨,listed,20251023,109,TWSE,strong_bull,signal_date_close_condition_next_open_entry,d20_close_no_stop,7.95,-2.012578616352201,failure,False,False,True,20,False,False,1.013906447534766,15,0.9835858585858586,20,False,none,202509,20251017,ready_asof_history_row,42.06,14.51,10.970000000000002,3.6500000000000004,8.333333333333325,-4.395604395604391,26.106194690265482,-0.760456273764254,1.6883116883116944,0.7593376849723883,48.52941176470591,0.01746760017658936,63.1871976984977,60.386468134437955,68.78865682661718,4.329293244040001,-0.0038218537305900746,-0.5822542895378535,7.8185,7.913333333333333,,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False
2026-07-13 18:41:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_feature_contrast_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,2022,聚亨,TWSE,20251124,130,TWSE,high_risk,signal_date_close_condition_next_open_entry,d20_close_no_stop,7.9,5.063291139240511,win,False,False,True,20,False,False,1.0413016270337923,2,0.9892086330935254,10,False,none,202510,20251117,ready_asof_history_row,36.25,16.68,-5.810000000000002,2.17,10.785619174434103,-5.048076923076927,29.203539823008857,-2.4691358024691246,0.8939974457215838,0.670642114814331,59.00000000000002,0.004662750874165289,45.71724495532901,51.99325470312134,33.165225459744335,5.093637801542507,0.11340453019721419,0.2942757468627599,7.8549999999999995,7.9935,,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,False,False,True,False,False
