model_id,confirmation_model_id,overlay_model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,event_set_id,entry_timing_id,condition_set_id,condition_set_description,sample_size,mature_sample_size,win_count,win_rate_pct,avg_return_pct,median_return_pct,baseline_sample_size,baseline_mature_sample_size,baseline_win_rate_pct,baseline_avg_return_pct,baseline_median_return_pct,delta_sample_size_vs_baseline,delta_mature_sample_size_vs_baseline,sample_retention_rate_pct,delta_win_rate_pct_vs_baseline,delta_avg_return_pct_vs_baseline,delta_median_return_pct_vs_baseline,breakout_signal_count,post_confirmation_count,tdcc_any_age7_count,tdcc_any_age14_count,core_mainstream_count,hot_theme_count,bottom_quartile_count,low_level_count,mid_level_count,high_level_count,wv_multiple_turn_count,sharp_v_count,slope_break_count,smooth_count,avg_price_position_252_pct,median_price_position_252_pct,sample_warning,research_interpretation,revenue_catalyst_feature_status,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout_price_le40_exclude_wv,"Neckline breakout, price_position_252_pct <= 40, exclude WV/WVV.",89,86,36,41.8605,3.1947,-1.0524,79,77,31.1688,0.7994,-2.4673,10,9,112.6582,10.6916,2.3952,1.4149,89,67,1,1,58,15,63,26,0,0,0,9,51,29,18.1464,16.9591,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_post_confirmation,Only rows with post-confirmation trigger.,142,139,57,41.0072,1.5104,-1.5748,142,139,41.0072,1.5104,-1.5748,0,0,100.0000,0.0000,0.0000,0.0000,142,142,1,1,83,16,92,43,7,0,80,7,37,18,23.2111,21.8533,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_post_confirmation,Only rows with post-confirmation trigger.,150,146,76,52.0548,3.1213,1.0527,142,139,41.0072,1.5104,-1.5748,8,7,105.6338,11.0476,1.6109,2.6275,150,150,1,2,100,27,100,43,7,0,75,5,42,28,21.4559,19.0290,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_post_confirmation_price_le40,Post-confirmation trigger plus price_position_252_pct <= 40.,121,118,48,40.6780,1.4362,-1.6158,121,118,40.6780,1.4362,-1.6158,0,0,100.0000,0.0000,0.0000,0.0000,121,121,1,1,72,12,92,29,0,0,67,7,33,14,19.0624,18.4211,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_post_confirmation_price_le40,Post-confirmation trigger plus price_position_252_pct <= 40.,133,129,67,51.9380,2.9255,1.1345,121,118,40.6780,1.4362,-1.6158,12,11,109.9174,11.2600,1.4894,2.7503,133,133,1,1,89,22,100,33,0,0,66,5,40,22,18.1891,16.6667,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout_tdcc_any_age7,Neckline breakout plus TDCC age<=7 match.,3,3,1,33.3333,15.8250,-3.4188,3,3,33.3333,15.8250,-3.4188,0,0,100.0000,0.0000,0.0000,0.0000,3,1,3,3,0,0,3,0,0,0,3,0,0,0,22.9771,24.6445,tiny_mature_sample_research_only,too_small_for_directional_read,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout_tdcc_any_age7,Neckline breakout plus TDCC age<=7 match.,3,3,1,33.3333,15.8250,-3.4188,3,3,33.3333,15.8250,-3.4188,0,0,100.0000,0.0000,0.0000,0.0000,3,1,3,3,0,0,3,0,0,0,2,0,1,0,22.9771,24.6445,tiny_mature_sample_research_only,too_small_for_directional_read,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout_tdcc_any_age14,Neckline breakout plus TDCC age<=14 match.,3,3,1,33.3333,15.8250,-3.4188,3,3,33.3333,15.8250,-3.4188,0,0,100.0000,0.0000,0.0000,0.0000,3,1,3,3,0,0,3,0,0,0,3,0,0,0,22.9771,24.6445,tiny_mature_sample_research_only,too_small_for_directional_read,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout_tdcc_any_age14,Neckline breakout plus TDCC age<=14 match.,4,4,1,25.0000,10.4288,-3.4188,3,3,33.3333,15.8250,-3.4188,1,1,133.3333,-8.3333,-5.3963,0.0000,4,2,3,4,1,0,3,0,1,0,2,0,2,0,30.2422,24.7500,tiny_mature_sample_research_only,too_small_for_directional_read,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout_core_mainstream_price_le40_tdcc_any_age7,"Neckline breakout, core-mainstream, price_position_252_pct <= 40, TDCC age<=7.",0,0,0,,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,tiny_mature_sample_research_only,too_small_for_directional_read,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout_core_mainstream_price_le40_tdcc_any_age7,"Neckline breakout, core-mainstream, price_position_252_pct <= 40, TDCC age<=7.",0,0,0,,,,0,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,tiny_mature_sample_research_only,too_small_for_directional_read,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,c_post_confirmation,all_dedup_signals,All deduplicated W-bottom event signals.,1924,138,51,36.9565,0.4353,-2.2526,1924,138,36.9565,0.4353,-2.2526,0,0,100.0000,0.0000,0.0000,0.0000,205,142,3,3,944,120,1240,618,66,0,1120,169,387,241,22.1657,20.0096,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,c_post_confirmation,all_dedup_signals,All deduplicated W-bottom event signals.,1684,146,56,38.3562,1.3633,-2.0998,1924,138,36.9565,0.4353,-2.2526,-240,8,87.5260,1.3996,0.9280,0.1527,209,150,3,4,910,122,1092,534,58,0,889,178,332,285,21.9406,19.5061,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,c_post_confirmation,price_position_le_40,Signal close is in the lower 40% of the 252-day low/high range.,1726,117,44,37.6068,0.6726,-2.1997,1726,117,37.6068,0.6726,-2.1997,0,0,100.0000,0.0000,0.0000,0.0000,175,121,3,3,839,100,1240,486,0,0,1010,153,343,216,19.1164,18.4473,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,c_post_confirmation,price_position_le_40,Signal close is in the lower 40% of the 252-day low/high range.,1510,129,50,38.7597,1.2386,-2.0000,1726,117,37.6068,0.6726,-2.1997,-216,12,87.4855,1.1529,0.5660,0.1997,184,133,3,3,795,99,1092,418,0,0,790,164,296,260,18.8533,17.9025,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,c_post_confirmation,bottom_quartile_level,Signal close is in the bottom quartile of the 252-day low/high range.,1240,89,37,41.5730,1.7666,-1.1194,1240,89,41.5730,1.7666,-1.1194,0,0,100.0000,0.0000,0.0000,0.0000,126,92,3,3,600,61,1240,0,0,0,722,108,259,148,14.3241,14.4600,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,c_post_confirmation,bottom_quartile_level,Signal close is in the bottom quartile of the 252-day low/high range.,1092,97,39,40.2062,1.7801,-1.5342,1240,89,41.5730,1.7666,-1.1194,-148,8,88.0645,-1.3668,0.0135,-0.4148,132,100,3,3,569,65,1092,0,0,0,561,115,214,202,14.0042,13.9084,medium_mature_sample_research_only,mixed_vs_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,c_post_confirmation,bottom_or_low_level,Signal close is bottom-quartile or low-level.,1858,131,49,37.4046,0.5654,-2.2663,1858,131,37.4046,0.5654,-2.2663,0,0,100.0000,0.0000,0.0000,0.0000,196,135,3,3,905,112,1240,618,0,0,1089,163,371,229,20.9337,19.3954,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,c_post_confirmation,bottom_or_low_level,Signal close is bottom-quartile or low-level.,1626,139,55,39.5683,1.5727,-1.9876,1858,131,37.4046,0.5654,-2.2663,-232,8,87.5135,2.1638,1.0073,0.2787,199,143,3,3,865,108,1092,534,0,0,858,172,319,277,20.6828,19.0476,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,c_post_confirmation,core_mainstream,Taxonomy segment is core_mainstream.,944,82,33,40.2439,1.0805,-2.4889,944,82,40.2439,1.0805,-2.4889,0,0,100.0000,0.0000,0.0000,0.0000,113,83,0,0,944,115,600,305,39,0,597,89,158,93,22.5659,20.5221,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,c_post_confirmation,core_mainstream,Taxonomy segment is core_mainstream.,910,98,42,42.8571,1.8980,-1.7671,944,82,40.2439,1.0805,-2.4889,-34,16,96.3983,2.6132,0.8175,0.7218,135,100,0,1,910,118,569,296,45,0,504,86,167,153,22.9906,20.6838,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,c_post_confirmation,non_mainstream,Taxonomy segment is non_mainstream.,975,55,17,30.9091,-0.6811,-2.1997,975,55,30.9091,-0.6811,-2.1997,0,0,100.0000,0.0000,0.0000,0.0000,91,58,3,3,0,5,638,310,27,0,521,79,227,148,21.7553,19.5876,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,c_post_confirmation,non_mainstream,Taxonomy segment is non_mainstream.,771,47,13,27.6596,0.0874,-2.2388,975,55,30.9091,-0.6811,-2.1997,-204,-8,79.0769,-3.2495,0.7684,-0.0391,73,49,3,3,0,4,521,237,13,0,384,91,165,131,20.7108,18.4397,medium_mature_sample_research_only,mixed_vs_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,c_post_confirmation,hot_theme,Current taxonomy marks the stock as hot-theme.,120,16,7,43.7500,4.5497,-2.0321,120,16,43.7500,4.5497,-2.0321,0,0,100.0000,0.0000,0.0000,0.0000,19,16,0,0,115,120,61,51,8,0,79,9,21,11,25.4250,24.7223,directional_only_below_promotion_review_size,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,c_post_confirmation,hot_theme,Current taxonomy marks the stock as hot-theme.,122,27,11,40.7407,4.4040,-3.5461,120,16,43.7500,4.5497,-2.0321,2,11,101.6667,-3.0093,-0.1457,-1.5140,32,27,0,0,118,122,65,43,14,0,74,11,23,14,25.9889,23.8379,directional_only_below_promotion_review_size,not_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,c_post_confirmation,core_mainstream_price_le_40,Core-mainstream plus price_position_252_pct <= 40.,839,71,31,43.6620,2.1300,-2.0000,839,71,43.6620,2.1300,-2.0000,0,0,100.0000,0.0000,0.0000,0.0000,99,72,0,0,839,98,600,239,0,0,540,80,134,81,19.2113,18.9189,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,c_post_confirmation,core_mainstream_price_le_40,Core-mainstream plus price_position_252_pct <= 40.,795,87,39,44.8276,2.2519,-1.3333,839,71,43.6620,2.1300,-2.0000,-44,16,94.7557,1.1656,0.1219,0.6667,119,89,0,0,795,97,569,226,0,0,438,77,144,136,19.1431,18.2109,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,c_post_confirmation,hot_theme_price_le_40,Hot-theme plus price_position_252_pct <= 40.,100,12,6,50.0000,3.8311,1.0178,100,12,50.0000,3.8311,1.0178,0,0,100.0000,0.0000,0.0000,0.0000,15,12,0,0,98,100,61,39,0,0,65,9,17,9,20.6095,21.7475,low_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,c_post_confirmation,hot_theme_price_le_40,Hot-theme plus price_position_252_pct <= 40.,99,22,9,40.9091,2.7174,-3.5461,100,12,50.0000,3.8311,1.0178,-1,10,99.0000,-9.0909,-1.1137,-4.5640,25,22,0,0,97,99,65,34,0,0,58,11,18,12,20.0365,20.9497,directional_only_below_promotion_review_size,not_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,c_post_confirmation,exclude_wv_multiple_turn,Exclude WV/WVV multiple-turn path category.,804,60,20,33.3333,-2.2205,-3.1282,804,60,33.3333,-2.2205,-3.1282,0,0,100.0000,0.0000,0.0000,0.0000,91,62,0,0,347,41,518,251,35,0,0,169,387,241,22.5128,20.0264,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,c_post_confirmation,exclude_wv_multiple_turn,Exclude WV/WVV multiple-turn path category.,795,73,26,35.6164,0.1586,-2.4316,804,60,33.3333,-2.2205,-3.1282,-9,13,98.8806,2.2831,2.3791,0.6966,101,75,1,2,406,48,531,237,27,0,0,178,332,285,21.0327,18.2292,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,c_post_confirmation,price_le40_exclude_wv,price_position_252_pct <= 40 and exclude WV/WVV.,716,52,18,34.6154,-1.7783,-2.5206,716,52,34.6154,-1.7783,-2.5206,0,0,100.0000,0.0000,0.0000,0.0000,79,54,0,0,299,35,518,198,0,0,0,153,343,216,19.1600,18.4304,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,c_post_confirmation,price_le40_exclude_wv,price_position_252_pct <= 40 and exclude WV/WVV.,720,65,25,38.4615,0.7389,-2.0000,716,52,34.6154,-1.7783,-2.5206,4,13,100.5587,3.8462,2.5172,0.5206,89,67,1,1,357,41,531,189,0,0,0,164,296,260,18.0685,16.7636,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,c_post_confirmation,core_mainstream_price_le40_exclude_wv,"Core-mainstream, price_position_252_pct <= 40, exclude WV/WVV.",299,31,11,35.4839,-1.0408,-2.5131,299,31,35.4839,-1.0408,-2.5131,0,0,100.0000,0.0000,0.0000,0.0000,42,31,0,0,299,34,205,94,0,0,0,80,134,81,19.8300,19.2913,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,c_post_confirmation,core_mainstream_price_le40_exclude_wv,"Core-mainstream, price_position_252_pct <= 40, exclude WV/WVV.",357,46,20,43.4783,1.5594,-0.9950,299,31,35.4839,-1.0408,-2.5131,58,15,119.3980,7.9944,2.6002,1.5181,58,46,0,0,357,40,252,105,0,0,0,77,144,136,18.5741,16.6667,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,c_post_confirmation,has_neckline_breakout,Only rows with later neckline breakout.,205,138,51,36.9565,0.4353,-2.2526,205,138,36.9565,0.4353,-2.2526,0,0,100.0000,0.0000,0.0000,0.0000,205,142,3,3,113,19,126,70,9,0,114,12,54,25,23.7732,22.0930,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,c_post_confirmation,has_neckline_breakout,Only rows with later neckline breakout.,209,146,56,38.3562,1.3633,-2.0998,205,138,36.9565,0.4353,-2.2526,4,8,101.9512,1.3996,0.9280,0.1527,209,150,3,4,135,32,132,67,10,0,108,9,55,37,22.3754,20.2186,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 21:10:07 Asia/Taipei
