model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,production_readiness,approved_for_daily,surface_id,event_set_id,entry_rule_id,source_outcome_rule_id,segment_id,segment_description,stop_rule_id,stop_rule_description,stop_basis,stop_buffer_pct,sample_size,evaluated_sample_size,mature_sample_size,win_count,neutral_count,loss_count,incomplete_count,stop_hit_count,pure_win_rate_pct,neutral_inclusive_success_rate_pct,positive_return_rate_pct,avg_return_pct,median_return_pct,min_return_pct,loss_avg_return_pct,baseline_stop_rule_id,baseline_pure_win_rate_pct,baseline_neutral_inclusive_success_rate_pct,baseline_avg_return_pct,baseline_min_return_pct,delta_pure_win_rate_pct,delta_neutral_inclusive_success_rate_pct,delta_avg_return_pct,min_return_improvement_pct,recommendation_status,interpretation,generated_at
w_bottom_right_side,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",no_fixed_stop_d40_v1,"Baseline v1: no structure stop; win at +10% close, neutral after +5% rollback, otherwise D+40 close.",,,66,45,33,19,12,14,21,0,57.5758,68.8889,66.6667,1.4741,4.4335,-56.6854,-15.8580,no_fixed_stop_d40_v1,57.5758,68.8889,1.4741,-56.6854,0.0000,0.0000,0.0000,0.0000,current_v1_baseline,Current approved operation v1; no fixed structure stop.,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",right_low_close_stop_d40,Stop when a close breaks the detected right-low price.,right_low_price,0.0000,66,45,36,17,9,19,21,16,47.2222,57.7778,55.5556,2.5295,4.0625,-10.2890,-6.9893,no_fixed_stop_d40_v1,57.5758,68.8889,1.4741,-56.6854,-10.3536,-11.1111,1.0554,46.3964,risk_repair_candidate_research_only,Stop rule improves average return and left-tail loss in this segment.,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",w_structure_low_close_stop_d40,Stop when a close breaks the lower of the detected left-low and right-low prices.,min_left_right_low_price,0.0000,66,45,35,17,10,18,21,14,48.5714,60.0000,57.7778,2.3393,4.0625,-12.6263,-8.0589,no_fixed_stop_d40_v1,57.5758,68.8889,1.4741,-56.6854,-9.0044,-8.8889,0.8652,44.0591,risk_repair_candidate_research_only,Stop rule improves average return and left-tail loss in this segment.,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",w_structure_low_stop_d20_gain10_else_d40,"Stop when a close breaks the W-structure low; otherwise sell at D+20 close if D+20 return is >=10%, else hold to D+40 close.",min_left_right_low_price,0.0000,66,45,45,21,0,24,21,19,46.6667,46.6667,46.6667,5.6655,-3.4031,-12.7202,-8.1818,no_fixed_stop_d40_v1,57.5758,68.8889,1.4741,-56.6854,-10.9091,-22.2222,4.1914,43.9652,risk_repair_candidate_research_only,Stop rule improves average return and left-tail loss in this segment.,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_strong_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull.",w_structure_low_close_stop_1pct_buffer_d40,Stop when a close breaks 1% below the lower of the detected left-low and right-low prices.,min_left_right_low_price,-1.0000,66,45,35,18,10,17,21,12,51.4286,62.2222,60.0000,2.4401,4.3053,-14.3258,-8.9742,no_fixed_stop_d40_v1,57.5758,68.8889,1.4741,-56.6854,-6.1472,-6.6667,0.9660,42.3596,risk_repair_candidate_research_only,Stop rule improves average return and left-tail loss in this segment.,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull or mild_bull.",no_fixed_stop_d40_v1,"Baseline v1: no structure stop; win at +10% close, neutral after +5% rollback, otherwise D+40 close.",,,85,63,45,24,18,21,22,0,53.3333,66.6667,65.0794,2.0376,3.7080,-56.6854,-12.1243,no_fixed_stop_d40_v1,53.3333,66.6667,2.0376,-56.6854,0.0000,0.0000,0.0000,0.0000,current_v1_baseline,Current approved operation v1; no fixed structure stop.,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull or mild_bull.",right_low_close_stop_d40,Stop when a close breaks the detected right-low price.,right_low_price,0.0000,85,62,47,20,15,27,23,21,42.5532,56.4516,54.8387,2.2334,3.1871,-10.2890,-6.4793,no_fixed_stop_d40_v1,53.3333,66.6667,2.0376,-56.6854,-10.7801,-10.2151,0.1958,46.3964,risk_repair_candidate_research_only,Stop rule improves average return and left-tail loss in this segment.,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull or mild_bull.",w_structure_low_close_stop_d40,Stop when a close breaks the lower of the detected left-low and right-low prices.,min_left_right_low_price,0.0000,85,62,46,21,16,25,23,16,45.6522,59.6774,58.0645,2.4383,3.5258,-12.6263,-7.2473,no_fixed_stop_d40_v1,53.3333,66.6667,2.0376,-56.6854,-7.6811,-6.9893,0.4007,44.0591,risk_repair_candidate_research_only,Stop rule improves average return and left-tail loss in this segment.,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull or mild_bull.",w_structure_low_stop_d20_gain10_else_d40,"Stop when a close breaks the W-structure low; otherwise sell at D+20 close if D+20 return is >=10%, else hold to D+40 close.",min_left_right_low_price,0.0000,85,62,62,29,0,33,23,21,46.7742,46.7742,46.7742,6.3806,-0.8680,-12.7202,-7.0869,no_fixed_stop_d40_v1,53.3333,66.6667,2.0376,-56.6854,-6.5591,-19.8925,4.3430,43.9652,risk_repair_candidate_research_only,Stop rule improves average return and left-tail loss in this segment.,2026-06-29 09:28:06 Asia/Taipei
w_bottom_right_side,w_bottom_early_entry_stop_loss_audit,w_bottom_market_regime_gated_review,warning_research_variant_only,w_bottom_structure_stop_loss_review_20260629,warning_research_variant_only,research_only_pending_promotion_decision,false,w_bottom_right_low_early_entry,variant_nearest_micro_45d_event_replay,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20_bull,"Smooth rounded W-like path, signal rebound 5% to 20%, and signal date market regime is strong_bull or mild_bull.",w_structure_low_close_stop_1pct_buffer_d40,Stop when a close breaks 1% below the lower of the detected left-low and right-low prices.,min_left_right_low_price,-1.0000,85,62,46,22,16,24,23,14,47.8261,61.2903,59.6774,2.4704,3.6464,-14.3258,-7.9679,no_fixed_stop_d40_v1,53.3333,66.6667,2.0376,-56.6854,-5.5072,-5.3764,0.4328,42.3596,risk_repair_candidate_research_only,Stop rule improves average return and left-tail loss in this segment.,2026-06-29 09:28:06 Asia/Taipei
