model_id,operation_candidate_id,research_id,source_research_id,source_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,source_risk_rule_id,segment_id,entry_rule_id,entry_rule,exit_rule_id,exit_rule,outcome_definition_version,win_definition,neutral_definition,loss_definition,pdf_metric_label,pdf_subtitle_note,signal_window_role,score_window_role,source_candidate_count,confirmation_candidate_count,tradable_entry_count,incomplete_count,filter90_auto_bearish_source_count,filter90_auto_bearish_confirmed_count,score_adjustment_avg_points,win_count,neutral_count,loss_count,pure_win_rate_pct,neutral_inclusive_success_rate_pct,avg_return_pct,median_return_pct,avg_max_close_return_pct,avg_min_close_return_pct,candidate_status,promotion_boundary,approved_for_daily,production_readiness,generated_at
neckline_volume_breakout_confirmation,neckline_strict_45_signal_90_score_v1,neckline_strict_45_signal_90_score_operation_candidate,structured_neckline_dual_window_risk_penalty_audit,structured_neckline_dual_window_risk_penalty_audit_20260629,warning_research_variant_only,neckline_strict_45_signal_90_score_operation_candidate_20260629,warning_research_variant_only,broad_45_non_bearish_with_90_warning,low_position_le60_market_bull,close_ge_1pct_within_3_sessions_next_open,"After a 45-day non-bearish neckline candidate, wait until close return from the original retest entry is at least +1% within 3 sessions, then buy next open.",tp10_close_win_5pct_pullback_neutral_else_20d_close_loss,Win when close return reaches +10%; neutral when close return first reaches +5% then closes back at or below +5% before +10%; otherwise sell at the 20th close.,tp10_close_win_5pct_pullback_neutral_else_20d_loss_v1,close return reaches +10% before the 20-session limit,"close return reaches +5% first, then closes back at or below +5% before +10%","no +10% close win and no neutral trigger before the 20th close, even if the final return is positive",operation-rule win rate and neutral-inclusive success rate,PDF subtitle must label this as operation-rule evidence: win=+10% close hit; neutral=+5% close reached then pulled back to +5%; loss=otherwise 20th close.,45d_auto_non_bearish_required_entry_signal,90d_context_score_adjustment_only_not_entry_exclusion,87,51,51,0,39,19,1.8627,23,15,13,63.8889,74.5098,4.3784,4.4597,8.5713,-6.2885,promotion_candidate_requires_daily_model_change_pr,"research advisory only; does not update production model logic, ranking, scoring, daily PDF approval, or production baseline",false,not_production_ready_research_only,2026-06-29 07:20:26 Asia/Taipei
