segment_type,segment_value,source_artifact,model_id,model_name_zh,sample_size,report_date_min,report_date_max,snapshot_report_count,generated_at,evaluated_d1_count,win_rate_d1,avg_return_d1,median_return_d1,avg_mfe_d1,avg_mae_d1,evaluated_d3_count,win_rate_d3,avg_return_d3,median_return_d3,avg_mfe_d3,avg_mae_d3,evaluated_d5_count,win_rate_d5,avg_return_d5,median_return_d5,avg_mfe_d5,avg_mae_d5,evaluated_d10_count,win_rate_d10,avg_return_d10,median_return_d10,avg_mfe_d10,avg_mae_d10,confidence_status,advisory_only
model_report_bucket,tdcc_short_term_continuation_d5_d10|mainstream,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,186,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,177,41.24%,-0.61%,-0.70%,3.30%,-3.72%,140,30.71%,-2.83%,-3.10%,6.10%,-7.63%,112,35.71%,-3.54%,-4.60%,8.13%,-9.59%,14,50.00%,-1.62%,-0.78%,12.74%,-12.78%,ok_first_pass,True
model_report_bucket,tdcc_short_term_continuation_d5_d10|non_mainstream,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,56,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,54,44.44%,-0.51%,-0.44%,2.28%,-2.84%,43,23.26%,-0.73%,-1.30%,4.09%,-4.72%,34,23.53%,-1.57%,-3.74%,4.98%,-6.63%,4,25.00%,-4.87%,-6.04%,5.31%,-8.37%,small_or_early_snapshot_sample,True
model_report_bucket,volume_range_breakout|mainstream,model_signals_for_report,volume_range_breakout,放量攻擊模型,134,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,118,31.36%,-1.43%,-0.77%,3.28%,-4.34%,106,36.79%,-1.44%,-3.30%,7.00%,-8.01%,92,34.78%,-2.65%,-5.02%,9.90%,-9.70%,14,42.86%,3.71%,-1.01%,17.87%,-11.36%,ok_first_pass,True
model_report_bucket,volume_range_breakout|non_mainstream,model_signals_for_report,volume_range_breakout,放量攻擊模型,52,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,41,46.34%,-0.07%,0.00%,3.66%,-4.05%,32,46.88%,1.74%,-0.40%,7.55%,-6.23%,29,48.28%,0.25%,-0.22%,9.64%,-6.75%,4,50.00%,0.78%,-0.28%,11.47%,-8.60%,small_or_early_snapshot_sample,True
model_report_bucket,w_bottom_right_side|mainstream,model_signals_for_report,w_bottom_right_side,W底右側模型,16,20260616,20260629,8,2026-06-30 23:09:42 Asia/Taipei,16,50.00%,-0.07%,0.26%,2.74%,-1.82%,10,20.00%,-3.49%,-5.40%,4.39%,-5.53%,8,37.50%,-1.09%,-2.28%,6.41%,-5.96%,0,,,,,,small_or_early_snapshot_sample,True
model_report_bucket,w_bottom_right_side|non_mainstream,model_signals_for_report,w_bottom_right_side,W底右側模型,22,20260616,20260630,9,2026-06-30 23:09:42 Asia/Taipei,21,38.10%,0.13%,-0.16%,1.62%,-1.41%,16,31.25%,-0.49%,-0.98%,2.67%,-2.98%,12,50.00%,2.09%,-0.23%,5.92%,-3.33%,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,hot_theme_pullback|score_70_80,model_signals_for_report,hot_theme_pullback,熱門族群回檔模型,68,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,65,58.46%,0.91%,0.39%,3.17%,-1.75%,38,36.84%,-0.16%,-2.70%,5.98%,-4.66%,31,54.84%,0.93%,1.34%,7.98%,-5.16%,5,40.00%,-0.47%,-1.15%,10.01%,-6.67%,small_or_early_snapshot_sample,True
model_score_decile,hot_theme_pullback|score_80_90,model_signals_for_report,hot_theme_pullback,熱門族群回檔模型,386,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,342,41.81%,-0.29%,-0.54%,2.34%,-2.35%,259,33.20%,-1.49%,-2.40%,4.55%,-5.03%,210,36.67%,-1.17%,-2.20%,6.52%,-6.09%,39,43.59%,2.15%,-0.94%,9.69%,-8.01%,ok_first_pass,True
model_score_decile,hot_theme_pullback|score_90_100,model_signals_for_report,hot_theme_pullback,熱門族群回檔模型,47,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,38,36.84%,-0.64%,-0.70%,1.66%,-2.44%,35,25.71%,-1.95%,-3.64%,4.44%,-5.75%,32,21.88%,-5.90%,-5.99%,5.25%,-8.57%,2,50.00%,18.21%,18.21%,22.83%,-6.36%,small_or_early_snapshot_sample,True
model_score_decile,near_high_neckline_challenge|score_50_60,model_signals_for_report,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,1,20260616,20260616,1,2026-06-30 23:09:42 Asia/Taipei,1,0.00%,-1.47%,-1.47%,0.00%,-1.47%,1,0.00%,-0.73%,-0.73%,0.00%,-1.47%,1,0.00%,-0.63%,-0.63%,0.00%,-1.57%,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,near_high_neckline_challenge|score_60_70,model_signals_for_report,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,9,20260615,20260624,6,2026-06-30 23:09:42 Asia/Taipei,9,55.56%,0.24%,0.66%,1.76%,-1.11%,9,33.33%,-1.70%,-1.23%,2.20%,-2.81%,8,25.00%,-2.53%,-1.99%,2.42%,-3.61%,2,0.00%,-7.17%,-7.17%,3.62%,-9.86%,small_or_early_snapshot_sample,True
model_score_decile,near_high_neckline_challenge|score_70_80,model_signals_for_report,near_high_neckline_challenge,接近前高 / 頸線挑戰模型,3,20260615,20260622,3,2026-06-30 23:09:42 Asia/Taipei,3,0.00%,-3.15%,-3.91%,0.85%,-3.90%,3,33.33%,-1.65%,-0.56%,2.61%,-5.26%,3,33.33%,-2.94%,-0.84%,3.39%,-6.53%,1,0.00%,-0.78%,-0.78%,11.41%,-5.31%,small_or_early_snapshot_sample,True
model_score_decile,platform_strengthening|score_60_70,model_signals_for_report,platform_strengthening,平台整理轉強模型,9,20260615,20260624,6,2026-06-30 23:09:42 Asia/Taipei,9,55.56%,0.07%,0.14%,1.83%,-1.42%,9,11.11%,-1.96%,-1.40%,2.34%,-4.01%,6,16.67%,-2.89%,-2.10%,2.27%,-4.20%,1,0.00%,-0.71%,-0.71%,5.65%,-1.88%,small_or_early_snapshot_sample,True
model_score_decile,price_pullback_23ema|score_50_60,model_signals_for_report,price_pullback_23ema,股價回檔模型,9,20260616,20260630,5,2026-06-30 23:09:42 Asia/Taipei,4,50.00%,0.06%,0.01%,1.04%,-1.47%,2,50.00%,-1.20%,-1.20%,1.93%,-3.12%,2,50.00%,-0.35%,-0.35%,3.32%,-4.28%,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,price_pullback_23ema|score_60_70,model_signals_for_report,price_pullback_23ema,股價回檔模型,307,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,273,47.25%,-0.07%,0.00%,2.29%,-1.96%,193,20.21%,-2.33%,-2.25%,3.27%,-4.77%,172,25.00%,-3.02%,-2.97%,4.02%,-6.12%,17,29.41%,-1.08%,-2.87%,6.82%,-6.92%,ok_first_pass,True
model_score_decile,price_pullback_23ema|score_70_80,model_signals_for_report,price_pullback_23ema,股價回檔模型,1127,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,1069,42.47%,-0.16%,-0.27%,1.97%,-1.90%,837,31.66%,-1.22%,-1.38%,3.42%,-3.93%,692,33.09%,-1.41%,-1.70%,4.68%,-4.93%,109,46.79%,0.78%,-0.72%,7.55%,-5.43%,ok_first_pass,True
model_score_decile,price_pullback_23ema|score_80_90,model_signals_for_report,price_pullback_23ema,股價回檔模型,572,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,516,40.12%,-0.26%,-0.51%,2.08%,-2.22%,388,32.73%,-1.43%,-2.23%,4.41%,-4.84%,320,34.69%,-1.69%,-2.03%,6.20%,-6.13%,57,31.58%,-0.75%,-2.41%,8.48%,-8.84%,ok_first_pass,True
model_score_decile,price_pullback_23ema|score_90_100,model_signals_for_report,price_pullback_23ema,股價回檔模型,82,20260630,20260630,1,2026-06-30 23:09:42 Asia/Taipei,0,,,,,,0,,,,,,0,,,,,,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,pullback_short_reclaim|score_50_60,model_signals_for_report,pullback_short_reclaim,回檔後短線轉強模型,708,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,663,44.04%,-0.09%,-0.20%,2.14%,-2.05%,523,35.18%,-0.35%,-1.33%,4.39%,-3.98%,438,37.67%,-0.42%,-1.59%,6.26%,-4.76%,84,39.29%,-0.29%,-2.05%,9.56%,-7.96%,ok_first_pass,True
model_score_decile,pullback_short_reclaim|score_60_70,model_signals_for_report,pullback_short_reclaim,回檔後短線轉強模型,307,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,286,38.81%,-0.37%,-0.61%,2.43%,-2.53%,253,33.99%,-1.24%,-1.93%,4.60%,-5.00%,229,37.12%,-1.35%,-2.09%,6.51%,-6.05%,43,41.86%,0.63%,-2.11%,10.58%,-7.37%,ok_first_pass,True
model_score_decile,pullback_short_reclaim|score_70_80,model_signals_for_report,pullback_short_reclaim,回檔後短線轉強模型,7,20260615,20260629,5,2026-06-30 23:09:42 Asia/Taipei,7,42.86%,-1.04%,-0.47%,2.76%,-2.96%,5,20.00%,-1.91%,-5.58%,6.19%,-6.72%,5,20.00%,-2.56%,-5.06%,6.88%,-8.84%,1,100.00%,1.91%,1.91%,8.13%,-7.08%,small_or_early_snapshot_sample,True
model_score_decile,revenue_unreacted_range|score_70_80,model_signals_for_report,revenue_unreacted_range,營收爆發但股價尚未反應模型,185,20260615,20260630,9,2026-06-30 23:09:42 Asia/Taipei,154,46.10%,0.07%,0.00%,1.85%,-1.65%,114,38.60%,-0.77%,-0.70%,3.72%,-3.17%,94,41.49%,-0.82%,-0.52%,4.36%,-3.94%,21,33.33%,-1.63%,-0.95%,4.99%,-5.34%,ok_first_pass,True
model_score_decile,revenue_unreacted_range|score_80_90,model_signals_for_report,revenue_unreacted_range,營收爆發但股價尚未反應模型,1132,20260615,20260630,9,2026-06-30 23:09:42 Asia/Taipei,983,46.59%,-0.06%,-0.15%,2.21%,-2.08%,670,34.63%,-1.11%,-1.65%,4.47%,-4.48%,543,41.07%,-0.50%,-1.04%,6.36%,-5.26%,92,34.78%,-0.89%,-1.76%,8.81%,-7.74%,ok_first_pass,True
model_score_decile,revenue_unreacted_range|score_90_100,model_signals_for_report,revenue_unreacted_range,營收爆發但股價尚未反應模型,22,20260615,20260630,9,2026-06-30 23:09:42 Asia/Taipei,20,45.00%,-0.10%,0.00%,1.51%,-1.10%,16,31.25%,-1.38%,-1.01%,2.42%,-2.63%,14,28.57%,-1.74%,-1.13%,2.47%,-3.85%,2,0.00%,-4.06%,-4.06%,2.36%,-5.58%,small_or_early_snapshot_sample,True
model_score_decile,tdcc_short_term_continuation_d5_d10|score_60_70,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,2,20260629,20260630,2,2026-06-30 23:09:42 Asia/Taipei,1,100.00%,6.76%,6.76%,6.76%,-2.85%,0,,,,,,0,,,,,,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,tdcc_short_term_continuation_d5_d10|score_70_80,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,8,20260622,20260626,4,2026-06-30 23:09:42 Asia/Taipei,8,12.50%,-2.11%,-2.15%,1.94%,-4.05%,6,16.67%,-5.78%,-7.49%,3.17%,-8.35%,4,0.00%,-5.85%,-3.99%,4.38%,-10.16%,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,tdcc_short_term_continuation_d5_d10|score_80_90,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,54,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,51,45.10%,-1.36%,-0.62%,2.62%,-3.99%,39,15.38%,-4.05%,-4.94%,4.04%,-7.64%,30,26.67%,-4.95%,-5.28%,5.12%,-10.15%,3,33.33%,-6.41%,-4.31%,7.63%,-14.71%,small_or_early_snapshot_sample,True
model_score_decile,tdcc_short_term_continuation_d5_d10|score_90_100,model_signals_for_report,tdcc_short_term_continuation_d5_d10,TDCC短線延續模型 D+5/D+10,178,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,171,42.11%,-0.32%,-0.53%,3.22%,-3.36%,138,33.33%,-1.70%,-2.32%,6.19%,-6.69%,112,35.71%,-2.48%,-3.68%,8.11%,-8.52%,15,46.67%,-1.52%,-1.89%,11.78%,-11.22%,ok_first_pass,True
model_score_decile,volume_range_breakout|score_40_50,model_signals_for_report,volume_range_breakout,放量攻擊模型,1,20260626,20260626,1,2026-06-30 23:09:42 Asia/Taipei,1,100.00%,1.94%,1.94%,8.75%,-1.62%,0,,,,,,0,,,,,,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,volume_range_breakout|score_50_60,model_signals_for_report,volume_range_breakout,放量攻擊模型,9,20260618,20260624,3,2026-06-30 23:09:42 Asia/Taipei,9,44.44%,-0.15%,-0.72%,5.13%,-2.63%,9,44.44%,-1.85%,-3.87%,6.13%,-7.46%,8,0.00%,-7.38%,-6.72%,8.37%,-10.19%,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,volume_range_breakout|score_60_70,model_signals_for_report,volume_range_breakout,放量攻擊模型,39,20260615,20260630,8,2026-06-30 23:09:42 Asia/Taipei,36,27.78%,-2.21%,-1.89%,2.38%,-4.73%,35,48.57%,1.33%,0.00%,7.00%,-6.77%,33,48.48%,-0.15%,-1.24%,10.27%,-7.73%,11,36.36%,-0.16%,-4.54%,15.32%,-12.00%,small_or_early_snapshot_sample,True
model_score_decile,volume_range_breakout|score_70_80,model_signals_for_report,volume_range_breakout,放量攻擊模型,68,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,58,39.66%,-0.58%,-0.55%,3.47%,-3.89%,51,35.29%,-0.94%,-2.20%,6.91%,-7.43%,46,43.48%,-1.02%,-2.74%,9.69%,-9.30%,7,57.14%,8.12%,6.31%,18.22%,-8.78%,small_or_early_snapshot_sample,True
model_score_decile,volume_range_breakout|score_80_90,model_signals_for_report,volume_range_breakout,放量攻擊模型,33,20260618,20260630,7,2026-06-30 23:09:42 Asia/Taipei,26,30.77%,-1.85%,-2.23%,3.63%,-5.27%,20,30.00%,-2.88%,-4.08%,6.63%,-8.76%,15,13.33%,-4.55%,-5.20%,8.94%,-10.18%,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,volume_range_breakout|score_90_100,model_signals_for_report,volume_range_breakout,放量攻擊模型,36,20260617,20260630,8,2026-06-30 23:09:42 Asia/Taipei,29,34.48%,-0.38%,0.00%,3.44%,-4.13%,23,39.13%,-0.91%,-1.73%,8.65%,-8.26%,19,42.11%,-3.00%,-3.50%,10.75%,-9.00%,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,w_bottom_right_side|score_50_60,model_signals_for_report,w_bottom_right_side,W底右側模型,25,20260616,20260629,8,2026-06-30 23:09:42 Asia/Taipei,25,52.00%,0.27%,0.25%,2.39%,-1.42%,18,27.78%,-1.66%,-1.52%,3.49%,-3.70%,15,40.00%,0.95%,-1.83%,6.25%,-4.25%,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,w_bottom_right_side|score_60_70,model_signals_for_report,w_bottom_right_side,W底右側模型,12,20260622,20260630,6,2026-06-30 23:09:42 Asia/Taipei,11,27.27%,-0.44%,-0.84%,1.61%,-2.00%,7,28.57%,-1.26%,-3.45%,3.33%,-4.57%,5,60.00%,0.41%,0.95%,5.71%,-4.79%,0,,,,,,small_or_early_snapshot_sample,True
model_score_decile,w_bottom_right_side|score_70_80,model_signals_for_report,w_bottom_right_side,W底右側模型,1,20260624,20260624,1,2026-06-30 23:09:42 Asia/Taipei,1,0.00%,-0.48%,-0.48%,0.48%,-1.28%,1,0.00%,-4.17%,-4.17%,0.48%,-4.33%,0,,,,,,0,,,,,,small_or_early_snapshot_sample,True
volume_operation_section,volume_range_breakout|active_operation,volume_breakout_operation_section,volume_range_breakout,放量攻擊模型,28,20260618,20260630,7,2026-06-30 23:09:42 Asia/Taipei,28,71.43%,1.48%,1.09%,3.56%,-3.99%,28,46.43%,0.58%,-2.20%,9.53%,-6.72%,22,40.91%,2.00%,-1.76%,14.54%,-5.66%,13,100.00%,19.16%,27.23%,34.30%,-4.18%,small_or_early_snapshot_sample,True
volume_operation_section,volume_range_breakout|confirmed_operation,volume_breakout_operation_section,volume_range_breakout,放量攻擊模型,4,20260622,20260624,3,2026-06-30 23:09:42 Asia/Taipei,4,25.00%,-3.37%,-3.54%,4.09%,-5.45%,4,0.00%,-8.75%,-10.48%,5.34%,-12.00%,3,33.33%,-5.67%,-6.23%,7.01%,-12.84%,0,,,,,,small_or_early_snapshot_sample,True
volume_operation_section,volume_range_breakout|confirmed_unranked_operation,volume_breakout_operation_section,volume_range_breakout,放量攻擊模型,66,20260618,20260630,6,2026-06-30 23:09:42 Asia/Taipei,66,53.03%,0.98%,0.22%,3.85%,-2.77%,52,42.31%,-0.22%,-1.29%,7.80%,-6.34%,50,38.00%,-1.90%,-2.26%,10.38%,-7.86%,1,100.00%,6.31%,6.31%,15.61%,-4.98%,small_or_early_snapshot_sample,True
volume_operation_section,volume_range_breakout|pending_confirmation,volume_breakout_operation_section,volume_range_breakout,放量攻擊模型,206,20260615,20260630,10,2026-06-30 23:09:42 Asia/Taipei,186,30.11%,-1.57%,-1.68%,3.00%,-4.39%,165,35.76%,-1.64%,-2.20%,6.23%,-7.43%,141,39.01%,-1.74%,-3.93%,8.86%,-8.38%,20,45.00%,2.97%,-1.01%,15.80%,-10.67%,ok_first_pass,True
