generated_at,model_id,artifact_id,artifact_version,monthly_revenue_history_blob_sha256,monthly_revenue_canonical_table_sha256,cross_market_resolution_registry_canonical_sha256,condition_order,condition_variant_id,condition_family,condition_rule,source_event_count,source_price_mapped_event_count,source_missing_price_history_event_count,source_left_censored_event_count,source_after_price_history_event_count,source_already_reacted_event_count,source_price_unreacted_event_count,candidate_episode_count,unique_stock_count,launch_count,no_launch_count,right_censored_count,classifiable_episode_count,retrospective_launch_rate_pct,retrospective_launch_rate_wilson_low_pct,retrospective_launch_rate_wilson_high_pct,delta_vs_baseline_launch_rate_pct_points,candidate_exclusion_episode_count,excluding_candidate_launch_count,excluding_candidate_no_launch_count,excluding_candidate_classifiable_count,retrospective_launch_rate_excluding_candidates_pct,delta_vs_baseline_excluding_candidates_pct_points,first_breakout_success_count,first_breakout_failure_count,first_breakout_right_censored_count,first_breakout_classifiable_count,first_breakout_strict_success_rate_pct,known_success_4916_covered,known_success_1303_covered,source_revenue_anomaly_candidate_count,price_path_threshold_candidate_count,unresolved_price_path_candidate_count,same_stock_overlap_pair_count,right_censor_policy,sample_policy,anomaly_policy,retrospective_label_status,financial_statement_scope,decision_status,approved_for_daily,production_change,promotion_readiness
2026-08-22 13:17:53 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_source_first_condition_audit,source_first_condition_v3_20260720,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,75c3afbeb409133356ed9c9b90d72a189c101a86470de8b0a3c13e66720c208b,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,0,absolute_strong,absolute_strength,latest monthly revenue YoY >= 30% OR cumulative revenue YoY >= 20%,16627,10209,7,6410,1,4601,5608,1714,1366,318,218,1178,536,59.3284,55.1177,63.4062,0.0,170,303,211,514,58.9494,0.0,78,1312,123,1390,5.6115,True,False,166,6,5,0,"rows without 126 trading days after the latest qualifying source are right-censored, not failures",sample_count_disclosed_not_used_as_automatic_rejection,threshold candidates retained until bottom-level root-cause verification; verified model-owned price resolutions applied,research_only_eventual_launch_discrimination_not_operation_win_rate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,baseline_anchor,False,False,blocked_pending_forward_first_breakout_confirmation_feature_audit
2026-08-22 13:17:53 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_source_first_condition_audit,source_first_condition_v3_20260720,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,75c3afbeb409133356ed9c9b90d72a189c101a86470de8b0a3c13e66720c208b,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,10,absolute_or_latest_yoy_ge15,single_month_moderate_growth_sensitivity,absolute_strong OR latest monthly revenue YoY >= 15%,21465,13010,8,8444,3,5698,7312,2131,1662,401,235,1495,636,63.0503,59.2312,66.7127,3.7219,172,386,229,615,62.7642,3.8148,89,1632,152,1721,5.1714,True,True,166,8,7,0,"rows without 126 trading days after the latest qualifying source are right-censored, not failures",sample_count_disclosed_not_used_as_automatic_rejection,threshold candidates retained until bottom-level root-cause verification; verified model-owned price resolutions applied,research_only_eventual_launch_discrimination_not_operation_win_rate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,not_selected_broader_single_month_sensitivity,False,False,blocked_pending_forward_first_breakout_confirmation_feature_audit
2026-08-22 13:17:53 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_source_first_condition_audit,source_first_condition_v3_20260720,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,75c3afbeb409133356ed9c9b90d72a189c101a86470de8b0a3c13e66720c208b,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,20,absolute_or_two_month_yoy_ge10,two_month_threshold_sweep,absolute_strong OR latest revenue YoY >= 10% in two consecutive calendar months,20147,12358,7,7779,3,5463,6895,1993,1568,373,241,1379,614,60.7492,56.8314,64.5333,1.4208,171,358,234,592,60.473,1.5236,87,1508,154,1595,5.4545,True,True,166,7,6,0,"rows without 126 trading days after the latest qualifying source are right-censored, not failures",sample_count_disclosed_not_used_as_automatic_rejection,threshold candidates retained until bottom-level root-cause verification; verified model-owned price resolutions applied,research_only_eventual_launch_discrimination_not_operation_win_rate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,threshold_sweep_not_selected,False,False,blocked_pending_forward_first_breakout_confirmation_feature_audit
2026-08-22 13:17:53 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_source_first_condition_audit,source_first_condition_v3_20260720,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,75c3afbeb409133356ed9c9b90d72a189c101a86470de8b0a3c13e66720c208b,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,30,absolute_or_two_month_yoy_ge12_5,two_month_threshold_sweep,absolute_strong OR latest revenue YoY >= 12.5% in two consecutive calendar months,19102,11696,7,7396,3,5200,6496,1914,1513,362,230,1322,592,61.1486,57.1625,64.9911,1.8202,171,347,223,570,60.8772,1.9278,83,1454,141,1537,5.4001,True,True,166,7,6,0,"rows without 126 trading days after the latest qualifying source are right-censored, not failures",sample_count_disclosed_not_used_as_automatic_rejection,threshold candidates retained until bottom-level root-cause verification; verified model-owned price resolutions applied,research_only_eventual_launch_discrimination_not_operation_win_rate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,threshold_sweep_not_selected,False,False,blocked_pending_forward_first_breakout_confirmation_feature_audit
2026-08-22 13:17:53 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_source_first_condition_audit,source_first_condition_v3_20260720,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,75c3afbeb409133356ed9c9b90d72a189c101a86470de8b0a3c13e66720c208b,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,40,absolute_or_two_month_yoy_ge15,two_month_moderate_growth,absolute_strong OR latest revenue YoY >= 15% in two consecutive calendar months,18271,11184,7,7078,2,5003,6181,1848,1464,348,223,1277,571,60.9457,56.8837,64.8615,1.6173,171,333,216,549,60.6557,1.7063,82,1404,135,1486,5.5182,True,True,166,7,6,0,"rows without 126 trading days after the latest qualifying source are right-censored, not failures",sample_count_disclosed_not_used_as_automatic_rejection,threshold candidates retained until bottom-level root-cause verification; verified model-owned price resolutions applied,research_only_eventual_launch_discrimination_not_operation_win_rate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,research_candidate_selected_for_forward_confirmation_audit,False,False,blocked_pending_forward_first_breakout_confirmation_feature_audit
2026-08-22 13:17:53 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_source_first_condition_audit,source_first_condition_v3_20260720,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,75c3afbeb409133356ed9c9b90d72a189c101a86470de8b0a3c13e66720c208b,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,50,absolute_or_two_month_yoy_ge17_5,two_month_threshold_sweep,absolute_strong OR latest revenue YoY >= 17.5% in two consecutive calendar months,17706,10851,7,6847,1,4856,5995,1797,1430,341,213,1243,554,61.5523,57.4351,65.5105,2.2239,171,326,206,532,61.2782,2.3288,83,1362,131,1445,5.7439,True,True,166,7,6,0,"rows without 126 trading days after the latest qualifying source are right-censored, not failures",sample_count_disclosed_not_used_as_automatic_rejection,threshold candidates retained until bottom-level root-cause verification; verified model-owned price resolutions applied,research_only_eventual_launch_discrimination_not_operation_win_rate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,not_selected_case_boundary_overfit_risk,False,False,blocked_pending_forward_first_breakout_confirmation_feature_audit
2026-08-22 13:17:53 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_source_first_condition_audit,source_first_condition_v3_20260720,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,75c3afbeb409133356ed9c9b90d72a189c101a86470de8b0a3c13e66720c208b,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,60,absolute_or_two_month_yoy_ge18,two_month_threshold_sweep,absolute_strong OR latest revenue YoY >= 18% in two consecutive calendar months,17617,10797,7,6812,1,4838,5959,1791,1425,339,214,1238,553,61.302,57.1778,65.2702,1.9736,171,324,207,531,61.0169,2.0675,84,1355,131,1439,5.8374,True,True,166,7,6,0,"rows without 126 trading days after the latest qualifying source are right-censored, not failures",sample_count_disclosed_not_used_as_automatic_rejection,threshold candidates retained until bottom-level root-cause verification; verified model-owned price resolutions applied,research_only_eventual_launch_discrimination_not_operation_win_rate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,threshold_sweep_not_selected,False,False,blocked_pending_forward_first_breakout_confirmation_feature_audit
2026-08-22 13:17:53 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_source_first_condition_audit,source_first_condition_v3_20260720,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,75c3afbeb409133356ed9c9b90d72a189c101a86470de8b0a3c13e66720c208b,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,70,absolute_or_two_month_yoy_ge20,two_month_threshold_sweep,absolute_strong OR latest revenue YoY >= 20% in two consecutive calendar months,17273,10588,7,6677,1,4759,5829,1764,1404,330,219,1215,549,60.1093,55.9566,64.1215,0.7809,171,315,212,527,59.7723,0.8229,85,1334,129,1419,5.9901,True,False,166,7,6,0,"rows without 126 trading days after the latest qualifying source are right-censored, not failures",sample_count_disclosed_not_used_as_automatic_rejection,threshold candidates retained until bottom-level root-cause verification; verified model-owned price resolutions applied,research_only_eventual_launch_discrimination_not_operation_win_rate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,not_selected_omits_known_success_1303,False,False,blocked_pending_forward_first_breakout_confirmation_feature_audit
2026-08-22 13:17:53 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_source_first_condition_audit,source_first_condition_v3_20260720,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,75c3afbeb409133356ed9c9b90d72a189c101a86470de8b0a3c13e66720c208b,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,80,absolute_or_two_month_yoy_ge25,two_month_threshold_sweep,absolute_strong OR latest revenue YoY >= 25% in two consecutive calendar months,16816,10319,7,6489,1,4650,5669,1725,1377,321,215,1189,536,59.8881,55.6826,63.9528,0.5597,170,306,208,514,59.5331,0.5837,79,1316,124,1395,5.6631,True,False,166,6,5,0,"rows without 126 trading days after the latest qualifying source are right-censored, not failures",sample_count_disclosed_not_used_as_automatic_rejection,threshold candidates retained until bottom-level root-cause verification; verified model-owned price resolutions applied,research_only_eventual_launch_discrimination_not_operation_win_rate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,not_selected_omits_known_success_1303,False,False,blocked_pending_forward_first_breakout_confirmation_feature_audit
2026-08-22 13:17:53 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_source_first_condition_audit,source_first_condition_v3_20260720,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,75c3afbeb409133356ed9c9b90d72a189c101a86470de8b0a3c13e66720c208b,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,90,absolute_or_two_month_yoy_ge15_cumulative_improving,two_month_combo_sensitivity,absolute_strong OR two-month revenue YoY >= 15% with cumulative YoY improving,18119,11096,7,7014,2,4965,6131,1842,1460,347,224,1271,571,60.7706,56.7065,64.6907,1.4422,171,332,217,549,60.4736,1.5242,82,1396,134,1478,5.548,True,True,166,7,6,0,"rows without 126 trading days after the latest qualifying source are right-censored, not failures",sample_count_disclosed_not_used_as_automatic_rejection,threshold candidates retained until bottom-level root-cause verification; verified model-owned price resolutions applied,research_only_eventual_launch_discrimination_not_operation_win_rate,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,not_selected_extra_combo_does_not_improve,False,False,blocked_pending_forward_first_breakout_confirmation_feature_audit
