research_id,source_research_id,source_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,event_family_id,segment_id,stop_rule_id,exit_rule_id,outcome_rule_id,outcome_result,selection_reasons,evidence_status,evidence_chart_path,evidence_chart_path_absolute,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,exit_date,reference_price,reconstructed_neckline_price,neckline_anchor_date,neckline_anchor_high,left_support_date,left_support_low,right_support_date,right_support_low,support_price,support_gap_pct,support_touch_count,support_touch_dates,detection_window_start,detection_window_end,visible_context_start,visible_context_end,visual_pre_signal_sessions,visual_pre_signal_return_pct,visual_pre_signal_range_pct,visual_pre_signal_context,base_age_sessions,support_pair_span_sessions,neckline_anchor_age_sessions,base_width_pct,low_position_120_pct,entry_price,exit_price,return_pct,mfe_pct,mae_pct,manual_review_status,approved_for_daily,production_readiness,generated_at
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,loss,median_return_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/03_loss/20260421_6488_20260428_loss_-7.9602.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\03_loss\20260421_6488_20260428_loss_-7.9602.png,6488,環球晶,20260421,20260423,20260427,20260428,20260429,555.0000,555.0000,20260420,555.0000,20260109,425.0000,20260309,423.5000,424.2500,0.3529,8,20260109;20260206;20260223;20260304;20260309;20260313;20260324;20260402,20251128,20260420,20251121,20260420,95,60.1744,66.6667,bullish,62,33,1,30.8191,39.9856,603.0000,555.0000,-7.9602,0.1658,-11.4428,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,neutral,bottom_return_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/02_neutral/20250106_3163_20250109_neutral_-2.2436.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\02_neutral\20250106_3163_20250109_neutral_-2.2436.png,3163,波若威,20250106,20250107,20250108,20250109,20250113,153.0000,153.0000,20250103,153.0000,20241118,124.5000,20241218,120.0000,122.2500,3.6145,4,20241118;20241121;20241129;20241218,20240823,20250103,20240816,20250103,95,5.5749,50.8403,mixed,34,22,1,25.1534,54.9296,156.0000,152.5000,-2.2436,11.5385,-2.2436,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,neutral,median_return_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/02_neutral/20250611_2455_20250625_neutral_2.7559.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\02_neutral\20250611_2455_20250625_neutral_2.7559.png,2455,全新,20250611,20250620,20250624,20250625,20250722,112.5000,112.5000,20250513,112.5000,20250409,84.3000,20250422,87.1000,85.7000,3.3215,2,20250409;20250422,20250116,20250610,20250109,20250610,95,-32.4159,102.2539,bearish,41,8,19,31.2719,36.6420,127.0000,130.5000,2.7559,11.4173,-3.5433,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,neutral,top_return_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/02_neutral/20250630_2368_20250707_neutral_4.8414.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\02_neutral\20250630_2368_20250707_neutral_4.8414.png,2368,金像電,20250630,20250701,20250704,20250707,20250710,290.0000,290.0000,20250611,290.0000,20250311,205.0000,20250520,219.5000,212.2500,7.0732,7,20250311;20250314;20250319;20250324;20250513;20250514;20250520,20250213,20250627,20250206,20250627,95,26.3158,103.5088,bullish,73,46,13,36.6313,33.8513,299.5000,314.0000,4.8414,8.3472,-1.8364,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,neutral,missed_upside_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/02_neutral/20250703_3037_20250710_neutral_3.6290.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\02_neutral\20250703_3037_20250710_neutral_3.6290.png,3037,欣興,20250703,20250704,20250709,20250710,20250722,116.5000,116.5000,20250624,116.5000,20250331,92.0000,20250609,98.1000,95.0500,6.6304,8,20250331;20250505;20250507;20250519;20250602;20250609;20250617;20250623,20250218,20250702,20250211,20250702,95,-10.0402,90.3409,mixed,62,44,7,22.5671,32.6788,124.0000,128.5000,3.6290,14.1129,-3.6290,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,neutral,missed_upside_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/02_neutral/20250723_1727_20250728_neutral_3.2258.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\02_neutral\20250723_1727_20250728_neutral_3.2258.png,1727,中華化,20250723,20250724,20250725,20250728,20250729,27.9500,27.9500,20250528,27.9500,20250422,21.0000,20250623,20.8000,20.9000,0.9524,4,20250422;20250616;20250623;20250630,20250311,20250722,20250304,20250722,95,-12.2314,58.2697,bearish,63,41,39,33.7321,44.9239,31.0000,32.0000,3.2258,15.8065,-0.6452,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,neutral,wide_base_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/02_neutral/20250723_2316_20250730_neutral_2.6247.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\02_neutral\20250723_2316_20250730_neutral_2.6247.png,2316,楠梓電,20250723,20250724,20250729,20250730,20250804,69.5000,69.5000,20250722,69.5000,20250520,42.1000,20250603,42.1000,42.1000,0.0000,4,20250520;20250602;20250603;20250616,20250311,20250722,20250304,20250722,95,39.7201,129.3729,bullish,44,8,1,65.0831,55.6309,76.2000,78.2000,2.6247,9.3176,-3.8058,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,neutral,median_return_review;missed_upside_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/02_neutral/20250918_6706_20250930_neutral_2.8605.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\02_neutral\20250918_6706_20250930_neutral_2.8605.png,6706,惠特,20250918,20250919,20250926,20250930,20251001,76.9000,76.9000,20250917,76.9000,20250623,59.2000,20250813,60.4000,59.8000,2.0270,11,20250623;20250630;20250701;20250702;20250708;20250717;20250722;20250801;20250813;20250820;20250902,20250507,20250917,20250429,20250917,95,2.0604,33.2756,sideways_or_consolidation,59,37,1,28.5953,57.7657,83.9000,86.3000,2.8605,15.4946,-0.4768,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,neutral,top_return_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/02_neutral/20251231_3714_20260106_neutral_4.6025.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\02_neutral\20251231_3714_20260106_neutral_4.6025.png,3714,富采,20251231,20260102,20260105,20260106,20260127,34.8500,34.8500,20251212,34.8500,20251105,32.8000,20251208,31.9500,32.3750,2.5915,8,20251105;20251110;20251111;20251124;20251201;20251205;20251208;20251218,20250812,20251230,20250805,20251230,95,-7.3919,35.6209,mixed,39,23,12,7.6448,47.2477,35.8500,37.5000,4.6025,8.7866,-4.4630,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,neutral,top_return_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/02_neutral/20260226_3596_20260306_neutral_4.5113.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\02_neutral\20260226_3596_20260306_neutral_4.5113.png,3596,智易,20260226,20260302,20260305,20260306,20260316,195.0000,195.0000,20251203,195.0000,20251118,178.0000,20251219,177.5000,177.7500,0.2809,12,20251118;20251124;20251128;20251201;20251205;20251216;20251219;20251231;20260108;20260113;20260130;20260206,20251003,20260225,20250925,20260225,95,-14.4495,34.1176,bearish,63,23,52,9.7046,33.3333,199.5000,208.5000,4.5113,7.2682,-4.2607,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
