research_id,source_research_id,source_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,event_family_id,segment_id,stop_rule_id,exit_rule_id,outcome_rule_id,outcome_result,selection_reasons,evidence_status,evidence_chart_path,evidence_chart_path_absolute,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,exit_date,reference_price,reconstructed_neckline_price,neckline_anchor_date,neckline_anchor_high,left_support_date,left_support_low,right_support_date,right_support_low,support_price,support_gap_pct,support_touch_count,support_touch_dates,detection_window_start,detection_window_end,visible_context_start,visible_context_end,visual_pre_signal_sessions,visual_pre_signal_return_pct,visual_pre_signal_range_pct,visual_pre_signal_context,base_age_sessions,support_pair_span_sessions,neckline_anchor_age_sessions,base_width_pct,low_position_120_pct,entry_price,exit_price,return_pct,mfe_pct,mae_pct,manual_review_status,approved_for_daily,production_readiness,generated_at
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,loss,top_return_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/03_loss/20250213_1305_20250220_loss_1.8657.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\03_loss\20250213_1305_20250220_loss_1.8657.png,1305,華夏,20250213,20250214,20250219,20250220,20250320,12.7500,12.7500,20250203,12.7500,20250106,11.4500,20250117,11.0500,11.2500,3.4934,5,20250106;20250113;20250117;20250205;20250206,20240924,20250212,20240916,20250212,95,-23.4568,69.1589,bearish,21,9,8,13.3333,31.0811,13.4000,13.6500,1.8657,4.4776,-4.4776,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,loss,top_return_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/03_loss/20250221_1528_20250227_loss_0.0000.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\03_loss\20250221_1528_20250227_loss_0.0000.png,1528,恩德,20250221,20250225,20250226,20250227,20250227,15.8500,15.8500,20250218,15.8500,20250113,13.1500,20250203,13.2000,13.1750,0.3802,3,20250113;20250120;20250203,20241004,20250220,20240925,20250220,95,1.7065,81.7490,mixed,22,8,3,20.3036,32.2870,14.8000,14.8000,0.0000,7.0946,-1.3514,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,loss,top_return_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/03_loss/20250821_3481_20250829_loss_2.8169.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\03_loss\20250821_3481_20250829_loss_2.8169.png,3481,群創,20250821,20250822,20250828,20250829,20251002,12.8500,12.8500,20250819,12.8500,20250603,11.7500,20250701,11.5500,11.6500,1.7021,9,20250603;20250609;20250616;20250623;20250701;20250716;20250722;20250801;20250804,20250414,20250820,20250402,20250820,95,-19.4888,42.2727,bearish,57,20,2,10.3004,44.0367,14.2000,14.6000,2.8169,9.8592,-7.3944,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,loss,lowest_position_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/03_loss/20260107_6147_20260114_loss_-4.9123.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\03_loss\20260107_6147_20260114_loss_-4.9123.png,6147,頎邦,20260107,20260108,20260113,20260114,20260202,54.9000,54.9000,20260102,54.9000,20251118,51.5000,20251229,51.7000,51.6000,0.3883,9,20251118;20251121;20251205;20251210;20251215;20251216;20251219;20251226;20251229,20250121,20260106,20250114,20260106,95,-13.3226,503.7549,bearish,34,28,3,6.3953,1.8831,57.0000,54.2000,-4.9123,5.2632,-6.8421,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,loss,drawdown_risk_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/03_loss/20260116_3051_20260121_loss_-14.5756.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\03_loss\20260116_3051_20260121_loss_-14.5756.png,3051,力特,20260116,20260119,20260120,20260121,20260226,22.2000,22.2000,20260108,22.2000,20251124,17.8000,20251210,17.8000,17.8000,0.0000,5,20251124;20251210;20251219;20251230;20260106,20250827,20260115,20250820,20260115,95,-5.6156,35.9551,mixed,37,12,6,24.7191,55.9524,27.1000,23.1500,-14.5756,8.4871,-18.4502,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,loss,median_return_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/03_loss/20260119_3545_20260127_loss_-8.0702.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\03_loss\20260119_3545_20260127_loss_-8.0702.png,3545,敦泰,20260119,20260120,20260126,20260127,20260202,55.3000,55.3000,20260106,55.3000,20251121,48.7500,20251216,49.5500,49.1500,1.6410,11,20251121;20251124;20251201;20251202;20251205;20251210;20251216;20251219;20260105;20260109;20260112,20250828,20260116,20250821,20260116,95,-20.5706,49.4867,bearish,39,17,9,12.5127,33.6100,57.0000,52.4000,-8.0702,0.5263,-8.2456,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,loss,bottom_return_review;drawdown_risk_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/03_loss/20260121_2363_20260128_loss_-17.7419.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\03_loss\20260121_2363_20260128_loss_-17.7419.png,2363,矽統,20260121,20260122,20260127,20260128,20260202,53.0000,53.0000,20260120,53.0000,20251121,46.0500,20260105,46.0500,46.0500,0.0000,6,20251121;20251201;20251210;20251216;20251224;20260105,20250901,20260120,20250825,20260120,95,-4.7794,44.6254,mixed,41,29,1,15.0923,52.7981,62.0000,51.0000,-17.7419,2.4194,-19.3548,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,loss,drawdown_risk_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/03_loss/20260211_3230_20260303_loss_-11.2676.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\03_loss\20260211_3230_20260303_loss_-11.2676.png,3230,錦明,20260211,20260223,20260302,20260303,20260330,40.5000,40.5000,20260210,40.5000,20260106,34.1500,20260121,34.1000,34.1250,0.1464,6,20260106;20260107;20260113;20260116;20260121;20260122,20250307,20260210,20250227,20260210,95,-24.8039,133.1450,bearish,26,11,1,18.6813,43.8472,46.1500,40.9500,-11.2676,1.4085,-18.3099,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,loss,bottom_return_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/03_loss/20260224_6290_20260306_loss_-16.9528.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\03_loss\20260224_6290_20260306_loss_-16.9528.png,6290,良維,20260224,20260304,20260305,20260306,20260331,202.0000,202.0000,20260223,202.0000,20251118,170.0000,20251205,165.0000,167.5000,2.9412,9,20251118;20251119;20251205;20251216;20251217;20251218;20260113;20260121;20260206,20250311,20260223,20250304,20260223,95,129.5082,332.7522,bullish,61,13,1,20.5970,50.1089,233.0000,193.5000,-16.9528,5.5794,-18.2403,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
structured_neckline_retest_evidence_shortlist,structured_neckline_retest_review_shortlist,structured_neckline_retest_review_shortlist_20260627,warning_research_variant_only,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,loss,bottom_return_review,reconstructed_from_signal_90d_window,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/03_loss/20260417_3013_20260423_loss_-15.2610.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\03_loss\20260417_3013_20260423_loss_-15.2610.png,3013,晟銘電,20260417,20260420,20260422,20260423,20260430,111.0000,111.0000,20260330,111.0000,20260310,89.5000,20260327,92.1000,90.8000,2.9050,4,20260310;20260313;20260323;20260327,20251126,20260416,20251119,20260416,95,-12.5000,58.6592,bearish,26,13,12,22.2467,36.7521,124.5000,105.5000,-15.2610,1.2048,-16.4659,pending_user_chart_review,false,not_production_ready_research_only,2026-06-28 23:05:14 Asia/Taipei
