generated_at,audit_id,audit_version,source_artifact,source_row_index,signal_date,model_id,stock_id,stock_name,coverage_status,matched_revenue_period,matched_source_table_date,history_rows_for_stock,history_rows_asof,matched_revenue_numerical_anomaly_flag,research_join_allowed,formal_model_revenue_gate_ready,blocker_reason
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3108,20260605,price_pullback_23ema,2395,研華,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3109,20260605,price_pullback_23ema,2406,國碩,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3110,20260605,price_pullback_23ema,2412,中華電,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3111,20260605,price_pullback_23ema,2413,環科,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3112,20260605,price_pullback_23ema,2436,偉詮電,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3113,20260605,price_pullback_23ema,2439,美律,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3114,20260605,price_pullback_23ema,2440,太空梭,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3115,20260605,price_pullback_23ema,2449,京元電子,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3116,20260605,price_pullback_23ema,2458,義隆,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3117,20260605,price_pullback_23ema,2465,麗臺,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3118,20260605,price_pullback_23ema,2476,鉅祥,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3119,20260605,price_pullback_23ema,2489,瑞軒,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3120,20260605,price_pullback_23ema,2498,宏達電,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3121,20260605,price_pullback_23ema,2504,國產,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3122,20260605,price_pullback_23ema,2511,太子,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3123,20260605,price_pullback_23ema,2520,冠德,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3124,20260605,price_pullback_23ema,2537,聯上發,ready_asof_history_row,202604,20260517,25,24,True,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3125,20260605,price_pullback_23ema,2542,興富發,ready_asof_history_row,202604,20260517,25,24,True,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3126,20260605,price_pullback_23ema,2547,日勝生,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3127,20260605,price_pullback_23ema,2606,裕民,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3128,20260605,price_pullback_23ema,2609,陽明,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3129,20260605,price_pullback_23ema,2610,華航,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3130,20260605,price_pullback_23ema,2612,中航,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3131,20260605,price_pullback_23ema,2614,東森,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3132,20260605,price_pullback_23ema,2618,長榮航,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3133,20260605,price_pullback_23ema,2645,長榮航太,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3134,20260605,price_pullback_23ema,2731,雄獅,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3135,20260605,price_pullback_23ema,2801,彰銀,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3136,20260605,price_pullback_23ema,2820,華票,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3137,20260605,price_pullback_23ema,2834,臺企銀,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3138,20260605,price_pullback_23ema,2836,高雄銀,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3139,20260605,price_pullback_23ema,2884,玉山金,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3140,20260605,price_pullback_23ema,2886,兆豐金,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3141,20260605,price_pullback_23ema,2892,第一金,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3142,20260605,price_pullback_23ema,2912,統一超,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3143,20260605,price_pullback_23ema,3003,健和興,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3144,20260605,price_pullback_23ema,3005,神基,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3145,20260605,price_pullback_23ema,3013,晟銘電,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3146,20260605,price_pullback_23ema,3014,聯陽,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3147,20260605,price_pullback_23ema,3032,偉訓,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3148,20260605,price_pullback_23ema,3034,聯詠,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3149,20260605,price_pullback_23ema,3036,文曄,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3150,20260605,price_pullback_23ema,3043,科風,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3151,20260605,price_pullback_23ema,3045,台灣大,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3152,20260605,price_pullback_23ema,3047,訊舟,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3153,20260605,price_pullback_23ema,3048,益登,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3154,20260605,price_pullback_23ema,3051,力特,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3155,20260605,price_pullback_23ema,3062,建漢,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3156,20260605,price_pullback_23ema,3135,凌航,ready_asof_history_row,202604,20260517,25,24,True,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3157,20260605,price_pullback_23ema,3209,全科,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3158,20260605,price_pullback_23ema,3305,昇貿,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3159,20260605,price_pullback_23ema,3338,泰碩,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3160,20260605,price_pullback_23ema,3380,明泰,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3161,20260605,price_pullback_23ema,3504,揚明光,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3162,20260605,price_pullback_23ema,3515,華擎,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3163,20260605,price_pullback_23ema,3535,晶彩科,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3164,20260605,price_pullback_23ema,3694,海華,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3165,20260605,price_pullback_23ema,3703,欣陸,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3166,20260605,price_pullback_23ema,3711,日月光投控,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3167,20260605,price_pullback_23ema,3714,富采,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3168,20260605,price_pullback_23ema,3716,中化控股,ready_asof_history_row,202604,20260517,22,21,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3169,20260605,price_pullback_23ema,4142,國光生,ready_asof_history_row,202604,20260517,25,24,True,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3170,20260605,price_pullback_23ema,4426,利勤,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3171,20260605,price_pullback_23ema,4540,全球傳動,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3172,20260605,price_pullback_23ema,4566,時碩工業,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3173,20260605,price_pullback_23ema,4720,德淵,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3174,20260605,price_pullback_23ema,4904,遠傳,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3175,20260605,price_pullback_23ema,4915,致伸,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3176,20260605,price_pullback_23ema,5225,東科-KY,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3177,20260605,price_pullback_23ema,5269,祥碩,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3178,20260605,price_pullback_23ema,5284,jpp-KY,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3179,20260605,price_pullback_23ema,5434,崇越,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3180,20260605,price_pullback_23ema,5534,長虹,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3181,20260605,price_pullback_23ema,5608,四維航,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3182,20260605,price_pullback_23ema,5876,上海商銀,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3183,20260605,price_pullback_23ema,5880,合庫金,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3184,20260605,price_pullback_23ema,6024,群益期,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3185,20260605,price_pullback_23ema,6108,競國,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3186,20260605,price_pullback_23ema,6152,百一,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3187,20260605,price_pullback_23ema,6153,嘉聯益,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3188,20260605,price_pullback_23ema,6165,浪凡,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3189,20260605,price_pullback_23ema,6177,達麗,ready_asof_history_row,202604,20260517,25,24,True,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3190,20260605,price_pullback_23ema,6205,詮欣,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3191,20260605,price_pullback_23ema,6224,聚鼎,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
2026-07-04 17:25:01 Asia/Taipei,monthly_revenue_coverage_backfill_audit,coverage_backfill_audit_v1,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,3192,20260605,price_pullback_23ema,6257,矽格,ready_asof_history_row,202604,20260517,25,24,False,True,False,coverage row exists but formal gate still requires sufficient history coverage audit
