artifact_version,model_id,snapshot_revision_policy,entry_rule,exit_rule,stop_rule,published_source_row_count,unique_signal_event_count,duplicate_presentation_row_count,snapshot_report_count,report_date_min,report_date_max,source_snapshot_set_sha256,source_price_set_sha256,primary_metric_basis,primary_retains_unresolved_anomaly_candidates,excluded_anomaly_candidate_count,right_censoring_policy,sensitivity_analysis_basis,sensitivity_is_corrected_primary,price_source_formal_lineage_status,formal_use_allowed,trade_eligible,promotion_evidence_allowed,operation_contract_status,interpretation_status,generated_at,horizon,holding_trading_rows,signal_event_count,mature_count,not_mature_count,right_censored_count,invalid_price_count,win_count,neutral_count,failure_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,average_return_pct,median_return_pct,unresolved_anomaly_candidate_count,sensitivity_sample_count,sensitivity_excluded_anomaly_candidate_count,sensitivity_win_count,sensitivity_neutral_count,sensitivity_failure_count,sensitivity_win_rate_pct,sensitivity_average_return_pct,sensitivity_median_return_pct,promotion_blockers
pullback_short_reclaim_published_signal_replay_v1,pullback_short_reclaim,latest_revision_per_report_date_artifact,signal_date_next_trading_day_open,fixed_future_close_research_comparison,undefined_decision_required,3020,2992,28,32,20260615,20260901,1b427a6bb40b99cfce6464d931e173862231216817806282513e1b949c45e81a,a5fcb3938ad69f449c3d3e2a992fa38d572f36ae85dd920d66342a3d937eb64e,unique_signal_event_including_unresolved_anomaly_candidates,True,0,per_horizon_incomplete_forward_price_excluded_from_horizon_metrics,excluding_unresolved_anomaly_candidates_sensitivity_only,False,mutable_current_files_unpinned_block_formal_use,False,False,False,decision_required,research_only_operation_decision_required,2026-09-02 18:50:51 Asia/Taipei,D+5,5,2992,2239,753,753,0,788,25,1426,35.194283,1.11657,63.689147,-1.924528,-2.327935,0,2239,0,788,25,1426,35.194283,-1.924528,-2.327935,operation_contract_decision_required;mutable_price_source_unpinned;market_calendar_proof_missing
pullback_short_reclaim_published_signal_replay_v1,pullback_short_reclaim,latest_revision_per_report_date_artifact,signal_date_next_trading_day_open,fixed_future_close_research_comparison,undefined_decision_required,3020,2992,28,32,20260615,20260901,1b427a6bb40b99cfce6464d931e173862231216817806282513e1b949c45e81a,a5fcb3938ad69f449c3d3e2a992fa38d572f36ae85dd920d66342a3d937eb64e,unique_signal_event_including_unresolved_anomaly_candidates,True,0,per_horizon_incomplete_forward_price_excluded_from_horizon_metrics,excluding_unresolved_anomaly_candidates_sensitivity_only,False,mutable_current_files_unpinned_block_formal_use,False,False,False,decision_required,research_only_operation_decision_required,2026-09-02 18:50:51 Asia/Taipei,D+10,10,2992,2024,968,968,0,583,12,1429,28.804348,0.592885,70.602767,-5.46953,-5.424129,0,2024,0,583,12,1429,28.804348,-5.46953,-5.424129,operation_contract_decision_required;mutable_price_source_unpinned;market_calendar_proof_missing
pullback_short_reclaim_published_signal_replay_v1,pullback_short_reclaim,latest_revision_per_report_date_artifact,signal_date_next_trading_day_open,fixed_future_close_research_comparison,undefined_decision_required,3020,2992,28,32,20260615,20260901,1b427a6bb40b99cfce6464d931e173862231216817806282513e1b949c45e81a,a5fcb3938ad69f449c3d3e2a992fa38d572f36ae85dd920d66342a3d937eb64e,unique_signal_event_including_unresolved_anomaly_candidates,True,0,per_horizon_incomplete_forward_price_excluded_from_horizon_metrics,excluding_unresolved_anomaly_candidates_sensitivity_only,False,mutable_current_files_unpinned_block_formal_use,False,False,False,decision_required,research_only_operation_decision_required,2026-09-02 18:50:51 Asia/Taipei,D+20,20,2992,1966,1026,1026,0,433,9,1524,22.024415,0.457782,77.517803,-8.666673,-9.333542,1,1965,1,433,9,1523,22.035623,-8.626162,-9.326425,operation_contract_decision_required;mutable_price_source_unpinned;market_calendar_proof_missing;unresolved_anomaly_candidate
