model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,candidate_set_id,candidate_set_family,neckline_gap_min_pct,neckline_gap_max_pct,right_rebound_min_pct,right_rebound_max_pct,second_arc_volume_ratio_min,sample_size,unique_stocks,w_shape_completed_count,w_shape_completed_rate,neckline_volume_breakout_count,neckline_volume_breakout_rate,right_low_failed_count,right_low_failed_rate,too_near_neckline_count,too_near_neckline_rate,completed_without_volume_breakout_count,completed_without_volume_breakout_rate,late_completion_count,late_completion_rate,no_completion_count,no_completion_rate,future_window_incomplete_count,future_window_incomplete_rate,review_score,sample_status,interpretation,approved_for_daily,generated_at
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_7_12_vol_1_2,combined_grid,2.0,30.0,7.0,12.0,1.2,69,65,24,34.7826,11,15.942,14,20.2899,2,2.8986,11,15.942,15,21.7391,9,13.0435,7,10.1449,14.3478,thin_but_reviewable,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_7_12_vol_1_5,combined_grid,2.0,30.0,7.0,12.0,1.5,34,33,12,35.2941,5,14.7059,11,32.3529,0,0.0,7,20.5882,4,11.7647,6,17.6471,1,2.9412,10.4412,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_7_12_vol_2_0,combined_grid,2.0,30.0,7.0,12.0,2.0,15,15,3,20.0,1,6.6667,5,33.3333,0,0.0,2,13.3333,4,26.6667,3,20.0,0,0.0,-1.0,too_small,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_7_15_vol_1_2,combined_grid,2.0,30.0,7.0,15.0,1.2,87,80,34,39.0805,13,14.9425,17,19.5402,5,5.7471,16,18.3908,19,21.8391,10,11.4943,7,8.046,13.046,thin_but_reviewable,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_7_15_vol_1_5,combined_grid,2.0,30.0,7.0,15.0,1.5,44,41,18,40.9091,6,13.6364,13,29.5455,3,6.8182,9,20.4545,6,13.6364,6,13.6364,1,2.2727,8.0682,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_2_30_rebound_7_15_vol_2_0,combined_grid,2.0,30.0,7.0,15.0,2.0,19,17,6,31.5789,1,5.2632,5,26.3158,2,10.5263,3,15.7895,5,26.3158,3,15.7895,0,0.0,-2.8947,too_small,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_3_12_vol_1_2,combined_grid,3.0,15.0,3.0,12.0,1.2,272,185,92,33.8235,29,10.6618,90,33.0882,0,0.0,63,23.1618,44,16.1765,24,8.8235,22,8.0882,5.8456,broad_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_3_12_vol_1_5,combined_grid,3.0,15.0,3.0,12.0,1.5,131,104,43,32.8244,14,10.687,48,36.6412,0,0.0,29,22.1374,14,10.687,16,12.2137,10,7.6336,4.4275,medium_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_3_12_vol_2_0,combined_grid,3.0,15.0,3.0,12.0,2.0,55,44,16,29.0909,3,5.4545,20,36.3636,0,0.0,13,23.6364,7,12.7273,9,16.3636,3,5.4545,-1.4546,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_3_15_vol_1_2,combined_grid,3.0,15.0,3.0,15.0,1.2,285,193,100,35.0877,31,10.8772,91,31.9298,1,0.3509,68,23.8596,47,16.4912,25,8.7719,22,7.7193,6.5439,broad_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_3_15_vol_1_5,combined_grid,3.0,15.0,3.0,15.0,1.5,138,109,47,34.058,15,10.8696,49,35.5072,1,0.7246,31,22.4638,16,11.5942,16,11.5942,10,7.2464,4.8914,medium_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_3_15_vol_2_0,combined_grid,3.0,15.0,3.0,15.0,2.0,57,45,17,29.8246,3,5.2632,20,35.0877,0,0.0,14,24.5614,8,14.0351,9,15.7895,3,5.2632,-1.0526,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_5_12_vol_1_2,combined_grid,3.0,15.0,5.0,12.0,1.2,102,88,37,36.2745,9,8.8235,23,22.549,0,0.0,28,27.451,20,19.6078,11,10.7843,11,10.7843,8.1863,medium_sample,breakout_conversion_weaker_than_baseline,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_5_12_vol_1_5,combined_grid,3.0,15.0,5.0,12.0,1.5,48,43,15,31.25,3,6.25,14,29.1667,0,0.0,12,25.0,7,14.5833,9,18.75,3,6.25,2.2917,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_5_12_vol_2_0,combined_grid,3.0,15.0,5.0,12.0,2.0,24,21,4,16.6667,0,0.0,6,25.0,0,0.0,4,16.6667,6,25.0,7,29.1667,1,4.1667,-5.4167,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_5_15_vol_1_2,combined_grid,3.0,15.0,5.0,15.0,1.2,115,98,45,39.1304,11,9.5652,24,20.8696,1,0.8696,33,28.6957,23,20.0,12,10.4348,11,9.5652,9.6521,medium_sample,breakout_conversion_weaker_than_baseline,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_5_15_vol_1_5,combined_grid,3.0,15.0,5.0,15.0,1.5,55,49,19,34.5455,4,7.2727,15,27.2727,1,1.8182,14,25.4545,9,16.3636,9,16.3636,3,5.4545,3.7273,thin_but_reviewable,breakout_conversion_weaker_than_baseline,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_5_15_vol_2_0,combined_grid,3.0,15.0,5.0,15.0,2.0,26,22,5,19.2308,0,0.0,6,23.0769,0,0.0,5,19.2308,7,26.9231,7,26.9231,1,3.8462,-4.2308,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_7_12_vol_1_2,combined_grid,3.0,15.0,7.0,12.0,1.2,52,48,15,28.8462,7,13.4615,11,21.1538,0,0.0,8,15.3846,14,26.9231,6,11.5385,6,11.5385,11.8269,thin_but_reviewable,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_7_12_vol_1_5,combined_grid,3.0,15.0,7.0,12.0,1.5,26,25,8,30.7692,3,11.5385,8,30.7692,0,0.0,5,19.2308,4,15.3846,5,19.2308,1,3.8462,6.9231,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_7_12_vol_2_0,combined_grid,3.0,15.0,7.0,12.0,2.0,13,13,2,15.3846,0,0.0,4,30.7692,0,0.0,2,15.3846,4,30.7692,3,23.0769,0,0.0,-7.6923,too_small,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_7_15_vol_1_2,combined_grid,3.0,15.0,7.0,15.0,1.2,65,59,23,35.3846,9,13.8462,12,18.4615,1,1.5385,13,20.0,17,26.1538,7,10.7692,6,9.2308,13.6923,thin_but_reviewable,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_7_15_vol_1_5,combined_grid,3.0,15.0,7.0,15.0,1.5,33,31,12,36.3636,4,12.1212,9,27.2727,1,3.0303,7,21.2121,6,18.1818,5,15.1515,1,3.0303,8.3333,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_15_rebound_7_15_vol_2_0,combined_grid,3.0,15.0,7.0,15.0,2.0,15,14,3,20.0,0,0.0,4,26.6667,0,0.0,3,20.0,5,33.3333,3,20.0,0,0.0,-5.3333,too_small,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_3_12_vol_1_2,combined_grid,3.0,20.0,3.0,12.0,1.2,320,213,96,30.0,33,10.3125,114,35.625,0,0.0,63,19.6875,50,15.625,34,10.625,26,8.125,3.8438,broad_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_3_12_vol_1_5,combined_grid,3.0,20.0,3.0,12.0,1.5,153,121,45,29.4118,16,10.4575,61,39.8693,0,0.0,29,18.9542,16,10.4575,20,13.0719,11,7.1895,2.3856,medium_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_3_12_vol_2_0,combined_grid,3.0,20.0,3.0,12.0,2.0,61,50,16,26.2295,3,4.918,25,40.9836,0,0.0,13,21.3115,7,11.4754,10,16.3934,3,4.918,-4.1804,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_3_15_vol_1_2,combined_grid,3.0,20.0,3.0,15.0,1.2,334,221,104,31.1377,35,10.479,116,34.7305,1,0.2994,68,20.3593,53,15.8683,35,10.479,26,7.7844,4.4012,broad_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_3_15_vol_1_5,combined_grid,3.0,20.0,3.0,15.0,1.5,161,126,49,30.4348,17,10.559,63,39.1304,1,0.6211,31,19.2547,18,11.1801,20,12.4224,11,6.8323,2.6398,medium_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_3_15_vol_2_0,combined_grid,3.0,20.0,3.0,15.0,2.0,63,51,17,26.9841,3,4.7619,25,39.6825,0,0.0,14,22.2222,8,12.6984,10,15.873,3,4.7619,-3.7302,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_5_12_vol_1_2,combined_grid,3.0,20.0,5.0,12.0,1.2,119,102,40,33.6134,12,10.084,30,25.2101,0,0.0,28,23.5294,21,17.6471,15,12.605,13,10.9244,7.9831,medium_sample,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_5_12_vol_1_5,combined_grid,3.0,20.0,5.0,12.0,1.5,56,50,17,30.3571,5,8.9286,17,30.3571,0,0.0,12,21.4286,7,12.5,12,21.4286,3,5.3571,4.375,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_5_12_vol_2_0,combined_grid,3.0,20.0,5.0,12.0,2.0,26,23,4,15.3846,0,0.0,7,26.9231,0,0.0,4,15.3846,6,23.0769,8,30.7692,1,3.8462,-6.3462,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_5_15_vol_1_2,combined_grid,3.0,20.0,5.0,15.0,1.2,133,113,48,36.0902,14,10.5263,32,24.0602,1,0.7519,33,24.812,24,18.0451,16,12.0301,13,9.7744,8.9473,medium_sample,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_5_15_vol_1_5,combined_grid,3.0,20.0,5.0,15.0,1.5,64,57,21,32.8125,6,9.375,19,29.6875,1,1.5625,14,21.875,9,14.0625,12,18.75,3,4.6875,4.7656,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_5_15_vol_2_0,combined_grid,3.0,20.0,5.0,15.0,2.0,28,24,5,17.8571,0,0.0,7,25.0,0,0.0,5,17.8571,7,25.0,8,28.5714,1,3.5714,-5.1786,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_7_12_vol_1_2,combined_grid,3.0,20.0,7.0,12.0,1.2,58,54,17,29.3103,9,15.5172,13,22.4138,0,0.0,8,13.7931,14,24.1379,8,13.7931,6,10.3448,13.5344,thin_but_reviewable,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_7_12_vol_1_5,combined_grid,3.0,20.0,7.0,12.0,1.5,30,29,9,30.0,4,13.3333,10,33.3333,0,0.0,5,16.6667,4,13.3333,6,20.0,1,3.3333,7.6666,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_7_12_vol_2_0,combined_grid,3.0,20.0,7.0,12.0,2.0,14,14,2,14.2857,0,0.0,5,35.7143,0,0.0,2,14.2857,4,28.5714,3,21.4286,0,0.0,-9.6429,too_small,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_7_15_vol_1_2,combined_grid,3.0,20.0,7.0,15.0,1.2,72,66,25,34.7222,11,15.2778,15,20.8333,1,1.3889,13,18.0556,17,23.6111,9,12.5,6,8.3333,14.2361,thin_but_reviewable,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_7_15_vol_1_5,combined_grid,3.0,20.0,7.0,15.0,1.5,38,36,13,34.2105,5,13.1579,12,31.5789,1,2.6316,7,18.4211,6,15.7895,6,15.7895,1,2.6316,7.6316,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_20_rebound_7_15_vol_2_0,combined_grid,3.0,20.0,7.0,15.0,2.0,16,15,3,18.75,0,0.0,5,31.25,0,0.0,3,18.75,5,31.25,3,18.75,0,0.0,-7.1875,too_small,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_3_12_vol_1_2,combined_grid,3.0,30.0,3.0,12.0,1.2,332,221,97,29.2169,33,9.9398,121,36.4458,0,0.0,64,19.2771,50,15.0602,36,10.8434,28,8.4337,3.0272,broad_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_3_12_vol_1_5,combined_grid,3.0,30.0,3.0,12.0,1.5,160,126,46,28.75,16,10.0,65,40.625,0,0.0,30,18.75,16,10.0,21,13.125,12,7.5,1.5313,medium_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_3_12_vol_2_0,combined_grid,3.0,30.0,3.0,12.0,2.0,62,51,16,25.8065,3,4.8387,26,41.9355,0,0.0,13,20.9677,7,11.2903,10,16.129,3,4.8387,-4.6774,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_3_15_vol_1_2,combined_grid,3.0,30.0,3.0,15.0,1.2,347,229,105,30.2594,35,10.0865,124,35.7349,1,0.2882,69,19.8847,53,15.2738,37,10.6628,28,8.0692,3.4871,broad_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_3_15_vol_1_5,combined_grid,3.0,30.0,3.0,15.0,1.5,168,130,50,29.7619,17,10.119,67,39.881,1,0.5952,32,19.0476,18,10.7143,21,12.5,12,7.1429,1.8154,medium_sample,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_3_15_vol_2_0,combined_grid,3.0,30.0,3.0,15.0,2.0,64,52,17,26.5625,3,4.6875,26,40.625,0,0.0,14,21.875,8,12.5,10,15.625,3,4.6875,-4.2187,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_5_12_vol_1_2,combined_grid,3.0,30.0,5.0,12.0,1.2,123,105,41,33.3333,12,9.7561,32,26.0163,0,0.0,29,23.5772,21,17.0732,16,13.0081,13,10.5691,7.3171,medium_sample,breakout_conversion_weaker_than_baseline,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_5_12_vol_1_5,combined_grid,3.0,30.0,5.0,12.0,1.5,59,52,18,30.5085,5,8.4746,18,30.5085,0,0.0,13,22.0339,7,11.8644,13,22.0339,3,5.0847,3.8983,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_5_12_vol_2_0,combined_grid,3.0,30.0,5.0,12.0,2.0,26,23,4,15.3846,0,0.0,7,26.9231,0,0.0,4,15.3846,6,23.0769,8,30.7692,1,3.8462,-6.3462,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_5_15_vol_1_2,combined_grid,3.0,30.0,5.0,15.0,1.2,138,117,49,35.5072,14,10.1449,35,25.3623,1,0.7246,34,24.6377,24,17.3913,17,12.3188,13,9.4203,8.0072,medium_sample,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_5_15_vol_1_5,combined_grid,3.0,30.0,5.0,15.0,1.5,67,59,22,32.8358,6,8.9552,20,29.8507,1,1.4925,15,22.3881,9,13.4328,13,19.403,3,4.4776,4.3284,thin_but_reviewable,right_low_failure_still_high,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_5_15_vol_2_0,combined_grid,3.0,30.0,5.0,15.0,2.0,28,24,5,17.8571,0,0.0,7,25.0,0,0.0,5,17.8571,7,25.0,8,28.5714,1,3.5714,-5.1786,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_7_12_vol_1_2,combined_grid,3.0,30.0,7.0,12.0,1.2,59,55,18,30.5085,9,15.2542,13,22.0339,0,0.0,9,15.2542,14,23.7288,8,13.5593,6,10.1695,13.644,thin_but_reviewable,mixed_needs_chart_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_7_12_vol_1_5,combined_grid,3.0,30.0,7.0,12.0,1.5,31,30,10,32.2581,4,12.9032,10,32.2581,0,0.0,6,19.3548,4,12.9032,6,19.3548,1,3.2258,8.0645,low_sample,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
w_bottom_right_side,w_bottom_candidate_filter_grid,w_bottom_candidate_quality_audit,warning_research_variant_only,w_bottom_candidate_filter_grid_20260624,warning_research_variant_only,grid_gap_3_30_rebound_7_12_vol_2_0,combined_grid,3.0,30.0,7.0,12.0,2.0,14,14,2,14.2857,0,0.0,5,35.7143,0,0.0,2,14.2857,4,28.5714,3,21.4286,0,0.0,-9.6429,too_small,too_small_for_directional_review,false,2026-06-24 22:42:18 Asia/Taipei
