research_id,artifact_version,advisory_status,model_id,row_type,audit_scope,audit_key,sample_size,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,p10_return_pct,p90_return_pct,min_return_pct,max_return_pct,high_return_share_pct,low_return_share_pct,high_minus_low_pct,value_a,value_b,value_c,status,note,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,semantic_subset_metrics,provisional_semantic_slice,low_position_60_le_80,413,130,8,275,31.48,1.94,66.59,-0.9669,-2.8571,-11.6878,10.9243,-21.2121,73.5786,,,,,,,,audit slice only; not a production gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,semantic_subset_metrics,provisional_semantic_slice,high_position_60_gt_80,2154,826,39,1289,38.35,1.81,59.84,1.1886,-2.9576,-13.712,22.0978,-89.8551,91.0714,,,,,,,,audit slice only; not a production gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,semantic_subset_metrics,provisional_semantic_slice,consolidated_any,1449,507,29,913,34.99,2.0,63.01,-0.2359,-2.5641,-11.1774,14.5455,-89.8551,78.125,,,,,,,,audit slice only; not a production gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,semantic_subset_metrics,provisional_semantic_slice,long_consolidation,1194,406,24,764,34.0,2.01,63.99,-0.5599,-2.6924,-11.2784,14.3552,-89.8551,78.125,,,,,,,,audit slice only; not a production gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,semantic_subset_metrics,provisional_semantic_slice,short_consolidation,255,101,5,149,39.61,1.96,58.43,1.2811,-2.0619,-10.3732,15.7835,-20.0557,73.1415,,,,,,,,audit slice only; not a production gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,semantic_subset_metrics,provisional_semantic_slice,non_consolidation,1687,651,27,1009,38.59,1.6,59.81,1.1946,-3.5124,-14.4874,23.7443,-29.3651,91.0714,,,,,,,,audit slice only; not a production gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,semantic_subset_metrics,provisional_semantic_slice,locked_limit_up,1872,684,37,1151,36.54,1.98,61.49,0.184,-3.6831,-14.7963,20.7574,-89.8551,91.0714,,,,,,,,audit slice only; not a production gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,semantic_subset_metrics,provisional_semantic_slice,not_locked_limit_up,1264,474,19,771,37.5,1.5,61.0,1.0514,-2.3362,-9.6428,16.5407,-24.8555,83.7143,,,,,,,,audit slice only; not a production gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,semantic_subset_metrics,provisional_semantic_slice,low_position_60_le_80_and_consolidated,317,98,5,214,30.91,1.58,67.51,-1.0091,-2.432,-10.3574,8.7227,-21.2121,60.2716,,,,,,,,audit slice only; not a production gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,semantic_subset_metrics,provisional_semantic_slice,high_position_60_gt_80_non_consolidation,1290,508,18,764,39.38,1.4,59.22,1.7846,-3.3601,-14.7396,25.6683,-29.3651,91.0714,,,,,,,,audit slice only; not a production gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,semantic_subset_metrics,provisional_semantic_slice,volume_attack_not_locked,803,295,11,497,36.74,1.37,61.89,1.0937,-2.4518,-9.2931,16.8494,-24.8555,78.125,,,,,,,,audit slice only; not a production gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,price_position_type,high_position,3136,,,,,,,,,,,,,78.03,77.23,0.8,overall_share_pct=68.81,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,price_position_type,low_position,3136,,,,,,,,,,,,,4.14,5.89,-1.75,overall_share_pct=6.09,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,price_position_type,middle_position,3136,,,,,,,,,,,,,4.14,4.46,-0.32,overall_share_pct=6.95,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,price_position_type,unknown_position,3136,,,,,,,,,,,,,13.69,12.42,1.27,overall_share_pct=18.14,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,consolidation_type,long_consolidation,3136,,,,,,,,,,,,,27.71,28.66,-0.96,overall_share_pct=38.07,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,consolidation_type,non_consolidation,3136,,,,,,,,,,,,,65.29,65.92,-0.64,overall_share_pct=53.79,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,consolidation_type,short_consolidation,3136,,,,,,,,,,,,,7.01,5.41,1.59,overall_share_pct=8.13,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,classification_id,high_position_breakout,3136,,,,,,,,,,,,,26.75,16.24,10.51,overall_share_pct=25.13,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,classification_id,locked_limit_up_breakout,3136,,,,,,,,,,,,,61.78,78.82,-17.04,overall_share_pct=59.69,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,classification_id,standard_breakout,3136,,,,,,,,,,,,,5.1,1.75,3.34,overall_share_pct=8.99,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,attack_method,general_breakout,3136,,,,,,,,,,,,,14.97,8.76,6.21,overall_share_pct=14.70,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,attack_method,locked_limit_up,3136,,,,,,,,,,,,,61.78,78.82,-17.04,overall_share_pct=59.69,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,attack_method,volume_attack,3136,,,,,,,,,,,,,23.25,12.42,10.83,overall_share_pct=25.61,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,risk_type,breakout_failure,3136,,,,,,,,,,,,,0.0,34.87,-34.87,overall_share_pct=22.99,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,risk_type,high_position_chase,3136,,,,,,,,,,,,,71.5,47.29,24.2,overall_share_pct=46.14,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,risk_type,normal_risk,3136,,,,,,,,,,,,,19.75,10.99,8.76,overall_share_pct=19.26,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,risk_type,volume_overheat,3136,,,,,,,,,,,,,4.62,5.25,-0.64,overall_share_pct=7.75,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,trigger_id,next_day_break_signal_high_confirmed,3136,,,,,,,,,,,,,75.48,86.94,-11.46,overall_share_pct=71.62,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,trigger_id,pullback_5ma_confirmed,3136,,,,,,,,,,,,,22.61,12.74,9.87,overall_share_pct=25.83,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,candle_quality,close_at_high,3136,,,,,,,,,,,,,64.97,78.98,-14.01,overall_share_pct=62.31,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,candle_quality,explosive_long_red,3136,,,,,,,,,,,,,15.29,9.71,5.57,overall_share_pct=15.62,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,candle_quality,standard_candle,3136,,,,,,,,,,,,,12.74,6.85,5.89,overall_share_pct=12.79,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,candle_quality,upper_shadow,3136,,,,,,,,,,,,,4.46,2.55,1.91,overall_share_pct=5.74,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,follow_through_type,break_signal_low,3136,,,,,,,,,,,,,0.0,34.87,-34.87,overall_share_pct=22.99,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,follow_through_type,next_day_continuation,3136,,,,,,,,,,,,,61.78,47.45,14.33,overall_share_pct=43.65,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,follow_through_type,next_day_gap_fade,3136,,,,,,,,,,,,,23.09,13.22,9.87,overall_share_pct=20.38,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,follow_through_type,pullback_10ma,3136,,,,,,,,,,,,,7.48,4.3,3.18,overall_share_pct=10.27,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,follow_through_type,pullback_5ma,3136,,,,,,,,,,,,,7.64,0.16,7.48,overall_share_pct=2.71,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,limit_up_like,False,3136,,,,,,,,,,,,,38.22,21.18,17.04,overall_share_pct=40.31,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_feature_share,limit_up_like,True,3136,,,,,,,,,,,,,61.78,78.82,-17.04,overall_share_pct=59.69,high_cutoff_pct=8.4570,low_cutoff_pct=-9.3525,,feature share compares top and bottom return quintiles; not a standalone gate,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,low_position_60_pct,top20_vs_bottom20,2567,,,,,,,,,,,,,,,,overall_median=113.6519,high_median=115.1102;high_n=542,low_median=117.0014;low_n=550,,numeric median comparison only; use with sample counts and anomaly checks,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,off_60d_low_pct,top20_vs_bottom20,2567,,,,,,,,,,,,,,,,overall_median=41.6084,high_median=49.1912;high_n=542,low_median=48.4678;low_n=550,,numeric median comparison only; use with sample counts and anomaly checks,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,position_in_60d_range_pct,top20_vs_bottom20,2567,,,,,,,,,,,,,,,,overall_median=113.6519,high_median=115.1102;high_n=542,low_median=117.0014;low_n=550,,numeric median comparison only; use with sample counts and anomaly checks,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,range_width_20_pct,top20_vs_bottom20,3136,,,,,,,,,,,,,,,,overall_median=23.0252,high_median=28.1270;high_n=628,low_median=28.0587;low_n=628,,numeric median comparison only; use with sample counts and anomaly checks,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,range_width_40_pct,top20_vs_bottom20,2870,,,,,,,,,,,,,,,,overall_median=31.0575,high_median=37.5000;high_n=587,low_median=36.2445;low_n=601,,numeric median comparison only; use with sample counts and anomaly checks,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,range_width_60_pct,top20_vs_bottom20,2567,,,,,,,,,,,,,,,,overall_median=38.6272,high_median=43.5799;high_n=542,low_median=45.1784;low_n=550,,numeric median comparison only; use with sample counts and anomaly checks,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,volume_ratio,top20_vs_bottom20,3136,,,,,,,,,,,,,,,,overall_median=3.3484,high_median=3.1820;high_n=628,low_median=3.1651;low_n=628,,numeric median comparison only; use with sample counts and anomaly checks,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_low_numeric_median,signal_return_1d_pct,top20_vs_bottom20,3136,,,,,,,,,,,,,,,,overall_median=9.7924,high_median=9.8223;high_n=628,low_median=9.8765;low_n=628,,numeric median comparison only; use with sample counts and anomaly checks,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,evidence_matching_guard,4989_20260703,legacy_locked_limit_up_mismatch,,,,,,,,,,,,,,,,,source_locked_limit_up_met=False;source_contains_bottom_volume_attack=True,legacy_evidence_confluence_id=locked_limit_up_breakout;legacy_buy_rank_eligible=True,current_included_in_confirmed_or_active=False;current_audit_states=confirmed_unranked_expired,guard_required,guard requires evidence confluence to match the source signal classification before buy ranking,False,not_production_ready_research_only,2026-07-08 00:35:05 Asia/Taipei
