research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,model_id,matrix_family,condition_set_id,condition_set_label,population_basis,requires_60d_high_breakout,requires_next_day_continuation,deep_low_window_days,deep_low_threshold_pct,range_window_days,range_width_threshold_pct,extra_gate,baseline_sample_size,sample_size,coverage_pct,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,p10_return_pct,p90_return_pct,min_return_pct,max_return_pct,trim_sample_size,trim_avg_return_pct,trim_median_return_pct,sample_status,win_rate_delta_pct,loss_rate_delta_pct,avg_return_delta_pct,median_return_delta_pct,decision_hint,value_a,value_b,value_c,note,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le40_range120_le25,off 120d low <= 40% and 120d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,40,120,25,,811,45,5.55,13,0,32,28.89,0.0,71.11,-2.7502,-5.4449,-15.0848,14.5476,-19.4118,36.8807,43,-3.2844,-5.4449,very_thin_sample,-23.51,24.01,-7.7131,-6.7808,very_thin_sample_review_only,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le40_range120_le35,off 120d low <= 40% and 120d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,40,120,35,,811,94,11.59,29,0,65,30.85,0.0,69.15,-1.8298,-4.8832,-14.7765,14.1818,-24.5464,68.1818,92,-2.3439,-4.8832,thin_sample,-21.55,22.05,-6.7927,-6.2191,weaker_than_current_v2_do_not_promote_as_gate,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le40_range120_le45,off 120d low <= 40% and 120d range <= 45%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,40,120,45,,811,109,13.44,36,0,73,33.03,0.0,66.97,-0.6779,-4.6632,-14.6217,18.5875,-24.5464,68.1818,105,-1.5249,-4.6632,thin_but_reviewable_sample,-19.37,19.87,-5.6408,-5.9991,weaker_than_current_v2_do_not_promote_as_gate,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_only,off240_le20,off 240d low <= 20%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,20,,,,811,1,0.12,0,0,1,0.0,0.0,100.0,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,1,-2.6432,-2.6432,insufficient_sample,-52.4,52.9,-7.6061,-3.9791,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,deep low proxy under the current v2 60d-high + continuation population,False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le20_range60_le25,off 240d low <= 20% and 60d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,20,60,25,,811,1,0.12,0,0,1,0.0,0.0,100.0,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,1,-2.6432,-2.6432,insufficient_sample,-52.4,52.9,-7.6061,-3.9791,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le20_range60_le35,off 240d low <= 20% and 60d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,20,60,35,,811,1,0.12,0,0,1,0.0,0.0,100.0,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,1,-2.6432,-2.6432,insufficient_sample,-52.4,52.9,-7.6061,-3.9791,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le20_range120_le25,off 240d low <= 20% and 120d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,20,120,25,,811,1,0.12,0,0,1,0.0,0.0,100.0,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,1,-2.6432,-2.6432,insufficient_sample,-52.4,52.9,-7.6061,-3.9791,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le20_range120_le35,off 240d low <= 20% and 120d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,20,120,35,,811,1,0.12,0,0,1,0.0,0.0,100.0,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,1,-2.6432,-2.6432,insufficient_sample,-52.4,52.9,-7.6061,-3.9791,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le20_range120_le45,off 240d low <= 20% and 120d range <= 45%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,20,120,45,,811,1,0.12,0,0,1,0.0,0.0,100.0,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,1,-2.6432,-2.6432,insufficient_sample,-52.4,52.9,-7.6061,-3.9791,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_only,off240_le30,off 240d low <= 30%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,30,,,,811,11,1.36,3,0,8,27.27,0.0,72.73,-0.78,-5.0736,-8.0515,19.0476,-19.9839,26.8382,9,-1.7149,-5.0736,insufficient_sample,-25.13,25.63,-5.7429,-6.4095,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,deep low proxy under the current v2 60d-high + continuation population,False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le30_range60_le25,off 240d low <= 30% and 60d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,30,60,25,,811,11,1.36,3,0,8,27.27,0.0,72.73,-0.78,-5.0736,-8.0515,19.0476,-19.9839,26.8382,9,-1.7149,-5.0736,insufficient_sample,-25.13,25.63,-5.7429,-6.4095,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le30_range60_le35,off 240d low <= 30% and 60d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,30,60,35,,811,11,1.36,3,0,8,27.27,0.0,72.73,-0.78,-5.0736,-8.0515,19.0476,-19.9839,26.8382,9,-1.7149,-5.0736,insufficient_sample,-25.13,25.63,-5.7429,-6.4095,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
