research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,model_id,matrix_family,condition_set_id,condition_set_label,population_basis,requires_60d_high_breakout,requires_next_day_continuation,deep_low_window_days,deep_low_threshold_pct,range_window_days,range_width_threshold_pct,extra_gate,baseline_sample_size,sample_size,coverage_pct,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,p10_return_pct,p90_return_pct,min_return_pct,max_return_pct,trim_sample_size,trim_avg_return_pct,trim_median_return_pct,sample_status,win_rate_delta_pct,loss_rate_delta_pct,avg_return_delta_pct,median_return_delta_pct,decision_hint,value_a,value_b,value_c,note,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le30_range120_le25,off 240d low <= 30% and 120d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,30,120,25,,811,8,0.99,2,0,6,25.0,0.0,75.0,-1.295,-4.1676,-7.6414,8.6962,-8.0515,19.0476,6,-3.5594,-4.1676,insufficient_sample,-27.4,27.9,-6.2579,-5.5035,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le30_range120_le35,off 240d low <= 30% and 120d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,30,120,35,,811,11,1.36,3,0,8,27.27,0.0,72.73,-0.78,-5.0736,-8.0515,19.0476,-19.9839,26.8382,9,-1.7149,-5.0736,insufficient_sample,-25.13,25.63,-5.7429,-6.4095,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le30_range120_le45,off 240d low <= 30% and 120d range <= 45%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,30,120,45,,811,11,1.36,3,0,8,27.27,0.0,72.73,-0.78,-5.0736,-8.0515,19.0476,-19.9839,26.8382,9,-1.7149,-5.0736,insufficient_sample,-25.13,25.63,-5.7429,-6.4095,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_only,off240_le40,off 240d low <= 40%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,40,,,,811,22,2.71,7,0,15,31.82,0.0,68.18,-0.6282,-3.521,-14.3994,18.2792,-19.9839,35.443,20,-1.464,-3.521,very_thin_sample,-20.58,21.08,-5.5911,-4.8569,very_thin_sample_review_only,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,deep low proxy under the current v2 60d-high + continuation population,False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le40_range60_le25,off 240d low <= 40% and 60d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,40,60,25,,811,16,1.97,6,0,10,37.5,0.0,62.5,1.8587,-2.7667,-10.5038,22.9429,-19.9839,35.443,14,1.02,-2.7667,insufficient_sample,-14.9,15.4,-3.1042,-4.1026,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le40_range60_le35,off 240d low <= 40% and 60d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,40,60,35,,811,22,2.71,7,0,15,31.82,0.0,68.18,-0.6282,-3.521,-14.3994,18.2792,-19.9839,35.443,20,-1.464,-3.521,very_thin_sample,-20.58,21.08,-5.5911,-4.8569,very_thin_sample_review_only,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le40_range120_le25,off 240d low <= 40% and 120d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,40,120,25,,811,10,1.23,3,0,7,30.0,0.0,70.0,-1.1953,-4.1676,-8.5419,12.132,-12.956,19.0476,8,-2.2555,-4.1676,insufficient_sample,-22.4,22.9,-6.1582,-5.5035,insufficient_sample_do_not_use,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le40_range120_le35,off 240d low <= 40% and 120d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,40,120,35,,811,20,2.47,6,0,14,30.0,0.0,70.0,-2.3034,-4.4599,-14.6816,12.132,-19.9839,26.8382,18,-2.9401,-4.4599,very_thin_sample,-22.4,22.9,-7.2663,-5.7958,very_thin_sample_review_only,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le40_range120_le45,off 240d low <= 40% and 120d range <= 45%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,40,120,45,,811,21,2.59,7,0,14,33.33,0.0,66.67,-0.5059,-3.8462,-14.5598,19.0476,-19.9839,35.443,19,-1.3728,-3.8462,very_thin_sample,-19.07,19.57,-5.4688,-5.1821,very_thin_sample_review_only,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,range_only,range60_le25,60d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,,,60,25,,811,145,17.88,60,0,85,41.38,0.0,58.62,1.1358,-2.682,-13.6895,21.6241,-21.5238,68.1818,141,0.7198,-2.682,thin_but_reviewable_sample,-11.02,11.52,-3.8271,-4.0179,weaker_than_current_v2_do_not_promote_as_gate,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,range-width proxy alone; does not prove low base,False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,range_only,range60_le35,60d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,,,60,35,,811,296,36.5,128,2,166,43.24,0.68,56.08,2.3505,-2.0071,-13.2848,23.3978,-24.5464,68.1818,290,1.9802,-2.0071,thin_but_reviewable_sample,-9.16,8.98,-2.6124,-3.343,weaker_than_current_v2_do_not_promote_as_gate,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,range-width proxy alone; does not prove low base,False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,range_only,range120_le25,120d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,,,120,25,,811,45,5.55,13,0,32,28.89,0.0,71.11,-2.7502,-5.4449,-15.0848,14.5476,-19.4118,36.8807,43,-3.2844,-5.4449,very_thin_sample,-23.51,24.01,-7.7131,-6.7808,very_thin_sample_review_only,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,range-width proxy alone; does not prove low base,False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,range_only,range120_le35,120d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,,,120,35,,811,111,13.69,34,0,77,30.63,0.0,69.37,-1.8341,-4.6429,-14.5598,14.5455,-24.5464,68.1818,107,-2.4539,-4.6429,thin_but_reviewable_sample,-21.77,22.27,-6.797,-5.9788,weaker_than_current_v2_do_not_promote_as_gate,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,range-width proxy alone; does not prove low base,False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,range_only,range120_le45,120d range <= 45%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,,,120,45,,811,179,22.07,71,0,108,39.66,0.0,60.34,0.9758,-3.3019,-14.6217,21.2927,-24.5464,68.1818,175,0.5231,-3.3019,thin_but_reviewable_sample,-12.74,13.24,-3.9871,-4.6378,weaker_than_current_v2_do_not_promote_as_gate,source_rows=811,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,range-width proxy alone; does not prove low base,False,not_production_ready_research_only,2026-07-08 21:32:48 Asia/Taipei
