research_id,source_comparison_research_id,source_comparison_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,failure_control_scope_id,comparison_scope_id,event_family_id,segment_id,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,visual_pre_signal_context,selected_exit_rule_comparison_id,research_selection_reason,failure_control_rule_id,close_negative_stop_threshold_pct,entry_price,exit_date,exit_price,holding_days,return_pct,max_close_return_pct,min_close_return_pct,outcome_result,exit_reason,source_selected_outcome,source_selected_return_pct,source_selected_exit_date,source_selected_exit_reason,outcome_transition_from_source,approved_for_daily,production_readiness,generated_at
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus8pct,-8.0000,14.8000,20250303,17.9500,2,21.2838,21.2838,2.3649,win,tp10_close,loss,0.0000,20250227,stop_hit,loss_to_win,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus10pct,-10.0000,14.8000,20250303,17.9500,2,21.2838,21.2838,2.3649,win,tp10_close,loss,0.0000,20250227,stop_hit,loss_to_win,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250522,20250523,20250529,20250602,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_no_negative_stop,,256.5000,20250611,282.5000,8,10.1365,10.1365,-0.5848,win,tp10_close,win,10.1365,20250611,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250522,20250523,20250529,20250602,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus5pct,-5.0000,256.5000,20250611,282.5000,8,10.1365,10.1365,-0.5848,win,tp10_close,win,10.1365,20250611,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250522,20250523,20250529,20250602,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus8pct,-8.0000,256.5000,20250611,282.5000,8,10.1365,10.1365,-0.5848,win,tp10_close,win,10.1365,20250611,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250522,20250523,20250529,20250602,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus10pct,-10.0000,256.5000,20250611,282.5000,8,10.1365,10.1365,-0.5848,win,tp10_close,win,10.1365,20250611,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250630,20250701,20250704,20250707,bullish,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_no_negative_stop,,299.5000,20250710,314.0000,4,4.8414,7.8464,-0.5008,neutral,neutral_after_5pct_pullback_close,neutral,4.8414,20250710,neutral_after_5pct_pullback,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250630,20250701,20250704,20250707,bullish,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus5pct,-5.0000,299.5000,20250710,314.0000,4,4.8414,7.8464,-0.5008,neutral,neutral_after_5pct_pullback_close,neutral,4.8414,20250710,neutral_after_5pct_pullback,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250630,20250701,20250704,20250707,bullish,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus8pct,-8.0000,299.5000,20250710,314.0000,4,4.8414,7.8464,-0.5008,neutral,neutral_after_5pct_pullback_close,neutral,4.8414,20250710,neutral_after_5pct_pullback,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250630,20250701,20250704,20250707,bullish,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus10pct,-10.0000,299.5000,20250710,314.0000,4,4.8414,7.8464,-0.5008,neutral,neutral_after_5pct_pullback_close,neutral,4.8414,20250710,neutral_after_5pct_pullback,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3037,欣興,20250703,20250704,20250709,20250710,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_no_negative_stop,,124.0000,20250722,128.5000,9,3.6290,9.2742,-3.2258,neutral,neutral_after_5pct_pullback_close,neutral,3.6290,20250722,neutral_after_5pct_pullback,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3037,欣興,20250703,20250704,20250709,20250710,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus5pct,-5.0000,124.0000,20250722,128.5000,9,3.6290,9.2742,-3.2258,neutral,neutral_after_5pct_pullback_close,neutral,3.6290,20250722,neutral_after_5pct_pullback,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3037,欣興,20250703,20250704,20250709,20250710,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus8pct,-8.0000,124.0000,20250722,128.5000,9,3.6290,9.2742,-3.2258,neutral,neutral_after_5pct_pullback_close,neutral,3.6290,20250722,neutral_after_5pct_pullback,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3037,欣興,20250703,20250704,20250709,20250710,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus10pct,-10.0000,124.0000,20250722,128.5000,9,3.6290,9.2742,-3.2258,neutral,neutral_after_5pct_pullback_close,neutral,3.6290,20250722,neutral_after_5pct_pullback,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2316,楠梓電,20250723,20250724,20250729,20250730,bullish,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_no_negative_stop,,76.2000,20250804,78.2000,4,2.6247,7.6115,-1.0499,neutral,neutral_after_5pct_pullback_close,neutral,2.6247,20250804,neutral_after_5pct_pullback,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2316,楠梓電,20250723,20250724,20250729,20250730,bullish,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus5pct,-5.0000,76.2000,20250804,78.2000,4,2.6247,7.6115,-1.0499,neutral,neutral_after_5pct_pullback_close,neutral,2.6247,20250804,neutral_after_5pct_pullback,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2316,楠梓電,20250723,20250724,20250729,20250730,bullish,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus8pct,-8.0000,76.2000,20250804,78.2000,4,2.6247,7.6115,-1.0499,neutral,neutral_after_5pct_pullback_close,neutral,2.6247,20250804,neutral_after_5pct_pullback,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2316,楠梓電,20250723,20250724,20250729,20250730,bullish,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus10pct,-10.0000,76.2000,20250804,78.2000,4,2.6247,7.6115,-1.0499,neutral,neutral_after_5pct_pullback_close,neutral,2.6247,20250804,neutral_after_5pct_pullback,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3704,合勤控,20250826,20250827,20250828,20250829,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_no_negative_stop,,33.5000,20250905,36.9000,6,10.1493,10.1493,-11.6418,win,tp10_close,win,10.1493,20250905,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3704,合勤控,20250826,20250827,20250828,20250829,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus5pct,-5.0000,33.5000,20250901,30.8500,2,-7.9104,1.3433,-7.9104,loss,close_negative_stop,win,10.1493,20250905,tp10_close,win_to_loss,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3704,合勤控,20250826,20250827,20250828,20250829,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus8pct,-8.0000,33.5000,20250902,29.6000,3,-11.6418,1.3433,-11.6418,loss,close_negative_stop,win,10.1493,20250905,tp10_close,win_to_loss,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3704,合勤控,20250826,20250827,20250828,20250829,mixed,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_loss_stop_minus10pct,-10.0000,33.5000,20250902,29.6000,3,-11.6418,1.3433,-11.6418,loss,close_negative_stop,win,10.1493,20250905,tp10_close,win_to_loss,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
structured_neckline_close_only_failure_control_audit,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,structured_neckline_close_only_failure_control_audit_20260629,warning_research_variant_only,selected_close_based_exit_close_only_failure_control,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6706,惠特,20250918,20250919,20250926,20250930,sideways_or_consolidation,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,close_only_no_negative_stop,,83.9000,20251001,86.3000,2,2.8605,6.3170,2.8605,neutral,neutral_after_5pct_pullback_close,neutral,2.8605,20251001,neutral_after_5pct_pullback,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:01:08 Asia/Taipei
