research_id,source_research_id,source_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,manual_label_scope_id,label_source_chart_packet,manual_label,label_event_key,label_conflict_for_event,source_match_status,manual_label_chart_path,manual_label_chart_path_absolute,source_chart_path,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,exit_date,outcome_result,return_pct,mfe_pct,mae_pct,visual_pre_signal_context,market_regime,low_position_120_pct,base_width_pct,support_touch_count,approved_for_daily,production_readiness,generated_at
structured_neckline_manual_chart_label_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,evidence_shortlist,bad,8422|20260107|20260112,false,matched_source_index,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/bad/20260107_8422_20260112_win_10.1517.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\01_win\bad\20260107_8422_20260112_win_10.1517.png,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/20260107_8422_20260112_win_10.1517.png,8422,可寧衛*,20260107,20260108,20260109,20260112,20260113,win,10.1517,10.1517,-0.1167,bearish,,6.0748,62.3529,2,false,not_production_ready_research_only,2026-06-29 01:50:25 Asia/Taipei
structured_neckline_manual_chart_label_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,evidence_shortlist,good,2368|20250522|20250602,true,matched_source_index,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/good/20250522_2368_20250602_win_10.1365.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\01_win\good\20250522_2368_20250602_win_10.1365.png,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/20250522_2368_20250602_win_10.1365.png,2368,金像電,20250522,20250523,20250529,20250602,20250611,win,10.1365,13.0604,-1.1696,mixed,,23.8624,12.3130,9,false,not_production_ready_research_only,2026-06-29 01:50:25 Asia/Taipei
structured_neckline_manual_chart_label_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,evidence_shortlist,good,3704|20250826|20250829,false,matched_source_index,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/good/20250826_3704_20250829_win_10.1493.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\01_win\good\20250826_3704_20250829_win_10.1493.png,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/20250826_3704_20250829_win_10.1493.png,3704,合勤控,20250826,20250827,20250828,20250829,20250905,win,10.1493,11.6418,-13.4328,mixed,,20.0000,11.6908,10,false,not_production_ready_research_only,2026-06-29 01:50:25 Asia/Taipei
structured_neckline_manual_chart_label_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,evidence_shortlist,good,4157|20251203|20251208,false,matched_source_index,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/good/20251203_4157_20251208_win_20.3463.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\01_win\good\20251203_4157_20251208_win_20.3463.png,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/20251203_4157_20251208_win_20.3463.png,4157,太景*-KY,20251203,20251204,20251205,20251208,20251215,win,20.3463,20.3463,-6.4935,bearish,,41.4063,20.5556,5,false,not_production_ready_research_only,2026-06-29 01:50:25 Asia/Taipei
structured_neckline_manual_chart_label_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,evidence_shortlist,good,4908|20260302|20260312,false,matched_source_index,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/good/20260302_4908_20260312_win_12.0507.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\01_win\good\20260302_4908_20260312_win_12.0507.png,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/20260302_4908_20260312_win_12.0507.png,4908,前鼎,20260302,20260310,20260311,20260312,20260313,win,12.0507,12.0507,-0.6342,mixed,,15.5926,21.1344,10,false,not_production_ready_research_only,2026-06-29 01:50:25 Asia/Taipei
structured_neckline_manual_chart_label_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,evidence_shortlist,good,4973|20260312|20260317,false,matched_source_index,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/good/20260312_4973_20260317_win_10.6568.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\01_win\good\20260312_4973_20260317_win_10.6568.png,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/20260312_4973_20260317_win_10.6568.png,4973,廣穎電通,20260312,20260313,20260316,20260317,20260318,win,10.6568,10.6568,0.0000,bullish,,24.2987,74.0933,6,false,not_production_ready_research_only,2026-06-29 01:50:25 Asia/Taipei
structured_neckline_manual_chart_label_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,evidence_shortlist,good,6147|20260312|20260318,false,matched_source_index,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/good/20260312_6147_20260318_win_11.4613.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\01_win\good\20260312_6147_20260318_win_11.4613.png,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/20260312_6147_20260318_win_11.4613.png,6147,頎邦,20260312,20260313,20260317,20260318,20260326,win,11.4613,11.4613,-13.6103,bearish,,4.2303,14.7228,10,false,not_production_ready_research_only,2026-06-29 01:50:25 Asia/Taipei
structured_neckline_manual_chart_label_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,evidence_shortlist,good,6173|20260415|20260420,false,matched_source_index,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/good/20260415_6173_20260420_win_18.7166.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\01_win\good\20260415_6173_20260420_win_18.7166.png,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/20260415_6173_20260420_win_18.7166.png,6173,信昌電,20260415,20260416,20260417,20260420,20260507,win,18.7166,18.7166,-21.1765,bullish,,18.9203,25.8824,9,false,not_production_ready_research_only,2026-06-29 01:50:25 Asia/Taipei
structured_neckline_manual_chart_label_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,evidence_shortlist,good,6175|20260415|20260420,false,matched_source_index,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/good/20260415_6175_20260420_win_12.1396.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\01_win\good\20260415_6175_20260420_win_12.1396.png,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/20260415_6175_20260420_win_12.1396.png,6175,立敦,20260415,20260416,20260417,20260420,20260515,win,12.1396,15.1745,-8.9530,bullish,,31.6602,33.7823,7,false,not_production_ready_research_only,2026-06-29 01:50:25 Asia/Taipei
structured_neckline_manual_chart_label_audit,structured_neckline_retest_evidence_shortlist,structured_neckline_retest_evidence_shortlist_20260628,warning_research_variant_only,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,evidence_shortlist,good,6016|20260424|20260505,false,matched_source_index,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/good/20260424_6016_20260505_win_19.6517.png,C:\Users\p4693\Documents\Codex\projects\taiwan-stock-recommendation\research\tdcc-research-backtest\output\latest\research_backtest\structured_neckline_retest_evidence_shortlist\e04_tp10_close_5pct_neutral\01_win\good\20260424_6016_20260505_win_19.6517.png,output/latest/research_backtest/structured_neckline_retest_evidence_shortlist/e04_tp10_close_5pct_neutral/01_win/20260424_6016_20260505_win_19.6517.png,6016,康和證,20260424,20260427,20260504,20260505,20260511,win,19.6517,19.6517,-1.2438,bullish,,37.6093,13.8846,12,false,not_production_ready_research_only,2026-06-29 01:50:25 Asia/Taipei
