research_id,research_variant_id,parameter_set_id,advisory_status,event_family_id,pattern_subtype,entry_variant,stock_id,stock_name,signal_date,reference_date_1,reference_date_2,reference_price,reference_rule,breakout_distance_pct,volume_ratio,volume_ma20_lots,normal_volume_breakout,locked_limit_up_breakout,signal_close,signal_low,low_position_120_pct,base_width_pct,support_touch_count,descending_line_slope_pct_per_day,direct_entry_date,direct_return_pct,direct_exit_reason,retest_status,retest_date,retest_attack_date,retest_entry_date,retest_return_pct,retest_exit_reason,approved_for_daily,production_readiness,generated_at
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,direct_breakout_next_open,1210,大成,20251022,,,53.3000,recent_20_session_local_base_ceiling,4.1276,7.6812,2704.0001,true,false,55.5000,50.6000,30.9091,9.3254,0,,20251023,-7.4138,fixed_10d_close,retest_found_but_no_attack,20251023,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,retest_hold_then_attack_next_open,1210,大成,20251022,,,53.3000,recent_20_session_local_base_ceiling,4.1276,7.6812,2704.0001,true,false,55.5000,50.6000,30.9091,9.3254,0,,20251023,-7.4138,fixed_10d_close,retest_found_but_no_attack,20251023,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,direct_breakout_next_open,1216,統一,20251218,,,77.3000,recent_20_session_local_base_ceiling,2.1992,3.3127,10355.6906,true,false,79.0000,75.1000,36.9231,8.0863,0,,20251219,-1.7857,fixed_10d_close,retest_not_broken_then_attack,20251219,20251226,20251229,-5.0702,stop_signal_low,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,retest_hold_then_attack_next_open,1216,統一,20251218,,,77.3000,recent_20_session_local_base_ceiling,2.1992,3.3127,10355.6906,true,false,79.0000,75.1000,36.9231,8.0863,0,,20251219,-1.7857,fixed_10d_close,retest_not_broken_then_attack,20251219,20251226,20251229,-5.0702,stop_signal_low,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1301,台塑,20250718,,,37.9000,recent_20_session_local_base_ceiling,2.3747,3.2784,17684.3362,true,false,38.8000,37.8500,73.3010,16.3885,0,,20250721,5.7143,fixed_10d_close,retest_not_broken_then_attack,20250721,20250723,20250724,-8.5172,stop_signal_low,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,retest_hold_then_attack_next_open,1301,台塑,20250718,,,37.9000,recent_20_session_local_base_ceiling,2.3747,3.2784,17684.3362,true,false,38.8000,37.8500,73.3010,16.3885,0,,20250721,5.7143,fixed_10d_close,retest_not_broken_then_attack,20250721,20250723,20250724,-8.5172,stop_signal_low,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1301,台塑,20260126,,,45.0000,recent_20_session_local_base_ceiling,8.4444,2.5323,35310.1981,true,false,48.8000,44.8500,143.4286,18.7335,0,,20260127,-12.4023,stop_signal_low,retest_not_broken_then_attack,20260202,20260205,20260206,6.3898,fixed_10d_close,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,retest_hold_then_attack_next_open,1301,台塑,20260126,,,45.0000,recent_20_session_local_base_ceiling,8.4444,2.5323,35310.1981,true,false,48.8000,44.8500,143.4286,18.7335,0,,20260127,-12.4023,stop_signal_low,retest_not_broken_then_attack,20260202,20260205,20260206,6.3898,fixed_10d_close,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1301,台塑,20260414,,,51.6000,recent_20_session_local_base_ceiling,5.2326,2.8820,39435.6031,true,false,54.3000,50.6000,97.3046,22.7324,0,,20260415,-6.8140,stop_signal_low,retest_not_broken_then_attack,20260415,20260416,20260417,-7.7226,stop_signal_low,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,retest_hold_then_attack_next_open,1301,台塑,20260414,,,51.6000,recent_20_session_local_base_ceiling,5.2326,2.8820,39435.6031,true,false,54.3000,50.6000,97.3046,22.7324,0,,20260415,-6.8140,stop_signal_low,retest_not_broken_then_attack,20260415,20260416,20260417,-7.7226,stop_signal_low,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,direct_breakout_next_open,1303,南亞,20250723,,,30.1500,recent_20_session_local_base_ceiling,4.9751,2.1853,20887.0415,true,false,31.6500,29.0000,16.4885,16.3810,0,,20250724,15.1235,fixed_10d_close,retest_not_broken_then_attack,20250724,20250725,20250728,6.6667,fixed_10d_close,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,retest_hold_then_attack_next_open,1303,南亞,20250723,,,30.1500,recent_20_session_local_base_ceiling,4.9751,2.1853,20887.0415,true,false,31.6500,29.0000,16.4885,16.3810,0,,20250724,15.1235,fixed_10d_close,retest_not_broken_then_attack,20250724,20250725,20250728,6.6667,fixed_10d_close,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1303,南亞,20251112,,,46.4500,recent_20_session_local_base_ceiling,7.2121,3.2506,53717.5744,true,false,49.8000,44.8500,110.8235,26.2228,0,,20251113,-0.9690,fixed_10d_close,retest_not_found,,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,retest_hold_then_attack_next_open,1303,南亞,20251112,,,46.4500,recent_20_session_local_base_ceiling,7.2121,3.2506,53717.5744,true,false,49.8000,44.8500,110.8235,26.2228,0,,20251113,-0.9690,fixed_10d_close,retest_not_found,,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,wide_base_review,direct_breakout_next_open,1303,南亞,20260108,,,64.7000,recent_20_session_local_base_ceiling,3.5549,3.1735,81515.8290,true,false,67.0000,66.0000,96.6785,57.2414,0,,20260109,-3.6496,stop_signal_low,neckline_effectively_broken_before_retest,,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,wide_base_review,retest_hold_then_attack_next_open,1303,南亞,20260108,,,64.7000,recent_20_session_local_base_ceiling,3.5549,3.1735,81515.8290,true,false,67.0000,66.0000,96.6785,57.2414,0,,20260109,-3.6496,stop_signal_low,neckline_effectively_broken_before_retest,,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,direct_breakout_next_open,1304,台聚,20250213,,,11.8000,recent_20_session_local_base_ceiling,4.6610,2.4579,4851.0830,true,false,12.3500,11.2500,36.5672,27.2727,0,,20250214,0.0000,fixed_10d_close,retest_found_but_no_attack,20250218,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,retest_hold_then_attack_next_open,1304,台聚,20250213,,,11.8000,recent_20_session_local_base_ceiling,4.6610,2.4579,4851.0830,true,false,12.3500,11.2500,36.5672,27.2727,0,,20250214,0.0000,fixed_10d_close,retest_found_but_no_attack,20250218,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,direct_breakout_next_open,1304,台聚,20250723,,,10.5500,recent_20_session_local_base_ceiling,2.3697,3.1747,1777.7776,true,false,10.8000,10.2500,48.7500,17.2222,0,,20250724,-4.6512,stop_signal_low,retest_not_broken_then_attack,20250724,20250730,20250731,-8.8496,stop_signal_low,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,retest_hold_then_attack_next_open,1304,台聚,20250723,,,10.5500,recent_20_session_local_base_ceiling,2.3697,3.1747,1777.7776,true,false,10.8000,10.2500,48.7500,17.2222,0,,20250724,-4.6512,stop_signal_low,retest_not_broken_then_attack,20250724,20250730,20250731,-8.8496,stop_signal_low,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1304,台聚,20251009,,,10.5000,recent_20_session_local_base_ceiling,5.2381,5.6430,2317.4673,true,false,11.0500,10.1000,75.9259,20.8678,0,,20251013,0.4608,fixed_10d_close,retest_found_but_no_attack,20251013,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,retest_hold_then_attack_next_open,1304,台聚,20251009,,,10.5000,recent_20_session_local_base_ceiling,5.2381,5.6430,2317.4673,true,false,11.0500,10.1000,75.9259,20.8678,0,,20251013,0.4608,fixed_10d_close,retest_found_but_no_attack,20251013,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1304,台聚,20251202,,,11.6500,recent_20_session_local_base_ceiling,5.1502,3.2862,4440.0186,true,false,12.2500,11.1500,120.3704,20.3512,0,,20251203,-9.8814,fixed_10d_close,retest_found_but_no_attack,20251203,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,retest_hold_then_attack_next_open,1304,台聚,20251202,,,11.6500,recent_20_session_local_base_ceiling,5.1502,3.2862,4440.0186,true,false,12.2500,11.1500,120.3704,20.3512,0,,20251203,-9.8814,fixed_10d_close,retest_found_but_no_attack,20251203,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1304,台聚,20260126,,,12.0000,recent_20_session_local_base_ceiling,3.7500,4.2135,6289.4992,true,false,12.4500,11.6000,91.7219,22.1154,0,,20260127,-10.0775,stop_signal_low,neckline_effectively_broken_after_retest,20260127,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,retest_hold_then_attack_next_open,1304,台聚,20260126,,,12.0000,recent_20_session_local_base_ceiling,3.7500,4.2135,6289.4992,true,false,12.4500,11.6000,91.7219,22.1154,0,,20260127,-10.0775,stop_signal_low,neckline_effectively_broken_after_retest,20260127,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1304,台聚,20260323,,,15.5500,recent_20_session_local_base_ceiling,6.4309,2.9672,20046.8908,true,false,16.5500,15.4500,117.0358,42.0091,0,,20260324,-6.6465,stop_signal_low,neckline_effectively_broken_after_retest,20260324,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,retest_hold_then_attack_next_open,1304,台聚,20260323,,,15.5500,recent_20_session_local_base_ceiling,6.4309,2.9672,20046.8908,true,false,16.5500,15.4500,117.0358,42.0091,0,,20260324,-6.6465,stop_signal_low,neckline_effectively_broken_after_retest,20260324,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,direct_breakout_next_open,1305,華夏,20250723,,,11.3500,recent_20_session_local_base_ceiling,2.2026,2.7073,1110.4705,true,false,11.6000,11.2000,47.7124,19.4737,0,,20250724,-4.2735,stop_signal_low,retest_not_broken_then_attack,20250724,20250728,20250729,-5.5319,stop_signal_low,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,retest_hold_then_attack_next_open,1305,華夏,20250723,,,11.3500,recent_20_session_local_base_ceiling,2.2026,2.7073,1110.4705,true,false,11.6000,11.2000,47.7124,19.4737,0,,20250724,-4.2735,stop_signal_low,retest_not_broken_then_attack,20250724,20250728,20250729,-5.5319,stop_signal_low,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1305,華夏,20250822,,,12.3000,recent_20_session_local_base_ceiling,2.8455,3.2243,1525.9294,true,false,12.6500,12.1500,70.5882,27.5934,0,,20250825,-3.9526,stop_signal_low,neckline_effectively_broken_after_retest,20250825,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,retest_hold_then_attack_next_open,1305,華夏,20250822,,,12.3000,recent_20_session_local_base_ceiling,2.8455,3.2243,1525.9294,true,false,12.6500,12.1500,70.5882,27.5934,0,,20250825,-3.9526,stop_signal_low,neckline_effectively_broken_after_retest,20250825,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1305,華夏,20260319,,,15.0000,recent_20_session_local_base_ceiling,3.0000,2.3744,10539.1619,true,false,15.4500,14.5000,109.5745,33.9286,0,,20260320,6.2130,fixed_10d_close,retest_not_found,,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,retest_hold_then_attack_next_open,1305,華夏,20260319,,,15.0000,recent_20_session_local_base_ceiling,3.0000,2.3744,10539.1619,true,false,15.4500,14.5000,109.5745,33.9286,0,,20260320,6.2130,fixed_10d_close,retest_not_found,,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,direct_breakout_next_open,1308,亞聚,20250225,,,14.9500,recent_20_session_local_base_ceiling,2.0067,2.1683,1189.5183,true,false,15.2500,14.4500,33.5664,16.3424,0,,20250226,-5.2459,stop_signal_low,neckline_effectively_broken_after_retest,20250226,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,retest_hold_then_attack_next_open,1308,亞聚,20250225,,,14.9500,recent_20_session_local_base_ceiling,2.0067,2.1683,1189.5183,true,false,15.2500,14.4500,33.5664,16.3424,0,,20250226,-5.2459,stop_signal_low,neckline_effectively_broken_after_retest,20250226,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1308,亞聚,20251009,,,12.1000,recent_20_session_local_base_ceiling,6.6116,7.7438,1164.0797,true,false,12.9000,11.9000,80.8511,16.2996,0,,20251013,0.0000,fixed_10d_close,retest_not_found,,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,retest_hold_then_attack_next_open,1308,亞聚,20251009,,,12.1000,recent_20_session_local_base_ceiling,6.6116,7.7438,1164.0797,true,false,12.9000,11.9000,80.8511,16.2996,0,,20251013,0.0000,fixed_10d_close,retest_not_found,,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1308,亞聚,20251202,,,13.6000,recent_20_session_local_base_ceiling,6.9853,3.1087,1882.2463,true,false,14.5500,13.2500,122.4138,22.4670,0,,20251203,-11.6667,stop_signal_low,retest_found_but_no_attack,20251203,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,retest_hold_then_attack_next_open,1308,亞聚,20251202,,,13.6000,recent_20_session_local_base_ceiling,6.9853,3.1087,1882.2463,true,false,14.5500,13.2500,122.4138,22.4670,0,,20251203,-11.6667,stop_signal_low,retest_found_but_no_attack,20251203,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1308,亞聚,20260323,,,17.6000,recent_20_session_local_base_ceiling,3.1250,3.2693,10453.9396,true,false,18.1500,16.6000,108.8000,36.4341,0,,20260324,-2.3529,stop_signal_low,neckline_effectively_broken_after_retest,20260324,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,retest_hold_then_attack_next_open,1308,亞聚,20260323,,,17.6000,recent_20_session_local_base_ceiling,3.1250,3.2693,10453.9396,true,false,18.1500,16.6000,108.8000,36.4341,0,,20260324,-2.3529,stop_signal_low,neckline_effectively_broken_after_retest,20260324,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,direct_breakout_next_open,1309,台達化,20250310,,,14.8500,recent_20_session_local_base_ceiling,4.3771,3.3799,1307.1253,true,false,15.5000,14.1000,37.5527,34.3891,0,,20250311,-9.0323,stop_signal_low,neckline_effectively_broken_after_retest,20250311,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,low_position_base_attack,retest_hold_then_attack_next_open,1309,台達化,20250310,,,14.8500,recent_20_session_local_base_ceiling,4.3771,3.3799,1307.1253,true,false,15.5000,14.1000,37.5527,34.3891,0,,20250311,-9.0323,stop_signal_low,neckline_effectively_broken_after_retest,20250311,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
breakout_family_retest_grid,warning_research_variant_only,breakout_family_retest_grid_20260627,warning_research_variant_only,bottom_base_volume_attack_reference,base_attack_position_review,direct_breakout_next_open,1309,台達化,20260126,,,12.3500,recent_20_session_local_base_ceiling,4.0486,3.8694,1419.6846,true,false,12.8500,11.9000,98.1132,20.5607,0,,20260127,-7.7519,stop_signal_low,neckline_effectively_broken_after_retest,20260127,,,,,false,not_production_ready_research_only,2026-06-27 16:57:23 Asia/Taipei
