research_id,research_variant_id,parameter_set_id,advisory_status,confirmation_scope_id,analysis_scope_id,confirmation_rule_id,max_window_sessions,min_follow_through_pct,scope_event_count,data_available_count,source_accepted_count,tradable_entry_count,incomplete_count,win_count,neutral_count,loss_count,pure_win_rate_pct,neutral_inclusive_success_rate_pct,avg_return_pct,median_return_pct,avg_max_close_return_pct,avg_min_close_return_pct,sample_status,interpretation,approved_for_daily,production_readiness,generated_at
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,all_strict_45_90,close_ge_3pct_within_3_sessions_next_open,3,3.0000,313,282,124,124,0,56,34,34,62.2222,72.5806,3.5776,4.5043,8.0590,-7.0739,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,all_strict_45_90,close_ge_5pct_within_3_sessions_next_open,3,5.0000,313,282,97,97,0,44,25,28,61.1111,71.1340,3.0518,4.3750,8.0400,-8.5736,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,all_strict_45_90,close_ge_1pct_within_5_sessions_next_open,5,1.0000,313,282,175,175,0,79,43,53,59.8485,69.7143,3.4377,4.5802,7.8715,-6.6995,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,all_strict_45_90,close_ge_2pct_within_5_sessions_next_open,5,2.0000,313,282,160,160,0,72,39,49,59.5041,69.3750,2.9562,4.5686,7.7696,-7.1234,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,all_strict_45_90,close_ge_3pct_within_5_sessions_next_open,5,3.0000,313,282,148,148,0,63,39,46,57.7982,68.9189,2.8801,4.0092,7.7526,-7.2445,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,all_strict_45_90,close_ge_5pct_within_5_sessions_next_open,5,5.0000,313,282,123,123,0,52,32,39,57.1429,68.2927,2.4553,3.9239,7.6047,-8.4635,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_1pct_within_1_sessions_next_open,1,1.0000,48,47,19,19,0,13,3,3,81.2500,84.2105,8.0665,11.5385,10.4898,-3.9403,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_2pct_within_1_sessions_next_open,1,2.0000,48,47,15,15,0,10,2,3,76.9231,80.0000,7.2422,11.3445,9.9145,-4.1243,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_3pct_within_1_sessions_next_open,1,3.0000,48,47,11,11,0,7,1,3,70.0000,72.7273,6.4743,11.5385,9.9549,-6.3853,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_5pct_within_1_sessions_next_open,1,5.0000,48,47,6,6,0,3,1,2,60.0000,66.6667,3.7524,8.7070,8.7910,-11.3849,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_1pct_within_2_sessions_next_open,2,1.0000,48,47,30,30,0,19,6,5,79.1667,83.3333,7.3811,11.4415,10.1949,-4.7450,reviewable_small_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_2pct_within_2_sessions_next_open,2,2.0000,48,47,23,23,0,14,4,5,73.6842,78.2609,6.1717,10.7628,9.5105,-4.9369,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_3pct_within_2_sessions_next_open,2,3.0000,48,47,21,21,0,12,4,5,70.5882,76.1905,5.5148,10.4478,9.4387,-6.2699,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_5pct_within_2_sessions_next_open,2,5.0000,48,47,16,16,0,9,3,4,69.2308,75.0000,4.9385,11.7180,9.2540,-9.0682,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_1pct_within_3_sessions_next_open,3,1.0000,48,47,32,32,0,20,7,5,80.0000,84.3750,7.4967,11.4415,10.2871,-4.6106,reviewable_small_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_2pct_within_3_sessions_next_open,3,2.0000,48,47,27,27,0,16,5,6,72.7273,77.7778,6.5084,10.7628,9.7218,-4.1843,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_3pct_within_3_sessions_next_open,3,3.0000,48,47,25,25,0,15,5,5,75.0000,80.0000,6.4098,11.5385,10.0212,-5.2474,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_5pct_within_3_sessions_next_open,3,5.0000,48,47,21,21,0,12,4,5,70.5882,76.1905,5.3161,11.5903,9.6046,-7.3399,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_1pct_within_5_sessions_next_open,5,1.0000,48,47,37,37,0,24,7,6,80.0000,83.7838,8.0214,11.5385,10.5585,-4.3735,reviewable_small_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_2pct_within_5_sessions_next_open,5,2.0000,48,47,30,30,0,18,6,6,75.0000,80.0000,7.0362,11.0537,10.0091,-3.6823,reviewable_small_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_3pct_within_5_sessions_next_open,5,3.0000,48,47,28,28,0,17,6,5,77.2727,82.1429,6.9858,11.6212,10.2970,-4.5957,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_market_bull,close_ge_5pct_within_5_sessions_next_open,5,5.0000,48,47,26,26,0,15,6,5,75.0000,80.7692,6.4255,11.5952,9.9981,-5.7572,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_1pct_within_1_sessions_next_open,1,1.0000,265,235,75,75,0,37,19,19,66.0714,74.6667,4.4972,7.2549,8.5840,-5.9642,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_2pct_within_1_sessions_next_open,1,2.0000,265,235,59,59,0,28,15,16,63.6364,72.8814,3.7221,5.1746,8.2084,-7.4398,reviewable_small_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_3pct_within_1_sessions_next_open,1,3.0000,265,235,43,43,0,20,11,12,62.5000,72.0930,2.4915,4.8995,7.6454,-8.8157,reviewable_small_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_5pct_within_1_sessions_next_open,1,5.0000,265,235,26,26,0,12,5,9,57.1429,65.3846,0.3574,6.0772,6.9033,-11.6952,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_1pct_within_2_sessions_next_open,2,1.0000,265,235,102,102,0,43,25,34,55.8442,66.6667,3.1384,4.0786,7.4443,-6.4025,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_2pct_within_2_sessions_next_open,2,2.0000,265,235,90,90,0,40,22,28,58.8235,68.8889,3.0166,4.6169,7.5789,-7.2480,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_3pct_within_2_sessions_next_open,2,3.0000,265,235,73,73,0,31,17,25,55.3571,65.7534,2.1319,3.7662,7.1946,-8.1231,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_5pct_within_2_sessions_next_open,2,5.0000,265,235,55,55,0,26,12,17,60.4651,69.0909,2.7602,4.9628,7.7044,-8.4330,reviewable_small_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_1pct_within_3_sessions_next_open,3,1.0000,265,235,120,120,0,52,31,37,58.4270,69.1667,3.5915,4.5056,7.6735,-6.3703,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_2pct_within_3_sessions_next_open,3,2.0000,265,235,112,112,0,51,29,32,61.4458,71.4286,3.6409,4.7766,7.8316,-6.7872,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_3pct_within_3_sessions_next_open,3,3.0000,265,235,99,99,0,41,29,29,58.5714,70.7071,2.8623,4.1573,7.5636,-7.5351,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_5pct_within_3_sessions_next_open,3,5.0000,265,235,76,76,0,32,21,23,58.1818,69.7368,2.4261,3.7013,7.6076,-8.9145,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_1pct_within_5_sessions_next_open,5,1.0000,265,235,138,138,0,55,36,47,53.9216,65.9420,2.2087,3.6293,7.1511,-7.3231,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_2pct_within_5_sessions_next_open,5,2.0000,265,235,130,130,0,54,33,43,55.6701,66.9231,2.0147,3.9965,7.2527,-7.9175,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_3pct_within_5_sessions_next_open,5,3.0000,265,235,120,120,0,46,33,41,52.8736,65.8333,1.9220,3.2206,7.1589,-7.8625,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,non_low_position_le60_market_bull,close_ge_5pct_within_5_sessions_next_open,5,5.0000,265,235,97,97,0,37,26,34,52.1127,64.9485,1.3912,3.5754,6.9632,-9.1888,reviewable_broader_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_any_market,close_ge_1pct_within_1_sessions_next_open,1,1.0000,56,53,19,19,0,13,3,3,81.2500,84.2105,8.0665,11.5385,10.4898,-3.9403,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_any_market,close_ge_2pct_within_1_sessions_next_open,1,2.0000,56,53,15,15,0,10,2,3,76.9231,80.0000,7.2422,11.3445,9.9145,-4.1243,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_any_market,close_ge_3pct_within_1_sessions_next_open,1,3.0000,56,53,11,11,0,7,1,3,70.0000,72.7273,6.4743,11.5385,9.9549,-6.3853,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_any_market,close_ge_5pct_within_1_sessions_next_open,1,5.0000,56,53,6,6,0,3,1,2,60.0000,66.6667,3.7524,8.7070,8.7910,-11.3849,thin_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
structured_neckline_strict_45_90_confirmation_expansion_audit,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_expansion_audit_20260629,warning_research_variant_only,strict_45_90_all_sample_confirmation_next_open_expansion,low_position_le60_any_market,close_ge_1pct_within_2_sessions_next_open,2,1.0000,56,53,32,32,0,20,6,6,76.9231,81.2500,7.1863,11.1928,9.8661,-5.1492,reviewable_small_sample,confirmation_next_open_expansion_research_only_not_production_ready,false,not_production_ready_research_only,2026-06-29 03:45:56 Asia/Taipei
