research_id,artifact_version,source_research_id,advisory_status,model_id,row_type,audit_scope,audit_key,sample_size,current_formal_rows,existing_formal_rows,current_minus_existing_unique_keys,existing_minus_current_unique_keys,current_minus_existing_rows,inside_existing_window_rows,after_existing_window_rows,inside_existing_window_stocks,existing_max_signal_date,current_max_signal_date,status,note,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_formal_source_sync_impact,volume_range_breakout_v2_formal_source_sync_impact_20260708,volume_breakout_formal_operation_events,warning_research_variant_only,volume_range_breakout,source_profile,formal_source_sync,current_vs_existing_formal_events,47,3292,3245,39,0,47,7,40,4,20260617,20260622,source_sync_required_before_promotion,non-writing current formal producer replay compared with existing formal operation events artifact,False,not_production_ready_research_only,2026-07-08 15:23:59 Asia/Taipei
volume_range_breakout_v2_formal_source_sync_impact,volume_range_breakout_v2_formal_source_sync_impact_20260708,volume_breakout_formal_operation_events,warning_research_variant_only,volume_range_breakout,discussion_item,formal_source_sync,inside_existing_artifact_window_rows,7,3292,3245,39,0,47,7,40,4,20260617,20260622,requires_user_discussion_source_sync_scope,rows inside the existing artifact signal-date window that current formal producer would add,False,not_production_ready_research_only,2026-07-08 15:23:59 Asia/Taipei
volume_range_breakout_v2_formal_source_sync_impact,volume_range_breakout_v2_formal_source_sync_impact_20260708,volume_breakout_formal_operation_events,warning_research_variant_only,volume_range_breakout,discussion_item,formal_source_sync,after_existing_artifact_window_rows,40,3292,3245,39,0,47,7,40,4,20260617,20260622,expected_freshness_extension_requires_refresh,rows after the existing artifact max signal date that current formal producer would add,False,not_production_ready_research_only,2026-07-08 15:23:59 Asia/Taipei
