date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,13.9,14.25,13.5,13.75,672000,,,,,,,,,,,
20251104,13.9,13.95,13.0,13.0,1436000,,,,,,-5.4545,,,,,
20251105,12.95,13.2,12.6,13.15,748000,,,,,,1.1538,,,,,
20251106,13.35,13.6,13.25,13.25,871000,,,,,,0.7605,,,,,
20251107,13.25,14.55,13.15,14.55,2737000,13.54,13.54,13.54,13.54,13.6883,9.8113,,,2.1171,7.4594,0.0
20251110,14.6,15.8,14.0,15.75,5841000,13.94,13.9083,13.9083,13.9083,13.8601,8.2474,14.5455,,2.8481,13.2415,-0.3165
20251111,15.95,16.0,14.65,14.65,4165000,14.27,14.0143,14.0143,14.0143,13.9259,-6.9841,12.6923,,1.7702,4.5362,-8.4375
20251112,14.6,15.3,14.5,15.2,2423000,14.68,14.1625,14.1625,14.1625,14.0321,3.7543,15.5894,,1.026,7.3257,-5.0
20251113,15.4,16.65,15.1,16.45,7339000,15.32,14.4167,14.4167,14.4167,14.2336,8.2237,24.1509,,2.518,14.104,-1.2012
20251114,16.3,16.3,14.95,15.45,3946000,15.5,14.52,14.52,14.52,14.335,-6.079,6.1856,,1.3076,6.405,-7.2072
20251117,15.8,16.2,15.1,15.1,2291000,15.37,14.5727,14.5727,14.5727,14.3987,-2.2654,-4.127,,0.7762,3.6182,-9.3093
20251118,14.0,14.4,13.6,13.7,3961000,15.18,14.5,14.5,14.5,14.3405,-9.2715,-6.4846,,1.3047,-5.5172,-17.7177
20251119,12.9,12.9,12.35,12.35,820000,14.61,14.3346,14.3346,14.3346,14.1746,-9.854,-18.75,,0.2862,-13.8449,-25.8258
20251120,11.15,11.15,11.15,11.15,402000,13.55,14.1071,14.1071,14.1071,13.9226,-9.7166,-32.2188,,0.1495,-20.962,-33.033
20251121,10.05,10.05,10.05,10.05,266000,12.47,13.8367,13.8367,13.8367,13.5999,-9.8655,-34.9515,,0.1052,-27.3669,-39.6396
20251124,9.05,9.05,9.05,9.05,226000,11.26,13.5375,13.5375,13.5375,13.2207,-9.9502,-40.0662,,0.0948,-33.1487,-45.6456
20251125,8.61,9.8,8.5,9.25,3994000,10.37,13.2853,13.2853,13.2853,12.8898,2.2099,-32.4818,,1.6113,-30.3741,-44.4444
20251126,8.74,8.77,8.33,8.33,2252000,9.566,13.01,13.01,13.01,12.5098,-9.9459,-32.5506,,0.9132,-35.9723,-49.97
20251127,8.1,8.1,7.65,8.1,1640000,8.956,12.7516,12.7516,12.7516,12.1423,-2.7611,-27.3543,,0.6769,-36.4785,-51.3514
20251128,7.97,8.79,7.97,8.7,1103000,8.686,12.549,12.549,12.549,11.8555,7.4074,-13.4328,,0.468,-30.6718,-47.7477
20251201,8.49,8.9,8.49,8.65,629000,8.606,12.294,12.3633,12.3633,11.5884,-0.5747,-4.4199,-37.0909,0.2671,-29.6405,-48.048
