# PRICE_WINDOW_134

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,70.9,71.1,70.3,70.9,50000,,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,70.2,71.0,70.2,71.0,48000,,,,,,0.141,,,,,,

PRICE_WINDOW_180_ROW_003=20251105,71.1,71.5,70.5,71.5,122000,,,,,,0.7042,,,,,,

PRICE_WINDOW_180_ROW_004=20251106,71.5,72.5,71.5,72.1,181000,,,,,,0.8392,,,,,,

PRICE_WINDOW_180_ROW_005=20251107,73.6,74.5,72.9,74.5,261000,72.0,71.3401,72.0,72.0,72.0,3.3287,,,1.9713,4.4293,3.4722,0.0

PRICE_WINDOW_180_ROW_006=20251110,74.5,74.5,73.0,73.2,36000,72.46,71.4951,72.2,72.2,72.2,-1.745,3.244,,0.3095,2.3847,1.385,-1.745

PRICE_WINDOW_180_ROW_007=20251111,73.3,73.3,72.6,72.9,27000,72.84,71.6122,72.3,72.3,72.3,-0.4098,2.6761,,0.2607,1.7983,0.8299,-2.1477

PRICE_WINDOW_180_ROW_008=20251112,73.2,73.2,71.5,72.2,64000,72.98,71.6612,72.2875,72.2875,72.2875,-0.9602,0.979,,0.6489,0.7519,-0.121,-3.0872

PRICE_WINDOW_180_ROW_009=20251113,71.6,71.6,71.0,71.3,69000,72.82,71.6311,72.1778,72.1778,72.1778,-1.2465,-1.1096,,0.7238,-0.4622,-1.2161,-4.2953

PRICE_WINDOW_180_ROW_010=20251114,70.6,71.0,70.4,70.9,125000,72.1,71.5701,72.05,72.05,72.05,-0.561,-4.8322,,1.2716,-0.9363,-1.5961,-4.8322

PRICE_WINDOW_180_ROW_011=20251117,71.4,71.7,70.3,71.7,43000,71.8,71.581,72.0182,72.0182,72.0182,1.1283,-2.0492,,0.461,0.1663,-0.4418,-3.7584

PRICE_WINDOW_180_ROW_012=20251118,71.9,72.4,70.6,70.7,26000,71.36,71.5075,71.9083,71.9083,71.9083,-1.3947,-3.0178,,0.2966,-1.1293,-1.6804,-5.1007

PRICE_WINDOW_180_ROW_013=20251119,71.5,71.5,70.6,70.6,18000,71.04,71.4319,71.8077,71.8077,71.8077,-0.1414,-2.2161,,0.2187,-1.1646,-1.6818,-5.2349

PRICE_WINDOW_180_ROW_014=20251120,70.6,71.2,70.6,71.2,19000,71.02,71.4126,71.7643,71.7643,71.7643,0.8499,-0.1403,,0.2443,-0.2977,-0.7863,-4.4295

PRICE_WINDOW_180_ROW_015=20251121,70.9,71.2,70.3,71.2,11000,71.08,71.3949,71.7267,71.7267,71.7267,0.0,0.4231,,0.15,-0.273,-0.7343,-4.4295

PRICE_WINDOW_180_ROW_016=20251124,71.5,71.5,71.0,71.4,25000,71.02,71.3953,71.7062,71.7062,71.7062,0.2809,-0.4184,,0.3556,0.0066,-0.4271,-4.1611

PRICE_WINDOW_180_ROW_017=20251125,71.3,72.0,71.0,72.0,35000,71.28,71.4457,71.7235,71.7235,71.7235,0.8403,1.8388,,0.5129,0.7758,0.3855,-3.3557

PRICE_WINDOW_180_ROW_018=20251126,72.0,72.0,71.3,71.7,24000,71.5,71.4669,71.7222,71.7222,71.7222,-0.4167,1.5581,,0.3649,0.3262,-0.031,-3.7584

PRICE_WINDOW_180_ROW_019=20251127,71.4,72.1,71.0,72.1,37000,71.68,71.5196,71.7421,71.7421,71.7421,0.5579,1.264,,0.5758,0.8115,0.4989,-3.2215

PRICE_WINDOW_180_ROW_020=20251128,72.1,72.4,71.9,72.3,19000,71.9,71.5847,71.77,71.77,71.77,0.2774,1.5449,,0.3065,0.9993,0.7385,-2.953

