# PRICE_WINDOW_136

columns=date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,27.35,27.5,27.25,27.25,1975634,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,27.25,27.45,27.2,27.3,2018661,,,,,,0.1835,,,,,

PRICE_WINDOW_180_ROW_003=20251105,27.2,27.5,27.1,27.5,2836908,,,,,,0.7326,,,,,

PRICE_WINDOW_180_ROW_004=20251106,27.7,27.8,27.6,27.65,3540828,,,,,,0.5455,,,,,

PRICE_WINDOW_180_ROW_005=20251107,27.65,28.25,27.6,28.0,9600435,27.54,27.54,27.54,27.54,27.3638,1.2658,,,2.4034,1.6703,-0.885

PRICE_WINDOW_180_ROW_006=20251110,28.4,29.2,28.35,28.7,14625354,27.83,27.7333,27.7333,27.7333,27.4751,2.5,5.3211,,2.5363,3.4856,-1.7123

PRICE_WINDOW_180_ROW_007=20251111,28.7,28.85,28.5,28.6,6573560,28.09,27.8571,27.8571,27.8571,27.5689,-0.3484,4.7619,,1.1176,2.6667,-2.0548

PRICE_WINDOW_180_ROW_008=20251112,28.8,29.1,28.45,28.45,6666282,28.28,27.9312,27.9312,27.9312,27.6423,-0.5245,3.4545,,1.1148,1.8572,-2.5685

PRICE_WINDOW_180_ROW_009=20251113,28.45,28.6,28.3,28.35,3328812,28.42,27.9778,27.9778,27.9778,27.7013,-0.3515,2.5316,,0.5855,1.3304,-2.911

PRICE_WINDOW_180_ROW_010=20251114,28.25,28.65,28.15,28.35,3501960,28.49,28.015,28.015,28.015,27.7553,0.0,1.25,,0.6406,1.1958,-2.911

PRICE_WINDOW_180_ROW_011=20251117,28.2,28.45,28.15,28.45,4176184,28.44,28.0545,28.0545,28.0545,27.8132,0.3527,-0.8711,,0.7807,1.4096,-2.5685

PRICE_WINDOW_180_ROW_012=20251118,28.25,28.3,27.85,27.9,3578727,28.3,28.0417,28.0417,28.0417,27.8204,-1.9332,-2.4476,,0.688,-0.5052,-4.4521

PRICE_WINDOW_180_ROW_013=20251119,28.1,28.1,27.7,27.8,2611676,28.17,28.0231,28.0231,28.0231,27.8187,-0.3584,-2.2847,,0.5221,-0.796,-4.7945

PRICE_WINDOW_180_ROW_014=20251120,27.95,28.1,27.7,27.9,2069041,28.08,28.0143,28.0143,28.0143,27.8255,0.3597,-1.5873,,0.4317,-0.408,-4.4521

PRICE_WINDOW_180_ROW_015=20251121,28.0,28.0,27.35,27.35,4865067,27.88,27.97,27.97,27.97,27.7859,-1.9713,-3.5273,,1.014,-2.2167,-6.3356

PRICE_WINDOW_180_ROW_016=20251124,27.4,27.85,27.3,27.85,7337118,27.76,27.9625,27.9625,27.9625,27.7912,1.8282,-2.109,,1.4803,-0.4023,-4.6233

PRICE_WINDOW_180_ROW_017=20251125,27.8,27.85,27.55,27.85,1958193,27.75,27.9559,27.9559,27.9559,27.7961,0.0,-0.1792,,0.4096,-0.3787,-4.6233

PRICE_WINDOW_180_ROW_018=20251126,27.85,28.1,27.85,28.05,1877928,27.8,27.9611,27.9611,27.9611,27.8173,0.7181,0.8993,,0.4066,0.3179,-3.9384

PRICE_WINDOW_180_ROW_019=20251127,27.9,27.95,27.55,27.85,4488158,27.79,27.9553,27.9553,27.9553,27.82,-0.713,-0.1792,,0.9731,-0.3765,-4.6233

PRICE_WINDOW_180_ROW_020=20251128,27.85,28.05,27.7,27.95,3730653,27.91,27.955,27.955,27.955,27.8308,0.3591,2.1938,,0.8167,-0.0179,-4.2808

PRICE_WINDOW_180_ROW_021=20251201,27.75,28.0,27.7,27.95,3893784,27.93,27.99,27.9548,27.9548,27.8408,0.0,0.3591,2.5688,0.8349,-0.1429,-4.2808

PRICE_WINDOW_180_ROW_022=20251202,28.0,28.05,27.85,28.0,2808029,27.96,28.025,27.9568,27.9568,27.854,0.1789,0.5386,2.5641,0.597,-0.0892,-4.1096

PRICE_WINDOW_180_ROW_023=20251203,27.9,28.0,27.85,28.0,2768317,27.95,28.05,27.9587,27.9587,27.8662,0.0,-0.1783,1.8182,0.589,-0.1783,-4.1096

PRICE_WINDOW_180_ROW_024=20251204,28.0,28.0,27.75,27.9,3664549,27.96,28.0625,27.9562,27.9562,27.869,-0.3571,0.1795,0.9042,0.7787,-0.5791,-4.4521

PRICE_WINDOW_180_ROW_025=20251205,27.8,27.9,27.5,27.55,3509274,27.88,28.04,27.94,27.94,27.8424,-1.2545,-1.4311,-1.6071,0.7973,-1.7475,-5.6507

PRICE_WINDOW_180_ROW_026=20251208,27.55,27.75,27.4,27.65,3889360,27.82,27.9875,27.9288,27.9288,27.8264,0.363,-1.0733,-3.6585,1.0063,-1.2059,-5.3082

PRICE_WINDOW_180_ROW_027=20251209,27.55,27.65,27.5,27.55,3431276,27.73,27.935,27.9148,27.9148,27.8034,-0.3617,-1.6071,-3.6713,0.9254,-1.3782,-5.6507

PRICE_WINDOW_180_ROW_028=20251210,27.55,27.65,27.5,27.6,3555089,27.65,27.8925,27.9036,27.9036,27.7864,0.1815,-1.4286,-2.9877,1.0008,-1.0487,-5.4795

PRICE_WINDOW_180_ROW_029=20251211,27.5,27.75,27.5,27.7,3503625,27.61,27.86,27.8966,27.8966,27.7792,0.3623,-0.7168,-2.2928,0.9839,-0.5743,-5.137

PRICE_WINDOW_180_ROW_030=20251212,27.8,27.8,27.6,27.7,3413127,27.64,27.8275,27.89,27.89,27.7726,0.0,0.5445,-2.2928,0.9597,-0.4582,-5.137

PRICE_WINDOW_180_ROW_031=20251215,27.65,27.75,27.55,27.6,1543746,27.63,27.785,27.8806,27.8806,27.7582,-0.361,-0.1808,-2.9877,0.4508,-0.6658,-5.4795

PRICE_WINDOW_180_ROW_032=20251216,27.45,27.65,27.45,27.45,4220543,27.61,27.7625,27.8672,27.8672,27.7325,-0.5435,-0.363,-1.6129,1.2209,-1.1256,-5.9932

PRICE_WINDOW_180_ROW_033=20251217,27.55,27.55,27.25,27.4,4528957,27.57,27.7425,27.853,27.853,27.7048,-0.1821,-0.7246,-1.4388,1.2748,-1.2346,-6.1644

PRICE_WINDOW_180_ROW_034=20251218,27.3,27.5,27.3,27.4,2452501,27.51,27.7175,27.8397,27.8397,27.6794,0.0,-1.083,-1.7921,0.6866,-1.1455,-6.1644

PRICE_WINDOW_180_ROW_035=20251219,27.3,27.85,27.3,27.85,6895331,27.54,27.7425,27.84,27.84,27.6936,1.6423,0.5415,1.8282,1.8771,0.3875,-4.6233

PRICE_WINDOW_180_ROW_036=20251222,27.8,27.95,27.7,27.95,3331717,27.61,27.7475,27.8431,27.8431,27.715,0.3591,1.2681,0.3591,0.9593,0.7298,-4.2808

PRICE_WINDOW_180_ROW_037=20251223,27.9,28.15,27.9,28.05,3369174,27.73,27.7575,27.8486,27.8486,27.7429,0.3578,2.1858,0.7181,0.9507,1.0538,-3.9384

PRICE_WINDOW_180_ROW_038=20251224,28.05,28.05,27.9,27.95,981846,27.84,27.7525,27.8513,27.8513,27.7602,-0.3565,2.0073,-0.3565,0.2806,0.7116,-4.2808

PRICE_WINDOW_180_ROW_039=20251226,27.95,27.95,27.75,27.9,1828593,27.94,27.755,27.8526,27.8526,27.7718,-0.1789,1.8248,0.1795,0.5433,0.5224,-4.4521

PRICE_WINDOW_180_ROW_040=20251229,27.9,28.0,27.85,27.95,1406243,27.96,27.755,27.855,27.855,27.7867,0.1792,0.3591,0.0,0.4327,0.7026,-4.2808

PRICE_WINDOW_180_ROW_041=20251230,27.9,28.0,27.75,27.95,4813013,27.96,27.755,27.8573,27.8573,27.8003,0.0,0.0,0.0,1.4604,0.7026,-4.2808

PRICE_WINDOW_180_ROW_042=20251231,27.85,28.05,27.85,28.0,2381217,27.95,27.755,27.8607,27.8607,27.8169,0.1789,-0.1783,0.0,0.7272,0.8827,-4.1096

PRICE_WINDOW_180_ROW_043=20260102,28.0,28.15,27.9,28.0,2017774,27.96,27.755,27.864,27.864,27.8322,0.0,0.1789,0.0,0.6234,0.8827,-4.1096

PRICE_WINDOW_180_ROW_044=20260105,27.9,28.05,27.8,27.85,5054998,27.95,27.7525,27.8636,27.8636,27.8337,-0.5357,-0.1792,-0.1792,1.5289,0.3513,-4.6233

PRICE_WINDOW_180_ROW_045=20260106,27.9,28.0,27.7,28.0,4316047,27.96,27.775,27.8667,27.8667,27.8475,0.5386,0.1789,1.6334,1.2896,0.8101,-4.1096

PRICE_WINDOW_180_ROW_046=20260107,28.05,28.05,27.8,27.85,4414942,27.94,27.785,27.8663,27.8663,27.8477,-0.5357,-0.3578,0.7233,1.3089,0.2339,-4.6233

PRICE_WINDOW_180_ROW_047=20260108,27.85,27.95,27.5,27.9,5477091,27.92,27.8025,27.867,27.867,27.8521,0.1795,-0.3571,1.2704,1.576,0.3507,-4.4521

PRICE_WINDOW_180_ROW_048=20260109,27.9,28.0,27.55,28.0,4233754,27.92,27.8225,27.8698,27.8698,27.8644,0.3584,0.0,1.4493,1.2065,0.638,-4.1096

PRICE_WINDOW_180_ROW_049=20260112,27.95,27.95,27.6,27.6,3354348,27.87,27.8175,27.8643,27.8643,27.8424,-1.4286,-0.8977,-0.361,0.9579,-0.7819,-5.4795

PRICE_WINDOW_180_ROW_050=20260113,27.7,27.75,27.4,27.4,5547657,27.75,27.8025,27.855,27.855,27.8055,-0.7246,-2.1429,-1.083,1.5374,-1.4477,-6.1644

PRICE_WINDOW_180_ROW_051=20260114,27.4,27.5,27.3,27.4,4015777,27.66,27.7925,27.8461,27.8461,27.7717,0.0,-1.6158,-0.7246,1.076,-1.4123,-6.1644

PRICE_WINDOW_180_ROW_052=20260115,27.45,27.5,27.35,27.35,3772737,27.55,27.7875,27.8365,27.8365,27.7366,-0.1825,-1.9713,-0.3643,1.017,-1.5744,-6.3356

PRICE_WINDOW_180_ROW_053=20260116,27.45,27.6,27.3,27.35,5198994,27.42,27.785,27.8274,27.8274,27.7044,0.0,-2.3214,-0.1825,1.3889,-1.5656,-6.3356

PRICE_WINDOW_180_ROW_054=20260119,27.35,27.4,27.25,27.25,5281081,27.35,27.7775,27.8167,27.8167,27.6665,-0.3656,-1.2681,-0.5474,1.3595,-1.899,-6.6781

PRICE_WINDOW_180_ROW_055=20260120,27.2,27.25,27.1,27.1,7306610,27.29,27.74,27.8036,27.8036,27.6193,-0.5505,-1.0949,-2.693,1.871,-2.3071,-7.1918

PRICE_WINDOW_180_ROW_056=20260121,27.15,27.15,27.0,27.0,7246306,27.21,27.6925,27.7893,27.7893,27.5677,-0.369,-1.4599,-3.3989,1.767,-2.5007,-7.5342

PRICE_WINDOW_180_ROW_057=20260122,27.0,27.1,26.95,27.0,7342941,27.14,27.64,27.7754,27.7754,27.5204,0.0,-1.2797,-3.7433,1.7078,-2.3155,-7.5342

PRICE_WINDOW_180_ROW_058=20260123,27.15,27.3,26.95,26.95,7331244,27.06,27.59,27.7612,27.7612,27.4728,-0.1852,-1.4625,-3.5778,1.5879,-2.3197,-7.7055

PRICE_WINDOW_180_ROW_059=20260126,26.95,27.25,26.85,27.25,5473107,27.06,27.5575,27.7525,27.7525,27.4543,1.1132,0.0,-2.3297,1.1404,-1.1158,-6.6781

PRICE_WINDOW_180_ROW_060=20260127,27.25,27.35,27.15,27.15,5354211,27.07,27.5175,27.7425,27.7425,27.4289,-0.367,0.1845,-2.8623,1.0716,-1.3355,-7.0205

PRICE_WINDOW_180_ROW_061=20260128,27.05,27.2,27.05,27.2,5238823,27.11,27.48,27.7417,27.7336,27.4098,0.1842,0.7407,-2.6834,1.044,-1.0189,-6.8493

PRICE_WINDOW_180_ROW_062=20260129,27.2,27.6,27.2,27.6,7456085,27.23,27.46,27.7467,27.7315,27.4257,1.4706,2.2222,-1.4286,1.4144,0.5098,-5.4795

PRICE_WINDOW_180_ROW_063=20260130,27.6,27.65,27.1,27.35,7755494,27.31,27.4275,27.7442,27.7254,27.4194,-0.9058,1.4842,-2.3214,1.3952,-0.2826,-6.3356

PRICE_WINDOW_180_ROW_064=20260202,27.3,27.3,27.05,27.1,4129026,27.28,27.39,27.735,27.7156,27.3928,-0.9141,-0.5505,-2.693,0.7491,-1.0588,-7.1918

PRICE_WINDOW_180_ROW_065=20260203,27.1,27.25,27.1,27.1,4503832,27.27,27.345,27.72,27.7062,27.3684,0.0,-0.1842,-3.2143,0.8157,-0.896,-7.1918

PRICE_WINDOW_180_ROW_066=20260204,27.1,27.2,27.1,27.1,3198764,27.25,27.3075,27.6933,27.697,27.346,0.0,-0.3676,-2.693,0.5858,-0.7599,-6.8729

PRICE_WINDOW_180_ROW_067=20260205,27.1,27.35,27.05,27.1,3582446,27.15,27.2675,27.6683,27.6881,27.3255,0.0,-1.8116,-2.8674,0.6676,-0.6143,-6.8729

PRICE_WINDOW_180_ROW_068=20260206,27.0,27.15,27.0,27.0,3863501,27.08,27.2175,27.6442,27.6779,27.2984,-0.369,-1.2797,-3.5714,0.7225,-0.7991,-5.7592

PRICE_WINDOW_180_ROW_069=20260209,27.15,27.25,27.05,27.15,3904238,27.09,27.195,27.6242,27.6703,27.286,0.5556,0.1845,-1.6304,0.7264,-0.1655,-5.2356

PRICE_WINDOW_180_ROW_070=20260210,27.15,27.35,27.15,27.35,4422506,27.14,27.1925,27.6075,27.6657,27.2913,0.7366,0.9225,-0.1825,0.8315,0.5792,-3.8664

PRICE_WINDOW_180_ROW_071=20260211,27.35,27.35,27.1,27.15,5295432,27.15,27.18,27.5858,27.6585,27.2796,-0.7313,0.1845,-0.9124,0.9838,-0.1104,-4.0636

PRICE_WINDOW_180_ROW_072=20260223,27.4,27.45,27.15,27.35,7198365,27.2,27.18,27.5767,27.6542,27.2854,0.7366,0.9225,0.0,1.296,0.6255,-2.8419

PRICE_WINDOW_180_ROW_073=20260224,27.35,27.4,27.1,27.3,6647206,27.26,27.1775,27.5683,27.6493,27.2867,-0.1828,1.1111,-0.1828,1.1814,0.4507,-3.0195

PRICE_WINDOW_180_ROW_074=20260225,27.3,27.3,27.1,27.1,5859366,27.25,27.17,27.555,27.6419,27.2711,-0.7326,-0.1842,-0.5505,1.0361,-0.2576,-3.73

PRICE_WINDOW_180_ROW_075=20260226,27.1,27.2,27.0,27.05,12485925,27.19,27.1675,27.55,27.634,27.2527,-0.1845,-1.0969,-0.1845,2.1111,-0.4325,-3.9076

PRICE_WINDOW_180_ROW_076=20260302,27.25,27.25,26.9,27.25,6756514,27.21,27.18,27.54,27.6289,27.2524,0.7394,0.3683,0.9259,1.1471,0.2575,-3.1972

PRICE_WINDOW_180_ROW_077=20260303,26.9,27.0,26.85,26.85,7540715,27.11,27.1725,27.5233,27.6188,27.2189,-1.4679,-1.8282,-0.5556,1.2781,-1.1869,-4.6181

PRICE_WINDOW_180_ROW_078=20260304,26.75,26.75,26.45,26.55,9994887,26.96,27.1525,27.4983,27.6051,27.1632,-1.1173,-2.7473,-1.4842,1.6567,-2.2189,-5.6838

PRICE_WINDOW_180_ROW_079=20260305,26.55,26.75,26.5,26.6,5535486,26.86,27.12,27.4775,27.5924,27.1162,0.1883,-1.845,-2.3853,0.9171,-1.9174,-5.5062

PRICE_WINDOW_180_ROW_080=20260306,26.5,26.65,26.35,26.5,4582950,26.75,27.0875,27.4533,27.5788,27.0649,-0.3759,-2.0333,-2.3941,0.7641,-2.1689,-5.8615

PRICE_WINDOW_180_ROW_081=20260309,26.1,26.3,26.0,26.15,6277398,26.53,27.035,27.4233,27.5611,26.9886,-1.3208,-4.0367,-3.8603,1.0377,-3.2735,-7.1048

PRICE_WINDOW_180_ROW_082=20260310,26.4,26.45,26.2,26.2,5234981,26.4,26.965,27.3933,27.5445,26.9229,0.1912,-2.4209,-5.0725,0.8815,-2.837,-6.9272

PRICE_WINDOW_180_ROW_083=20260311,26.2,26.35,26.15,26.25,3542985,26.34,26.91,27.3642,27.5289,26.8668,0.1908,-1.1299,-4.0219,0.6186,-2.4526,-6.7496

PRICE_WINDOW_180_ROW_084=20260312,26.2,26.25,26.0,26.0,11007074,26.22,26.855,27.3325,27.5107,26.7946,-0.9524,-2.2556,-4.059,1.8128,-3.1838,-7.6377

PRICE_WINDOW_180_ROW_085=20260313,25.9,26.0,25.65,25.9,6907077,26.1,26.795,27.305,27.4918,26.7201,-0.3846,-2.2642,-4.428,1.1155,-3.3402,-7.9929

PRICE_WINDOW_180_ROW_086=20260316,25.9,26.25,25.75,26.15,4679345,26.1,26.7475,27.28,27.4762,26.6726,0.9653,0.0,-3.5055,0.7468,-2.2339,-7.1048

PRICE_WINDOW_180_ROW_087=20260317,26.1,26.3,26.0,26.25,6195018,26.11,26.705,27.2583,27.4621,26.6373,0.3824,0.1908,-3.1365,0.9685,-1.7038,-6.7496

PRICE_WINDOW_180_ROW_088=20260318,26.35,26.35,26.05,26.1,5025821,26.08,26.66,27.2333,27.4466,26.5926,-0.5714,-0.5714,-3.3333,0.7786,-2.1005,-7.2824

PRICE_WINDOW_180_ROW_089=20260319,26.15,26.3,25.95,26.15,5234830,26.11,26.61,27.2075,27.432,26.5557,0.1916,0.5769,-3.6832,0.8027,-1.7287,-7.1048

PRICE_WINDOW_180_ROW_090=20260320,26.05,26.35,26.05,26.35,7201679,26.2,26.56,27.185,27.42,26.5385,0.7648,1.7375,-3.6563,1.0813,-0.7907,-6.3943

PRICE_WINDOW_180_ROW_091=20260323,26.1,26.1,25.8,25.9,5361690,26.15,26.4975,27.1567,27.4033,26.4853,-1.7078,-0.956,-4.6041,0.8046,-2.2549,-7.9929

PRICE_WINDOW_180_ROW_092=20260324,25.95,26.1,25.85,26.05,3796172,26.11,26.4325,27.1333,27.3886,26.4491,0.5792,-0.7619,-4.7532,0.5846,-1.4471,-7.46

PRICE_WINDOW_180_ROW_093=20260325,26.35,26.45,26.1,26.45,5511798,26.18,26.39,27.1175,27.3785,26.4491,1.5355,1.341,-3.1136,0.8563,0.2274,-6.0391

PRICE_WINDOW_180_ROW_094=20260326,26.3,26.5,26.25,26.25,5285469,26.2,26.3475,27.0983,27.3665,26.4325,-0.7561,0.3824,-3.1365,0.8248,-0.3701,-6.7496

