# PRICE_WINDOW_136

columns=date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,41.8,41.85,41.6,41.6,137853,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,41.65,41.65,39.95,39.95,385787,,,,,,-3.9663,,,,,

PRICE_WINDOW_180_ROW_003=20251105,39.95,39.95,38.6,39.6,278752,,,,,,-0.8761,,,,,

PRICE_WINDOW_180_ROW_004=20251106,39.65,40.25,39.5,40.0,109571,,,,,,1.0101,,,,,

PRICE_WINDOW_180_ROW_005=20251107,39.95,40.15,39.2,39.25,143879,40.08,40.08,40.08,40.08,41.036,-1.875,,,0.6813,-2.0709,-6.2127

PRICE_WINDOW_180_ROW_006=20251110,39.0,39.2,38.3,38.35,267725,39.43,39.7917,39.7917,39.7917,40.8122,-2.293,-7.8125,,1.2137,-3.623,-8.3632

PRICE_WINDOW_180_ROW_007=20251111,38.55,39.1,38.15,38.15,159120,39.07,39.5571,39.5571,39.5571,40.5903,-0.5215,-4.5056,,0.7512,-3.5572,-8.8411

PRICE_WINDOW_180_ROW_008=20251112,38.6,40.05,38.6,39.5,333269,39.05,39.55,39.55,39.55,40.4995,3.5387,-0.2525,,1.4682,-0.1264,-5.6153

PRICE_WINDOW_180_ROW_009=20251113,39.5,39.5,38.7,38.75,174296,38.8,39.4611,39.4611,39.4611,40.3537,-1.8987,-3.125,,0.7882,-1.8021,-7.4074

PRICE_WINDOW_180_ROW_010=20251114,38.05,38.7,38.05,38.3,210270,38.61,39.345,39.345,39.345,40.1825,-1.1613,-2.4204,,0.9555,-2.656,-8.4827

PRICE_WINDOW_180_ROW_011=20251117,38.5,38.85,37.9,38.35,216432,38.61,39.2545,39.2545,39.2545,40.0298,0.1305,0.0,,0.985,-2.3043,-8.3632

PRICE_WINDOW_180_ROW_012=20251118,38.15,38.55,37.3,37.4,269001,38.46,39.1,39.1,39.1,39.8107,-2.4772,-1.9659,,1.2018,-4.3478,-10.6332

PRICE_WINDOW_180_ROW_013=20251119,37.1,37.5,37.05,37.4,144443,38.04,38.9692,38.9692,38.9692,39.6098,0.0,-5.3165,,0.6634,-4.0268,-10.6332

PRICE_WINDOW_180_ROW_014=20251120,37.75,38.7,37.75,38.0,224523,37.89,38.9,38.9,38.9,39.4756,1.6043,-1.9355,,1.0289,-2.3136,-9.1995

PRICE_WINDOW_180_ROW_015=20251121,37.85,38.0,37.0,37.25,235146,37.68,38.79,38.79,38.79,39.2902,-1.9737,-2.7415,,1.0721,-3.9701,-10.9916

PRICE_WINDOW_180_ROW_016=20251124,37.6,38.2,37.3,37.3,109764,37.47,38.6969,38.6969,38.6969,39.1243,0.1342,-2.7379,,0.5166,-3.6098,-10.8722

PRICE_WINDOW_180_ROW_017=20251125,37.7,38.95,37.7,38.6,223035,37.71,38.6912,38.6912,38.6912,39.0806,3.4853,3.2086,,1.0466,-0.2357,-7.7658

PRICE_WINDOW_180_ROW_018=20251126,38.8,40.65,38.8,39.55,332758,38.14,38.7389,38.7389,38.7389,39.1197,2.4611,5.7487,,1.5142,2.0938,-5.4958

PRICE_WINDOW_180_ROW_019=20251127,39.75,40.45,39.5,39.6,188282,38.46,38.7842,38.7842,38.7842,39.1598,0.1264,4.2105,,0.8633,2.1034,-5.3763

PRICE_WINDOW_180_ROW_020=20251128,39.95,41.75,39.95,41.0,549194,39.21,38.895,38.895,38.895,39.3131,3.5354,10.0671,,2.3404,5.412,-2.0311

PRICE_WINDOW_180_ROW_021=20251201,40.75,42.35,40.75,41.85,403970,40.12,38.9075,39.0357,39.0357,39.5245,2.0732,12.1984,0.601,1.6292,7.5628,-1.1806

PRICE_WINDOW_180_ROW_022=20251202,41.9,42.0,41.0,41.0,224506,40.6,38.96,39.125,39.125,39.6475,-2.0311,6.2176,2.6283,0.9358,5.2361,-3.1877

PRICE_WINDOW_180_ROW_023=20251203,41.1,43.2,41.1,42.9,761345,41.27,39.125,39.2891,39.2891,39.9185,4.6341,8.4703,8.3333,2.8836,9.6486,-0.6944

PRICE_WINDOW_180_ROW_024=20251204,43.25,45.0,42.15,42.2,3376598,41.79,39.235,39.4104,39.4104,40.1086,-1.6317,6.5657,5.5,7.9007,7.557,-6.2222

PRICE_WINDOW_180_ROW_025=20251205,42.35,42.55,41.3,42.1,589550,42.01,39.3775,39.518,39.518,40.2746,-0.237,2.6829,7.2611,1.3111,6.9138,-6.4444

PRICE_WINDOW_180_ROW_026=20251208,42.35,42.35,41.5,41.7,251152,41.98,39.545,39.6019,39.6019,40.3934,-0.9501,-0.3584,8.7353,0.5596,5.4495,-7.3333

PRICE_WINDOW_180_ROW_027=20251209,41.55,42.7,41.55,41.9,262681,42.16,39.7325,39.687,39.687,40.5189,0.4796,2.1951,9.8296,0.5786,5.4552,-6.8889

PRICE_WINDOW_180_ROW_028=20251210,41.9,42.45,41.8,41.85,167973,41.95,39.85,39.7643,39.7643,40.6298,-0.1193,-2.4476,5.9494,0.3768,5.0188,-7.0

PRICE_WINDOW_180_ROW_029=20251211,42.1,42.9,41.9,41.9,211752,41.89,40.0075,39.8379,39.8379,40.7357,0.1195,-0.7109,8.129,0.4731,4.7304,-6.8889

PRICE_WINDOW_180_ROW_030=20251212,42.5,42.5,41.7,41.7,98219,41.81,40.1775,39.9,39.9,40.8161,-0.4773,-0.9501,8.8773,0.2222,3.7894,-7.3333

PRICE_WINDOW_180_ROW_031=20251215,41.5,41.75,41.0,41.15,130039,41.7,40.3175,39.9403,39.9403,40.8439,-1.3189,-1.3189,7.3012,0.2971,2.0649,-8.5556

PRICE_WINDOW_180_ROW_032=20251216,40.95,41.05,39.7,40.5,200070,41.42,40.4725,39.9578,39.9578,40.8152,-1.5796,-3.3413,8.2888,0.4607,0.0679,-10.0

PRICE_WINDOW_180_ROW_033=20251217,40.55,41.1,40.3,40.35,69607,41.12,40.62,39.9697,39.9697,40.7765,-0.3704,-3.5842,7.8877,0.1617,-0.6647,-10.3333

PRICE_WINDOW_180_ROW_034=20251218,40.35,40.35,39.5,39.5,191574,40.64,40.695,39.9559,39.9559,40.6701,-2.1066,-5.7279,3.9474,0.4467,-2.9365,-12.2222

PRICE_WINDOW_180_ROW_035=20251219,40.05,40.3,39.6,39.7,99255,40.24,40.8175,39.9486,39.9486,40.5892,0.5063,-4.7962,6.5772,0.2352,-2.7378,-11.7778

PRICE_WINDOW_180_ROW_036=20251222,39.8,40.6,39.8,40.3,152101,40.07,40.9675,39.9583,39.9583,40.5651,1.5113,-2.0656,8.0429,0.3586,-1.6293,-10.4444

PRICE_WINDOW_180_ROW_037=20251223,40.45,40.85,40.3,40.3,106623,40.03,41.0525,39.9676,39.9676,40.543,0.0,-0.4938,4.4041,0.2549,-1.833,-10.4444

PRICE_WINDOW_180_ROW_038=20251224,40.75,40.8,40.1,40.2,84024,40.0,41.085,39.9737,39.9737,40.5145,-0.2481,-0.3717,1.6435,0.207,-2.1541,-10.6667

PRICE_WINDOW_180_ROW_039=20251226,40.2,40.5,39.75,39.75,127328,40.05,41.0925,39.9679,39.9679,40.4508,-1.1194,0.6329,0.3788,0.316,-3.267,-11.6667

PRICE_WINDOW_180_ROW_040=20251229,39.75,40.55,39.75,39.9,102683,40.09,41.0375,39.9662,39.9662,40.4049,0.3774,0.5038,-2.6829,0.2698,-2.7719,-11.3333

PRICE_WINDOW_180_ROW_041=20251230,39.85,39.95,39.25,39.6,218578,39.95,40.925,39.9573,39.9573,40.3378,-0.7519,-1.737,-5.3763,0.5887,-3.2376,-12.0

PRICE_WINDOW_180_ROW_042=20251231,39.95,43.55,39.95,43.55,2011894,40.6,41.0525,40.0429,40.0429,40.6055,9.9747,8.0645,6.2195,4.3675,6.0837,-3.2222

PRICE_WINDOW_180_ROW_043=20260102,45.0,45.25,43.05,43.05,2766069,41.17,41.06,40.1128,40.1128,40.8092,-1.1481,7.0896,0.3497,4.9316,4.8466,-4.8619

PRICE_WINDOW_180_ROW_044=20260105,43.05,43.1,40.6,40.6,893862,41.34,40.98,40.1239,40.1239,40.7917,-5.6911,2.1384,-3.7915,2.0466,-0.9273,-10.2762

PRICE_WINDOW_180_ROW_045=20260106,40.25,40.35,39.25,39.25,730938,41.21,40.8375,40.1044,40.1044,40.6633,-3.3251,-1.6291,-6.7696,1.6469,-3.8874,-13.2597

PRICE_WINDOW_180_ROW_046=20260107,39.35,40.0,39.2,39.3,314224,41.15,40.7175,40.087,40.087,40.5497,0.1274,-0.7576,-5.7554,0.703,-3.4813,-13.1492

PRICE_WINDOW_180_ROW_047=20260108,39.2,39.2,37.8,38.15,633334,40.07,40.53,40.0457,40.0457,40.3497,-2.9262,-12.3995,-8.9499,1.3605,-5.8722,-15.6906

PRICE_WINDOW_180_ROW_048=20260109,38.5,38.5,37.8,38.35,125335,39.13,40.355,40.0104,40.0104,40.1831,0.5242,-10.9175,-8.3632,0.2705,-4.9684,-15.2486

PRICE_WINDOW_180_ROW_049=20260112,38.5,38.5,37.95,38.2,253961,38.65,40.17,39.9735,39.9735,40.0178,-0.3911,-5.9113,-8.8305,0.5456,-4.9042,-15.5801

PRICE_WINDOW_180_ROW_050=20260113,38.4,38.65,37.8,38.0,321940,38.4,39.985,39.934,39.934,39.8496,-0.5236,-3.1847,-8.8729,0.6754,-4.9644,-16.0221

PRICE_WINDOW_180_ROW_051=20260114,38.0,38.9,38.0,38.85,132391,38.31,39.87,39.9127,39.9127,39.7663,2.2368,-1.145,-5.5893,0.2777,-2.5583,-14.1436

PRICE_WINDOW_180_ROW_052=20260115,38.85,39.4,38.6,39.15,203608,38.51,39.8025,39.8981,39.8981,39.715,0.7722,2.6212,-3.3333,0.4269,-1.6393,-13.4807

PRICE_WINDOW_180_ROW_053=20260116,39.5,39.85,39.25,39.3,258936,38.7,39.75,39.8868,39.8868,39.6804,0.3831,2.4772,-2.6022,0.5323,-1.1321,-13.1492

PRICE_WINDOW_180_ROW_054=20260119,39.55,39.95,39.45,39.65,144220,38.99,39.7575,39.8824,39.8824,39.6779,0.8906,3.7958,0.3797,0.2979,-0.2704,-12.3757

PRICE_WINDOW_180_ROW_055=20260120,39.9,40.6,39.7,39.9,437757,39.37,39.7675,39.8827,39.8827,39.6964,0.6305,5.0,0.5038,0.8738,0.3332,-11.8232

PRICE_WINDOW_180_ROW_056=20260121,39.85,40.45,39.2,39.4,251091,39.48,39.7225,39.8741,39.8741,39.6717,-1.2531,1.4157,-2.2333,0.4963,-0.8119,-12.9282

PRICE_WINDOW_180_ROW_057=20260122,40.0,40.0,39.05,39.05,145012,39.46,39.66,39.8596,39.8596,39.6199,-0.8883,-0.2554,-3.1017,0.2855,-1.5381,-13.7017

