date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,28.85,28.85,28.45,28.55,164000,,,,,,,,,,,
20251104,28.85,28.95,27.7,27.7,337000,,,,,,-2.9772,,,,,
20251105,27.4,28.15,27.05,27.7,197000,,,,,,0.0,,,,,
20251106,28.1,28.95,27.8,28.05,327000,,,,,,1.2635,,,,,
20251107,28.1,28.1,27.4,27.85,165000,27.97,27.97,27.97,27.97,28.3394,-0.713,,,0.6933,-0.429,-3.7997
20251110,27.6,27.7,27.35,27.35,173000,27.73,27.8667,27.8667,27.8667,28.2569,-1.7953,-4.2032,,0.7616,-1.8541,-5.5268
20251111,27.35,27.95,27.35,27.75,138000,27.74,27.85,27.85,27.85,28.2147,1.4625,0.1805,,0.6436,-0.3591,-4.1451
20251112,28.0,28.5,28.0,28.2,228000,27.84,27.8938,27.8938,27.8938,28.2135,1.6216,1.8051,,1.0549,1.0979,-2.5907
20251113,28.95,28.95,28.2,28.2,239000,27.87,27.9278,27.9278,27.9278,28.2124,0.0,0.5348,,1.093,0.9747,-2.5907
20251114,27.55,28.1,27.5,27.6,194000,27.82,27.895,27.895,27.895,28.1613,-2.1277,-0.8977,,0.8973,-1.0575,-4.6632
20251117,27.7,27.7,26.8,26.8,221000,27.71,27.7955,27.7955,27.7955,28.0479,-2.8986,-2.011,,1.0201,-3.5814,-7.4266
20251118,26.5,26.55,26.2,26.2,303000,27.4,27.6625,27.6625,27.6625,27.8939,-2.2388,-5.5856,,1.3537,-5.2869,-9.4991
20251119,26.2,26.5,25.95,26.0,166000,26.96,27.5346,27.5346,27.5346,27.7361,-0.7634,-7.8014,,0.7567,-5.5734,-10.19
20251120,26.65,27.35,26.65,26.8,270000,26.68,27.4821,27.4821,27.4821,27.6581,3.0769,-4.9645,,1.2108,-2.4821,-7.4266
20251121,27.05,28.8,26.45,26.45,2822000,26.45,27.4133,27.4133,27.4133,27.5574,-1.306,-4.1667,,7.1215,-3.5141,-8.6356
20251124,26.9,28.25,26.3,26.3,912000,26.35,27.3438,27.3438,27.3438,27.4526,-0.5671,-1.8657,,2.1284,-3.8171,-9.1537
20251125,27.0,27.0,26.25,26.4,274000,26.39,27.2882,27.2882,27.2882,27.3649,0.3802,0.7634,,0.6533,-3.255,-8.8083
20251126,26.5,27.65,26.5,27.25,466000,26.64,27.2861,27.2861,27.2861,27.3553,3.2197,4.8077,,1.1043,-0.1323,-5.8722
20251127,27.6,27.6,27.0,27.0,209000,26.68,27.2711,27.2711,27.2711,27.3257,-0.9174,0.7463,,0.5088,-0.9939,-6.7358
20251128,26.95,27.45,26.85,27.25,236000,26.84,27.27,27.27,27.27,27.3194,0.9259,3.0246,,0.587,-0.0733,-5.8722
20251201,27.25,27.25,26.9,26.95,121000,26.97,27.19,27.2548,27.2548,27.2886,-1.1009,2.4715,-5.6042,0.3026,-0.8827,-6.9085
20251202,27.35,27.85,26.9,26.9,183000,27.07,27.15,27.2386,27.2386,27.2562,-0.1855,1.8939,-2.8881,0.4666,-0.9208,-7.0812
20251203,27.15,27.35,27.0,27.05,201000,27.03,27.1175,27.2304,27.2304,27.239,0.5576,-0.7339,-2.3466,0.5122,-0.2489,-6.563
20251204,27.3,27.45,27.05,27.05,83000,27.04,27.0675,27.2229,27.2229,27.2233,0.0,0.1852,-3.5651,0.2183,-0.0647,-6.563
20251205,27.05,27.05,26.85,26.85,123000,26.96,27.0175,27.208,27.208,27.1922,-0.7394,-1.4679,-3.5907,0.3253,-0.62,-7.2539
20251208,27.15,27.15,26.6,26.9,82000,26.95,26.995,27.1962,27.1962,27.1678,0.1862,-0.1855,-1.6453,0.2195,-0.3519,-7.0812
20251209,26.75,26.75,26.55,26.6,148000,26.89,26.9375,27.1741,27.1741,27.1205,-1.1152,-1.1152,-4.1441,0.3957,-1.2529,-8.1174
