date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,14.2,14.3,14.0,14.1,1437679,,,,,,,,,,,
20251104,14.1,14.15,13.85,14.0,2424057,,,,,,-0.7092,,,,,
20251105,13.95,13.95,13.65,13.9,1492919,,,,,,-0.7143,,,,,
20251106,14.0,14.25,13.9,14.15,2781156,,,,,,1.7986,,,,,
20251107,14.05,14.25,13.7,13.75,3069739,13.98,13.98,13.98,13.98,14.0542,-2.8269,,,1.3697,-1.6452,-3.8462
20251110,13.8,14.2,13.7,14.0,2487468,13.96,13.9833,13.9833,13.9833,14.0497,1.8182,-0.7092,,1.09,0.1192,-2.0979
20251111,14.15,14.35,14.1,14.2,2512081,14.0,14.0143,14.0143,14.0143,14.0622,1.4286,1.4286,,1.0851,1.3252,-1.0453
20251112,14.3,14.75,14.25,14.65,3610036,14.15,14.0938,14.0938,14.0938,14.1112,3.169,5.3957,,1.4575,3.9468,-0.678
20251113,14.95,15.55,14.9,15.3,7654204,14.38,14.2278,14.2278,14.2278,14.2103,4.4369,8.1272,,2.5078,7.5361,-1.6077
20251114,15.25,15.4,15.05,15.15,2896888,14.66,14.32,14.32,14.32,14.2886,-0.9804,10.1818,,0.954,5.7961,-2.5723
20251117,15.25,15.45,15.1,15.1,2416649,14.88,14.3909,14.3909,14.3909,14.3562,-0.33,7.8571,,0.8109,4.9274,-2.8939
20251118,15.0,15.35,14.8,15.2,4056529,15.08,14.4583,14.4583,14.4583,14.4265,0.6623,7.0423,,1.3214,5.1297,-2.2508
20251119,15.4,15.4,14.65,14.75,3738139,15.1,14.4808,14.4808,14.4808,14.4535,-2.9605,0.6826,,1.1976,1.8592,-5.1447
20251120,14.9,15.05,14.65,14.7,2193611,14.98,14.4964,14.4964,14.4964,14.474,-0.339,-3.9216,,0.718,1.4043,-5.4662
20251121,14.6,14.85,14.5,14.65,2432451,14.88,14.5067,14.5067,14.5067,14.4887,-0.3401,-3.3003,,0.8072,0.9881,-5.7878
