date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,15.2,15.7,15.2,15.7,321000,,,,,,,,,,,
20251104,15.8,16.0,15.7,15.95,330000,,,,,,1.5924,,,,,
20251105,15.9,16.15,15.8,16.0,312000,,,,,,0.3135,,,,,
20251106,16.1,16.2,15.9,16.0,217000,,,,,,0.0,,,,,
20251107,15.95,16.15,15.9,16.0,184000,15.93,15.93,15.93,15.93,15.785,0.0,,,0.6745,0.4394,-1.2346
20251110,15.95,16.0,15.8,16.0,229000,15.99,15.9417,15.9417,15.9417,15.8029,0.0,1.9108,,0.8625,0.3659,-1.2346
20251111,16.0,16.05,15.95,16.05,159000,16.01,15.9571,15.9571,15.9571,15.8235,0.3125,0.627,,0.6353,0.5819,-0.9259
20251112,16.1,16.45,16.1,16.2,162000,16.05,15.9875,15.9875,15.9875,15.8549,0.9346,1.25,,0.6771,1.3292,-1.5198
20251113,16.15,16.15,15.95,16.0,239000,16.05,15.9889,15.9889,15.9889,15.867,-1.2346,0.0,,0.9991,0.0695,-2.7356
20251114,15.9,16.3,15.9,16.05,151000,16.06,15.995,15.995,15.995,15.8822,0.3125,0.3125,,0.6554,0.3439,-2.4316
20251117,16.0,16.15,15.95,16.05,115000,16.07,16.0,16.0,16.0,15.8962,0.0,0.3125,,0.5229,0.3125,-2.4316
20251118,15.8,16.1,15.8,16.1,253000,16.08,16.0083,16.0083,16.0083,15.9132,0.3115,0.3115,,1.1362,0.5726,-2.1277
20251119,16.25,16.9,16.1,16.1,356000,16.06,16.0154,16.0154,16.0154,15.9287,0.0,-0.6173,,1.5284,0.5283,-4.7337
20251120,16.2,16.3,16.0,16.0,207000,16.06,16.0143,16.0143,16.0143,15.9347,-0.6211,0.0,,0.8958,-0.0892,-5.3254
20251121,16.05,16.15,15.8,15.95,172000,16.04,16.01,16.01,16.01,15.936,-0.3125,-0.6231,,0.7573,-0.3748,-5.6213
20251124,16.1,16.2,15.9,16.0,84000,16.03,16.0094,16.0094,16.0094,15.9413,0.3135,-0.3115,,0.385,-0.0586,-5.3254
20251125,16.1,16.1,15.85,15.85,96000,15.98,16.0,16.0,16.0,15.9337,-0.9375,-1.5528,,0.455,-0.9375,-6.213
20251126,15.9,16.1,15.85,15.85,77000,15.93,15.9917,15.9917,15.9917,15.9267,0.0,-1.5528,,0.3783,-0.8859,-6.213
20251127,15.9,15.95,15.8,15.9,73000,15.91,15.9868,15.9868,15.9868,15.9245,0.3155,-0.625,,0.3712,-0.5432,-5.9172
20251128,16.0,16.1,15.8,15.8,166000,15.88,15.9775,15.9775,15.9775,15.9141,-0.6289,-0.9404,,0.8506,-1.1109,-6.5089
20251201,15.8,15.8,15.5,15.5,272000,15.78,15.9675,15.9548,15.9548,15.8796,-1.8987,-3.125,-1.2739,1.4115,-2.9278,-8.284
20251202,15.55,15.6,15.45,15.5,92000,15.71,15.945,15.9341,15.9341,15.848,0.0,-2.2082,-2.8213,0.5088,-2.7908,-8.284
20251203,15.5,15.6,15.5,15.5,64000,15.64,15.92,15.9152,15.9152,15.819,0.0,-2.2082,-3.125,0.38,-2.6382,-8.284
20251204,15.5,15.7,15.5,15.65,68000,15.59,15.9025,15.9042,15.9042,15.8049,0.9677,-1.5723,-2.1875,0.4225,-1.5878,-7.3964
20251205,15.6,15.65,15.5,15.5,44000,15.53,15.8775,15.888,15.888,15.7795,-0.9585,-1.8987,-3.125,0.2858,-2.3776,-8.284
20251208,15.55,15.55,15.25,15.25,135000,15.48,15.84,15.8635,15.8635,15.7354,-1.6129,-1.6129,-4.6875,0.9045,-3.7247,-9.7633
20251209,15.4,15.4,15.25,15.3,87000,15.44,15.8025,15.8426,15.8426,15.6991,0.3279,-1.2903,-4.6729,0.5973,-3.1799,-9.4675
20251210,15.35,15.5,15.35,15.4,106000,15.42,15.7625,15.8268,15.8268,15.6742,0.6536,-0.6452,-4.9383,0.742,-2.2998,-8.8757
20251211,15.4,15.4,15.2,15.25,184000,15.34,15.725,15.8069,15.8069,15.6388,-0.974,-2.5559,-4.6875,1.3133,-3.0207,-9.7633
20251212,15.25,15.4,15.25,15.25,142000,15.29,15.685,15.7883,15.7883,15.6064,0.0,-1.6129,-4.9844,1.0168,-2.7734,-9.7633
20251215,15.25,15.3,15.1,15.25,74000,15.29,15.645,15.771,15.771,15.5767,0.0,0.0,-4.9844,0.5378,-2.5248,-9.7633
