date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,38.7,38.85,38.3,38.85,727524,,,,,,,,,,,
20251104,38.6,38.6,38.3,38.5,541212,,,,,,-0.9009,,,,,
20251105,38.45,38.65,38.0,38.65,557679,,,,,,0.3896,,,,,
20251106,38.8,39.45,38.75,39.45,707071,,,,,,2.0699,,,,,
20251107,39.3,40.1,39.3,39.8,1244211,39.05,39.05,39.05,39.05,38.9385,0.8872,,,1.6468,1.9206,-0.7481
20251110,39.8,39.95,39.4,39.85,680583,39.25,39.1833,39.1833,39.1833,39.0145,0.1256,2.574,,0.9159,1.7014,-0.6234
20251111,39.8,39.8,38.7,38.8,759315,39.31,39.1286,39.1286,39.1286,38.9966,-2.6349,0.7792,,1.0187,-0.8397,-3.2419
20251112,38.8,39.75,38.8,39.65,553447,39.51,39.1938,39.1938,39.1938,39.0511,2.1907,2.5873,,0.7672,1.1641,-1.1222
20251113,39.95,40.15,39.35,39.4,563341,39.5,39.2167,39.2167,39.2167,39.0801,-0.6305,-0.1267,,0.8004,0.4675,-1.868
20251114,38.7,39.1,38.65,38.65,549043,39.27,39.16,39.16,39.16,39.0443,-1.9036,-2.8894,,0.7976,-1.3023,-3.736
20251117,38.75,38.75,38.05,38.45,505960,38.99,39.0955,39.0955,39.0955,38.9948,-0.5175,-3.5132,,0.7532,-1.651,-4.2341
20251118,38.45,38.45,37.8,37.85,820082,38.8,38.9917,38.9917,38.9917,38.8994,-1.5605,-2.4485,,1.1987,-2.928,-5.7285
20251119,38.0,38.0,37.45,37.55,665721,38.38,38.8808,38.8808,38.8808,38.7869,-0.7926,-5.2963,,0.9751,-3.4227,-6.4757
20251120,37.7,37.85,37.6,37.6,223335,38.02,38.7893,38.7893,38.7893,38.688,0.1332,-4.5685,,0.3436,-3.066,-6.3512
20251121,37.75,37.75,37.3,37.4,373902,37.77,38.6967,38.6967,38.6967,38.5807,-0.5319,-3.2342,,0.5921,-3.3508,-6.8493
20251124,37.4,37.55,37.4,37.4,206613,37.56,38.6156,38.6156,38.6156,38.4823,0.0,-2.7308,,0.3415,-3.148,-6.8493
20251125,37.4,37.4,37.0,37.1,665175,37.41,38.5265,38.5265,38.5265,38.3671,-0.8021,-1.9815,,1.0932,-3.7026,-7.5965
20251126,37.0,38.0,37.0,38.0,323256,37.5,38.4972,38.4972,38.4972,38.3365,2.4259,1.1984,,0.5455,-1.2916,-5.3549
20251127,37.65,37.95,37.65,37.85,216094,37.55,38.4632,38.4632,38.4632,38.296,-0.3947,0.6649,,0.3772,-1.5941,-5.7285
20251128,37.8,38.6,37.8,38.35,609164,37.74,38.4575,38.4575,38.4575,38.3005,1.321,2.5401,,1.0601,-0.2795,-4.4832
20251201,38.35,38.8,38.15,38.25,230180,37.91,38.4275,38.4476,38.4476,38.2963,-0.2608,2.2727,-1.5444,0.4187,-0.4619,-4.7323
20251202,38.25,38.45,38.1,38.3,252188,38.15,38.4175,38.4409,38.4409,38.2966,0.1307,3.2345,-0.5195,0.4711,-0.3059,-4.6077
20251203,38.3,38.55,38.2,38.25,116768,38.2,38.3975,38.4326,38.4326,38.2927,-0.1305,0.6579,-1.0349,0.2275,-0.3841,-4.7323
20251204,38.3,38.5,38.25,38.25,132781,38.28,38.3375,38.425,38.425,38.2891,0.0,1.0568,-3.0418,0.274,-0.2282,-4.7323
20251205,38.25,38.4,37.9,38.1,309135,38.23,38.2525,38.412,38.412,38.2734,-0.3922,-0.6519,-4.2714,0.7061,-0.3987,-5.1059
20251208,38.0,38.1,37.65,37.85,270161,38.15,38.1525,38.3904,38.3904,38.2381,-0.6562,-1.0458,-5.0188,0.6474,-0.7929,-5.7285
20251209,37.8,37.8,37.55,37.6,301061,38.01,38.0925,38.3611,38.3611,38.1849,-0.6605,-1.8277,-3.0928,0.7634,-1.2929,-6.3512
20251210,37.5,37.6,37.2,37.2,466895,37.8,37.97,38.3196,38.3196,38.1028,-1.0638,-2.7451,-6.1791,1.197,-2.0279,-7.3474
20251211,37.3,37.85,37.25,37.75,323653,37.7,37.8875,38.3,38.3,38.0734,1.4785,-1.3072,-4.1878,0.8561,-0.3629,-5.9776
20251212,37.75,38.15,37.75,37.9,302280,37.66,37.85,38.2867,38.2867,38.059,0.3974,-0.5249,-1.9405,0.8265,0.1321,-5.604
20251215,38.05,38.5,37.9,38.45,278482,37.78,37.85,38.2919,38.2919,38.0916,1.4512,1.5852,0.0,0.7859,1.5852,-4.2341
20251216,38.3,38.6,38.2,38.6,321793,37.98,37.8875,38.3016,38.3016,38.1339,0.3901,2.6596,1.9815,0.9768,1.8806,-3.8605
20251217,38.65,38.85,38.55,38.6,266141,38.26,37.94,38.3106,38.3106,38.1728,0.0,3.7634,2.7963,0.86,1.7396,-3.8605
20251218,38.5,39.15,38.5,39.1,543954,38.53,38.015,38.3338,38.3338,38.25,1.2953,3.5762,3.9894,1.6712,2.8541,-2.6152
