date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,12.1,12.2,12.1,12.2,1102323,,,,,,,,,,,
20251104,12.1,12.25,12.1,12.25,599982,,,,,,0.4098,,,,,
20251105,12.25,12.25,12.05,12.1,715741,,,,,,-1.2245,,,,,
20251106,12.2,12.3,12.15,12.25,1498424,,,,,,1.2397,,,,,
20251107,12.2,12.25,12.15,12.2,619357,12.2,12.2,12.2,12.2,12.2,-0.4082,,,0.6827,0.0,-0.813
20251110,12.2,12.25,12.15,12.2,635216,12.2,12.2,12.2,12.2,12.2,0.0,0.0,,0.737,-0.0,-0.813
20251111,12.25,12.25,12.15,12.15,827301,12.18,12.1929,12.1929,12.1929,12.1959,-0.4098,-0.8163,,0.9655,-0.3515,-1.2195
20251112,12.2,12.2,12.15,12.15,447541,12.19,12.1875,12.1875,12.1875,12.192,0.0,0.4132,,0.5554,-0.3077,-1.2195
20251113,12.25,12.25,12.1,12.1,798528,12.16,12.1778,12.1778,12.1778,12.1844,-0.4115,-1.2245,,0.992,-0.6387,-1.626
20251114,12.1,12.1,12.0,12.05,1395047,12.13,12.165,12.165,12.165,12.1732,-0.4132,-1.2295,,1.6147,-0.9453,-2.0325
20251117,12.05,12.15,11.95,12.0,1569812,12.09,12.15,12.15,12.15,12.1587,-0.4149,-1.6393,,1.6914,-1.2346,-2.439
20251118,11.95,12.0,11.9,11.95,847996,12.05,12.1333,12.1333,12.1333,12.1413,-0.4167,-1.6461,,0.9203,-1.511,-2.8455
20251119,11.9,11.9,11.8,11.85,1503840,11.99,12.1115,12.1115,12.1115,12.1171,-0.8368,-2.4691,,1.5564,-2.1594,-3.6585
20251120,11.9,12.0,11.9,12.0,860698,11.97,12.1036,12.1036,12.1036,12.1073,1.2658,-0.8264,,0.8978,-0.8557,-2.439
20251121,11.9,12.0,11.9,12.0,697697,11.96,12.0967,12.0967,12.0967,12.0984,0.0,-0.4149,,0.7412,-0.7991,-2.439
20251124,12.0,12.15,12.0,12.1,2665402,11.98,12.0969,12.0969,12.0969,12.0985,0.8333,0.8333,,2.5408,0.0258,-1.626
20251125,12.1,12.15,12.0,12.05,869030,12.0,12.0941,12.0941,12.0941,12.0945,-0.4132,0.8368,,0.8368,-0.3648,-2.0325
20251126,12.05,12.15,12.05,12.1,458509,12.05,12.0944,12.0944,12.0944,12.0949,0.4149,2.1097,,0.4557,0.0459,-1.626
20251127,12.05,12.15,12.0,12.1,920483,12.07,12.0947,12.0947,12.0947,12.0953,0.0,0.8333,,0.9189,0.0435,-1.626
20251128,12.05,12.1,12.05,12.1,363676,12.09,12.095,12.095,12.095,12.0957,0.0,0.8333,,0.375,0.0413,-1.626
20251201,12.0,12.1,12.0,12.0,402542,12.07,12.085,12.0905,12.0905,12.0878,-0.8264,-0.8264,-1.6393,0.4306,-0.7034,-2.439
20251202,12.0,12.1,12.0,12.05,1079054,12.07,12.075,12.0886,12.0886,12.0846,0.4167,0.0,-1.6327,1.1254,-0.207,-2.0325
20251203,12.05,12.15,12.0,12.0,2538036,12.05,12.07,12.0848,12.0848,12.0776,-0.4149,-0.8264,-0.8264,2.4174,-0.58,-2.439
20251204,12.0,12.15,12.0,12.15,1123738,12.06,12.065,12.0875,12.0875,12.0836,1.25,0.4132,-0.8163,1.0898,0.7045,-1.2195
20251205,12.1,12.2,12.05,12.15,1272949,12.07,12.0625,12.09,12.09,12.0891,0.0,0.4132,-0.4098,1.1965,0.7254,-1.2195
20251208,12.15,12.15,12.05,12.1,441459,12.09,12.0575,12.0904,12.0904,12.09,-0.4115,0.8333,-0.8197,0.4188,0.3525,-1.626
20251209,12.05,12.15,12.05,12.1,474405,12.1,12.055,12.0907,12.0907,12.0909,0.0,0.4149,-0.4115,0.4577,0.3733,-1.626
20251210,12.1,12.3,12.1,12.2,2269122,12.14,12.0575,12.0946,12.0946,12.1,0.8264,1.6667,0.4115,2.0123,1.1818,-0.813
20251211,12.2,12.3,12.2,12.3,632871,12.17,12.0675,12.1017,12.1017,12.1166,0.8197,1.2346,1.6529,0.5654,1.9267,0.0
20251212,12.3,12.4,12.3,12.3,2478203,12.2,12.08,12.1083,12.1083,12.1319,0.0,1.2346,2.0747,2.1118,1.8212,-0.8065
20251215,12.3,12.45,12.3,12.35,2473101,12.25,12.0975,12.1161,12.1161,12.1501,0.4065,2.0661,2.9167,2.0294,2.0872,-0.8032
20251216,12.3,12.4,12.25,12.4,1183053,12.31,12.12,12.125,12.125,12.1709,0.4049,2.4793,3.7657,0.9576,2.3102,-0.4016
20251217,12.4,12.5,12.35,12.35,3079606,12.34,12.145,12.1318,12.1318,12.1858,-0.4032,1.2295,4.2194,2.3434,1.6879,-1.2
20251218,12.35,12.45,12.35,12.4,1037387,12.36,12.165,12.1397,12.1397,12.2037,0.4049,0.813,3.3333,0.7841,1.9318,-0.8
20251219,12.4,12.55,12.4,12.55,1986366,12.41,12.1925,12.1514,12.1514,12.2325,1.2097,2.0325,4.5833,1.4317,2.9321,0.0
20251222,12.55,12.6,12.5,12.6,2077839,12.46,12.2175,12.1639,12.1639,12.2632,0.3984,2.0243,4.1322,1.53,3.1308,0.0
20251223,12.6,12.65,12.5,12.5,2146383,12.48,12.24,12.173,12.173,12.2829,-0.7937,0.8065,3.7344,1.5095,2.1242,-1.1858
20251224,12.55,12.55,12.4,12.45,629753,12.5,12.2575,12.1803,12.1803,12.2968,-0.4,0.8097,2.8926,0.4402,1.5705,-1.581
20251226,12.45,12.45,12.25,12.3,1278440,12.48,12.2675,12.1833,12.1833,12.2971,-1.2048,-0.8065,1.6529,0.8827,0.2649,-2.7668
20251229,12.35,12.4,12.3,12.4,651689,12.45,12.2825,12.1888,12.1888,12.3057,0.813,-1.1952,2.4793,0.4455,0.9566,-1.9763
20251230,12.3,12.4,12.1,12.2,1688717,12.37,12.2925,12.189,12.189,12.2969,-1.6129,-3.1746,1.6667,1.1058,-0.7525,-3.5573
20251231,12.25,12.35,12.2,12.3,632718,12.33,12.305,12.1917,12.1917,12.2971,0.8197,-1.6,2.0747,0.4205,-0.0406,-2.7668
20260102,12.25,12.35,12.2,12.2,820042,12.28,12.315,12.1919,12.1919,12.289,-0.813,-2.008,1.6667,0.5779,-0.9338,-3.5573
20260105,12.2,12.3,12.2,12.2,993895,12.26,12.3175,12.192,12.192,12.2816,0.0,-0.813,0.4115,0.7037,-0.9539,-3.5573
20260106,12.25,12.25,12.2,12.2,845048,12.22,12.32,12.1922,12.1922,12.2748,0.0,-1.6129,0.4115,0.6075,-0.974,-3.5573
20260107,12.25,12.25,12.15,12.15,1465231,12.21,12.3225,12.1913,12.1913,12.2644,-0.4098,-0.4098,0.4132,1.016,-1.3999,-3.9526
20260108,12.15,12.25,12.15,12.15,781276,12.18,12.325,12.1904,12.1904,12.2549,0.0,-1.2195,0.4132,0.536,-1.4199,-3.9526
20260109,12.25,12.25,12.2,12.25,873666,12.19,12.3275,12.1917,12.1917,12.2545,0.823,0.4098,0.4098,0.6295,-0.6287,-3.1621
20260112,12.25,12.25,12.1,12.15,1307125,12.18,12.32,12.1908,12.1908,12.2458,-0.8163,-0.4098,-1.2195,0.9196,-1.3799,-3.9526
20260113,12.15,12.15,12.05,12.1,1639376,12.16,12.31,12.189,12.189,12.2336,-0.4115,-0.8197,-1.626,1.1884,-1.7059,-4.3478
