date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,34.35,34.95,33.7,34.95,57128,,,,,,,,,,,
20251104,34.9,34.95,34.3,34.35,6250,,,,,,-1.7167,,,,,
20251105,34.35,35.05,34.05,34.3,6000,,,,,,-0.1456,,,,,
20251106,34.3,34.8,34.3,34.7,4010,,,,,,1.1662,,,,,
20251107,34.95,35.0,34.15,34.15,69585,34.49,34.49,34.49,34.49,34.7802,-1.585,,,2.4335,-0.9858,-2.5678
20251110,34.2,35.1,34.1,34.1,6019,34.32,34.425,34.425,34.425,34.7235,-0.1464,-2.432,,0.2424,-0.9441,-2.849
20251111,34.0,34.75,33.95,34.05,14000,34.26,34.3714,34.3714,34.3714,34.6674,-0.1466,-0.8734,,0.6013,-0.9352,-2.9915
20251112,33.95,35.0,33.95,35.0,10258,34.4,34.45,34.45,34.45,34.6951,2.79,2.0408,,0.4737,1.5965,-0.2849
20251113,34.2,34.9,34.2,34.65,10000,34.39,34.4722,34.4722,34.4722,34.6914,-1.0,-0.1441,,0.4911,0.5157,-1.2821
20251117,34.55,34.55,33.9,33.9,5737,34.34,34.415,34.415,34.415,34.6254,-2.1645,-0.7321,,0.3036,-1.4964,-3.4188
20251118,33.95,33.95,33.5,33.65,6031,34.25,34.3455,34.3455,34.3455,34.5441,-0.7375,-1.3196,,0.3402,-2.0249,-4.1311
20251119,33.45,35.0,33.45,34.45,11460,34.33,34.3542,34.3542,34.3542,34.5363,2.3774,1.1747,,0.666,0.279,-1.8519
20251120,34.1,34.9,34.1,34.15,10874,34.16,34.3385,34.3385,34.3385,34.5041,-0.8708,-2.4286,,0.6504,-0.5488,-2.7066
20251121,33.95,34.65,33.85,34.5,14783,34.13,34.35,34.35,34.35,34.5037,1.0249,-0.4329,,0.8916,0.4367,-1.7094
20251124,34.5,34.5,34.5,34.5,5094,34.25,34.36,34.36,34.36,34.5034,0.0,1.7699,,0.3221,0.4075,-1.7094
20251125,34.2,34.55,34.0,34.5,13004,34.42,34.3688,34.3688,34.3688,34.5032,0.0,2.526,,0.8315,0.3819,-1.7094
20251126,34.6,34.9,34.35,34.9,11715,34.51,34.4,34.4,34.4,34.5362,1.1594,1.3062,,0.7603,1.4535,-0.5698
20251128,34.8,35.3,34.35,34.45,19693,34.57,34.4028,34.4028,34.4028,34.529,-1.2894,0.8785,,1.2586,0.1373,-2.4079
20251201,34.45,34.45,34.2,34.35,8000,34.54,34.4,34.4,34.4,34.5141,-0.2903,-0.4348,,0.5248,-0.1453,-2.6912
20251202,34.3,34.4,34.15,34.25,7031,34.49,34.3925,34.3925,34.3925,34.4921,-0.2911,-0.7246,,0.474,-0.4143,-2.9745
20251203,34.1,34.55,34.1,34.4,4001,34.47,34.365,34.3929,34.3929,34.4844,0.438,-0.2899,-1.5737,0.3286,0.1018,-2.5496
20251204,34.6,34.9,34.35,34.65,6477,34.42,34.38,34.4045,34.4045,34.4982,0.7267,-0.7163,0.8734,0.5314,0.7853,-1.8414
20251205,34.65,34.65,34.65,34.65,1001,34.46,34.3975,34.4152,34.4152,34.5109,0.0,0.5806,1.0204,0.0838,0.7341,-1.8414
20251208,34.35,34.5,34.2,34.2,6080,34.43,34.3725,34.4062,34.4062,34.485,-1.2987,-0.4367,-1.4409,0.5049,-0.5019,-3.1161
20251209,34.2,35.05,34.1,34.55,13392,34.49,34.3925,34.412,34.412,34.4904,1.0234,0.8759,1.1713,1.4505,0.4579,-2.1246
20251210,34.3,34.6,34.3,34.6,3030,34.53,34.4175,34.4192,34.4192,34.4995,0.1447,0.5814,1.4663,0.3336,0.5303,-1.983
20251211,34.45,34.45,34.45,34.45,3328,34.49,34.4375,34.4204,34.4204,34.4954,-0.4335,-0.5772,1.1747,0.3893,0.0363,-2.4079
20251212,34.2,34.5,34.2,34.5,3552,34.46,34.4125,34.4232,34.4232,34.4958,0.1451,-0.4329,-1.4286,0.4324,0.2543,-2.2663
