# PRICE_WINDOW_180

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20250820,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_002=20250821,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_003=20250822,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_004=20250825,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_005=20250826,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_006=20250827,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_007=20250828,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_008=20250829,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_009=20250901,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_010=20250902,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_011=20250903,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_012=20250904,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_013=20250905,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_014=20250909,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_015=20250910,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_016=20250911,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_017=20250917,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_018=20250918,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_019=20250919,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_020=20250922,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_021=20250923,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_022=20250924,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_023=20250925,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_024=20250926,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_025=20250930,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_026=20251001,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_027=20251002,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_028=20251003,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_029=20251007,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_030=20251008,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_031=20251009,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_032=20251013,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_033=20251014,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_034=20251016,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_035=20251020,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_036=20251021,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_037=20251022,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_038=20251023,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_039=20251027,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_040=20251028,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_041=20251029,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_042=20251030,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_043=20251031,38.25,40.0,38.0,39.15,405304.0,39.15,39.15,39.15,39.15,39.15,0.0,0.0,0.0,1.0,0.0,0.0,-2.125

PRICE_WINDOW_180_ROW_044=20251103,22.7,22.7,22.45,22.45,8000.0,35.81,37.7583,38.315,38.8717,39.0108,-42.6564,-42.6564,-42.6564,0.0208,-40.5429,-41.4068,-43.875

PRICE_WINDOW_180_ROW_045=20251104,22.9,22.9,22.3,22.45,9000.0,32.47,36.4826,37.48,38.5933,38.8717,0.0,-42.6564,-42.6564,0.0246,-38.4639,-40.1014,-43.875

PRICE_WINDOW_180_ROW_046=20251105,22.6,22.9,22.6,22.6,7000.0,29.16,35.3258,36.6525,38.3175,38.7337,0.6682,-42.2733,-42.2733,0.0202,-36.024,-38.3398,-43.5

PRICE_WINDOW_180_ROW_047=20251106,23.0,23.05,22.95,22.95,9000.0,25.92,34.2944,35.8425,38.0475,38.5987,1.5487,-41.3793,-41.3793,0.0276,-33.0795,-35.9699,-42.625

PRICE_WINDOW_180_ROW_048=20251107,22.6,22.75,22.6,22.75,5000.0,22.64,33.3324,35.0225,37.7742,38.4621,-0.8715,-41.8902,-41.8902,0.0163,-31.7481,-35.0418,-43.125

PRICE_WINDOW_180_ROW_049=20251110,22.8,22.8,22.75,22.8,17000.0,22.71,32.4547,34.205,37.5017,38.3258,0.2198,1.559,-41.7625,0.0593,-29.7482,-33.3431,-43.0

PRICE_WINDOW_180_ROW_050=20251111,23.9,25.0,23.5,24.1,78000.0,23.04,31.7585,33.4525,37.2508,38.2004,5.7018,7.3497,-38.4419,0.2888,-24.1148,-27.9576,-39.75

PRICE_WINDOW_180_ROW_051=20251112,24.0,24.9,23.2,24.3,83000.0,23.38,31.1369,32.71,37.0033,38.0767,0.8299,7.5221,-37.931,0.3268,-21.9576,-25.7108,-39.25

PRICE_WINDOW_180_ROW_052=20251113,25.15,26.05,24.6,26.05,171000.0,24.0,30.713,32.055,36.785,37.9675,7.2016,13.5076,-33.461,0.7058,-15.1826,-18.7334,-34.875

PRICE_WINDOW_180_ROW_053=20251114,26.4,26.4,25.7,25.7,21000.0,24.59,30.2953,31.3825,36.5608,37.8554,-1.3436,12.967,-34.355,0.0941,-15.1683,-18.1072,-35.75

PRICE_WINDOW_180_ROW_054=20251117,25.7,25.7,24.8,25.45,26000.0,25.12,29.8915,30.6975,36.3325,37.7412,-0.9728,11.6228,-34.9936,0.1274,-14.8587,-17.0942,-36.375

PRICE_WINDOW_180_ROW_055=20251119,25.75,25.75,24.15,24.65,24000.0,25.23,29.4547,29.9725,36.0908,37.6204,-3.1434,2.2822,-37.037,0.1297,-16.3122,-17.7579,-38.375

PRICE_WINDOW_180_ROW_056=20251120,24.65,24.8,24.5,24.5,18000.0,25.27,29.0418,29.24,35.8467,37.4983,-0.6085,0.823,-37.4202,0.1087,-15.6389,-16.2107,-38.75

PRICE_WINDOW_180_ROW_057=20251121,24.4,24.45,24.2,24.2,7000.0,24.9,28.6383,28.4925,35.5975,37.3737,-1.2245,-7.1017,-38.1865,0.048,-15.4979,-15.0654,-39.5

PRICE_WINDOW_180_ROW_058=20251124,24.5,24.5,23.8,23.8,11000.0,24.52,28.2351,27.725,35.3417,37.2458,-1.6529,-7.393,-39.2082,0.0873,-15.7079,-14.1569,-40.5

PRICE_WINDOW_180_ROW_059=20251125,23.85,23.85,23.55,23.55,28000.0,24.14,27.8447,26.945,35.0817,37.1158,-1.0504,-7.4656,-39.8467,0.2613,-15.4238,-12.5997,-41.125

PRICE_WINDOW_180_ROW_060=20251126,23.75,24.2,23.75,24.0,8000.0,24.01,27.5243,26.1875,34.8292,36.9896,1.9108,-2.6369,-38.6973,0.0916,-12.8044,-8.3532,-40.0

PRICE_WINDOW_180_ROW_061=20251127,24.05,24.05,23.7,23.85,15000.0,23.88,27.2181,25.4225,34.5742,36.8621,-0.625,-2.6531,-39.0805,0.2213,-12.3746,-6.1855,-40.375

PRICE_WINDOW_180_ROW_062=20251128,24.05,24.05,23.7,24.0,44000.0,23.84,26.9499,24.665,34.3217,36.7358,0.6289,-0.8264,-38.6973,0.885,-10.946,-2.6961,-40.0

PRICE_WINDOW_180_ROW_063=20251201,24.1,24.1,23.95,24.0,10000.0,23.88,26.7041,23.9075,34.0692,36.6096,0.0,0.8403,-38.6973,0.3339,-10.1262,0.3869,-40.0

PRICE_WINDOW_180_ROW_064=20251202,24.05,24.05,24.0,24.0,5000.0,23.97,26.4788,23.985,33.8167,36.4833,0.0,1.9108,6.9042,0.1678,-9.3614,0.0625,-40.0

PRICE_WINDOW_180_ROW_065=20251203,24.4,24.4,24.4,24.4,1000.0,24.05,26.3055,24.0825,33.5708,36.3604,1.6667,1.6667,8.686,0.034,-7.2439,1.3184,-39.0

PRICE_WINDOW_180_ROW_066=20251204,24.2,24.3,24.0,24.0,4000.0,24.08,26.1134,24.1525,33.3183,36.2342,-1.6393,0.6289,6.1947,0.1368,-8.0932,-0.6314,-40.0

PRICE_WINDOW_180_ROW_067=20251205,23.8,23.95,23.65,23.95,25000.0,24.07,25.9331,24.2025,33.065,36.1075,-0.2083,-0.2083,4.3573,0.8319,-7.6471,-1.0433,-40.125

PRICE_WINDOW_180_ROW_068=20251208,24.1,24.35,24.1,24.3,9000.0,24.13,25.797,24.28,32.8175,35.9838,1.4614,1.25,6.8132,0.2975,-5.8031,0.0824,-39.25

PRICE_WINDOW_180_ROW_069=20251209,23.65,23.85,23.6,23.85,7000.0,24.1,25.6348,24.3325,32.5625,35.8562,-1.8519,-0.625,4.6053,0.2353,-6.9623,-1.9829,-40.375

PRICE_WINDOW_180_ROW_070=20251210,23.85,23.9,23.8,23.9,13000.0,24.0,25.4902,24.3225,32.3083,35.7292,0.2096,-2.0492,-0.8299,0.4906,-6.2385,-1.7371,-40.25

