# PRICE_WINDOW_136

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,21.2,21.25,20.7,20.9,175000,,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,20.9,20.9,20.2,20.2,336000,,,,,,-3.3493,,,,,,

PRICE_WINDOW_180_ROW_003=20251105,19.9,20.05,19.55,19.85,306000,,,,,,-1.7327,,,,,,

PRICE_WINDOW_180_ROW_004=20251106,20.1,20.1,19.7,19.95,192000,,,,,,0.5038,,,,,,

PRICE_WINDOW_180_ROW_005=20251107,19.75,20.1,19.55,19.9,236000,20.16,20.6256,20.16,20.16,20.16,-0.2506,,,0.9478,-3.5182,-1.2897,-6.3529

PRICE_WINDOW_180_ROW_006=20251110,19.85,20.45,19.4,19.5,383000,19.88,20.5318,20.05,20.05,20.05,-2.0101,-6.6986,,1.4115,-5.0256,-2.7431,-8.2353

PRICE_WINDOW_180_ROW_007=20251111,19.6,19.85,19.5,19.55,164000,19.75,20.45,19.9786,19.9786,19.9786,0.2564,-3.2178,,0.6406,-4.4011,-2.1452,-8.0

PRICE_WINDOW_180_ROW_008=20251112,19.6,20.3,19.6,20.25,216000,19.83,20.4333,20.0125,20.0125,20.0125,3.5806,2.0151,,0.8606,-0.8973,1.1868,-4.7059

PRICE_WINDOW_180_ROW_009=20251113,20.25,20.25,19.75,20.05,155000,19.85,20.4014,20.0167,20.0167,20.0167,-0.9877,0.5013,,0.6449,-1.7225,0.1665,-5.6471

PRICE_WINDOW_180_ROW_010=20251114,20.1,20.25,19.85,19.9,120000,19.85,20.3596,20.005,20.005,20.005,-0.7481,0.0,,0.5256,-2.2575,-0.5249,-6.3529

PRICE_WINDOW_180_ROW_011=20251117,19.75,19.8,19.2,19.25,340000,19.8,20.2672,19.9364,19.9364,19.9364,-3.2663,-1.2821,,1.4258,-5.0187,-3.4428,-9.4118

PRICE_WINDOW_180_ROW_012=20251118,19.25,19.25,18.6,18.75,365000,19.64,20.1407,19.8375,19.8375,19.8375,-2.5974,-4.0921,,1.4659,-6.905,-5.482,-11.7647

PRICE_WINDOW_180_ROW_013=20251119,18.85,18.9,18.6,18.7,197000,19.33,20.0207,19.75,19.75,19.75,-0.2667,-7.6543,,0.8041,-6.5965,-5.3165,-12.0

PRICE_WINDOW_180_ROW_014=20251120,18.85,19.1,18.85,18.85,90000,19.09,19.9231,19.6857,19.6857,19.6857,0.8021,-5.985,,0.3847,-5.3862,-4.2453,-11.2941

PRICE_WINDOW_180_ROW_015=20251121,18.6,18.75,18.3,18.4,180000,18.79,19.7962,19.6,19.6,19.6,-2.3873,-7.5377,,0.7815,-7.0528,-6.1224,-13.4118

PRICE_WINDOW_180_ROW_016=20251124,18.6,18.85,18.45,18.55,85000,18.65,19.6923,19.5344,19.5344,19.5344,0.8152,-3.6364,,0.3842,-5.8009,-5.0392,-12.7059

PRICE_WINDOW_180_ROW_017=20251125,18.6,18.9,18.6,18.9,49000,18.68,19.6263,19.4971,19.4971,19.4971,1.8868,0.8,,0.2321,-3.7007,-3.0623,-11.0588

PRICE_WINDOW_180_ROW_018=20251126,19.1,19.5,19.0,19.1,292000,18.76,19.5824,19.475,19.475,19.475,1.0582,2.139,,1.3543,-2.4637,-1.9255,-10.1176

PRICE_WINDOW_180_ROW_019=20251127,19.45,19.45,19.15,19.45,66000,18.88,19.5714,19.4737,19.4737,19.4737,1.8325,3.183,,0.3177,-0.6203,-0.1216,-8.4706

PRICE_WINDOW_180_ROW_020=20251128,19.45,20.3,19.3,20.05,336000,19.21,19.6113,19.5025,19.5025,19.5025,3.0848,8.9674,,1.569,2.237,2.8073,-5.6471

PRICE_WINDOW_180_ROW_021=20251201,20.05,20.05,19.65,19.75,133000,19.45,19.6229,19.445,19.5143,19.5143,-1.4963,6.469,-5.5024,0.6272,0.648,1.5685,-7.0588

PRICE_WINDOW_180_ROW_022=20251202,20.0,20.1,19.75,20.1,406000,19.69,19.6626,19.44,19.5409,19.5409,1.7722,6.3492,-0.495,1.8836,2.2245,3.3951,-5.4118

PRICE_WINDOW_180_ROW_023=20251203,20.4,20.45,19.9,20.15,82000,19.9,19.7032,19.455,19.5674,19.5674,0.2488,5.4974,1.5113,0.4013,2.2675,3.5723,-5.1765

PRICE_WINDOW_180_ROW_024=20251204,20.15,20.45,20.0,20.05,78000,20.02,19.7321,19.46,19.5875,19.5875,-0.4963,3.0848,0.5013,0.3927,1.6109,3.0319,-5.6471

PRICE_WINDOW_180_ROW_025=20251205,19.95,20.05,19.65,19.75,87000,19.96,19.7336,19.4525,19.594,19.594,-1.4963,-1.4963,-0.7538,0.455,0.083,1.5294,-7.0588

PRICE_WINDOW_180_ROW_026=20251208,19.7,19.85,19.45,19.7,145000,19.95,19.7308,19.4625,19.5981,19.5981,-0.2532,-0.2532,1.0256,0.8087,-0.1562,1.2203,-7.2941

PRICE_WINDOW_180_ROW_027=20251209,19.7,19.95,19.5,19.9,68000,19.91,19.7449,19.48,19.6093,19.6093,1.0152,-0.995,1.7903,0.3897,0.7855,2.1561,-6.3529

PRICE_WINDOW_180_ROW_028=20251210,19.95,20.3,19.7,19.85,133000,19.85,19.7537,19.46,19.6179,19.6179,-0.2513,-1.4888,-1.9753,0.7807,0.4877,2.0041,-6.5882

